Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2010,2010-10-31,7,8,26.242,NYJ,GNB,True,6,3,43,14.33,0,50.0%,7.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,0,9,Santonio Holmes
2010,2010-11-07,8,9,26.249,NYJ,DET,True,9,5,114,22.80,0,55.6%,12.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,23,20,Santonio Holmes
2010,2010-11-14,9,10,26.256,NYJ,CLE,True,8,5,76,15.20,1,62.5%,9.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,26,20,Santonio Holmes
2010,2010-11-21,10,11,26.263,NYJ,HOU,True,12,7,126,18.00,2,58.3%,10.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,2,12,0,,0,0,0,0,,,,,,,False,True,30,27,Santonio Holmes
2010,2010-11-25,11,12,26.267,NYJ,CIN,True,7,5,44,8.80,1,71.4%,6.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,26,10,Santonio Holmes
2010,2010-12-06,12,13,26.278,NYJ,NWE,True,12,7,72,10.29,0,58.3%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,8,8.00,0,,0,0,0,,0,0,0,0,,,,,,,True,False,3,45,Santonio Holmes
2010,2010-12-12,13,14,26.284,NYJ,MIA,True,9,2,57,28.50,0,22.2%,6.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,32,10.67,0,,0,0,0,,0,0,0,0,,,,,,,False,False,6,10,Santonio Holmes
2010,2010-12-19,14,15,26.291,NYJ,PIT,True,10,6,40,6.67,0,60.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,22,17,Santonio Holmes
2010,2010-12-26,15,16,26.298,NYJ,CHI,True,8,4,69,17.25,1,50.0%,8.63,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,1,1,0,0,0,0,,,,,,,True,False,34,38,Santonio Holmes
2010,2011-01-02,16,17,26.305,NYJ,BUF,True,1,1,17,17.00,1,100.0%,17.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,38,7,Santonio Holmes
2011,2011-09-11,1,1,27.192,NYJ,DAL,True,10,6,70,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,27,24,Santonio Holmes
2011,2011-09-18,2,2,27.199,NYJ,JAX,True,4,3,42,14.00,1,75.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,32,3,Santonio Holmes
2011,2011-09-25,3,3,27.206,NYJ,OAK,True,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,24,34,Santonio Holmes
2011,2011-10-02,4,4,27.213,NYJ,BAL,True,12,3,33,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,1,0,0,0,0,0,,,,,,,True,False,17,34,Santonio Holmes
2011,2011-10-09,5,5,27.220,NYJ,NWE,True,6,4,60,15.00,1,66.7%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,21,30,Santonio Holmes
2011,2011-10-17,6,6,27.228,NYJ,MIA,True,4,3,63,21.00,1,75.0%,15.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,24,6,Santonio Holmes
2011,2011-10-23,7,7,27.234,NYJ,SDG,True,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,27,21,Santonio Holmes
2011,2011-11-06,8,9,27.248,NYJ,BUF,True,6,3,29,9.67,1,50.0%,4.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,27,11,Santonio Holmes
2011,2011-11-13,9,10,27.255,NYJ,NWE,True,8,6,93,15.50,0,75.0%,11.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,16,37,Santonio Holmes
2011,2011-11-17,10,11,27.259,NYJ,DEN,True,9,4,39,9.75,0,44.4%,4.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,13,17,Santonio Holmes
2011,2011-11-27,11,12,27.269,NYJ,BUF,True,9,2,22,11.00,1,22.2%,2.44,2,28,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,28,24,Santonio Holmes
2011,2011-12-04,12,13,27.276,NYJ,WAS,True,8,4,58,14.50,1,50.0%,7.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,34,19,Santonio Holmes
2011,2011-12-11,13,14,27.283,NYJ,KAN,True,4,2,12,6.00,1,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,37,10,Santonio Holmes
2011,2011-12-18,14,15,27.290,NYJ,PHI,True,6,4,40,10.00,1,66.7%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,1,1,0,0,0,0,,,,,,,True,False,19,45,Santonio Holmes
2011,2011-12-24,15,16,27.296,NYJ,NYG,True,9,4,50,12.50,0,44.4%,5.56,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,14,29,Santonio Holmes
2011,2012-01-01,16,17,27.304,NYJ,MIA,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,17,19,Santonio Holmes
2012,2012-09-09,1,1,28.190,NYJ,BUF,True,8,4,68,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,43,66%,0,0%,0,0%,False,True,48,28,Santonio Holmes
2012,2012-09-16,2,2,28.197,NYJ,PIT,True,11,3,28,9.33,1,27.3%,2.55,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,49,86%,0,0%,0,0%,True,False,10,27,Santonio Holmes
2012,2012-09-23,3,3,28.204,NYJ,MIA,True,14,9,147,16.33,0,64.3%,10.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,59,72%,0,0%,0,0%,True,True,23,20,Santonio Holmes
2012,2012-09-30,4,4,28.211,NYJ,SFO,True,8,4,29,7.25,0,50.0%,3.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,37,70%,0,0%,0,0%,False,False,0,34,Santonio Holmes
2012,2012-10-08,5,5,,NYJ,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,17,23,Santonio Holmes
2012,2012-10-14,6,6,,NYJ,IND,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,35,9,Santonio Holmes
2012,2012-10-21,7,7,,NYJ,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,26,29,Santonio Holmes
2012,2012-10-28,8,8,,NYJ,MIA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,9,30,Santonio Holmes
2012,2012-11-11,9,10,,NYJ,SEA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,7,28,Santonio Holmes
2012,2012-11-18,10,11,,NYJ,STL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,27,13,Santonio Holmes
2012,2012-11-22,11,12,,NYJ,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,19,49,Santonio Holmes
2012,2012-12-02,12,13,,NYJ,ARI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,7,6,Santonio Holmes
2012,2012-12-09,13,14,,NYJ,JAX,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,17,10,Santonio Holmes
2012,2012-12-17,14,15,,NYJ,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,14,Santonio Holmes
2012,2012-12-23,15,16,,NYJ,SDG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,17,27,Santonio Holmes
2012,2012-12-30,16,17,,NYJ,BUF,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,9,28,Santonio Holmes
2013,2013-09-08,1,1,29.189,NYJ,TAM,True,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,44,59%,0,0%,0,0%,False,True,18,17,Santonio Holmes
2013,2013-09-12,2,2,29.193,NYJ,NWE,True,6,3,51,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,66,93%,0,0%,0,0%,True,False,10,13,Santonio Holmes
2013,2013-09-22,3,3,29.203,NYJ,BUF,True,10,5,154,30.80,1,50.0%,15.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,60,77%,0,0%,0,0%,False,True,27,20,Santonio Holmes
2013,2013-09-29,4,4,29.210,NYJ,TEN,True,5,1,25,25.00,0,20.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,49,75%,0,0%,0,0%,True,False,13,38,Santonio Holmes
2013,2013-10-07,5,5,,NYJ,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,30,28,Santonio Holmes
2013,2013-10-13,6,6,,NYJ,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,6,19,Santonio Holmes
2013,2013-10-20,7,7,,NYJ,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,30,27,Santonio Holmes
2013,2013-10-27,8,8,,NYJ,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,9,49,Santonio Holmes
2013,2013-11-03,9,9,,NYJ,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,26,20,Santonio Holmes
2013,2013-11-17,10,11,29.259,NYJ,BUF,True,8,2,71,35.50,0,25.0%,8.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,31,53%,0,0%,0,0%,True,False,14,37,Santonio Holmes
2013,2013-11-24,11,12,29.266,NYJ,BAL,True,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,43,75%,0,0%,0,0%,True,False,3,19,Santonio Holmes
2013,2013-12-01,12,13,29.273,NYJ,MIA,True,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,2,4%,0,0%,0,0%,False,False,3,23,Santonio Holmes
2013,2013-12-08,13,14,29.280,NYJ,OAK,True,5,3,55,18.33,0,60.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,42,72%,0,0%,0,0%,False,True,37,27,Santonio Holmes
2013,2013-12-15,14,15,29.287,NYJ,CAR,True,8,2,14,7.00,0,25.0%,1.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,53,85%,0,0%,0,0%,True,False,20,30,Santonio Holmes
2013,2013-12-22,15,16,29.294,NYJ,CLE,True,6,2,20,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,53,69%,0,0%,0,0%,False,True,24,13,Santonio Holmes
2013,2013-12-29,16,17,29.301,NYJ,MIA,True,4,3,41,13.67,0,75.0%,10.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,57,79%,0,0%,0,0%,True,True,20,7,Santonio Holmes
2014,2014-09-07,1,1,30.188,CHI,BUF,False,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,,0,0,0,0,0,0,0,0,28,38%,0,0%,3,10%,False,False,20,23,Santonio Holmes
2014,2014-09-14,2,2,30.195,CHI,SFO,True,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,1.00,0,,0,0,0,0,0,0,0,0,44,75%,0,0%,1,4%,True,True,28,20,Santonio Holmes
2014,2014-09-22,3,3,30.203,CHI,NYJ,True,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,11,11.00,0,,0,0,0,0,0,0,0,0,34,52%,0,0%,3,10%,True,True,27,19,Santonio Holmes
2014,2014-09-28,4,4,30.209,CHI,GNB,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,31,40%,0,0%,0,0%,False,False,17,38,Santonio Holmes
2014,2014-10-05,5,5,30.216,CHI,CAR,False,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,30,15.00,0,,0,0,1,0,0,0,0,0,22,34%,0,0%,5,17%,True,False,24,31,Santonio Holmes
2014,2014-10-12,6,6,30.223,CHI,ATL,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,-1,-0.50,0,,0,0,0,0,0,0,0,0,9,12%,0,0%,6,21%,True,True,27,13,Santonio Holmes
2014,2014-10-19,7,7,30.230,CHI,MIA,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,23,43%,0,0%,2,9%,False,False,14,27,Santonio Holmes
2014,2014-10-26,8,8,30.237,CHI,NWE,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,10,10.00,0,,0,0,0,0,0,0,0,0,37,54%,0,0%,1,3%,True,False,23,51,Santonio Holmes
2014,2014-11-09,9,10,30.251,CHI,GNB,False,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,0,0,0,0,0,0,0,0,21,30%,0,0%,1,3%,True,False,14,55,Santonio Holmes
,112 Games,,,,,,False,734,389,6030,15.50,36,53.0%,8.22,16,89,5.56,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,18,436,24.22,0,75,586,7.81,1,1,37,224,17,8,0,3,0,0,,,,,,,False,False,50,0,Santonio Holmes
