Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2015,2015-11-01,7,8,,TEN,HOU,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,6,20,Harry Douglas
2015,2015-11-08,8,9,31.053,TEN,NOR,True,5,5,73,14.60,0,100.0%,14.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,59,83%,0,0%,0,0%,True,True,34,28,Harry Douglas
2015,2015-11-15,9,10,31.060,TEN,CAR,False,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,37,80%,0,0%,0,0%,False,False,10,27,Harry Douglas
2015,2015-11-19,10,11,31.064,TEN,JAX,True,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,,0,2,9,4.50,0,,0,0,0,0,0,0,0,0,70,100%,0,0%,2,7%,True,False,13,19,Harry Douglas
2015,2015-11-29,11,12,31.074,TEN,OAK,True,8,3,29,9.67,1,37.5%,3.63,0,0,,0,0,0,,0,1,5,5.00,0,,1,6,0,0,0,0,0,0,60,97%,0,0%,4,15%,False,False,21,24,Harry Douglas
2015,2015-12-06,12,13,31.081,TEN,JAX,True,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,49,70%,0,0%,1,3%,False,True,42,39,Harry Douglas
2015,2015-12-13,13,14,31.088,TEN,NYJ,True,7,3,65,21.67,0,42.9%,9.29,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,53,87%,0,0%,1,4%,True,False,8,30,Harry Douglas
2015,2015-12-20,14,15,31.095,TEN,NWE,True,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,1,18,18.00,0,,0,0,0,0,0,0,0,0,52,84%,0,0%,3,9%,True,False,16,33,Harry Douglas
2015,2015-12-27,15,16,31.102,TEN,HOU,False,12,6,79,13.17,0,50.0%,6.58,0,0,,0,0,0,,0,5,32,6.40,0,,0,0,1,1,0,0,0,0,59,89%,0,0%,6,20%,False,False,6,34,Harry Douglas
2015,2016-01-03,16,17,31.109,TEN,IND,True,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,2,9,4.50,0,,0,0,1,0,0,1,0,0,47,81%,0,0%,5,15%,True,False,24,30,Harry Douglas
2016,2016-09-11,1,1,31.361,TEN,MIN,False,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,37,55%,0,0%,0,0%,False,False,16,25,Harry Douglas
2016,2016-09-18,2,2,32.002,TEN,DET,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,19,28%,0,0%,0,0%,True,True,16,15,Harry Douglas
2016,2016-09-25,3,3,32.009,TEN,OAK,False,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,1,0,0,27,40%,0,0%,0,0%,False,False,10,17,Harry Douglas
2016,2016-10-02,4,4,,TEN,HOU,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,20,27,Harry Douglas
2016,2016-10-09,5,5,,TEN,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,30,17,Harry Douglas
2016,2016-10-16,6,6,,TEN,CLE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,28,26,Harry Douglas
2016,2016-10-23,7,7,,TEN,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,26,34,Harry Douglas
2016,2016-10-27,8,8,,TEN,JAX,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,36,22,Harry Douglas
2016,2016-11-06,9,9,32.051,TEN,SDG,False,2,2,48,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,9,14%,0,0%,0,0%,True,False,35,43,Harry Douglas
2016,2016-11-13,10,10,32.058,TEN,GNB,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,9,15%,0,0%,0,0%,False,True,47,25,Harry Douglas
2016,2016-11-20,11,11,32.065,TEN,IND,False,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,12,17%,0,0%,0,0%,True,False,17,24,Harry Douglas
2016,2016-11-27,12,12,32.072,TEN,CHI,False,2,2,60,30.00,0,100.0%,30.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,11,19%,0,0%,0,0%,True,True,27,21,Harry Douglas
2016,2016-12-11,13,14,32.086,TEN,DEN,False,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,18,27%,0,0%,0,0%,False,True,13,10,Harry Douglas
2016,2016-12-18,14,15,32.093,TEN,KAN,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,12,18%,0,0%,0,0%,True,True,19,17,Harry Douglas
2016,2016-12-24,15,16,32.099,TEN,JAX,True,6,5,48,9.60,0,83.3%,8.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,35,49%,0,0%,0,0%,True,False,17,38,Harry Douglas
2016,2017-01-01,16,17,32.107,TEN,HOU,True,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,48,79%,0,0%,0,0%,False,True,24,17,Harry Douglas
2017,2017-09-10,1,1,,TEN,OAK,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,16,26,Harry Douglas
2017,2017-09-17,2,2,,TEN,JAX,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,37,16,Harry Douglas
2017,2017-09-24,3,3,,TEN,SEA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,33,27,Harry Douglas
2017,2017-10-01,4,4,,TEN,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,14,57,Harry Douglas
2017,2017-10-08,5,5,,TEN,MIA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,16,Harry Douglas
2017,2017-10-16,6,6,,TEN,IND,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,36,22,Harry Douglas
2017,2017-10-22,7,7,,TEN,CLE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,12,9,Harry Douglas
2017,2017-11-05,8,9,,TEN,BAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,23,20,Harry Douglas
2017,2017-11-12,9,10,,TEN,CIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,24,20,Harry Douglas
2017,2017-11-16,10,11,,TEN,PIT,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,17,40,Harry Douglas
2017,2017-11-26,11,12,33.071,TEN,IND,False,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,14,24%,0,0%,0,0%,True,True,20,16,Harry Douglas
2017,2017-12-03,12,13,33.078,TEN,HOU,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,9,17%,0,0%,0,0%,False,True,24,13,Harry Douglas
2017,2017-12-10,13,14,,TEN,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,7,12,Harry Douglas
2017,2017-12-17,14,15,,TEN,SFO,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,23,25,Harry Douglas
2017,2017-12-24,15,16,,TEN,LAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,23,27,Harry Douglas
2017,2017-12-31,16,17,,TEN,JAX,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,15,10,Harry Douglas
,118 Games,,,,,,False,516,310,3759,12.13,10,60.1%,7.28,18,65,3.61,1,5,54,10.80,0,45,398,8.84,1,1,12,74,7,4,0,2,0,0,,,,,,,False,False,51,0,Harry Douglas
