Year,Date,G#,Week,Age,Tm,Opp,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2012,2012-12-30,16,17,34.336,TEN,JAX,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,45%,False,True,38,20,Rob Bironas
2013,2013-09-08,1,1,35.222,TEN,PIT,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,36%,True,True,16,9,Rob Bironas
2013,2013-09-15,2,2,35.229,TEN,HOU,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,10,28%,True,False,24,30,Rob Bironas
2013,2013-09-22,3,3,35.236,TEN,SDG,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,10,36%,False,True,20,17,Rob Bironas
2013,2013-09-29,4,4,35.243,TEN,NYJ,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,41%,False,True,38,13,Rob Bironas
2013,2013-10-06,5,5,35.250,TEN,KAN,False,2,2,100.0,1,2,50.0,0,5,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,24%,False,False,17,26,Rob Bironas
2013,2013-10-13,6,6,35.257,TEN,SEA,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,6,25%,True,False,13,20,Rob Bironas
2013,2013-10-20,7,7,35.264,TEN,SFO,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,23%,False,False,17,31,Rob Bironas
2013,2013-11-03,8,9,35.278,TEN,STL,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,33%,True,True,28,21,Rob Bironas
2013,2013-11-10,9,10,35.285,TEN,JAX,False,3,3,100.0,2,2,100.0,0,9,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,31%,False,False,27,29,Rob Bironas
2013,2013-11-14,10,11,35.289,TEN,IND,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,38%,False,False,27,30,Rob Bironas
2013,2013-11-24,11,12,35.299,TEN,OAK,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,35%,True,True,23,19,Rob Bironas
2013,2013-12-01,12,13,35.306,TEN,IND,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,5,18%,True,False,14,22,Rob Bironas
2013,2013-12-08,13,14,35.313,TEN,DEN,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,27%,True,False,28,51,Rob Bironas
2013,2013-12-15,14,15,35.320,TEN,ARI,False,4,4,100.0,2,3,66.7,0,10,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,14,39%,False,False,34,37,Rob Bironas
2013,2013-12-22,15,16,35.327,TEN,JAX,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,39%,True,True,20,16,Rob Bironas
2013,2013-12-29,16,17,35.334,TEN,HOU,False,1,1,100.0,3,3,100.0,0,10,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0%,0,0%,8,33%,False,True,16,10,Rob Bironas
,144 Games,,,,,,False,315,317,99.4,239,279,85.7,0,1032,0.0,17,1,18,0,0,0,0,0,1,0,0,1,40,40.00,0,,,,,,,False,False,73,0,Rob Bironas
