Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2011,2011-09-11,1,1,21.217,ATL,CHI,False,2,0,0.00,0,5,3,33,11.00,0,60.0%,6.60,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,12,30,Jacquizz Rodgers
2011,2011-09-18,2,2,21.224,ATL,PHI,False,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,35,31,Jacquizz Rodgers
2011,2011-09-25,3,3,21.231,ATL,TAM,False,2,7,3.50,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,13,16,Jacquizz Rodgers
2011,2011-10-02,4,4,21.238,ATL,SEA,False,6,25,4.17,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,30,28,Jacquizz Rodgers
2011,2011-10-09,5,5,21.245,ATL,GNB,False,1,11,11.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,14,25,Jacquizz Rodgers
2011,2011-10-16,6,6,21.252,ATL,CAR,False,1,8,8.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,17,Jacquizz Rodgers
2011,2011-10-23,7,7,21.259,ATL,DET,False,1,5,5.00,0,4,3,12,4.00,0,75.0%,3.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,23,16,Jacquizz Rodgers
2011,2011-11-06,8,9,21.273,ATL,IND,False,10,44,4.40,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,31,7,Jacquizz Rodgers
2011,2011-11-13,9,10,21.280,ATL,NOR,False,7,30,4.29,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,23,26,Jacquizz Rodgers
2011,2011-11-20,10,11,21.287,ATL,TEN,False,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,True,23,17,Jacquizz Rodgers
