Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2016,2016-09-08,1,1,24.104,DEN,,CAR,W 21-20,False,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,6,10%,0,0%,0,0%,False,Devontae Booker
2016,2016-09-18,2,2,24.114,DEN,,IND,W 34-20,False,9,46,5.11,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,20%,0,0%,0,0%,False,Devontae Booker
2016,2016-09-25,3,3,24.121,DEN,@,CIN,W 29-17,False,4,8,2.00,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,24%,0,0%,0,0%,True,Devontae Booker
2016,2016-10-02,4,4,24.128,DEN,@,TAM,W 27-7,False,7,30,4.29,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,25%,0,0%,0,0%,True,Devontae Booker
2016,2016-10-09,5,5,24.135,DEN,,ATL,L 16-23,False,6,23,3.83,0,6,4,36,9.00,0,66.7%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,29,41%,0,0%,0,0%,False,Devontae Booker
2016,2016-10-13,6,6,24.139,DEN,@,SDG,L 13-21,False,5,46,9.20,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,20%,0,0%,0,0%,True,Devontae Booker
2016,2016-10-24,7,7,24.150,DEN,,HOU,W 27-9,False,17,83,4.88,1,2,1,4,4.00,0,50.0%,2.00,0,0,,0,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,35,55%,0,0%,0,0%,False,Devontae Booker
2016,2016-10-30,8,8,24.156,DEN,,SDG,W 27-19,True,19,54,2.84,1,6,5,30,6.00,0,83.3%,5.00,0,0,,0,1,6,0.0,0,0,0,,,1,1,0,0,0,0,54,83%,0,0%,0,0%,False,Devontae Booker
2016,2016-11-06,9,9,24.163,DEN,@,OAK,L 20-30,True,10,22,2.20,0,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,82%,0,0%,0,0%,True,Devontae Booker
2016,2016-11-13,10,10,24.170,DEN,@,NOR,W 25-23,True,24,76,3.17,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,71%,0,0%,0,0%,True,Devontae Booker
2016,2016-11-27,11,12,24.184,DEN,,KAN,L 27-30,True,24,79,3.29,0,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,58%,0,0%,0,0%,False,Devontae Booker
2016,2016-12-04,12,13,24.191,DEN,@,JAX,W 20-10,True,18,35,1.94,1,1,1,2,2.00,0,100.0%,2.00,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,37,67%,0,0%,0,0%,True,Devontae Booker
2016,2016-12-11,13,14,24.198,DEN,@,TEN,L 10-13,True,3,1,0.33,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,43%,0,0%,0,0%,True,Devontae Booker
2016,2016-12-18,14,15,24.205,DEN,,NWE,L 3-16,False,6,17,2.83,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,45%,0,0%,0,0%,False,Devontae Booker
2016,2016-12-25,15,16,24.212,DEN,@,KAN,L 10-33,False,5,27,5.40,0,10,6,44,7.33,0,60.0%,4.40,0,0,,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,33,55%,0,0%,0,0%,True,Devontae Booker
2016,2017-01-01,16,17,24.219,DEN,,OAK,W 24-6,False,14,57,4.07,1,3,2,52,26.00,1,66.7%,17.33,0,0,,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,29,40%,0,0%,0,0%,False,Devontae Booker
2017,2017-09-11,1,1,,DEN,,LAC,W 24-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Devontae Booker
2017,2017-09-17,2,2,,DEN,,DAL,W 42-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Devontae Booker
2017,2017-09-24,3,3,,DEN,@,BUF,L 16-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Devontae Booker
2017,2017-10-01,4,4,25.127,DEN,,OAK,W 16-10,False,3,14,4.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,12%,0,0%,14,50%,False,Devontae Booker
2017,2017-10-15,5,6,25.141,DEN,,NYG,L 10-23,False,1,2,2.00,0,6,4,78,19.50,0,66.7%,13.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,28%,0,0%,15,54%,False,Devontae Booker
2017,2017-10-22,6,7,25.148,DEN,@,LAC,L 0-21,False,2,6,3.00,0,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,17%,0,0%,13,54%,True,Devontae Booker
