Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2011,2011-09-12,1,1,,MIA,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,24,38,Charles Clay
2011,2011-09-18,2,2,,MIA,HOU,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,13,23,Charles Clay
2011,2011-09-25,3,3,22.224,MIA,CLE,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,16,17,Charles Clay
2011,2011-10-02,4,4,22.231,MIA,SDG,True,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,16,26,Charles Clay
2011,2011-10-17,5,6,22.246,MIA,NYJ,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,6,24,Charles Clay
2011,2011-10-23,6,7,22.252,MIA,DEN,False,1,1,29,29.00,0,100.0%,29.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,15,18,Charles Clay
2011,2011-10-30,7,8,22.259,MIA,NYG,True,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,20,Charles Clay
2011,2011-11-06,8,9,22.266,MIA,KAN,True,3,3,50,16.67,0,100.0%,16.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,31,3,Charles Clay
2011,2011-11-13,9,10,22.273,MIA,WAS,True,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,9,Charles Clay
2011,2011-11-20,10,11,22.280,MIA,BUF,True,4,4,69,17.25,1,100.0%,17.25,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,35,8,Charles Clay
2011,2011-11-24,11,12,22.284,MIA,DAL,True,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,19,20,Charles Clay
2011,2011-12-04,12,13,22.294,MIA,OAK,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,14,Charles Clay
2011,2011-12-11,13,14,22.301,MIA,PHI,False,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,False,10,26,Charles Clay
2011,2011-12-18,14,15,22.308,MIA,BUF,True,1,1,30,30.00,0,100.0%,30.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,30,23,Charles Clay
2011,2011-12-24,15,16,22.314,MIA,NWE,False,3,1,1,1.00,1,33.3%,0.33,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,24,27,Charles Clay
2011,2012-01-01,16,17,22.322,MIA,NYJ,False,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,19,17,Charles Clay
2012,2012-09-09,1,1,23.209,MIA,HOU,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,58%,0,0%,2,7%,True,False,10,30,Charles Clay
2012,2012-09-16,2,2,23.216,MIA,OAK,False,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,19%,0,0%,2,6%,False,True,35,13,Charles Clay
2012,2012-09-23,3,3,23.223,MIA,NYJ,True,,,,,,0.0%,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,36,43%,0,0%,6,18%,False,False,20,23,Charles Clay
2012,2012-09-30,4,4,23.230,MIA,ARI,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,27%,0,0%,1,3%,True,False,21,24,Charles Clay
2012,2012-10-07,5,5,23.237,MIA,CIN,True,5,3,35,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,21,32%,0,0%,0,0%,True,True,17,13,Charles Clay
2012,2012-10-14,6,6,23.244,MIA,STL,False,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,22%,0,0%,1,4%,False,True,17,14,Charles Clay
2012,2012-10-28,7,8,23.258,MIA,NYJ,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,46%,0,0%,1,3%,True,True,30,9,Charles Clay
2012,2012-11-04,8,9,23.265,MIA,IND,True,1,1,31,31.00,1,100.0%,31.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,34,54%,0,0%,2,7%,True,False,20,23,Charles Clay
2012,2012-11-11,9,10,23.272,MIA,TEN,True,4,1,15,15.00,0,25.0%,3.75,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,37%,0,0%,2,7%,False,False,3,37,Charles Clay
2012,2012-11-15,10,11,23.276,MIA,BUF,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,26%,0,0%,0,0%,True,False,14,19,Charles Clay
2012,2012-11-25,11,12,23.286,MIA,SEA,False,6,6,84,14.00,1,100.0%,14.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,37,62%,0,0%,0,0%,False,True,24,21,Charles Clay
2012,2012-12-02,12,13,23.293,MIA,NWE,True,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,50%,0,0%,0,0%,False,False,16,23,Charles Clay
2012,2012-12-09,13,14,23.300,MIA,SFO,False,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,26%,0,0%,5,21%,True,False,13,27,Charles Clay
2012,2012-12-16,14,15,23.307,MIA,JAX,True,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,13%,0,0%,2,10%,False,True,24,3,Charles Clay
2012,2012-12-23,15,16,,MIA,BUF,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,24,10,Charles Clay
2012,2012-12-30,16,17,,MIA,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,0,28,Charles Clay
2013,2013-09-08,1,1,24.207,MIA,CLE,True,6,5,54,10.80,0,83.3%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,91%,0,0%,5,18%,True,True,23,10,Charles Clay
2013,2013-09-15,2,2,24.214,MIA,IND,True,7,5,109,21.80,0,71.4%,15.57,1,1,1.00,1,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,53,80%,0,0%,1,4%,True,True,24,20,Charles Clay
2013,2013-09-22,3,3,24.221,MIA,ATL,True,6,4,40,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,82%,0,0%,2,7%,False,True,27,23,Charles Clay
2013,2013-09-30,4,4,24.229,MIA,NOR,True,6,6,42,7.00,1,100.0%,7.00,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,83%,0,0%,2,7%,True,False,17,38,Charles Clay
2013,2013-10-06,5,5,24.235,MIA,BAL,True,6,3,52,17.33,1,50.0%,8.67,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,83%,0,0%,0,0%,False,False,23,26,Charles Clay
2013,2013-10-20,6,7,24.249,MIA,BUF,False,3,1,7,7.00,1,33.3%,2.33,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,54,82%,0,0%,2,6%,False,False,21,23,Charles Clay
2013,2013-10-27,7,8,24.256,MIA,NWE,True,8,5,37,7.40,0,62.5%,4.63,1,1,1.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,85%,0,0%,4,13%,True,False,17,27,Charles Clay
2013,2013-10-31,8,9,24.260,MIA,CIN,True,3,3,22,7.33,0,100.0%,7.33,1,13,13.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,89%,0,0%,4,12%,False,True,22,20,Charles Clay
2013,2013-11-11,9,10,24.271,MIA,TAM,True,8,4,21,5.25,0,50.0%,2.63,2,0,0.00,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,42,71%,0,0%,8,29%,True,False,19,22,Charles Clay
2013,2013-11-17,10,11,24.277,MIA,SDG,True,7,6,90,15.00,1,85.7%,12.86,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,47,75%,0,0%,5,19%,False,True,20,16,Charles Clay
2013,2013-11-24,11,12,24.284,MIA,CAR,True,7,4,27,6.75,0,57.1%,3.86,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,73%,0,0%,4,12%,False,False,16,20,Charles Clay
2013,2013-12-01,12,13,24.291,MIA,NYJ,True,10,7,80,11.43,0,70.0%,8.00,1,0,0.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,84%,0,0%,2,8%,True,True,23,3,Charles Clay
2013,2013-12-08,13,14,24.298,MIA,PIT,True,10,7,97,13.86,2,70.0%,9.70,0,0,,0,0,0,,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,54,87%,0,0%,5,15%,True,True,34,28,Charles Clay
2013,2013-12-15,14,15,24.305,MIA,NWE,True,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,78%,0,0%,5,19%,False,True,24,20,Charles Clay
2013,2013-12-22,15,16,24.312,MIA,BUF,True,7,4,32,8.00,0,57.1%,4.57,0,0,,0,1,8,8.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,96%,0,0%,6,21%,True,False,0,19,Charles Clay
2013,2013-12-29,16,17,24.319,MIA,NYJ,True,6,4,43,10.75,0,66.7%,7.17,1,0,0.00,0,1,15,15.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,92%,0,0%,5,22%,False,False,7,20,Charles Clay
2014,2014-09-07,1,1,25.206,MIA,NWE,True,6,2,27,13.50,0,33.3%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,89%,0,0%,0,0%,False,True,33,20,Charles Clay
2014,2014-09-14,2,2,25.213,MIA,BUF,True,8,7,31,4.43,0,87.5%,3.88,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,70%,0,0%,0,0%,True,False,10,29,Charles Clay
2014,2014-09-21,3,3,25.220,MIA,KAN,True,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,80%,0,0%,0,0%,False,False,15,34,Charles Clay
2014,2014-09-28,4,4,25.227,MIA,OAK,True,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,40,57%,0,0%,0,0%,True,True,38,14,Charles Clay
2014,2014-10-12,5,6,25.241,MIA,GNB,True,5,3,35,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,83%,0,0%,0,0%,False,False,24,27,Charles Clay
2014,2014-10-19,6,7,25.248,MIA,CHI,True,5,4,58,14.50,1,80.0%,11.60,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,55,79%,0,0%,0,0%,True,True,27,14,Charles Clay
