Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2014,2014-10-27,8,8,25.049,DAL,,WAS,L 17-20,True,7,6,69,11.50,0,85.7%,9.86,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,57,88%,0,0%,0,0%,False,Terrance Williams
2014,2014-11-02,9,9,25.055,DAL,,ARI,L 17-28,True,7,2,19,9.50,0,28.6%,2.71,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,52,81%,0,0%,0,0%,False,Terrance Williams
2014,2014-11-09,10,10,25.062,DAL,@,JAX,W 31-17,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,42,70%,0,0%,1,3%,True,Terrance Williams
2014,2014-11-23,11,12,25.076,DAL,@,NYG,W 31-28,True,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,48,89%,0,0%,0,0%,True,Terrance Williams
2014,2014-11-27,12,13,25.080,DAL,,PHI,L 10-33,True,4,2,38,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,47,77%,0,0%,0,0%,False,Terrance Williams
2014,2014-12-04,13,14,25.087,DAL,@,CHI,W 41-28,True,,,,,,0.0%,,,,,,,,,,,0,0,0,,,0,0,0,39,63%,0,0%,1,3%,True,Terrance Williams
2014,2014-12-14,14,15,25.097,DAL,@,PHI,W 38-27,True,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,60,73%,0,0%,0,0%,True,Terrance Williams
2014,2014-12-21,15,16,25.104,DAL,,IND,W 42-7,True,2,2,52,26.00,2,100.0%,26.00,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,41,65%,0,0%,1,4%,False,Terrance Williams
2014,2014-12-28,16,17,25.111,DAL,@,WAS,W 44-17,True,5,3,68,22.67,0,60.0%,13.60,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,46,72%,0,0%,1,3%,True,Terrance Williams
2015,2015-09-13,1,1,26.005,DAL,,NYG,W 27-26,True,8,5,60,12.00,0,62.5%,7.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,60,86%,0,0%,0,0%,False,Terrance Williams
2015,2015-09-20,2,2,26.012,DAL,@,PHI,W 20-10,True,7,4,84,21.00,1,57.1%,12.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,67,79%,0,0%,0,0%,True,Terrance Williams
2015,2015-09-27,3,3,26.019,DAL,,ATL,L 28-39,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,41,77%,0,0%,0,0%,False,Terrance Williams
2015,2015-10-04,4,4,26.026,DAL,@,NOR,L 20-26,True,10,3,49,16.33,1,30.0%,4.90,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,53,87%,0,0%,0,0%,True,Terrance Williams
2015,2015-10-11,5,5,26.033,DAL,,NWE,L 6-30,True,6,2,30,15.00,0,33.3%,5.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,62,86%,0,0%,1,4%,False,Terrance Williams
