Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2012.0,2012-09-09,1.0,1.0,23.339,JAX,MIN,L 23-26,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,4.0,214.0,53.5,0.0,0.0,0%,0.0,0%,8.0,25%,True,Bryan Anger,False,23,26
2012.0,2012-09-16,2.0,2.0,23.346,JAX,HOU,L 7-27,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,9.0,470.0,52.22,0.0,0.0,0%,0.0,0%,10.0,34%,False,Bryan Anger,False,7,27
2012.0,2012-09-23,3.0,3.0,23.353,JAX,IND,W 22-17,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,6.0,321.0,53.5,0.0,0.0,0%,0.0,0%,10.0,32%,True,Bryan Anger,True,22,17
2012.0,2012-09-30,4.0,4.0,23.36,JAX,CIN,L 10-27,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,6.0,295.0,49.17,0.0,0.0,0%,0.0,0%,8.0,30%,False,Bryan Anger,False,10,27
2012.0,2012-10-07,5.0,5.0,24.001,JAX,CHI,L 3-41,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,6.0,291.0,48.5,0.0,0.0,0%,0.0,0%,7.0,26%,False,Bryan Anger,False,3,41
2012.0,2012-10-21,6.0,7.0,24.015,JAX,OAK,L 23-26,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,9.0,379.0,42.11,0.0,0.0,0%,0.0,0%,14.0,35%,True,Bryan Anger,False,23,26
2012.0,2012-10-28,7.0,8.0,24.022,JAX,GNB,L 15-24,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,5.0,203.0,40.6,1.0,0.0,0%,0.0,0%,9.0,30%,True,Bryan Anger,False,15,24
2012.0,2012-11-04,8.0,9.0,24.029,JAX,DET,L 14-31,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,4.0,202.0,50.5,0.0,0.0,0%,0.0,0%,4.0,19%,False,Bryan Anger,False,14,31
2012.0,2012-11-08,9.0,10.0,24.033,JAX,IND,L 10-27,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,5.0,236.0,47.2,0.0,0.0,0%,0.0,0%,8.0,32%,False,Bryan Anger,False,10,27
2012.0,2012-11-18,10.0,11.0,24.043,JAX,HOU,L 37-43,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,242.0,48.4,0.0,0.0,0%,0.0,0%,12.0,29%,True,Bryan Anger,False,37,43
2012.0,2012-11-25,11.0,12.0,24.05,JAX,TEN,W 24-19,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,5.0,235.0,47.0,0.0,0.0,0%,0.0,0%,9.0,30%,False,Bryan Anger,True,24,19
2012.0,2012-12-02,12.0,13.0,24.057,JAX,BUF,L 18-34,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,5.0,208.0,41.6,0.0,0.0,0%,0.0,0%,7.0,25%,True,Bryan Anger,False,18,34
2012.0,2012-12-09,13.0,14.0,24.064,JAX,NYJ,L 10-17,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,8.0,363.0,45.38,0.0,0.0,0%,0.0,0%,11.0,39%,False,Bryan Anger,False,10,17
2012.0,2012-12-16,14.0,15.0,24.071,JAX,MIA,L 3-24,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,5.0,237.0,47.4,0.0,0.0,0%,0.0,0%,6.0,30%,True,Bryan Anger,False,3,24
2012.0,2012-12-23,15.0,16.0,24.078,JAX,NWE,L 16-23,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,4.0,225.0,56.25,0.0,0.0,0%,0.0,0%,9.0,30%,False,Bryan Anger,False,16,23
2012.0,2012-12-30,16.0,17.0,24.085,JAX,TEN,L 20-38,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,5.0,232.0,46.4,0.0,0.0,0%,0.0,0%,7.0,24%,True,Bryan Anger,False,20,38
2013.0,2013-09-08,1.0,1.0,24.337,JAX,KAN,L 2-28,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,11.0,556.0,50.55,0.0,0.0,0%,0.0,0%,11.0,34%,False,Bryan Anger,False,2,28
2013.0,2013-09-15,2.0,2.0,24.344,JAX,OAK,L 9-19,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,8.0,349.0,43.63,0.0,0.0,0%,0.0,0%,9.0,31%,True,Bryan Anger,False,9,19
2013.0,2013-09-22,3.0,3.0,24.351,JAX,SEA,L 17-45,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,7.0,299.0,42.71,0.0,0.0,0%,0.0,0%,10.0,30%,True,Bryan Anger,False,17,45
2013.0,2013-09-29,4.0,4.0,24.358,JAX,IND,L 3-37,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,6.0,290.0,48.33,0.0,0.0,0%,0.0,0%,7.0,26%,False,Bryan Anger,False,3,37
2013.0,2013-10-06,5.0,5.0,25.0,JAX,STL,L 20-34,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,5.0,241.0,48.2,0.0,0.0,0%,0.0,0%,10.0,29%,True,Bryan Anger,False,20,34
2013.0,2013-10-13,6.0,6.0,25.007,JAX,DEN,L 19-35,False,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0,3.0,135.0,45.0,0.0,0.0,0%,0.0,0%,8.0,29%,True,Bryan Anger,False,19,35
2013.0,2013-10-20,7.0,7.0,25.014,JAX,SDG,L 6-24,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,3.0,150.0,50.0,0.0,0.0,0%,0.0,0%,5.0,25%,False,Bryan Anger,False,6,24
2013.0,2013-10-27,8.0,8.0,25.021,JAX,SFO,L 10-42,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,4.0,178.0,44.5,0.0,0.0,0%,0.0,0%,6.0,26%,False,Bryan Anger,False,10,42
2013.0,2013-11-10,9.0,10.0,25.035,JAX,TEN,W 29-27,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0,0,7.0,304.0,43.43,0.0,0.0,0%,0.0,0%,12.0,34%,True,Bryan Anger,True,29,27
2013.0,2013-11-17,10.0,11.0,25.042,JAX,ARI,L 14-27,False,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0,0,0,8.0,382.0,47.75,0.0,0.0,0%,0.0,0%,11.0,32%,False,Bryan Anger,False,14,27
