Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2007,2007-09-09,1,1,22.308,DAL,,NYG,W 45-35,False,6,6,100.0,1,1,100.0,0,9,0.0,,,,,,,,,,,,False,Nick Folk
2007,2007-09-16,2,2,22.315,DAL,@,MIA,W 37-20,False,4,4,100.0,3,3,100.0,0,13,0.0,,,,,,,,,,,,True,Nick Folk
2007,2007-09-23,3,3,22.322,DAL,@,CHI,W 34-10,False,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,0,0,,,,,,,True,Nick Folk
2007,2007-09-30,4,4,22.329,DAL,,STL,W 35-7,False,5,5,100.0,,,,0,5,0.0,0,0,0,0,0,,,,,,,False,Nick Folk
2007,2007-10-08,5,5,22.337,DAL,@,BUF,W 25-24,False,1,1,100.0,4,4,100.0,0,13,0.0,,,,,,,,,,,,True,Nick Folk
2007,2007-10-14,6,6,22.343,DAL,,NWE,L 27-48,False,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,,,,,,,False,Nick Folk
2007,2007-10-21,7,7,22.350,DAL,,MIN,W 24-14,False,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,,,,,,,False,Nick Folk
2007,2007-11-04,8,9,22.364,DAL,@,PHI,W 38-17,False,5,5,100.0,1,1,100.0,0,8,0.0,,,,,,,,,,,,True,Nick Folk
2007,2007-11-11,9,10,23.006,DAL,@,NYG,W 31-20,False,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,,,,,,,True,Nick Folk
2007,2007-11-18,10,11,23.013,DAL,,WAS,W 28-23,False,4,4,100.0,,1,0.0,0,4,0.0,,,,,,,,,,,,False,Nick Folk
2007,2007-11-22,11,12,23.017,DAL,,NYJ,W 34-3,False,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,,,,,,,False,Nick Folk
2007,2007-11-29,12,13,23.024,DAL,,GNB,W 37-27,False,4,4,100.0,3,3,100.0,0,13,0.0,,,,,,,,,,,,False,Nick Folk
2007,2007-12-09,13,14,23.034,DAL,@,DET,W 28-27,False,4,4,100.0,,1,0.0,0,4,0.0,,,,,,,,,,,,True,Nick Folk
2007,2007-12-16,14,15,23.041,DAL,,PHI,L 6-10,False,,,,2,2,100.0,0,6,0.0,,,,,,,,,,,,False,Nick Folk
2007,2007-12-22,15,16,23.047,DAL,@,CAR,W 20-13,False,2,2,100.0,2,2,100.0,0,8,0.0,1,0,1,0,0,,,,,,,True,Nick Folk
2007,2007-12-30,16,17,23.055,DAL,@,WAS,L 6-27,False,,,,2,3,66.7,0,6,0.0,,,,,,,,,,,,True,Nick Folk
2008,2008-09-07,1,1,23.307,DAL,@,CLE,W 28-10,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,,,,,,,True,Nick Folk
2008,2008-09-15,2,2,23.315,DAL,,PHI,W 41-37,False,5,5,100.0,2,2,100.0,0,11,0.0,0,0,0,,,,,,,,,False,Nick Folk
2008,2008-09-21,3,3,23.321,DAL,@,GNB,W 27-16,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,,,,,,,True,Nick Folk
2008,2008-09-28,4,4,23.328,DAL,,WAS,L 24-26,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,,,,,,,False,Nick Folk
2008,2008-10-05,5,5,23.335,DAL,,CIN,W 31-22,False,4,4,100.0,1,1,100.0,0,7,0.0,1,0,1,0,0,,,,,,,False,Nick Folk
2008,2008-10-12,6,6,23.342,DAL,@,ARI,L 24-30,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,0,,,,,,,True,Nick Folk
2008,2008-10-19,7,7,23.349,DAL,@,STL,L 14-34,False,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,,,,,,,True,Nick Folk
2008,2008-10-26,8,8,23.356,DAL,,TAM,W 13-9,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,,,,,,,False,Nick Folk
2008,2008-11-02,9,9,23.363,DAL,@,NYG,L 14-35,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,,,,,,,True,Nick Folk
2008,2008-11-16,10,11,24.011,DAL,@,WAS,W 14-10,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,,,,,,,True,Nick Folk
2008,2008-11-23,11,12,24.018,DAL,,SFO,W 35-22,False,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,,,,,,,,,False,Nick Folk
2008,2008-11-27,12,13,24.022,DAL,,SEA,W 34-9,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,,,,,,,False,Nick Folk
