Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2012,2012-12-16,14,15,,SDG,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,7,31,Eddie Royal
2012,2012-12-23,15,16,26.216,SDG,NYJ,True,7,3,39,13.00,0,42.9%,5.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,82%,0,0%,0,0%,True,True,27,17,Eddie Royal
2012,2012-12-30,16,17,26.223,SDG,OAK,True,6,4,61,15.25,0,66.7%,10.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,86%,0,0%,1,3%,False,True,24,21,Eddie Royal
2013,2013-09-09,1,1,27.111,SDG,HOU,False,6,3,24,8.00,2,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,29,55%,0,0%,4,13%,False,False,28,31,Eddie Royal
2013,2013-09-15,2,2,27.117,SDG,PHI,True,7,7,90,12.86,3,100.0%,12.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,5,2.50,0,,3,18,0.0,0,0,0,,,0,0,0,0,0,0,61,73%,0,0%,3,9%,True,True,33,30,Eddie Royal
2013,2013-09-22,3,3,27.124,SDG,TEN,False,4,2,34,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,54%,0,0%,5,18%,True,False,17,20,Eddie Royal
2013,2013-09-29,4,4,27.131,SDG,DAL,False,3,3,42,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,12,12.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,85%,0,0%,5,17%,False,True,30,21,Eddie Royal
2013,2013-10-06,5,5,27.138,SDG,OAK,False,8,3,26,8.67,0,37.5%,3.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,61,85%,0,0%,4,15%,True,False,17,27,Eddie Royal
2013,2013-10-14,6,6,27.146,SDG,IND,False,0,0,0,,0,0.0%,,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,21%,0,0%,3,12%,False,True,19,9,Eddie Royal
2013,2013-10-20,7,7,27.152,SDG,JAX,False,4,4,69,17.25,1,100.0%,17.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,44,62%,0,0%,0,0%,True,True,24,6,Eddie Royal
2013,2013-11-03,8,9,27.166,SDG,WAS,False,6,4,56,14.00,1,66.7%,9.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,55,86%,0,0%,0,0%,True,False,24,30,Eddie Royal
2013,2013-11-10,9,10,27.173,SDG,DEN,True,4,2,36,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,78%,0,0%,0,0%,False,False,20,28,Eddie Royal
2013,2013-11-17,10,11,27.180,SDG,MIA,False,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,12,12.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,80%,0,0%,1,4%,True,False,16,20,Eddie Royal
2013,2013-11-24,11,12,27.187,SDG,KAN,False,4,4,87,21.75,0,100.0%,21.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,60%,0,0%,0,0%,True,True,41,38,Eddie Royal
2013,2013-12-01,12,13,,SDG,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,10,17,Eddie Royal
2013,2013-12-08,13,14,27.201,SDG,NYG,False,4,3,13,4.33,0,75.0%,3.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,56%,0,0%,1,4%,False,True,37,14,Eddie Royal
2013,2013-12-12,14,15,27.205,SDG,DEN,False,6,3,46,15.33,0,50.0%,7.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,40%,0,0%,0,0%,True,True,27,20,Eddie Royal
2013,2013-12-22,15,16,27.215,SDG,OAK,False,4,4,54,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,88%,0,0%,0,0%,False,True,26,13,Eddie Royal
2013,2013-12-29,16,17,27.222,SDG,KAN,True,5,3,34,11.33,1,60.0%,6.80,2,17,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,62,85%,0,0%,0,0%,False,True,27,24,Eddie Royal
2014,2014-09-08,1,1,28.110,SDG,ARI,True,6,1,20,20.00,0,16.7%,3.33,2,-1,-0.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,17,8.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,61%,0,0%,5,21%,True,False,17,18,Eddie Royal
2014,2014-09-14,2,2,28.116,SDG,SEA,False,10,7,69,9.86,0,70.0%,6.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,57,70%,0,0%,5,18%,False,True,30,21,Eddie Royal
2014,2014-09-21,3,3,28.123,SDG,BUF,True,6,4,42,10.50,2,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,6,2.00,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,48,73%,0,0%,6,23%,True,True,22,10,Eddie Royal
2014,2014-09-28,4,4,28.130,SDG,JAX,True,7,5,105,21.00,2,71.4%,15.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,48,76%,0,0%,2,8%,False,True,33,14,Eddie Royal
2014,2014-10-05,5,5,28.137,SDG,NYJ,False,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,51%,0,0%,4,16%,False,True,31,0,Eddie Royal
2014,2014-10-12,6,6,28.144,SDG,OAK,True,2,2,49,24.50,1,100.0%,24.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,19,26%,0,0%,2,6%,True,True,31,28,Eddie Royal
2014,2014-10-19,7,7,28.151,SDG,KAN,True,5,1,20,20.00,0,20.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,62%,0,0%,0,0%,False,False,20,23,Eddie Royal
2014,2014-10-23,8,8,28.155,SDG,DEN,True,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,79%,0,0%,0,0%,True,False,21,35,Eddie Royal
2014,2014-11-02,9,9,28.165,SDG,MIA,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,73%,0,0%,0,0%,True,False,0,37,Eddie Royal
2014,2014-11-16,10,11,28.179,SDG,OAK,False,3,2,27,13.50,0,66.7%,9.00,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,58%,0,0%,1,3%,False,True,13,6,Eddie Royal
2014,2014-11-23,11,12,28.186,SDG,STL,True,6,6,50,8.33,0,100.0%,8.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,75%,0,0%,0,0%,False,True,27,24,Eddie Royal
2014,2014-11-30,12,13,28.193,SDG,BAL,True,10,9,81,9.00,1,90.0%,8.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,69,96%,0,0%,0,0%,True,True,34,33,Eddie Royal
2014,2014-12-07,13,14,28.200,SDG,NWE,True,5,2,30,15.00,0,40.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,95%,0,0%,1,3%,False,False,14,23,Eddie Royal
2014,2014-12-14,14,15,28.207,SDG,DEN,False,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,58,58.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,82%,0,0%,2,7%,False,False,10,22,Eddie Royal
2014,2014-12-20,15,16,28.213,SDG,SFO,True,12,10,94,9.40,1,83.3%,7.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,81,96%,0,0%,4,12%,True,True,38,35,Eddie Royal
2014,2014-12-28,16,17,28.221,SDG,KAN,True,8,4,95,23.75,0,50.0%,11.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,9,4.50,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,69%,0,0%,3,12%,True,False,7,19,Eddie Royal
2015,2015-09-13,1,1,29.115,CHI,GNB,True,5,1,8,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,84%,0,0%,0,0%,False,False,23,31,Eddie Royal
2015,2015-09-20,2,2,29.122,CHI,ARI,True,8,7,41,5.86,0,87.5%,5.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,70,97%,0,0%,0,0%,False,False,23,48,Eddie Royal
2015,2015-09-27,3,3,29.129,CHI,SEA,True,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,83%,0,0%,0,0%,True,False,0,26,Eddie Royal
2015,2015-10-04,4,4,29.136,CHI,OAK,True,10,7,54,7.71,1,70.0%,5.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,68,87%,0,0%,0,0%,False,True,22,20,Eddie Royal
2015,2015-10-11,5,5,,CHI,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,18,17,Eddie Royal
2015,2015-10-18,6,6,29.150,CHI,DET,True,7,5,49,9.80,0,71.4%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,75%,0,0%,0,0%,True,False,34,37,Eddie Royal
2015,2015-11-01,7,8,29.164,CHI,MIN,True,3,3,2,0.67,0,100.0%,0.67,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,25%,0,0%,0,0%,False,False,20,23,Eddie Royal
2015,2015-11-09,8,9,,CHI,SDG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,22,19,Eddie Royal
2015,2015-11-15,9,10,,CHI,STL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,37,13,Eddie Royal
2015,2015-11-22,10,11,,CHI,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,15,17,Eddie Royal
2015,2015-11-26,11,12,,CHI,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,17,13,Eddie Royal
2015,2015-12-06,12,13,,CHI,SFO,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,20,26,Eddie Royal
2015,2015-12-13,13,14,29.206,CHI,WAS,True,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,16,16.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,90%,0,0%,1,4%,False,False,21,24,Eddie Royal
2015,2015-12-20,14,15,29.213,CHI,MIN,True,6,5,31,6.20,0,83.3%,5.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,95%,0,0%,0,0%,True,False,17,38,Eddie Royal
2015,2015-12-27,15,16,29.220,CHI,TAM,True,6,5,21,4.20,0,83.3%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,66%,0,0%,0,0%,True,True,26,21,Eddie Royal
2015,2016-01-03,16,17,,CHI,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,20,24,Eddie Royal
2016,2016-09-11,1,1,30.113,CHI,HOU,False,6,4,57,14.25,1,66.7%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,40,10.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,36,64%,0,0%,5,18%,True,False,14,23,Eddie Royal
2016,2016-09-19,2,2,30.121,CHI,PHI,False,6,4,52,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,65,65.00,1,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,38,73%,0,0%,5,18%,False,False,14,29,Eddie Royal
2016,2016-09-25,3,3,30.127,CHI,DAL,True,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,17,8.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,78%,0,0%,3,11%,True,False,17,31,Eddie Royal
2016,2016-10-02,4,4,30.134,CHI,DET,False,7,7,111,15.86,1,100.0%,15.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,17,5.67,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,36,52%,0,0%,5,22%,False,True,17,14,Eddie Royal
2016,2016-10-09,5,5,30.141,CHI,IND,False,9,7,43,6.14,0,77.8%,4.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,37,56%,0,0%,0,0%,True,False,23,29,Eddie Royal
2016,2016-10-16,6,6,30.148,CHI,JAX,False,6,4,54,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,14,4.67,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,44%,0,0%,5,19%,False,False,16,17,Eddie Royal
2016,2016-10-20,7,7,,CHI,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,26,Eddie Royal
2016,2016-10-31,8,8,,CHI,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,20,10,Eddie Royal
2016,2016-11-13,9,10,30.176,CHI,TAM,False,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,-3,-1.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,73%,0,0%,5,18%,True,False,10,36,Eddie Royal
2016,2016-11-20,10,11,30.183,CHI,NYG,False,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,12,4.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,25,40%,0,0%,5,17%,True,False,16,22,Eddie Royal
2016,2016-11-27,11,12,30.190,CHI,TEN,False,1,1,-6,-6.00,0,100.0%,-6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,15%,0,0%,4,15%,False,False,21,27,Eddie Royal
2016,2016-12-04,12,13,,CHI,SFO,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,26,6,Eddie Royal
2016,2016-12-11,13,14,,CHI,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,20,Eddie Royal
2016,2016-12-18,14,15,,CHI,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,27,30,Eddie Royal
2016,2016-12-24,15,16,,CHI,WAS,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,21,41,Eddie Royal
2016,2017-01-01,16,17,,CHI,MIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,38,Eddie Royal
,116 Games,,,,,,False,659,408,4357,10.68,28,61.9%,6.61,35,275,7.86,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,57,1375,24.12,1,131,1354,10.34,3,1,32,194,0.0,3,0,3,0,0,12,5,0,5,0,0,,,,,,,False,False,63,0,Eddie Royal
