Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2007,2007-11-12,9,10,26.085,SEA,SFO,True,6,4,51,12.75,0,66.7%,8.50,0,0,,0,0,0,,0,5,25,5.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,False,True,24,0,Nate Burleson
2007,2007-11-18,10,11,26.091,SEA,CHI,False,1,1,4,4.00,1,100.0%,4.00,0,0,,0,3,78,26.00,0,3,22,7.33,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,30,23,Nate Burleson
2007,2007-11-25,11,12,26.098,SEA,STL,False,4,1,20,20.00,0,25.0%,5.00,0,0,,0,2,51,25.50,0,6,64,10.67,0,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,True,True,24,19,Nate Burleson
2007,2007-12-02,12,13,26.105,SEA,PHI,False,8,4,71,17.75,1,50.0%,8.88,0,0,,0,4,63,15.75,0,3,55,18.33,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,28,24,Nate Burleson
2007,2007-12-09,13,14,26.112,SEA,ARI,True,5,5,50,10.00,1,100.0%,10.00,0,0,,0,3,43,14.33,0,3,34,11.33,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,42,21,Nate Burleson
2007,2007-12-16,14,15,26.119,SEA,CAR,True,3,1,20,20.00,0,33.3%,6.67,1,1,1.00,0,2,44,22.00,0,5,42,8.40,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,10,13,Nate Burleson
2007,2007-12-23,15,16,26.126,SEA,BAL,True,5,3,52,17.33,1,60.0%,10.40,0,0,,0,1,17,17.00,0,3,45,15.00,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,27,6,Nate Burleson
2007,2007-12-30,16,17,26.133,SEA,ATL,True,10,7,119,17.00,2,70.0%,11.90,0,0,,0,4,67,16.75,0,2,9,4.50,0,,2,12,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,41,44,Nate Burleson
2008,2008-09-07,1,1,27.019,SEA,BUF,True,9,5,60,12.00,1,55.6%,6.67,0,0,,0,0,0,,0,3,54,18.00,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,10,34,Nate Burleson
2008,2008-09-14,2,2,,SEA,SFO,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,30,33,Nate Burleson
2008,2008-09-21,3,3,,SEA,STL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,37,13,Nate Burleson
2008,2008-10-05,4,5,,SEA,NYG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,6,44,Nate Burleson
2008,2008-10-12,5,6,,SEA,GNB,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,17,27,Nate Burleson
2008,2008-10-19,6,7,,SEA,TAM,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,20,Nate Burleson
2008,2008-10-26,7,8,,SEA,SFO,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,34,13,Nate Burleson
2008,2008-11-02,8,9,,SEA,PHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,7,26,Nate Burleson
2008,2008-11-09,9,10,,SEA,MIA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,19,21,Nate Burleson
2008,2008-11-16,10,11,,SEA,ARI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,20,26,Nate Burleson
2008,2008-11-23,11,12,,SEA,WAS,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,17,20,Nate Burleson
2008,2008-11-27,12,13,,SEA,DAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,9,34,Nate Burleson
2008,2008-12-07,13,14,,SEA,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,21,24,Nate Burleson
2008,2008-12-14,14,15,,SEA,STL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,23,20,Nate Burleson
2008,2008-12-21,15,16,,SEA,NYJ,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,13,3,Nate Burleson
2008,2008-12-28,16,17,,SEA,ARI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,21,34,Nate Burleson
2009,2009-09-13,1,1,28.025,SEA,STL,True,11,7,74,10.57,1,63.6%,6.73,0,0,,0,0,0,,0,2,14,7.00,0,,1,6,0.0,0,0,0,0,0,2,1,0,1,0,0,,,,,,,False,True,28,0,Nate Burleson
2009,2009-09-20,2,2,28.032,SEA,SFO,True,10,4,46,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,2,30,15.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,23,Nate Burleson
2009,2009-09-27,3,3,28.039,SEA,CHI,True,12,9,109,12.11,0,75.0%,9.08,1,2,2.00,0,0,0,,0,1,-3,-3.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,19,25,Nate Burleson
2009,2009-10-04,4,4,28.046,SEA,IND,True,8,4,31,7.75,0,50.0%,3.88,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,34,Nate Burleson
2009,2009-10-11,5,5,28.053,SEA,JAX,True,8,6,98,16.33,2,75.0%,12.25,0,0,,0,0,0,,0,3,7,2.33,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,41,0,Nate Burleson
2009,2009-10-18,6,6,28.060,SEA,ARI,True,5,2,40,20.00,0,40.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,3,27,Nate Burleson
2009,2009-11-01,7,8,28.074,SEA,DAL,True,12,6,89,14.83,0,50.0%,7.42,0,0,,0,0,0,,0,2,9,4.50,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,False,17,38,Nate Burleson
2009,2009-11-08,8,9,28.081,SEA,DET,True,9,7,75,10.71,0,77.8%,8.33,0,0,,0,0,0,,0,2,15,7.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,32,20,Nate Burleson
2009,2009-11-15,9,10,28.088,SEA,ARI,True,5,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,4,60,15.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,20,31,Nate Burleson
2009,2009-11-22,10,11,28.095,SEA,MIN,True,8,6,100,16.67,0,75.0%,12.50,0,0,,0,0,0,,0,2,13,6.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,9,35,Nate Burleson
2009,2009-11-29,11,12,28.102,SEA,STL,False,5,4,46,11.50,0,80.0%,9.20,0,0,,0,1,2,2.00,0,4,53,13.25,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,27,17,Nate Burleson
2009,2009-12-06,12,13,28.109,SEA,SFO,True,7,5,54,10.80,0,71.4%,7.71,0,0,,0,0,0,,0,7,61,8.71,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,17,Nate Burleson
2009,2009-12-13,13,14,28.116,SEA,HOU,True,3,3,50,16.67,0,100.0%,16.67,1,2,2.00,0,0,0,,0,1,-5,-5.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,7,34,Nate Burleson
2009,2009-12-20,14,15,,SEA,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,7,24,Nate Burleson
2009,2009-12-27,15,16,,SEA,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,48,Nate Burleson
2009,2010-01-03,16,17,,SEA,TEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,13,17,Nate Burleson
2010,2010-09-12,1,1,29.024,DET,CHI,True,4,1,19,19.00,0,25.0%,4.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,14,19,Nate Burleson
2010,2010-09-19,2,2,29.031,DET,PHI,True,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,32,35,Nate Burleson
2010,2010-09-26,3,3,,DET,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,24,Nate Burleson
2010,2010-10-03,4,4,,DET,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,26,28,Nate Burleson
2010,2010-10-10,5,5,29.052,DET,STL,True,6,4,56,14.00,1,66.7%,9.33,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,44,6,Nate Burleson
2010,2010-10-17,6,6,29.059,DET,NYG,True,9,6,50,8.33,1,66.7%,5.56,1,-7,-7.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,True,False,20,28,Nate Burleson
2010,2010-10-31,7,8,29.073,DET,WAS,True,9,7,47,6.71,0,77.8%,5.22,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,True,37,25,Nate Burleson
2010,2010-11-07,8,9,29.080,DET,NYJ,True,8,7,113,16.14,1,87.5%,14.13,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,20,23,Nate Burleson
2010,2010-11-14,9,10,29.087,DET,BUF,True,8,4,47,11.75,0,50.0%,5.88,1,17,17.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,12,14,Nate Burleson
2010,2010-11-21,10,11,29.094,DET,DAL,True,10,7,97,13.86,1,70.0%,9.70,1,15,15.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,19,35,Nate Burleson
2010,2010-11-25,11,12,29.098,DET,NWE,True,8,3,35,11.67,0,37.5%,4.38,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,24,45,Nate Burleson
2010,2010-12-05,12,13,29.108,DET,CHI,True,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,20,24,Nate Burleson
2010,2010-12-12,13,14,29.115,DET,GNB,True,1,1,12,12.00,0,100.0%,12.00,1,-1,-1.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,7,3,Nate Burleson
2010,2010-12-19,14,15,29.122,DET,TAM,True,6,4,28,7.00,1,66.7%,4.67,1,25,25.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,23,20,Nate Burleson
2010,2010-12-26,15,16,29.129,DET,MIA,True,3,1,7,7.00,0,33.3%,2.33,1,12,12.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,34,27,Nate Burleson
2010,2011-01-02,16,17,29.136,DET,MIN,True,8,6,83,13.83,1,75.0%,10.38,1,20,20.00,0,1,0,0.00,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,13,Nate Burleson
2011,2011-09-11,1,1,30.023,DET,TAM,False,5,5,60,12.00,0,100.0%,12.00,1,20,20.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,27,20,Nate Burleson
2011,2011-09-18,2,2,30.030,DET,KAN,True,9,7,93,13.29,0,77.8%,10.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,48,3,Nate Burleson
2011,2011-09-25,3,3,30.037,DET,MIN,True,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,26,23,Nate Burleson
2011,2011-10-02,4,4,30.044,DET,DAL,False,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,34,30,Nate Burleson
2011,2011-10-10,5,5,30.052,DET,CHI,True,4,1,6,6.00,0,25.0%,1.50,2,4,2.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,24,13,Nate Burleson
2011,2011-10-16,6,6,30.058,DET,SFO,True,10,4,34,8.50,1,40.0%,3.40,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,19,25,Nate Burleson
2011,2011-10-23,7,7,30.065,DET,ATL,True,3,1,1,1.00,0,33.3%,0.33,2,10,5.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,16,23,Nate Burleson
2011,2011-10-30,8,8,30.072,DET,DEN,True,7,4,23,5.75,0,57.1%,3.29,1,9,9.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,45,10,Nate Burleson
2011,2011-11-13,9,10,30.086,DET,CHI,True,9,8,83,10.38,0,88.9%,9.22,1,10,10.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,True,False,13,37,Nate Burleson
2011,2011-11-20,10,11,30.093,DET,CAR,False,7,7,63,9.00,1,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,49,35,Nate Burleson
2011,2011-11-24,11,12,30.097,DET,GNB,True,7,5,39,7.80,0,71.4%,5.57,1,11,11.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,1,3,0,,,,,,,False,False,15,27,Nate Burleson
2011,2011-12-04,12,13,30.107,DET,NOR,False,8,5,93,18.60,0,62.5%,11.63,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,31,Nate Burleson
2011,2011-12-11,13,14,30.114,DET,MIN,True,6,3,25,8.33,0,50.0%,4.17,1,1,1.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,34,28,Nate Burleson
2011,2011-12-18,14,15,30.121,DET,OAK,True,11,7,81,11.57,1,63.6%,7.36,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,28,27,Nate Burleson
2011,2011-12-24,15,16,30.127,DET,SDG,False,7,6,83,13.83,0,85.7%,11.86,1,11,11.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,38,10,Nate Burleson
2011,2012-01-01,16,17,30.135,DET,GNB,True,11,6,45,7.50,0,54.5%,4.09,1,9,9.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,41,45,Nate Burleson
2012,2012-09-09,1,1,31.021,DET,STL,True,8,6,69,11.50,0,75.0%,8.63,1,6,6.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,79%,0,0%,0,0%,False,True,27,23,Nate Burleson
2012,2012-09-16,2,2,31.028,DET,SFO,True,3,1,11,11.00,0,33.3%,3.67,2,5,2.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,89%,0,0%,0,0%,True,False,19,27,Nate Burleson
2012,2012-09-23,3,3,31.035,DET,TEN,True,12,10,69,6.90,1,83.3%,5.75,2,7,3.50,0,0,0,,0,0,0,,0,1,1,8,0.0,0,0,0,,,0,0,0,0,0,0,86,90%,0,0%,0,0%,True,False,41,44,Nate Burleson
2012,2012-09-30,4,4,31.042,DET,MIN,True,8,5,51,10.20,0,62.5%,6.38,1,8,8.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,77,99%,0,0%,0,0%,False,False,13,20,Nate Burleson
