Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-11-29,12,13,29.008,DAL,,NOR,W 13-10,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0%,0,0%,7,35%,False,Brett Maher
2018,2018-12-09,13,14,29.018,DAL,,PHI,W 29-23,False,2,2,100.0,3,4,75.0,0,11,0.0,0,1,1,0,0,0,0%,0,0%,11,38%,False,Brett Maher
2018,2018-12-16,14,15,29.025,DAL,@,IND,L 0-23,False,,,,,1,0.0,0,0,0.0,0,0,0,,,0,0%,0,0%,2,13%,True,Brett Maher
2018,2018-12-23,15,16,29.032,DAL,,TAM,W 27-20,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0%,0,0%,11,41%,False,Brett Maher
2018,2018-12-30,16,17,29.039,DAL,@,NYG,W 36-35,False,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,,,0,0%,0,0%,11,39%,True,Brett Maher
2019,2019-09-08,1,1,29.291,DAL,,NYG,W 35-17,False,5,5,100.0,,,,0,5,0.0,0,0,0,0,0,0,0%,0,0%,11,42%,False,Brett Maher
2019,2019-09-15,2,2,29.298,DAL,@,WAS,W 31-21,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,0,0,0%,0,0%,11,46%,True,Brett Maher
2019,2019-09-22,3,3,29.305,DAL,,MIA,W 31-6,False,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,0,0,0,0%,0,0%,12,43%,False,Brett Maher
2019,2019-09-29,4,4,29.312,DAL,@,NOR,L 10-12,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0%,0,0%,5,24%,True,Brett Maher
2019,2019-10-06,5,5,29.319,DAL,,GNB,L 24-34,False,3,3,100.0,1,3,33.3,0,6,0.0,0,0,0,0,0,0,0%,0,0%,12,35%,False,Brett Maher
2019,2019-10-13,6,6,29.326,DAL,@,NYJ,L 22-24,False,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,0,0,0%,0,0%,10,38%,True,Brett Maher
2019,2019-10-20,7,7,29.333,DAL,,PHI,W 37-10,False,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,0,0,0%,0,0%,14,56%,False,Brett Maher
2019,2019-11-04,8,9,29.348,DAL,@,NYG,W 37-18,False,4,4,100.0,3,4,75.0,0,13,0.0,0,0,0,0,0,0,0%,0,0%,15,48%,True,Brett Maher
2019,2019-11-10,9,10,29.354,DAL,,MIN,L 24-28,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,0,0,0%,0,0%,10,40%,False,Brett Maher
2019,2019-11-17,10,11,29.361,DAL,@,DET,W 35-27,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0%,0,0%,12,39%,True,Brett Maher
2019,2019-11-24,11,12,30.003,DAL,@,NWE,L 9-13,False,,,,3,4,75.0,0,9,0.0,0,0,0,0,0,0,0%,0,0%,8,28%,True,Brett Maher
2019,2019-11-28,12,13,30.007,DAL,,BUF,L 15-26,False,1,1,100.0,,2,0.0,0,1,0.0,0,0,0,0,0,0,0%,0,0%,6,26%,False,Brett Maher
2019,2019-12-05,13,14,30.014,DAL,@,CHI,L 24-31,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,0,0,0%,0,0%,10,33%,True,Brett Maher
2021,2021-11-21,10,11,32.000,NOR,@,PHI,L 29-40,False,2,3,66.7,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0%,0,0%,10,26%,True,Brett Maher
2021,2021-11-25,11,12,32.004,NOR,,BUF,L 6-31,False,,,,,,,0,0,0.0,0,0,0,0,0,0,0%,0,0%,2,9%,False,Brett Maher
2021,2021-12-02,12,13,32.011,NOR,,DAL,L 17-27,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,0,0,0%,0,0%,8,25%,False,Brett Maher
2021,2021-12-12,13,14,32.021,NOR,@,NYJ,W 30-9,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,0,0,0%,0,0%,13,43%,True,Brett Maher
2021,2021-12-19,14,15,32.028,NOR,@,TAM,W 9-0,False,,,,3,3,100.0,0,9,0.0,0,0,0,0,0,0,0%,0,0%,7,26%,True,Brett Maher
2021,2021-12-27,15,16,32.036,NOR,,MIA,L 3-20,False,,,,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0%,0,0%,3,12%,False,Brett Maher
2021,2022-01-02,16,17,32.042,NOR,,CAR,W 18-10,False,,1,0.0,4,4,100.0,0,12,0.0,0,0,0,0,0,0,0%,0,0%,11,41%,False,Brett Maher
2021,2022-01-09,17,18,32.049,NOR,@,ATL,W 30-20,False,3,3,100.0,3,4,75.0,0,12,0.0,0,0,0,0,0,0,0%,0,0%,14,52%,True,Brett Maher
,37 Games,,,,,,,20-17-0,False,78,81,96.3,65,84,77.4,0,273,0.0,0,1,1,0,0,,,,,,,False,Brett Maher
