Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-12-02,12,13,,SFO,@,SEA,L 16-43,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marquise Goodwin
2018,2018-12-09,13,14,28.020,SFO,,DEN,W 20-14,False,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,1,0,0,0,0,0,24,33%,0,0%,1,4%,False,Marquise Goodwin
2018,2018-12-16,14,15,28.027,SFO,,SEA,W 26-23,False,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,7,11%,0,0%,0,0%,False,Marquise Goodwin
2018,2018-12-23,15,16,28.034,SFO,,CHI,L 9-14,False,8,3,29,9.67,0,37.5%,3.63,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,38,69%,0,0%,1,5%,False,Marquise Goodwin
2018,2018-12-30,16,17,,SFO,@,LAR,L 32-48,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marquise Goodwin
2019,2019-09-08,1,1,28.293,SFO,@,TAM,W 31-17,True,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,49,73%,0,0%,0,0%,True,Marquise Goodwin
2019,2019-09-15,2,2,28.300,SFO,@,CIN,W 41-17,True,3,3,77,25.67,1,100.0%,25.67,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,35,50%,0,0%,0,0%,True,Marquise Goodwin
2019,2019-09-22,3,3,28.307,SFO,,PIT,W 24-20,True,2,2,41,20.50,0,100.0%,20.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,53,67%,0,0%,0,0%,False,Marquise Goodwin
2019,2019-10-07,4,5,28.322,SFO,,CLE,W 31-3,True,4,3,41,13.67,0,75.0%,10.25,1,15,15.00,0,0,0,,0,0,0,0,0,0,0,0,0,46,61%,0,0%,0,0%,False,Marquise Goodwin
2019,2019-10-13,5,6,28.328,SFO,@,LAR,W 20-7,True,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,47,61%,0,0%,0,0%,True,Marquise Goodwin
2019,2019-10-20,6,7,28.335,SFO,@,WAS,W 9-0,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,7,11%,0,0%,0,0%,True,Marquise Goodwin
2019,2019-10-27,7,8,,SFO,,CAR,W 51-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marquise Goodwin
2019,2019-10-31,8,9,,SFO,@,ARI,W 28-25,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marquise Goodwin
2019,2019-11-11,9,10,28.357,SFO,,SEA,L 24-27,False,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,10,12%,0,0%,1,3%,False,Marquise Goodwin
2019,2019-11-17,10,11,28.363,SFO,,ARI,W 36-26,False,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,23,32%,0,0%,4,15%,False,Marquise Goodwin
2019,2019-11-24,11,12,,SFO,,GNB,W 37-8,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marquise Goodwin
2019,2019-12-01,12,13,29.012,SFO,@,BAL,L 17-20,False,,,,,,0.0%,,,,,,,,,,0,0,0,,,0,0,0,0,0%,0,0%,1,5%,True,Marquise Goodwin
2019,2019-12-08,13,14,,SFO,@,NOR,W 48-46,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marquise Goodwin
2019,2019-12-15,14,15,,SFO,,ATL,L 22-29,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marquise Goodwin
2019,2019-12-21,15,16,,SFO,,LAR,W 34-31,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marquise Goodwin
2019,2019-12-29,16,17,,SFO,@,SEA,W 26-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marquise Goodwin
2021,2021-09-12,1,1,30.297,CHI,@,LAR,L 14-34,False,4,4,45,11.25,0,100.0%,11.25,1,-2,-2.00,0,0,0,,0,0,0,0,0,0,0,0,0,26,38%,0,0%,0,0%,True,Marquise Goodwin
2021,2021-09-19,2,2,30.304,CHI,,CIN,W 20-17,False,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,31,48%,0,0%,0,0%,False,Marquise Goodwin
2021,2021-09-26,3,3,30.311,CHI,@,CLE,L 6-26,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,10,22%,0,0%,0,0%,True,Marquise Goodwin
2021,2021-10-03,4,4,30.318,CHI,,DET,W 24-14,False,2,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0,,0,0,0,0,0,0,0,0,0,29,50%,0,0%,0,0%,False,Marquise Goodwin
2021,2021-10-10,5,5,30.325,CHI,@,LVR,W 20-9,False,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,24,38%,0,0%,0,0%,True,Marquise Goodwin
2021,2021-10-17,6,6,30.332,CHI,,GNB,L 14-24,False,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,29,48%,0,0%,0,0%,False,Marquise Goodwin
2021,2021-10-24,7,7,30.339,CHI,@,TAM,L 3-38,False,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,35,53%,0,0%,0,0%,True,Marquise Goodwin
2021,2021-10-31,8,8,30.346,CHI,,SFO,L 22-33,False,3,2,32,16.00,0,66.7%,10.67,0,0,,0,0,0,,0,0,0,1,0,0,0,0,0,30,43%,0,0%,0,0%,False,Marquise Goodwin
2021,2021-11-08,9,9,30.354,CHI,@,PIT,L 27-29,False,4,1,50,50.00,0,25.0%,12.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,32,52%,0,0%,0,0%,True,Marquise Goodwin
2021,2021-11-21,10,11,31.002,CHI,,BAL,L 13-16,True,8,4,104,26.00,1,50.0%,13.00,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,42,71%,0,0%,0,0%,False,Marquise Goodwin
2021,2021-11-25,11,12,31.006,CHI,@,DET,W 16-14,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,32,46%,0,0%,0,0%,True,Marquise Goodwin
2021,2021-12-05,12,13,,CHI,,ARI,L 22-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marquise Goodwin
2021,2021-12-12,13,14,,CHI,@,GNB,L 30-45,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marquise Goodwin
2021,2021-12-20,14,15,,CHI,,MIN,L 9-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marquise Goodwin
2021,2021-12-26,15,16,31.037,CHI,@,SEA,W 25-24,False,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,23,31%,0,0%,0,0%,True,Marquise Goodwin
2021,2022-01-02,16,17,31.044,CHI,,NYG,W 29-3,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,24,36%,0,0%,0,0%,False,Marquise Goodwin
2021,2022-01-09,17,18,31.051,CHI,@,MIN,L 17-31,False,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,26,32%,0,0%,0,0%,True,Marquise Goodwin
,89 Games,,,,,,,39-50-0,False,320,160,2636,16.48,14,50.0%,8.24,17,88,5.18,0,22,468,21.27,0,14,84,4,1,0,0,0,0,,,,,,,False,Marquise Goodwin
