Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2008,2008-10-12,5,6,23.102,NWE,SDG,False,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,10,30,BenJarvus Green-Ellis
2008,2008-10-20,6,7,23.110,NWE,DEN,False,13,65,5.00,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,41,7,BenJarvus Green-Ellis
2008,2008-10-26,7,8,23.116,NWE,STL,True,9,16,1.78,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,23,16,BenJarvus Green-Ellis
2008,2008-11-02,8,9,23.123,NWE,IND,True,15,57,3.80,1,2,1,8,8.00,0,50.0%,4.00,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,15,18,BenJarvus Green-Ellis
2008,2008-11-09,9,10,23.130,NWE,BUF,False,26,105,4.04,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,20,10,BenJarvus Green-Ellis
2008,2008-11-13,10,11,23.134,NWE,NYJ,True,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,31,34,BenJarvus Green-Ellis
2008,2008-11-23,11,12,23.144,NWE,MIA,False,7,20,2.86,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,48,28,BenJarvus Green-Ellis
2008,2008-11-30,12,13,23.151,NWE,PIT,False,2,3,1.50,0,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,10,33,BenJarvus Green-Ellis
2008,2008-12-07,13,14,23.158,NWE,SEA,False,,,,,,,,,,0.0%,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,True,24,21,BenJarvus Green-Ellis
2008,2008-12-14,14,15,,NWE,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,49,26,BenJarvus Green-Ellis
