Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
1999.0,1999-11-29,11.0,12.0,24.065,GNB,SFO,W 20-3,False,0,0,,0,0,0,,0,,,,3,3,1.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,20,3
1999.0,1999-12-05,12.0,13.0,24.071,GNB,CHI,W 35-19,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Matt Hasselbeck,True,35,19
1999.0,1999-12-12,13.0,14.0,24.078,GNB,CAR,L 31-33,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Matt Hasselbeck,False,31,33
1999.0,1999-12-20,14.0,15.0,24.086,GNB,MIN,L 20-24,False,1,1,100.00,9,1,0,143.7,0,0,9.00,29.00,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,20,24
1999.0,1999-12-26,15.0,16.0,24.092,GNB,TAM,L 10-29,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Matt Hasselbeck,False,10,29
1999.0,2000-01-02,16.0,17.0,24.099,GNB,ARI,W 49-24,False,0,0,,0,0,0,,0,,,,1,0,0.00,0,,0,0,0.0,0,0,0,0,,1,0,0,1,-16,0,,,,,,,False,Matt Hasselbeck,True,49,24
2000.0,2000-09-03,1.0,1.0,24.344,GNB,NYJ,L 16-20,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Matt Hasselbeck,False,16,20
2000.0,2000-09-10,2.0,2.0,24.351,GNB,BUF,L 18-27,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Matt Hasselbeck,False,18,27
2000.0,2000-09-17,3.0,3.0,24.358,GNB,PHI,W 6-3,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Matt Hasselbeck,True,6,3
2000.0,2000-09-24,4.0,4.0,24.365,GNB,ARI,W 29-3,False,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,1,-1,-1.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,29,3
2000.0,2000-10-01,5.0,5.0,25.006,GNB,CHI,L 24-27,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Matt Hasselbeck,False,24,27
2000.0,2000-10-08,6.0,6.0,25.013,GNB,DET,L 24-31,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Matt Hasselbeck,False,24,31
2000.0,2000-10-15,7.0,7.0,25.02,GNB,SFO,W 31-28,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Matt Hasselbeck,True,31,28
2000.0,2000-10-29,8.0,9.0,25.034,GNB,MIA,L 20-28,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Matt Hasselbeck,False,20,28
2000.0,2000-11-06,9.0,10.0,25.042,GNB,MIN,W 26-20,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Matt Hasselbeck,True,26,20
2000.0,2000-11-12,10.0,11.0,25.048,GNB,TAM,L 15-20,False,9,18,50.00,93,1,0,83.8,0,0,5.17,6.28,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,15,20
2000.0,2000-11-19,11.0,12.0,25.055,GNB,IND,W 26-24,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Matt Hasselbeck,True,26,24
2000.0,2000-11-27,12.0,13.0,25.063,GNB,CAR,L 14-31,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Matt Hasselbeck,False,14,31
2000.0,2000-12-03,13.0,14.0,25.069,GNB,CHI,W 28-6,False,0,0,,0,0,0,,1,2,,,1,-1,-1.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,28,6
2000.0,2000-12-10,14.0,15.0,25.076,GNB,DET,W 26-13,False,0,0,,0,0,0,,0,,,,2,-3,-1.50,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,26,13
2000.0,2000-12-17,15.0,16.0,25.083,GNB,MIN,W 33-28,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Matt Hasselbeck,True,33,28
2000.0,2000-12-24,16.0,17.0,25.09,GNB,TAM,W 17-14,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Matt Hasselbeck,True,17,14
2001.0,2001-09-09,1.0,1.0,25.349,SEA,CLE,W 9-6,True,20,34,58.82,178,0,2,48.4,4,28,5.24,2.59,6,1,0.17,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,9,6
2001.0,2001-09-23,2.0,2.0,25.363,SEA,PHI,L 3-27,True,9,24,37.50,62,0,0,45.8,7,41,2.58,2.58,4,31,7.75,0,,0,0,0.0,,,,,,1,0,0,0,-6,0,,,,,,,False,Matt Hasselbeck,False,3,27
2001.0,2001-09-30,3.0,3.0,26.005,SEA,OAK,L 14-38,True,14,28,50.00,167,0,1,53.7,6,32,5.96,4.36,0,0,,0,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,14,38
2001.0,2001-10-07,4.0,4.0,,SEA,JAX,W 24-15,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Matt Hasselbeck,True,24,15
2001.0,2001-10-14,5.0,5.0,26.019,SEA,DEN,W 34-21,False,0,0,,0,0,0,,0,,,,3,-2,-0.67,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,34,21
2001.0,2001-10-28,6.0,7.0,26.033,SEA,MIA,L 20-24,True,16,28,57.14,230,2,0,107.7,4,24,8.21,9.64,4,9,2.25,0,,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,False,Matt Hasselbeck,False,20,24
2001.0,2001-11-04,7.0,8.0,26.04,SEA,WAS,L 14-27,True,6,12,50.00,127,0,2,48.3,2,17,10.58,3.08,1,0,0.00,0,,0,0,0.0,0,0,0,0,,2,1,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,14,27
2001.0,2001-11-11,8.0,9.0,26.047,SEA,OAK,W 34-27,True,15,23,65.22,181,1,0,103.7,1,3,7.87,8.74,6,34,5.67,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,34,27
2001.0,2001-11-18,9.0,10.0,26.054,SEA,BUF,W 23-20,True,16,23,69.57,134,1,0,98.8,0,0,5.83,6.70,4,3,0.75,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,23,20
2001.0,2001-11-25,10.0,11.0,26.061,SEA,KAN,L 7-19,True,16,26,61.54,162,1,0,92.1,3,23,6.23,7.00,2,8,4.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,7,19
2001.0,2001-12-02,11.0,12.0,26.068,SEA,SDG,W 13-10,True,19,35,54.29,202,0,0,71.4,2,10,5.77,5.77,4,21,5.25,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,13,10
2001.0,2001-12-09,12.0,13.0,26.075,SEA,DEN,L 7-20,True,17,37,45.95,243,1,2,54.2,5,36,6.57,4.68,2,17,8.50,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,7,20
2001.0,2001-12-16,13.0,14.0,26.082,SEA,DAL,W 29-3,True,13,25,52.00,152,0,0,70.7,1,13,6.08,6.08,3,19,6.33,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,29,3
2001.0,2001-12-23,14.0,15.0,26.089,SEA,NYG,L 24-27,True,15,26,57.69,185,1,1,76.6,3,24,7.12,6.15,1,0,0.00,0,,0,0,0.0,,,,,,2,1,0,0,-10,0,,,,,,,True,Matt Hasselbeck,False,24,27
2001.0,2001-12-30,15.0,16.0,,SEA,SDG,W 25-22,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Matt Hasselbeck,True,25,22
2001.0,2002-01-06,16.0,17.0,,SEA,KAN,W 21-18,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Matt Hasselbeck,True,21,18
2002.0,2002-09-08,1.0,1.0,26.348,SEA,OAK,L 17-31,True,23,32,71.88,155,2,0,103.0,3,12,4.84,6.09,2,6,3.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,17,31
2002.0,2002-09-15,2.0,2.0,26.355,SEA,ARI,L 13-24,False,0,0,,0,0,0,,0,,,,1,1,1.00,0,,0,0,0.0,0,0,0,0,,1,0,0,1,0,0,,,,,,,False,Matt Hasselbeck,False,13,24
2002.0,2002-09-22,3.0,3.0,26.362,SEA,NYG,L 6-9,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Matt Hasselbeck,False,6,9
2002.0,2002-09-29,4.0,4.0,27.004,SEA,MIN,W 48-23,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Matt Hasselbeck,True,48,23
2002.0,2002-10-14,5.0,6.0,27.019,SEA,SFO,L 21-28,False,,,,,,,,0,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Matt Hasselbeck,False,21,28
2002.0,2002-10-20,6.0,7.0,27.025,SEA,STL,L 20-37,False,2,5,40.00,23,0,0,54.6,0,0,4.60,4.60,1,4,4.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,20,37
2002.0,2002-10-27,7.0,8.0,27.032,SEA,DAL,W 17-14,False,12,19,63.16,131,0,1,61.5,1,7,6.89,4.53,3,11,3.67,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,17,14
2002.0,2002-11-03,8.0,9.0,27.039,SEA,WAS,L 3-14,True,28,44,63.64,264,0,0,80.1,4,24,6.00,6.00,4,15,3.75,0,,0,0,0.0,0,0,0,0,,2,2,0,0,0,0,,,,,,,False,Matt Hasselbeck,False,3,14
2002.0,2002-11-10,9.0,10.0,27.046,SEA,ARI,W 27-6,True,23,31,74.19,260,1,0,109.6,1,5,8.39,9.03,4,3,0.75,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,27,6
2002.0,2002-11-17,10.0,11.0,27.053,SEA,DEN,L 9-31,True,22,36,61.11,180,0,2,50.7,5,27,5.00,2.50,2,13,6.50,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,False,9,31
2002.0,2002-11-24,11.0,12.0,27.06,SEA,KAN,W 39-32,True,25,36,69.44,362,3,0,129.6,1,8,10.06,11.72,3,23,7.67,0,1,0,2,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,39,32
2002.0,2002-12-01,12.0,13.0,27.067,SEA,SFO,L 24-31,True,30,55,54.55,427,3,2,82.9,0,0,7.76,7.22,2,8,4.00,0,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,24,31
2002.0,2002-12-08,13.0,14.0,27.074,SEA,PHI,L 20-27,True,24,45,53.33,223,2,3,54.2,4,28,4.96,2.84,6,62,10.33,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,False,20,27
2002.0,2002-12-15,14.0,15.0,27.081,SEA,ATL,W 30-24,True,22,31,70.97,298,1,0,112.0,2,0,9.61,10.26,2,6,3.00,0,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,30,24
2002.0,2002-12-22,15.0,16.0,27.088,SEA,STL,W 30-10,True,20,32,62.50,303,1,0,104.0,2,11,9.47,10.09,3,8,2.67,0,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,30,10
2002.0,2002-12-29,16.0,17.0,27.095,SEA,SDG,W 31-28,True,36,53,67.92,449,2,2,90.8,3,21,8.47,7.53,7,42,6.00,1,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,31,28
2003.0,2003-09-07,1.0,1.0,27.347,SEA,NOR,W 27-10,True,12,23,52.17,137,2,0,99.4,3,18,5.96,7.70,4,11,2.75,0,,0,0,0.0,0,0,0,0,,1,0,0,0,-7,0,,,,,,,False,Matt Hasselbeck,True,27,10
2003.0,2003-09-14,2.0,2.0,27.354,SEA,ARI,W 38-0,True,8,19,42.11,175,2,0,110.6,1,2,9.21,11.32,1,2,2.00,1,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,38,0
2003.0,2003-09-21,3.0,3.0,27.361,SEA,STL,W 24-23,True,22,39,56.41,256,2,1,82.9,4,36,6.56,6.44,5,28,5.60,0,,0,0,0.0,0,0,0,0,,1,0,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,24,23
2003.0,2003-10-05,4.0,5.0,28.01,SEA,GNB,L 13-35,True,23,39,58.97,225,0,1,64.6,2,10,5.77,4.62,1,7,7.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,13,35
2003.0,2003-10-12,5.0,6.0,28.017,SEA,SFO,W 20-19,True,17,27,62.96,207,1,1,83.4,4,21,7.67,6.74,5,17,3.40,0,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,20,19
2003.0,2003-10-19,6.0,7.0,28.024,SEA,CHI,W 24-17,True,19,27,70.37,215,1,1,90.8,2,4,7.96,7.04,4,12,3.00,0,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,24,17
2003.0,2003-10-26,7.0,8.0,28.031,SEA,CIN,L 24-27,True,26,43,60.47,344,3,3,80.0,2,6,8.00,6.26,1,11,11.00,0,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,24,27
2003.0,2003-11-02,8.0,9.0,28.038,SEA,PIT,W 23-16,True,18,31,58.06,215,1,0,90.1,5,24,6.94,7.58,2,3,1.50,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,23,16
2003.0,2003-11-09,9.0,10.0,28.045,SEA,WAS,L 20-27,True,19,29,65.52,241,1,1,88.4,3,20,8.31,7.45,1,1,1.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,20,27
2003.0,2003-11-16,10.0,11.0,28.052,SEA,DET,W 35-14,True,21,28,75.00,207,1,0,107.3,0,0,7.39,8.11,3,15,5.00,1,,1,6,0.0,,,,,,1,0,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,35,14
2003.0,2003-11-23,11.0,12.0,28.059,SEA,BAL,L 41-44,True,23,41,56.10,333,5,0,122.3,6,40,8.12,10.56,3,26,8.67,0,,0,0,0.0,0,0,0,0,,1,1,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,41,44
2003.0,2003-11-30,12.0,13.0,28.066,SEA,CLE,W 34-7,True,26,35,74.29,328,3,1,119.7,2,14,9.37,9.80,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,34,7
2003.0,2003-12-07,13.0,14.0,28.073,SEA,MIN,L 7-34,True,17,34,50.00,218,0,2,46.0,3,16,6.41,3.76,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,7,34
2003.0,2003-12-14,14.0,15.0,28.08,SEA,STL,L 22-27,True,21,37,56.76,246,1,1,74.8,2,15,6.65,5.97,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,22,27
2003.0,2003-12-21,15.0,16.0,28.087,SEA,ARI,W 28-10,True,17,24,70.83,179,1,1,88.7,2,10,7.46,6.42,3,-5,-1.67,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,28,10
2003.0,2003-12-27,16.0,17.0,28.093,SEA,SFO,W 24-17,True,24,37,64.86,315,2,2,87.1,1,10,8.51,7.16,3,-3,-1.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,24,17
2004.0,2004-09-12,1.0,1.0,28.353,SEA,NOR,W 21-7,True,19,29,65.52,246,1,1,89.2,0,0,8.48,7.62,4,-1,-0.25,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,21,7
2004.0,2004-09-19,2.0,2.0,28.36,SEA,TAM,W 10-6,True,12,26,46.15,147,1,1,60.9,5,23,5.65,4.69,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,10,6
2004.0,2004-09-26,3.0,3.0,29.001,SEA,SFO,W 34-0,True,21,30,70.00,254,2,0,117.9,1,6,8.47,9.80,1,-1,-1.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,34,0
2004.0,2004-10-10,4.0,5.0,29.015,SEA,STL,L 27-33,True,20,35,57.14,216,2,0,94.5,1,12,6.17,7.31,2,13,6.50,0,,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,False,Matt Hasselbeck,False,27,33
2004.0,2004-10-17,5.0,6.0,29.022,SEA,NWE,L 20-30,True,27,50,54.00,349,0,2,59.5,3,8,6.98,5.18,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,20,30
2004.0,2004-10-24,6.0,7.0,29.029,SEA,ARI,L 17-25,True,14,41,34.15,187,1,4,18.1,1,7,4.56,0.66,1,9,9.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,17,25
2004.0,2004-10-31,7.0,8.0,29.036,SEA,CAR,W 23-17,True,21,30,70.00,201,1,1,85.6,1,5,6.70,5.87,7,24,3.43,0,,0,0,0.0,0,0,0,0,,1,0,0,1,-7,0,,,,,,,False,Matt Hasselbeck,True,23,17
2004.0,2004-11-07,8.0,9.0,29.043,SEA,SFO,W 42-27,True,17,28,60.71,285,3,0,130.8,3,16,10.18,12.32,3,-1,-0.33,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,42,27
2004.0,2004-11-14,9.0,10.0,29.05,SEA,STL,L 12-23,True,15,36,41.67,172,0,1,45.1,0,0,4.78,3.53,2,11,5.50,0,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,12,23
2004.0,2004-11-21,10.0,11.0,,SEA,MIA,W 24-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Matt Hasselbeck,True,24,17
2004.0,2004-11-28,11.0,12.0,29.064,SEA,BUF,L 9-38,True,19,38,50.00,185,1,1,61.8,2,10,4.87,4.21,2,6,3.00,0,,0,0,0.0,0,0,0,0,,1,1,0,0,0,0,,,,,,,False,Matt Hasselbeck,False,9,38
2004.0,2004-12-06,12.0,13.0,29.072,SEA,DAL,L 39-43,True,28,40,70.00,414,3,0,128.5,2,16,10.35,11.85,3,16,5.33,0,,0,0,0.0,0,0,0,0,,1,0,0,1,-1,0,,,,,,,False,Matt Hasselbeck,False,39,43
2004.0,2004-12-12,13.0,14.0,29.078,SEA,MIN,W 27-23,True,23,34,67.65,334,3,2,104.3,3,17,9.82,8.94,1,13,13.00,0,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,27,23
2004.0,2004-12-19,14.0,15.0,29.085,SEA,NYJ,L 14-37,True,22,30,73.33,201,2,1,99.4,4,14,6.70,6.53,0,0,,0,,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,14,37
2004.0,2004-12-26,15.0,16.0,,SEA,ARI,W 24-21,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Matt Hasselbeck,True,24,21
2004.0,2005-01-02,16.0,17.0,29.099,SEA,ATL,W 28-26,True,21,27,77.78,191,2,1,105.4,4,21,7.07,6.89,1,1,1.00,1,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,28,26
2005.0,2005-09-11,1.0,1.0,29.351,SEA,JAX,L 14-26,True,21,36,58.33,246,2,2,74.5,3,21,6.83,5.44,2,16,8.00,0,,0,0,0.0,0,0,0,0,,2,2,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,14,26
2005.0,2005-09-18,2.0,2.0,29.358,SEA,ATL,W 21-18,True,20,31,64.52,281,2,0,115.1,2,16,9.06,10.35,4,9,2.25,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,21,18
2005.0,2005-09-25,3.0,3.0,30.0,SEA,ARI,W 37-12,True,20,31,64.52,242,0,0,88.4,0,0,7.81,7.81,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Hasselbeck,True,37,12
2005.0,2005-10-02,4.0,4.0,30.007,SEA,WAS,L 17-20,True,26,38,68.42,242,1,0,94.4,1,7,6.37,6.89,2,16,8.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,False,17,20
2005.0,2005-10-09,5.0,5.0,30.014,SEA,STL,W 37-31,True,27,38,71.05,316,2,0,113.5,4,17,8.32,9.37,4,4,1.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Hasselbeck,True,37,31
