Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2014,2014-11-09,9,10,29.139,OAK,DEN,True,2,2,6,3.00,0,100.0%,3.00,1,3,3.00,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,29%,0,0%,9,25%,False,False,17,41,Marcel Reece
2014,2014-11-16,10,11,29.146,OAK,SDG,True,3,2,-4,-2.00,0,66.7%,-1.33,1,1,1.00,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,47%,0,0%,9,29%,True,False,6,13,Marcel Reece
2014,2014-11-20,11,12,29.150,OAK,KAN,True,5,1,8,8.00,0,20.0%,1.60,8,37,4.63,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,48%,0,0%,6,19%,False,True,24,20,Marcel Reece
2014,2014-11-30,12,13,29.160,OAK,STL,True,8,6,48,8.00,0,75.0%,6.00,4,12,3.00,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,39,50%,0,0%,8,25%,True,False,0,52,Marcel Reece
2014,2014-12-07,13,14,29.167,OAK,SFO,True,7,7,64,9.14,1,100.0%,9.14,2,2,1.00,0,0,0,,0,0,0,,,0,,,0,0,,0,,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,30,48%,0,0%,5,19%,False,True,24,13,Marcel Reece
2014,2014-12-14,14,15,29.174,OAK,KAN,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,21,26%,0,0%,11,30%,True,False,13,31,Marcel Reece
2014,2014-12-21,15,16,29.181,OAK,BUF,True,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,50%,0,0%,7,19%,False,True,26,24,Marcel Reece
2014,2014-12-28,16,17,29.188,OAK,DEN,True,5,3,30,10.00,0,60.0%,6.00,1,11,11.00,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,52%,0,0%,9,25%,True,False,14,47,Marcel Reece
2015,2015-09-13,1,1,30.082,OAK,CIN,True,4,3,26,8.67,2,75.0%,6.50,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,20,32%,0,0%,18,64%,False,False,13,33,Marcel Reece
2015,2015-09-20,2,2,30.089,OAK,BAL,True,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,,0,,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,10,14%,0,0%,10,29%,False,True,37,33,Marcel Reece
