Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2010,2010-09-26,3,3,,NOR,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,24,27,Reggie Bush
2010,2010-10-03,4,4,,NOR,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,16,14,Reggie Bush
2010,2010-10-10,5,5,,NOR,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,20,30,Reggie Bush
2010,2010-10-17,6,6,,NOR,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,31,6,Reggie Bush
2010,2010-10-24,7,7,,NOR,CLE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,17,30,Reggie Bush
2010,2010-10-31,8,8,,NOR,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,20,10,Reggie Bush
2010,2010-11-07,9,9,,NOR,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,34,3,Reggie Bush
2010,2010-11-21,10,11,,NOR,SEA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,19,Reggie Bush
2010,2010-11-25,11,12,25.268,NOR,DAL,True,1,1,1.00,0,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,,0,0,1,1,0,0,0,0,,,,,,,True,True,30,27,Reggie Bush
2010,2010-12-05,12,13,25.278,NOR,CIN,True,5,26,5.20,0,3,3,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,34,30,Reggie Bush
2010,2010-12-12,13,14,25.285,NOR,STL,True,9,39,4.33,0,5,5,22,4.40,0,100.0%,4.40,0,0,,0,0,0,,,,,,0,0,,0,2,16,8.00,0,,0,0,0,,0,0,0,0,,,,,,,False,True,31,13,Reggie Bush
2010,2010-12-19,14,15,25.292,NOR,BAL,False,4,-4,-1.00,0,7,7,36,5.14,0,100.0%,5.14,0,0,,0,0,0,,,,,,1,32,32.00,0,1,9,9.00,0,,0,0,0,,0,0,0,0,,,,,,,True,False,24,30,Reggie Bush
2010,2010-12-27,15,16,25.300,NOR,ATL,False,1,0,0.00,0,4,4,20,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,3,10,3.33,0,,0,0,0,,0,0,0,0,,,,,,,True,True,17,14,Reggie Bush
2010,2011-01-02,16,17,25.306,NOR,TAM,True,9,70,7.78,0,9,5,55,11.00,0,55.6%,6.11,0,0,,0,0,0,,,,,,0,0,,0,1,7,7.00,0,,0,0,0,,0,1,0,0,,,,,,,False,False,13,23,Reggie Bush
2011,2011-09-12,1,1,26.194,MIA,NWE,True,11,38,3.45,0,10,9,56,6.22,1,90.0%,5.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,1,0,0,,,,,,,False,False,24,38,Reggie Bush
2011,2011-09-18,2,2,26.200,MIA,HOU,True,6,18,3.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,13,23,Reggie Bush
2011,2011-09-25,3,3,26.207,MIA,CLE,True,10,13,1.30,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,12,12.00,0,,0,0,2,1,0,1,0,0,,,,,,,True,False,16,17,Reggie Bush
2011,2011-10-02,4,4,26.214,MIA,SDG,True,13,50,3.85,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,16,26,Reggie Bush
2011,2011-10-17,5,6,26.229,MIA,NYJ,True,10,71,7.10,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,,0,0,1,0,0,0,0,0,,,,,,,True,False,6,24,Reggie Bush
2011,2011-10-23,6,7,26.235,MIA,DEN,True,10,42,4.20,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,30,15.00,0,,0,0,0,,0,0,0,0,,,,,,,False,False,15,18,Reggie Bush
2011,2011-10-30,7,8,26.242,MIA,NYG,True,15,103,6.87,0,5,4,17,4.25,0,80.0%,3.40,0,0,,0,0,0,,0,0,,,0,0,,0,1,-4,-4.00,0,,0,0,0,,0,0,0,0,,,,,,,True,False,17,20,Reggie Bush
2011,2011-11-06,8,9,26.249,MIA,KAN,True,13,92,7.08,1,3,3,50,16.67,0,100.0%,16.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,31,3,Reggie Bush
2011,2011-11-13,9,10,26.256,MIA,WAS,True,14,47,3.36,2,5,4,4,1.00,0,80.0%,0.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0,,0,0,0,0,,,,,,,False,True,20,9,Reggie Bush
2011,2011-11-20,10,11,26.263,MIA,BUF,True,15,32,2.13,1,5,4,34,8.50,0,80.0%,6.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,35,8,Reggie Bush
2011,2011-11-24,11,12,26.267,MIA,DAL,True,16,61,3.81,0,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,19,20,Reggie Bush
2011,2011-12-04,12,13,26.277,MIA,OAK,True,22,100,4.55,1,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,34,14,Reggie Bush
2011,2011-12-11,13,14,26.284,MIA,PHI,True,14,103,7.36,0,6,5,27,5.40,0,83.3%,4.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,8,8.00,0,,0,0,0,,0,0,0,0,,,,,,,False,False,10,26,Reggie Bush
2011,2011-12-18,14,15,26.291,MIA,BUF,True,25,203,8.12,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,1,1,0,0,0,0,,,,,,,True,True,30,23,Reggie Bush
2011,2011-12-24,15,16,26.297,MIA,NWE,True,22,113,5.14,0,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,1,0,0,,,,,,,True,False,24,27,Reggie Bush
2011,2012-01-01,16,17,,MIA,NYJ,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,19,17,Reggie Bush
2012,2012-09-09,1,1,27.191,MIA,HOU,True,14,69,4.93,0,6,6,46,7.67,0,100.0%,7.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,1,0,0,0,0,0,47,76%,0,0%,0,0%,True,False,10,30,Reggie Bush
2012,2012-09-16,2,2,27.198,MIA,OAK,True,26,172,6.62,2,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,52,69%,0,0%,0,0%,False,True,35,13,Reggie Bush
2012,2012-09-23,3,3,27.205,MIA,NYJ,True,10,61,6.10,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,17,20%,0,0%,0,0%,False,False,20,23,Reggie Bush
2012,2012-09-30,4,4,27.212,MIA,ARI,True,17,67,3.94,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,46,60%,0,0%,0,0%,True,False,21,24,Reggie Bush
2012,2012-10-07,5,5,27.219,MIA,CIN,True,19,48,2.53,1,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,39,59%,0,0%,0,0%,True,True,17,13,Reggie Bush
2012,2012-10-14,6,6,27.226,MIA,STL,True,12,17,1.42,0,7,5,44,8.80,0,71.4%,6.29,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,50,93%,0,0%,0,0%,False,True,17,14,Reggie Bush
2012,2012-10-28,7,8,27.240,MIA,NYJ,True,14,59,4.21,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,20,33%,0,0%,0,0%,True,True,30,9,Reggie Bush
2012,2012-11-04,8,9,27.247,MIA,IND,True,10,41,4.10,1,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,28,44%,0,0%,0,0%,True,False,20,23,Reggie Bush
2012,2012-11-11,9,10,27.254,MIA,TEN,True,4,21,5.25,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,17,28%,0,0%,0,0%,False,False,3,37,Reggie Bush
2012,2012-11-15,10,11,27.258,MIA,BUF,True,10,20,2.00,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,26,45%,0,0%,0,0%,True,False,14,19,Reggie Bush
2012,2012-11-25,11,12,27.268,MIA,SEA,True,14,87,6.21,1,3,1,-5,-5.00,0,33.3%,-1.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,31,52%,0,0%,0,0%,False,True,24,21,Reggie Bush
2012,2012-12-02,12,13,27.275,MIA,NWE,True,15,64,4.27,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,34,55%,0,0%,0,0%,False,False,16,23,Reggie Bush
2012,2012-12-09,13,14,27.282,MIA,SFO,True,14,65,4.64,0,7,5,38,7.60,0,71.4%,5.43,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,43,70%,0,0%,0,0%,True,False,13,27,Reggie Bush
2012,2012-12-16,14,15,27.289,MIA,JAX,True,21,104,4.95,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,46,65%,0,0%,0,0%,False,True,24,3,Reggie Bush
2012,2012-12-23,15,16,27.296,MIA,BUF,True,19,65,3.42,1,4,4,42,10.50,2,100.0%,10.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,3,18,1,0,0,0,0,0,41,64%,0,0%,0,0%,False,True,24,10,Reggie Bush
2012,2012-12-30,16,17,27.303,MIA,NWE,True,8,26,3.25,0,5,2,23,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,36,61%,0,0%,0,0%,True,False,0,28,Reggie Bush
2013,2013-09-08,1,1,28.190,DET,MIN,True,21,90,4.29,0,8,4,101,25.25,1,50.0%,12.63,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,55,69%,0,0%,0,0%,False,True,34,24,Reggie Bush
2013,2013-09-15,2,2,28.197,DET,ARI,True,9,25,2.78,0,3,3,44,14.67,0,100.0%,14.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,25,42%,0,0%,0,0%,True,False,21,25,Reggie Bush
2013,2013-09-22,3,3,,DET,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,27,20,Reggie Bush
2013,2013-09-29,4,4,28.211,DET,CHI,True,18,139,7.72,1,6,4,34,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,1,0,0,0,0,0,41,62%,0,0%,0,0%,False,True,40,32,Reggie Bush
2013,2013-10-06,5,5,28.218,DET,GNB,True,13,44,3.38,0,6,4,25,6.25,0,66.7%,4.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,41,61%,0,0%,0,0%,True,False,9,22,Reggie Bush
2013,2013-10-13,6,6,28.225,DET,CLE,True,17,78,4.59,0,6,5,57,11.40,1,83.3%,9.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,52,69%,0,0%,0,0%,True,True,31,17,Reggie Bush
2013,2013-10-20,7,7,28.232,DET,CIN,True,20,50,2.50,0,5,3,44,14.67,0,60.0%,8.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,57,73%,0,0%,0,0%,False,False,24,27,Reggie Bush
2013,2013-10-27,8,8,28.239,DET,DAL,True,21,92,4.38,1,9,8,30,3.75,0,88.9%,3.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,1,1,0,0,0,0,66,82%,0,0%,0,0%,False,True,31,30,Reggie Bush
2013,2013-11-10,9,10,28.253,DET,CHI,True,14,105,7.50,0,6,3,8,2.67,0,50.0%,1.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,1,0,0,39,63%,0,0%,0,0%,True,True,21,19,Reggie Bush
2013,2013-11-17,10,11,28.260,DET,PIT,True,12,31,2.58,0,5,2,23,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,42,58%,0,0%,0,0%,True,False,27,37,Reggie Bush
2013,2013-11-24,11,12,28.267,DET,TAM,True,15,83,5.53,0,7,4,17,4.25,0,57.1%,2.43,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,43,57%,0,0%,0,0%,False,False,21,24,Reggie Bush
2013,2013-11-28,12,13,28.271,DET,GNB,True,20,117,5.85,1,5,5,65,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,1,1,0,0,0,0,39,48%,0,0%,0,0%,False,True,40,10,Reggie Bush
2013,2013-12-08,13,14,,DET,PHI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,20,34,Reggie Bush
2013,2013-12-16,14,15,28.289,DET,BAL,True,17,86,5.06,1,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,37,57%,0,0%,0,0%,False,False,16,18,Reggie Bush
2013,2013-12-22,15,16,28.295,DET,NYG,True,12,34,2.83,0,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,32,38%,0,0%,0,0%,False,False,20,23,Reggie Bush
2013,2013-12-29,16,17,28.302,DET,MIN,True,14,32,2.29,0,6,5,33,6.60,1,83.3%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,42,70%,0,0%,0,0%,True,False,13,14,Reggie Bush
2014,2014-09-08,1,1,29.190,DET,NYG,True,9,15,1.67,0,6,6,49,8.17,0,100.0%,8.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,30,45%,0,0%,0,0%,False,True,35,14,Reggie Bush
2014,2014-09-14,2,2,29.196,DET,CAR,True,6,26,4.33,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,29,40%,0,0%,0,0%,True,False,7,24,Reggie Bush
2014,2014-09-21,3,3,29.203,DET,GNB,True,12,61,5.08,1,8,6,38,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,37,49%,0,0%,0,0%,False,True,19,7,Reggie Bush
2014,2014-09-28,4,4,29.210,DET,NYJ,True,12,46,3.83,0,6,4,19,4.75,0,66.7%,3.17,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,38,58%,0,0%,0,0%,True,True,24,17,Reggie Bush
2014,2014-10-05,5,5,29.217,DET,BUF,True,6,13,2.17,0,5,2,30,15.00,0,40.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,23,37%,0,0%,0,0%,False,False,14,17,Reggie Bush
2014,2014-10-12,6,6,,DET,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,17,3,Reggie Bush
2014,2014-10-19,7,7,29.231,DET,NOR,True,4,10,2.50,0,6,5,22,4.40,0,83.3%,3.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,18,26%,0,0%,0,0%,False,True,24,23,Reggie Bush
2014,2014-10-26,8,8,,DET,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,22,21,Reggie Bush
2014,2014-11-09,9,10,29.252,DET,MIA,True,4,20,5.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,19,28%,0,0%,0,0%,False,True,20,16,Reggie Bush
2014,2014-11-16,10,11,,DET,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,6,14,Reggie Bush
2014,2014-11-23,11,12,,DET,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,9,34,Reggie Bush
2014,2014-11-27,12,13,,DET,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,34,17,Reggie Bush
2014,2014-12-07,13,14,29.280,DET,TAM,False,8,26,3.25,0,6,4,8,2.00,0,66.7%,1.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,22,32%,0,0%,0,0%,False,True,34,17,Reggie Bush
2014,2014-12-14,14,15,29.287,DET,MIN,False,3,7,2.33,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,14,27%,0,0%,0,0%,False,True,16,14,Reggie Bush
2014,2014-12-21,15,16,29.294,DET,CHI,True,7,54,7.71,1,7,6,44,7.33,0,85.7%,6.29,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,23,32%,0,0%,0,0%,True,True,20,14,Reggie Bush
2014,2014-12-28,16,17,29.301,DET,GNB,True,5,19,3.80,0,6,3,22,7.33,0,50.0%,3.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,24,35%,0,0%,0,0%,True,False,20,30,Reggie Bush
2015,2015-09-14,1,1,30.196,SFO,MIN,False,2,8,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,7,10%,0,0%,0,0%,False,True,20,3,Reggie Bush
2015,2015-09-20,2,2,,SFO,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,18,43,Reggie Bush
2015,2015-09-27,3,3,,SFO,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,7,47,Reggie Bush
