Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2006,2006-11-12,9,10,30.097,OAK,,DEN,L 13-17,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,8,356,44.50,0,,,,,,,False,Shane Lechler
2006,2006-11-19,10,11,30.104,OAK,@,KAN,L 13-17,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,4,179,44.75,0,,,,,,,True,Shane Lechler
2006,2006-11-26,11,12,30.111,OAK,@,SDG,L 14-21,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,6,276,46.00,0,,,,,,,True,Shane Lechler
2006,2006-12-03,12,13,30.118,OAK,,HOU,L 14-23,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,4,227,56.75,0,,,,,,,False,Shane Lechler
2006,2006-12-10,13,14,30.125,OAK,@,CIN,L 10-27,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,2,102,51.00,0,,,,,,,True,Shane Lechler
2006,2006-12-17,14,15,30.132,OAK,,STL,L 0-20,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,4,171,42.75,0,,,,,,,False,Shane Lechler
2006,2006-12-23,15,16,30.138,OAK,,KAN,L 9-20,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,2,79,39.50,0,,,,,,,False,Shane Lechler
2006,2006-12-31,16,17,30.146,OAK,@,NYJ,L 3-23,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,3,137,45.67,0,,,,,,,True,Shane Lechler
2007,2007-09-09,1,1,31.033,OAK,,DET,L 21-36,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,3,149,49.67,0,,,,,,,False,Shane Lechler
2007,2007-09-16,2,2,31.040,OAK,@,DEN,L 20-23,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,4,194,48.50,0,,,,,,,True,Shane Lechler
2007,2007-09-23,3,3,31.047,OAK,,CLE,W 26-24,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,3,165,55.00,0,,,,,,,False,Shane Lechler
2007,2007-09-30,4,4,31.054,OAK,@,MIA,W 35-17,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,3,133,44.33,0,,,,,,,True,Shane Lechler
2007,2007-10-14,5,6,31.068,OAK,@,SDG,L 14-28,False,1,-4,-4.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,4,172,43.00,0,,,,,,,True,Shane Lechler
2007,2007-10-21,6,7,31.075,OAK,,KAN,L 10-12,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,9,461,51.22,0,,,,,,,False,Shane Lechler
2007,2007-10-28,7,8,31.082,OAK,@,TEN,L 9-13,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,6,311,51.83,0,,,,,,,True,Shane Lechler
2007,2007-11-04,8,9,31.089,OAK,,HOU,L 17-24,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,2,126,63.00,0,,,,,,,False,Shane Lechler
2007,2007-11-11,9,10,31.096,OAK,,CHI,L 6-17,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,9,433,48.11,0,,,,,,,False,Shane Lechler
2007,2007-11-18,10,11,31.103,OAK,@,MIN,L 22-29,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,5,239,47.80,0,,,,,,,True,Shane Lechler
2007,2007-11-25,11,12,31.110,OAK,@,KAN,W 20-17,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,4,169,42.25,0,,,,,,,True,Shane Lechler
2007,2007-12-02,12,13,31.117,OAK,,DEN,W 34-20,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,1,63,63.00,0,,,,,,,False,Shane Lechler
2007,2007-12-09,13,14,31.124,OAK,@,GNB,L 7-38,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,5,225,45.00,0,,,,,,,True,Shane Lechler
2007,2007-12-16,14,15,31.131,OAK,,IND,L 14-21,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,5,248,49.60,0,,,,,,,False,Shane Lechler
2007,2007-12-23,15,16,31.138,OAK,@,JAX,L 11-49,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,6,297,49.50,0,,,,,,,True,Shane Lechler
2007,2007-12-30,16,17,31.145,OAK,,SDG,L 17-30,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,4,200,50.00,0,,,,,,,False,Shane Lechler
2008,2008-09-08,1,1,32.032,OAK,,DEN,L 14-41,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,255,51.00,0,,,,,,,False,Shane Lechler
2008,2008-09-14,2,2,32.038,OAK,@,KAN,W 23-8,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,179,44.75,0,,,,,,,True,Shane Lechler
2008,2008-09-21,3,3,32.045,OAK,@,BUF,L 23-24,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,305,50.83,0,,,,,,,True,Shane Lechler
2008,2008-09-28,4,4,32.052,OAK,,SDG,L 18-28,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,302,50.33,0,,,,,,,False,Shane Lechler
2008,2008-10-12,5,6,32.066,OAK,@,NOR,L 3-34,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,199,49.75,0,,,,,,,True,Shane Lechler
2008,2008-10-19,6,7,32.073,OAK,,NYJ,W 16-13,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,7,303,43.29,0,,,,,,,False,Shane Lechler
2008,2008-10-26,7,8,32.080,OAK,@,BAL,L 10-29,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,249,49.80,0,,,,,,,True,Shane Lechler
2008,2008-11-02,8,9,32.087,OAK,,ATL,L 0-24,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,301,50.17,0,,,,,,,False,Shane Lechler
2008,2008-11-09,9,10,32.094,OAK,,CAR,L 6-17,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,11,556,50.55,0,,,,,,,False,Shane Lechler
2008,2008-11-16,10,11,32.101,OAK,@,MIA,L 15-17,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,316,52.67,0,,,,,,,True,Shane Lechler
2008,2008-11-23,11,12,32.108,OAK,@,DEN,W 31-10,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,176,58.67,0,,,,,,,True,Shane Lechler
2008,2008-11-30,12,13,32.115,OAK,,KAN,L 13-20,False,1,0,0.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,1,0,0,0,-8,0,4,173,43.25,0,,,,,,,False,Shane Lechler
2008,2008-12-04,13,14,32.119,OAK,@,SDG,L 7-34,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,328,46.86,0,,,,,,,True,Shane Lechler
2008,2008-12-14,14,15,32.129,OAK,,NWE,L 26-49,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,269,44.83,0,,,,,,,False,Shane Lechler
2008,2008-12-21,15,16,32.136,OAK,,HOU,W 27-16,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,194,48.50,0,,,,,,,False,Shane Lechler
2008,2008-12-28,16,17,32.143,OAK,@,TAM,W 31-24,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,286,47.67,0,,,,,,,True,Shane Lechler
2009,2009-09-14,1,1,33.038,OAK,,SDG,L 20-24,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,195,48.75,0,,,,,,,False,Shane Lechler
2009,2009-09-20,2,2,33.044,OAK,@,KAN,W 13-10,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,7,398,56.86,0,,,,,,,True,Shane Lechler
2009,2009-09-27,3,3,33.051,OAK,,DEN,L 3-23,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,190,47.50,0,,,,,,,False,Shane Lechler
2009,2009-10-04,4,4,33.058,OAK,@,HOU,L 6-29,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,8,427,53.38,0,,,,,,,True,Shane Lechler
2009,2009-10-11,5,5,33.065,OAK,@,NYG,L 7-44,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,7,361,51.57,0,,,,,,,True,Shane Lechler
2009,2009-10-18,6,6,33.072,OAK,,PHI,W 13-9,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,7,358,51.14,0,,,,,,,False,Shane Lechler
2009,2009-10-25,7,7,33.079,OAK,,NYJ,L 0-38,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,265,53.00,0,,,,,,,False,Shane Lechler
2009,2009-11-01,8,8,33.086,OAK,@,SDG,L 16-24,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,213,53.25,0,,,,,,,True,Shane Lechler
2009,2009-11-15,9,10,33.100,OAK,,KAN,L 10-16,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,11,531,48.27,0,,,,,,,False,Shane Lechler
2009,2009-11-22,10,11,33.107,OAK,,CIN,W 20-17,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,202,50.50,0,,,,,,,False,Shane Lechler
2009,2009-11-26,11,12,33.111,OAK,@,DAL,L 7-24,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,9,493,54.78,0,,,,,,,True,Shane Lechler
2009,2009-12-06,12,13,33.121,OAK,@,PIT,W 27-24,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,281,46.83,0,,,,,,,True,Shane Lechler
2009,2009-12-13,13,14,33.128,OAK,,WAS,L 13-34,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,297,49.50,0,,,,,,,False,Shane Lechler
2009,2009-12-20,14,15,33.135,OAK,@,DEN,W 20-19,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,215,53.75,0,,,,,,,True,Shane Lechler
2009,2009-12-27,15,16,33.142,OAK,@,CLE,L 9-23,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,221,44.20,0,,,,,,,True,Shane Lechler
2009,2010-01-03,16,17,33.149,OAK,,BAL,L 13-21,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,262,52.40,0,,,,,,,False,Shane Lechler
2010,2010-09-12,1,1,34.036,OAK,@,TEN,L 13-38,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,219,54.75,0,,,,,,,True,Shane Lechler
2010,2010-09-19,2,2,34.043,OAK,,STL,W 16-14,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,3,129,43.00,0,,,,,,,False,Shane Lechler
2010,2010-09-26,3,3,34.050,OAK,@,ARI,L 23-24,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,259,51.80,0,,,,,,,True,Shane Lechler
2010,2010-10-03,4,4,34.057,OAK,,HOU,L 24-31,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,215,43.00,0,,,,,,,False,Shane Lechler
2010,2010-10-10,5,5,34.064,OAK,,SDG,W 35-27,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,211,52.75,0,,,,,,,False,Shane Lechler
2010,2010-10-17,6,6,34.071,OAK,@,SFO,L 9-17,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,321,53.50,0,,,,,,,True,Shane Lechler
2010,2010-10-24,7,7,34.078,OAK,@,DEN,W 59-14,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,4,166,41.50,0,,,,,,,True,Shane Lechler
2010,2010-10-31,8,8,34.085,OAK,,SEA,W 33-3,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,5,264,52.80,0,,,,,,,False,Shane Lechler
2010,2010-11-07,9,9,34.092,OAK,,KAN,W 23-20,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,6,277,46.17,0,,,,,,,False,Shane Lechler
2010,2010-11-21,10,11,34.106,OAK,@,PIT,L 3-35,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,8,390,48.75,0,,,,,,,True,Shane Lechler
2010,2010-11-28,11,12,34.113,OAK,,MIA,L 17-33,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,167,41.75,0,,,,,,,False,Shane Lechler
2010,2010-12-05,12,13,34.120,OAK,@,SDG,W 28-13,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,160,40.00,0,,,,,,,True,Shane Lechler
2010,2010-12-12,13,14,34.127,OAK,@,JAX,L 31-38,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,210,42.00,0,,,,,,,True,Shane Lechler
2010,2010-12-19,14,15,34.134,OAK,,DEN,W 39-23,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,115,38.33,0,,,,,,,False,Shane Lechler
2010,2010-12-26,15,16,34.141,OAK,,IND,L 26-31,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,281,46.83,0,,,,,,,False,Shane Lechler
2010,2011-01-02,16,17,34.148,OAK,@,KAN,W 31-10,False,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,234,46.80,0,,,,,,,True,Shane Lechler
2011,2011-09-12,1,1,35.036,OAK,@,DEN,W 23-20,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,349,58.17,0,,,,,,,True,Shane Lechler
2011,2011-09-18,2,2,35.042,OAK,@,BUF,L 35-38,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,155,51.67,0,,,,,,,True,Shane Lechler
2011,2011-09-25,3,3,35.049,OAK,,NYJ,W 34-24,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,339,56.50,0,,,,,,,False,Shane Lechler
2011,2011-10-02,4,4,35.056,OAK,,NWE,L 19-31,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,2,104,52.00,0,,,,,,,False,Shane Lechler
2011,2011-10-09,5,5,35.063,OAK,@,HOU,W 25-20,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,7,346,49.43,0,,,,,,,True,Shane Lechler
2011,2011-10-16,6,6,35.070,OAK,,CLE,W 24-17,False,0,0,,0,1,1,100.00,35,1,0,158.3,0,0,35.00,55.00,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,194,48.50,0,,,,,,,False,Shane Lechler
2011,2011-10-23,7,7,35.077,OAK,,KAN,L 0-28,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,289,48.17,0,,,,,,,False,Shane Lechler
2011,2011-11-06,8,9,35.091,OAK,,DEN,L 24-38,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,303,50.50,0,,,,,,,False,Shane Lechler
2011,2011-11-10,9,10,35.095,OAK,@,SDG,W 24-17,False,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,4,195,48.75,0,,,,,,,True,Shane Lechler
2011,2011-11-20,10,11,35.105,OAK,@,MIN,W 27-21,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,284,47.33,0,,,,,,,True,Shane Lechler
2011,2011-11-27,11,12,35.112,OAK,,CHI,W 25-20,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,273,54.60,0,,,,,,,False,Shane Lechler
2011,2011-12-04,12,13,35.119,OAK,@,MIA,L 14-34,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,8,372,46.50,0,,,,,,,True,Shane Lechler
2011,2011-12-11,13,14,35.126,OAK,@,GNB,L 16-46,False,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,247,49.40,0,,,,,,,True,Shane Lechler
2011,2011-12-18,14,15,35.133,OAK,,DET,L 27-28,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,235,47.00,0,,,,,,,False,Shane Lechler
2011,2011-12-24,15,16,35.139,OAK,@,KAN,W 16-13,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,217,54.25,0,,,,,,,True,Shane Lechler
2011,2012-01-01,16,17,35.147,OAK,,SDG,L 26-38,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,1,58,58.00,0,,,,,,,False,Shane Lechler
2012,2012-09-10,1,1,36.034,OAK,,SDG,L 14-22,False,2,0,0.00,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,2,114,57.00,1,0,0%,0,0%,7,26%,False,Shane Lechler
2012,2012-09-16,2,2,36.040,OAK,@,MIA,L 13-35,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,422,46.89,0,0,0%,0,0%,12,34%,True,Shane Lechler
2012,2012-09-23,3,3,36.047,OAK,,PIT,W 34-31,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,155,51.67,0,0,0%,0,0%,9,32%,False,Shane Lechler
2012,2012-09-30,4,4,36.054,OAK,@,DEN,L 6-37,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,346,49.43,0,0,0%,0,0%,9,32%,True,Shane Lechler
2012,2012-10-14,5,6,36.068,OAK,@,ATL,L 20-23,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,241,48.20,0,0,0%,0,0%,9,30%,True,Shane Lechler
2012,2012-10-21,6,7,36.075,OAK,,JAX,W 26-23,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,264,44.00,0,0,0%,0,0%,13,32%,False,Shane Lechler
2012,2012-10-28,7,8,36.082,OAK,@,KAN,W 26-16,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,256,42.67,0,0,0%,0,0%,13,37%,True,Shane Lechler
2012,2012-11-04,8,9,36.089,OAK,,TAM,L 32-42,False,0,0,,0,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,218,54.50,0,0,0%,0,0%,10,29%,False,Shane Lechler
2012,2012-11-11,9,10,36.096,OAK,@,BAL,L 20-55,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,5,274,54.80,0,0,0%,0,0%,9,24%,True,Shane Lechler
2012,2012-11-18,10,11,36.103,OAK,,NOR,L 17-38,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,135,45.00,0,0,0%,0,0%,7,25%,False,Shane Lechler
2012,2012-11-25,11,12,36.110,OAK,@,CIN,L 10-34,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,281,46.83,0,0,0%,0,0%,8,28%,True,Shane Lechler
2012,2012-12-02,12,13,36.117,OAK,,CLE,L 17-20,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,202,40.40,0,0,0%,0,0%,10,38%,False,Shane Lechler
2012,2012-12-06,13,14,36.121,OAK,,DEN,L 13-26,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,217,43.40,0,0,0%,0,0%,6,25%,False,Shane Lechler
2012,2012-12-16,14,15,36.131,OAK,,KAN,W 15-0,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,205,51.25,0,0,0%,0,0%,10,43%,False,Shane Lechler
2012,2012-12-23,15,16,36.138,OAK,@,CAR,L 6-17,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,219,43.80,0,0,0%,0,0%,7,32%,True,Shane Lechler
2012,2012-12-30,16,17,36.145,OAK,@,SDG,L 21-24,False,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,277,46.17,0,0,0%,0,0%,10,33%,True,Shane Lechler
2013,2013-09-09,1,1,37.033,HOU,@,SDG,W 31-28,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,135,45.00,0,0,0%,0,0%,11,35%,True,Shane Lechler
2013,2013-09-15,2,2,37.039,HOU,,TEN,W 30-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,338,48.29,0,0,0%,0,0%,13,36%,False,Shane Lechler
2013,2013-09-22,3,3,37.046,HOU,@,BAL,L 9-30,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,252,50.40,0,0,0%,0,0%,8,29%,True,Shane Lechler
2013,2013-09-29,4,4,37.053,HOU,,SEA,L 20-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,7,317,45.29,0,0,0%,0,0%,12,35%,False,Shane Lechler
2013,2013-10-06,5,5,37.060,HOU,@,SFO,L 3-34,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,151,50.33,0,0,0%,0,0%,5,21%,True,Shane Lechler
2013,2013-10-13,6,6,37.067,HOU,,STL,L 13-38,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,2,78,39.00,0,0,0%,0,0%,5,20%,False,Shane Lechler
2013,2013-10-20,7,7,37.074,HOU,@,KAN,L 16-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,249,49.80,0,0,0%,0,0%,9,36%,True,Shane Lechler
2013,2013-11-03,8,9,37.088,HOU,,IND,L 24-27,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,4,164,41.00,0,0,0%,0,0%,11,34%,False,Shane Lechler
