Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_Sfty,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2014,2014-11-16,10,11,29.235,NYG,,SFO,L 10-16,True,18,59,3.28,0,7,4,8,2.00,0,57.1%,1.14,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,84%,0,0%,1,5%,False,Rashad Jennings
2014,2014-11-23,11,12,29.242,NYG,,DAL,L 28-31,True,19,52,2.74,0,10,8,68,8.50,0,80.0%,6.80,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,64%,0,0%,1,4%,False,Rashad Jennings
2014,2014-11-30,12,13,29.249,NYG,@,JAX,L 24-25,True,26,91,3.50,2,5,3,3,1.00,0,60.0%,0.60,0,0,,0,,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,47,64%,0,0%,0,0%,True,Rashad Jennings
2014,2014-12-07,13,14,29.256,NYG,@,TEN,W 36-7,False,2,5,2.50,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,14,19%,0,0%,0,0%,True,Rashad Jennings
2014,2014-12-14,14,15,29.263,NYG,,WAS,W 24-13,True,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,2%,0,0%,0,0%,False,Rashad Jennings
2014,2014-12-21,15,16,,NYG,@,STL,W 37-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Rashad Jennings
2014,2014-12-28,16,17,29.277,NYG,,PHI,L 26-34,False,10,33,3.30,0,5,3,21,7.00,0,60.0%,4.20,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,54%,0,0%,0,0%,False,Rashad Jennings
2015,2015-09-13,1,1,30.171,NYG,@,DAL,L 26-27,True,13,52,4.00,1,1,0,0,,0,0.0%,0.00,0,0,,0,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,21,34%,0,0%,3,10%,True,Rashad Jennings
2015,2015-09-20,2,2,30.178,NYG,,ATL,L 20-24,True,9,12,1.33,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,28%,0,0%,5,17%,False,Rashad Jennings
2015,2015-09-24,3,3,30.182,NYG,,WAS,W 32-21,True,11,32,2.91,0,3,3,25,8.33,0,100.0%,8.33,0,0,,0,,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,21,31%,0,0%,5,17%,False,Rashad Jennings
2015,2015-10-04,4,4,30.192,NYG,@,BUF,W 24-10,True,9,38,4.22,0,2,2,54,27.00,1,100.0%,27.00,0,0,,0,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,30,42%,0,0%,7,23%,True,Rashad Jennings
2015,2015-10-11,5,5,30.199,NYG,,SFO,W 30-27,True,11,46,4.18,0,4,4,21,5.25,0,100.0%,5.25,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,38%,0,0%,2,7%,False,Rashad Jennings
2015,2015-10-19,6,6,30.207,NYG,@,PHI,L 7-27,True,13,63,4.85,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,31,46%,0,0%,4,15%,True,Rashad Jennings
2015,2015-10-25,7,7,30.213,NYG,,DAL,W 27-20,True,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,21%,0,0%,2,7%,False,Rashad Jennings
2015,2015-11-01,8,8,30.220,NYG,@,NOR,L 49-52,True,10,54,5.40,0,3,2,31,15.50,0,66.7%,10.33,0,0,,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,36%,0,0%,6,16%,True,Rashad Jennings
2015,2015-11-08,9,9,30.227,NYG,@,TAM,W 32-18,True,13,48,3.69,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,31%,0,0%,1,4%,True,Rashad Jennings
2015,2015-11-15,10,10,30.234,NYG,,NWE,L 26-27,True,11,39,3.55,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,24,32%,0,0%,5,16%,False,Rashad Jennings
2015,2015-11-29,11,12,30.248,NYG,@,WAS,L 14-20,True,6,14,2.33,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,32%,0,0%,5,18%,True,Rashad Jennings
2015,2015-12-06,12,13,30.255,NYG,,NYJ,L 20-23,True,5,14,2.80,0,2,1,19,19.00,0,50.0%,9.50,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,26%,0,0%,6,18%,False,Rashad Jennings
2015,2015-12-14,13,14,30.263,NYG,@,MIA,W 31-24,True,22,81,3.68,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,61%,1,1%,4,12%,True,Rashad Jennings
2015,2015-12-20,14,15,30.269,NYG,,CAR,L 35-38,True,16,107,6.69,1,3,1,0,0.00,0,33.3%,0.00,0,0,,0,,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,35,47%,0,0%,5,13%,False,Rashad Jennings
2015,2015-12-27,15,16,30.276,NYG,@,MIN,L 17-49,True,14,74,5.29,0,3,2,62,31.00,0,66.7%,20.67,0,0,,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,48%,0,0%,3,8%,True,Rashad Jennings
2015,2016-01-03,16,17,30.283,NYG,,PHI,L 30-35,True,27,170,6.30,1,5,2,6,3.00,0,40.0%,1.20,0,0,,0,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,45,54%,0,0%,2,7%,False,Rashad Jennings
2016,2016-09-11,1,1,31.169,NYG,@,DAL,W 20-19,True,18,75,4.17,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,,,0,0,0.0,0,0,0,0,0,0,0,0,1,4,0,32,57%,0,0%,2,7%,True,Rashad Jennings
2016,2016-09-18,2,2,31.176,NYG,,NOR,W 16-13,True,13,27,2.08,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,43%,0,0%,3,11%,False,Rashad Jennings
2016,2016-09-25,3,3,,NYG,,WAS,L 27-29,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Rashad Jennings
2016,2016-10-03,4,4,,NYG,@,MIN,L 10-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Rashad Jennings
2016,2016-10-09,5,5,,NYG,@,GNB,L 16-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Rashad Jennings
2016,2016-10-16,6,6,31.204,NYG,,BAL,W 27-23,True,9,15,1.67,0,4,4,20,5.00,0,100.0%,5.00,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,48%,0,0%,0,0%,False,Rashad Jennings
2016,2016-10-23,7,7,31.211,NYG,@,LAR,W 17-10,True,13,25,1.92,1,3,2,24,12.00,0,66.7%,8.00,0,0,,0,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,28,49%,0,0%,1,4%,True,Rashad Jennings
2016,2016-11-06,8,9,31.225,NYG,,PHI,W 28-23,True,11,26,2.36,0,3,3,13,4.33,0,100.0%,4.33,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,58%,0,0%,0,0%,False,Rashad Jennings
2016,2016-11-14,9,10,31.233,NYG,,CIN,W 21-20,True,15,87,5.80,0,6,3,22,7.33,0,50.0%,3.67,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,60%,0,0%,0,0%,False,Rashad Jennings
2016,2016-11-20,10,11,31.239,NYG,,CHI,W 22-16,True,21,85,4.05,1,6,5,44,8.80,0,83.3%,7.33,0,0,,0,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,47,70%,0,0%,0,0%,False,Rashad Jennings
2016,2016-11-27,11,12,31.246,NYG,@,CLE,W 27-13,True,15,55,3.67,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,50%,0,0%,0,0%,True,Rashad Jennings
2016,2016-12-04,12,13,31.253,NYG,@,PIT,L 14-24,True,6,19,3.17,0,6,6,34,5.67,1,100.0%,5.67,0,0,,0,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,30,50%,0,0%,1,4%,True,Rashad Jennings
2016,2016-12-11,13,14,31.260,NYG,,DAL,W 10-7,True,15,45,3.00,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,54%,0,0%,4,15%,False,Rashad Jennings
2016,2016-12-18,14,15,31.267,NYG,,DET,W 17-6,True,18,38,2.11,0,0,0,0,,0,0.0%,,0,0,,0,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,39%,0,0%,0,0%,False,Rashad Jennings
2016,2016-12-22,15,16,31.271,NYG,@,PHI,L 19-24,True,9,44,4.89,0,5,4,7,1.75,0,80.0%,1.40,0,0,,0,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,41,46%,0,0%,1,4%,True,Rashad Jennings
2016,2017-01-01,16,17,31.281,NYG,@,WAS,W 19-10,False,18,52,2.89,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,28,39%,0,0%,4,14%,True,Rashad Jennings
,93 Games,,,,,,,40-53-0,False,930,3772,4.06,23,250,191,1469,7.69,2,76.4%,5.88,13,297,22.85,0,1,1,25,154,0.0,2,1,3,0,0,8,4,0,1,4,0,,,,,,,False,Rashad Jennings
