Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Away_status,Win,Score,Opp Score,Player
1990,1990-11-04,9,9,26.198,SDG,SEA,False,0,0,,0,4,4,100.0,1,2,50.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,31,14,John Carney
1990,1990-11-11,10,10,26.205,SDG,DEN,False,0,0,,0,1,1,100.0,4,4,100.0,0,13,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,19,7,John Carney
1990,1990-11-18,11,11,26.212,SDG,KAN,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,10,27,John Carney
1990,1990-11-25,12,12,26.219,SDG,SEA,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,10,13,John Carney
1990,1990-12-02,13,13,26.226,SDG,NYJ,False,0,0,,0,5,5,100.0,1,1,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,38,17,John Carney
1990,1990-12-16,14,15,26.240,SDG,DEN,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,10,20,John Carney
1990,1990-12-23,15,16,26.247,SDG,KAN,False,0,0,,0,3,3,100.0,,,,0,3,0.0,,,,,,0,,,0,0,0,0,0,,,False,False,21,24,John Carney
1990,1990-12-30,16,17,26.254,SDG,RAI,False,0,0,,0,,1,0.0,2,3,66.7,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,12,17,John Carney
1991,1991-09-01,1,1,27.134,SDG,PIT,False,0,0,,0,2,2,100.0,2,3,66.7,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,20,26,John Carney
1991,1991-09-08,2,2,27.141,SDG,SFO,False,0,0,,0,2,2,100.0,,,,0,2,0.0,,,,,,0,,,0,0,0,0,0,,,True,False,14,34,John Carney
1991,1991-09-15,3,3,27.148,SDG,ATL,False,0,0,,0,1,1,100.0,1,4,25.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,10,13,John Carney
1991,1991-09-22,4,4,27.155,SDG,DEN,False,0,0,,0,1,1,100.0,4,4,100.0,0,13,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,19,27,John Carney
1991,1991-09-29,5,5,27.162,SDG,KAN,False,0,0,,0,1,1,100.0,2,3,66.7,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,13,14,John Carney
1991,1991-10-06,6,6,27.169,SDG,RAI,False,0,0,,0,3,3,100.0,,,,0,3,0.0,,,,,,0,,,0,0,0,0,0,,,True,True,21,13,John Carney
1991,1991-10-13,7,7,27.176,SDG,RAM,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,24,30,John Carney
1991,1991-10-20,8,8,27.183,SDG,CLE,False,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,24,30,John Carney
1991,1991-10-27,9,9,27.190,SDG,SEA,False,0,0,,0,,,,3,4,75.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,9,20,John Carney
1991,1991-11-10,10,11,27.204,SDG,SEA,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,17,14,John Carney
1991,1991-11-17,11,12,27.211,SDG,NOR,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,24,21,John Carney
1991,1991-11-24,12,13,27.218,SDG,NYJ,False,0,0,,0,,,,1,2,50.0,0,3,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,3,24,John Carney
1991,1991-12-01,13,14,27.225,SDG,RAI,False,0,0,,0,1,1,100.0,,1,0.0,0,1,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,7,9,John Carney
1991,1991-12-08,14,15,27.232,SDG,KAN,False,0,0,,0,2,2,100.0,1,2,50.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,17,20,John Carney
1991,1991-12-15,15,16,27.239,SDG,MIA,False,0,0,,0,5,5,100.0,1,1,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,38,30,John Carney
1991,1991-12-22,16,17,27.246,SDG,DEN,False,0,0,,0,2,2,100.0,,,,0,2,0.0,,,,,,0,,,0,0,0,0,0,,,False,False,14,17,John Carney
1992,1992-09-06,1,1,28.139,SDG,KAN,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,10,24,John Carney
1992,1992-09-13,2,2,28.146,SDG,DEN,False,0,0,,0,1,1,100.0,2,3,66.7,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,13,21,John Carney
1992,1992-09-20,3,3,28.153,SDG,PIT,False,0,0,,0,,,,2,3,66.7,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,6,23,John Carney
1992,1992-09-27,4,4,28.160,SDG,HOU,False,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,0,0,,,True,False,0,27,John Carney
1992,1992-10-04,5,5,28.167,SDG,SEA,False,0,0,,0,2,2,100.0,1,3,33.3,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,17,6,John Carney
1992,1992-10-18,6,7,28.181,SDG,IND,False,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,34,14,John Carney
1992,1992-10-25,7,8,28.188,SDG,DEN,False,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,24,21,John Carney
1992,1992-11-01,8,9,28.195,SDG,IND,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,26,0,John Carney
1992,1992-11-08,9,10,28.202,SDG,KAN,False,0,0,,0,2,2,100.0,,,,0,2,0.0,,,,,,0,,,0,0,0,0,0,,,True,False,14,16,John Carney
1992,1992-11-15,10,11,28.209,SDG,CLE,False,0,0,,0,2,2,100.0,,1,0.0,0,2,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,14,13,John Carney
1992,1992-11-22,11,12,28.216,SDG,TAM,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,29,14,John Carney
1992,1992-11-29,12,13,28.223,SDG,RAI,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,27,3,John Carney
1992,1992-12-06,13,14,28.230,SDG,PHO,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,27,21,John Carney
1992,1992-12-13,14,15,28.237,SDG,CIN,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,27,10,John Carney
1992,1992-12-20,15,16,28.244,SDG,RAI,False,0,0,,0,3,3,100.0,5,5,100.0,0,18,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,36,14,John Carney
1992,1992-12-27,16,17,28.251,SDG,SEA,False,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,31,14,John Carney
1993,1993-09-05,1,1,29.138,SDG,SEA,False,0,0,,0,,,,6,6,100.0,0,18,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,18,12,John Carney
1993,1993-09-12,2,2,29.145,SDG,DEN,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,4,155,38.75,0,True,False,17,34,John Carney
1993,1993-09-19,3,3,29.152,SDG,HOU,False,0,0,,0,,,,6,6,100.0,0,18,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,18,17,John Carney
1993,1993-10-03,4,5,29.166,SDG,SEA,False,0,0,,0,2,2,100.0,,1,0.0,0,2,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,14,31,John Carney
1993,1993-10-10,5,6,29.173,SDG,PIT,False,0,0,,0,,,,1,1,100.0,0,3,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,3,16,John Carney
1993,1993-10-17,6,7,29.180,SDG,KAN,False,0,0,,0,2,2,100.0,,2,0.0,0,2,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,14,17,John Carney
1993,1993-10-31,7,9,29.194,SDG,RAI,False,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,30,23,John Carney
1993,1993-11-07,8,10,29.201,SDG,MIN,False,0,0,,0,3,4,75.0,1,2,50.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,30,17,John Carney
1993,1993-11-14,9,11,29.208,SDG,CHI,False,0,0,,0,1,1,100.0,2,4,50.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,13,16,John Carney
1993,1993-11-21,10,12,29.215,SDG,RAI,False,0,0,,0,1,1,100.0,,,,0,1,0.0,,,,,,0,,,0,0,0,0,0,,,False,False,7,12,John Carney
1993,1993-11-29,11,13,29.223,SDG,IND,False,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,31,0,John Carney
1993,1993-12-05,12,14,29.229,SDG,DEN,False,0,0,,0,1,1,100.0,2,4,50.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,13,10,John Carney
1993,1993-12-12,13,15,29.236,SDG,GNB,False,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,13,20,John Carney
1993,1993-12-19,14,16,29.243,SDG,KAN,False,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,24,28,John Carney
1993,1993-12-27,15,17,29.251,SDG,MIA,False,0,0,,0,6,6,100.0,1,2,50.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,45,20,John Carney
1993,1994-01-02,16,18,29.257,SDG,TAM,False,0,0,,0,2,3,66.7,4,4,100.0,0,14,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,32,17,John Carney
1994,1994-09-04,1,1,30.137,SDG,DEN,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,37,34,John Carney
1994,1994-09-11,2,2,30.144,SDG,CIN,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,27,10,John Carney
1994,1994-09-18,3,3,30.151,SDG,SEA,False,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,24,10,John Carney
1994,1994-09-25,4,4,30.158,SDG,RAI,False,0,0,,0,2,2,100.0,4,4,100.0,0,14,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,26,24,John Carney
1994,1994-10-09,5,6,30.172,SDG,KAN,False,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,20,6,John Carney
1994,1994-10-16,6,7,30.179,SDG,NOR,False,0,0,,0,3,3,100.0,5,5,100.0,0,18,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,36,22,John Carney
1994,1994-10-23,7,8,30.186,SDG,DEN,False,0,0,,0,,,,5,5,100.0,0,15,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,15,20,John Carney
1994,1994-10-30,8,9,30.193,SDG,SEA,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,35,15,John Carney
1994,1994-11-06,9,10,30.200,SDG,ATL,False,0,0,,0,,,,3,4,75.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,9,10,John Carney
1994,1994-11-13,10,11,30.207,SDG,KAN,False,0,0,,0,2,2,100.0,,,,0,2,0.0,,,,,,0,,,0,0,0,0,0,,,True,True,14,13,John Carney
1994,1994-11-20,11,12,30.214,SDG,NWE,False,0,0,,0,2,2,100.0,1,2,50.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,17,23,John Carney
1994,1994-11-27,12,13,30.221,SDG,RAM,False,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,31,17,John Carney
1994,1994-12-05,13,14,30.229,SDG,RAI,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,17,24,John Carney
1994,1994-12-11,14,15,30.235,SDG,SFO,False,0,0,,0,,,,1,2,50.0,0,3,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,15,38,John Carney
1994,1994-12-18,15,16,30.242,SDG,NYJ,False,0,0,,0,3,3,100.0,,,,0,3,0.0,,,,,,0,,,0,0,0,0,0,,,True,True,21,6,John Carney
1994,1994-12-24,16,17,30.248,SDG,PIT,False,0,0,,0,4,4,100.0,3,3,100.0,0,13,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,37,34,John Carney
1995,1995-09-03,1,1,31.136,SDG,OAK,False,0,0,,0,1,1,100.0,,1,0.0,0,1,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,7,17,John Carney
1995,1995-09-10,2,2,31.143,SDG,SEA,False,0,0,,0,2,2,100.0,,,,0,2,0.0,,,,,,0,,,0,0,0,0,0,,,False,True,14,10,John Carney
1995,1995-09-17,3,3,31.150,SDG,PHI,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,27,21,John Carney
1995,1995-09-24,4,4,31.157,SDG,DEN,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,17,6,John Carney
1995,1995-10-01,5,5,31.164,SDG,PIT,False,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,16,31,John Carney
1995,1995-10-09,6,6,31.172,SDG,KAN,False,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,23,29,John Carney
1995,1995-10-15,7,7,31.178,SDG,DAL,False,0,0,,0,1,1,100.0,,,,0,1,0.0,,,,,,0,,,0,0,0,0,0,,,False,False,9,23,John Carney
1995,1995-10-22,8,8,31.185,SDG,SEA,False,0,0,,0,2,3,66.7,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,35,25,John Carney
1995,1995-11-05,9,10,31.199,SDG,MIA,False,0,0,,0,,,,2,2,100.0,0,6,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,14,24,John Carney
1995,1995-11-12,10,11,31.206,SDG,KAN,False,0,0,,0,1,1,100.0,,1,0.0,0,1,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,7,22,John Carney
1995,1995-11-19,11,12,31.213,SDG,DEN,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,27,30,John Carney
1995,1995-11-27,12,13,31.221,SDG,OAK,False,0,0,,0,,,,4,5,80.0,0,12,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,12,6,John Carney
1995,1995-12-03,13,14,31.227,SDG,CLE,False,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,31,13,John Carney
1995,1995-12-09,14,15,31.233,SDG,ARI,False,0,0,,0,4,4,100.0,,,,0,4,0.0,,,,,,0,,,0,0,0,0,0,,,False,True,28,25,John Carney
1995,1995-12-17,15,16,31.241,SDG,IND,False,0,0,,0,3,3,100.0,2,4,50.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,27,24,John Carney
1995,1995-12-23,16,17,31.247,SDG,NYG,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,27,17,John Carney
1996,1996-09-01,1,1,32.134,SDG,SEA,False,0,0,,0,2,2,100.0,5,5,100.0,0,17,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,29,7,John Carney
1996,1996-09-08,2,2,32.141,SDG,CIN,False,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,27,14,John Carney
1996,1996-09-15,3,3,32.148,SDG,GNB,False,0,0,,0,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,10,42,John Carney
1996,1996-09-22,4,4,32.155,SDG,OAK,False,0,0,,0,4,4,100.0,2,3,66.7,0,10,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,40,34,John Carney
1996,1996-09-29,5,5,32.162,SDG,KAN,False,0,0,,0,1,1,100.0,5,5,100.0,0,16,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,22,19,John Carney
1996,1996-10-06,6,6,32.169,SDG,DEN,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,17,28,John Carney
1996,1996-10-21,7,8,32.184,SDG,OAK,False,0,0,,0,2,2,100.0,,1,0.0,0,2,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,14,23,John Carney
1996,1996-10-27,8,9,32.190,SDG,SEA,False,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,13,32,John Carney
1996,1996-11-03,9,10,32.197,SDG,IND,False,0,0,,0,2,2,100.0,4,4,100.0,0,14,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,26,19,John Carney
1996,1996-11-11,10,11,32.205,SDG,DET,False,0,0,,0,3,3,100.0,2,3,66.7,0,9,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,27,21,John Carney
1996,1996-11-17,11,12,32.211,SDG,TAM,False,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,False,17,25,John Carney
1996,1996-11-24,12,13,32.218,SDG,KAN,False,0,0,,0,4,4,100.0,,1,0.0,0,4,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,28,14,John Carney
1996,1996-12-01,13,14,32.225,SDG,NWE,False,0,0,,0,1,1,100.0,,,,0,1,0.0,,,,,,0,,,0,0,0,0,0,,,False,False,7,45,John Carney
1996,1996-12-08,14,15,32.232,SDG,PIT,False,0,0,,0,,,,1,1,100.0,0,3,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,3,16,John Carney
1996,1996-12-14,15,16,32.238,SDG,CHI,False,0,0,,0,2,2,100.0,,2,0.0,0,2,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,14,27,John Carney
1996,1996-12-22,16,17,32.246,SDG,DEN,False,0,0,,0,1,1,100.0,3,3,100.0,0,10,0.0,,,,,,0,,0,0,0,0,0,0,,0,False,True,16,10,John Carney
1997,1997-08-31,1,1,33.133,SDG,NWE,False,0,0,,0,1,1,100.0,,,,0,1,0.0,,,,,,0,,,0,0,0,0,0,,,True,False,7,41,John Carney
1997,1997-09-07,2,2,33.140,SDG,NOR,False,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,True,20,6,John Carney
1997,1997-09-14,3,3,33.147,SDG,CAR,False,0,0,,0,1,1,100.0,,,,0,1,0.0,,,,,,0,,,0,0,0,0,0,,,False,False,7,26,John Carney
1997,1997-09-21,4,4,33.154,SDG,SEA,False,0,0,,0,1,1,100.0,5,5,100.0,0,16,0.0,,,,,,0,,0,0,0,0,0,0,,0,True,False,22,26,John Carney
1997,1997-09-28,5,5,,SDG,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,21,17,John Carney
1997,1997-10-05,6,6,,SDG,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,25,10,John Carney
1997,1997-10-16,7,8,,SDG,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,3,31,John Carney
1997,1997-10-26,8,9,,SDG,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,35,19,John Carney
1997,1997-11-02,9,10,,SDG,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,31,38,John Carney
1997,1997-11-09,10,11,,SDG,SEA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,31,37,John Carney
1997,1997-11-16,11,12,,SDG,OAK,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,13,38,John Carney
1997,1997-11-23,12,13,,SDG,SFO,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,17,John Carney
1997,1997-11-30,13,14,,SDG,DEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,28,38,John Carney
1997,1997-12-07,14,15,,SDG,ATL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,3,14,John Carney
1997,1997-12-14,15,16,,SDG,KAN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,7,29,John Carney
