Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2009.0,2009-10-04,4.0,4.0,22.208,DAL,DEN,L 10-17,True,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Martellus Bennett,False,10,17
2009.0,2009-10-11,5.0,5.0,22.215,DAL,KAN,W 26-20,False,1,0,0,,0,0.0%,0.00,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Martellus Bennett,True,26,20
2009.0,2009-10-25,6.0,7.0,22.229,DAL,ATL,W 37-21,True,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Martellus Bennett,True,37,21
2009.0,2009-11-01,7.0,8.0,22.236,DAL,SEA,W 38-17,True,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Martellus Bennett,True,38,17
2009.0,2009-11-08,8.0,9.0,22.243,DAL,PHI,W 20-16,True,2,0,0,,0,0.0%,0.00,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Martellus Bennett,True,20,16
2009.0,2009-11-15,9.0,10.0,22.25,DAL,GNB,L 7-17,False,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Martellus Bennett,False,7,17
2009.0,2009-11-22,10.0,11.0,22.257,DAL,WAS,W 7-6,False,3,3,43,14.33,0,100.0%,14.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Martellus Bennett,True,7,6
2009.0,2009-11-26,11.0,12.0,22.261,DAL,OAK,W 24-7,False,,,,,,0.0%,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Martellus Bennett,True,24,7
2009.0,2009-12-06,12.0,13.0,22.271,DAL,NYG,L 24-31,True,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Martellus Bennett,False,24,31
2009.0,2009-12-13,13.0,14.0,,DAL,SDG,L 17-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Martellus Bennett,False,17,20
2009.0,2009-12-19,14.0,15.0,,DAL,NOR,W 24-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Martellus Bennett,True,24,17
2009.0,2009-12-27,15.0,16.0,22.292,DAL,WAS,W 17-0,False,2,0,0,,0,0.0%,0.00,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Martellus Bennett,True,17,0
2009.0,2010-01-03,16.0,17.0,22.299,DAL,PHI,W 24-0,True,1,0,0,,0,0.0%,0.00,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Martellus Bennett,True,24,0
2010.0,2010-09-12,1.0,1.0,23.186,DAL,WAS,L 7-13,True,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Martellus Bennett,False,7,13
2010.0,2010-09-19,2.0,2.0,23.193,DAL,CHI,L 20-27,True,8,7,45,6.43,0,87.5%,5.63,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Martellus Bennett,False,20,27
2010.0,2010-09-26,3.0,3.0,23.2,DAL,HOU,W 27-13,True,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Martellus Bennett,True,27,13
2010.0,2010-10-10,4.0,5.0,23.214,DAL,TEN,L 27-34,False,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Martellus Bennett,False,27,34
2010.0,2010-10-17,5.0,6.0,23.221,DAL,MIN,L 21-24,True,1,0,0,,0,0.0%,0.00,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,Martellus Bennett,False,21,24
2010.0,2010-10-25,6.0,7.0,23.229,DAL,NYG,L 35-41,True,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Martellus Bennett,False,35,41
2010.0,2010-10-31,7.0,8.0,23.235,DAL,JAX,L 17-35,False,1,0,0,,0,0.0%,0.00,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Martellus Bennett,False,17,35
2010.0,2010-11-07,8.0,9.0,23.242,DAL,GNB,L 7-45,False,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Martellus Bennett,False,7,45
2010.0,2010-11-14,9.0,10.0,23.249,DAL,NYG,W 33-20,False,2,1,32,32.00,0,50.0%,16.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Martellus Bennett,True,33,20
2010.0,2010-11-21,10.0,11.0,23.256,DAL,DET,W 35-19,True,,,,,,0.0%,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Martellus Bennett,True,35,19
2010.0,2010-11-25,11.0,12.0,23.26,DAL,NOR,L 27-30,True,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,1,5,0,,,,,,,False,Martellus Bennett,False,27,30
2010.0,2010-12-05,12.0,13.0,23.27,DAL,IND,W 38-35,True,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Martellus Bennett,True,38,35
2010.0,2010-12-12,13.0,14.0,23.277,DAL,PHI,L 27-30,True,5,4,30,7.50,0,80.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Martellus Bennett,False,27,30
2010.0,2010-12-19,14.0,15.0,23.284,DAL,WAS,W 33-30,False,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Martellus Bennett,True,33,30
2010.0,2010-12-25,15.0,16.0,23.29,DAL,ARI,L 26-27,True,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,True,Martellus Bennett,False,26,27
2010.0,2011-01-02,16.0,17.0,23.298,DAL,PHI,W 14-13,True,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Martellus Bennett,True,14,13
2011.0,2011-09-11,1.0,1.0,,DAL,NYJ,L 24-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Martellus Bennett,False,24,27
2011.0,2011-09-18,2.0,2.0,24.192,DAL,SFO,W 27-24,False,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Martellus Bennett,True,27,24
2011.0,2011-09-26,3.0,3.0,24.2,DAL,WAS,W 18-16,True,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Martellus Bennett,True,18,16
