Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2011,2011-12-26,15,16,28.189,NOR,,ATL,W 45-16,False,5,67,13.40,0,3,2,22,11.00,1,66.7%,7.33,4,147,36.75,0,0,,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Darren Sproles
2011,2012-01-01,16,17,28.195,NOR,,CAR,W 45-17,False,6,40,6.67,0,6,5,29,5.80,1,83.3%,4.83,2,54,27.00,0,3,45,15.00,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Darren Sproles
2012,2012-09-09,1,1,29.081,NOR,,WAS,L 32-40,True,0,0,,0,8,5,35,7.00,1,62.5%,4.38,3,103,34.33,0,2,14,7.00,0,1,1,8,0.0,0,0,0,,,0,0,0,0,0,0,48,67%,0,0%,15,38%,False,Darren Sproles
2012,2012-09-16,2,2,29.088,NOR,@,CAR,L 27-35,False,0,0,,0,14,13,128,9.85,0,92.9%,9.14,2,52,26.00,0,2,30,15.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,46%,0,0%,11,37%,True,Darren Sproles
2012,2012-09-23,3,3,29.095,NOR,,KAN,L 24-27,False,7,62,8.86,0,3,0,0,,0,0.0%,0.00,4,107,26.75,0,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,42%,0,0%,12,32%,False,Darren Sproles
2012,2012-09-30,4,4,29.102,NOR,@,GNB,L 27-28,True,5,20,4.00,0,7,5,44,8.80,1,71.4%,6.29,3,91,30.33,0,1,4,4.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,41,53%,0,0%,8,26%,True,Darren Sproles
2012,2012-10-07,5,5,29.109,NOR,,SDG,W 31-24,True,5,9,1.80,0,7,5,28,5.60,0,71.4%,4.00,2,49,24.50,0,2,2,1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,48%,0,0%,9,31%,False,Darren Sproles
2012,2012-10-21,6,7,29.123,NOR,@,TAM,W 35-28,True,5,27,5.40,0,4,4,32,8.00,1,100.0%,8.00,0,0,,0,1,15,15.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,27,42%,0,0%,9,30%,True,Darren Sproles
2012,2012-10-28,7,8,29.130,NOR,@,DEN,L 14-34,True,4,-1,-0.25,0,9,7,56,8.00,1,77.8%,6.22,0,0,,0,1,-1,-1.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,34,56%,0,0%,11,37%,True,Darren Sproles
2012,2012-11-05,8,9,,NOR,,PHI,W 28-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Darren Sproles
2012,2012-11-11,9,10,,NOR,,ATL,W 31-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Darren Sproles
2012,2012-11-18,10,11,,NOR,@,OAK,W 38-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Darren Sproles
2012,2012-11-25,11,12,29.158,NOR,,SFO,L 21-31,False,0,0,,0,9,7,65,9.29,0,77.8%,7.22,0,0,,0,1,3,3.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,41%,0,0%,4,14%,False,Darren Sproles
2012,2012-11-29,12,13,29.162,NOR,@,ATL,L 13-23,False,0,0,,0,9,5,47,9.40,0,55.6%,5.22,0,0,,0,4,62,15.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,45%,0,0%,6,21%,True,Darren Sproles
2012,2012-12-09,13,14,29.172,NOR,@,NYG,L 27-52,False,5,56,11.20,1,7,4,28,7.00,1,57.1%,4.00,0,0,,0,2,5,2.50,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,30,42%,0,0%,3,8%,True,Darren Sproles
2012,2012-12-16,14,15,29.179,NOR,,TAM,W 41-0,False,5,22,4.40,0,8,5,21,4.20,1,62.5%,2.63,0,0,,0,3,38,12.67,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,28,40%,0,0%,5,19%,False,Darren Sproles
2012,2012-12-23,15,16,29.186,NOR,@,DAL,W 34-31,True,9,48,5.33,0,10,7,104,14.86,0,70.0%,10.40,1,15,15.00,0,2,10,5.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,39%,0,0%,8,23%,True,Darren Sproles
2012,2012-12-30,16,17,29.193,NOR,,CAR,L 38-44,False,3,1,0.33,0,9,8,79,9.88,1,88.9%,8.78,3,66,22.00,0,1,-1,-1.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,40,62%,0,0%,10,26%,False,Darren Sproles
2013,2013-09-08,1,1,30.080,NOR,,ATL,W 23-17,False,8,22,2.75,0,6,6,88,14.67,0,100.0%,14.67,1,23,23.00,0,4,7,1.75,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,45%,0,0%,10,37%,False,Darren Sproles
2013,2013-09-15,2,2,30.087,NOR,@,TAM,W 16-14,True,7,26,3.71,0,8,6,36,6.00,0,75.0%,4.50,1,23,23.00,0,1,-2,-2.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,48%,0,0%,9,35%,True,Darren Sproles
2013,2013-09-22,3,3,30.094,NOR,,ARI,W 31-7,True,3,17,5.67,0,6,4,39,9.75,0,66.7%,6.50,0,0,,0,3,53,17.67,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,44%,0,0%,10,38%,False,Darren Sproles
2013,2013-09-30,4,4,30.102,NOR,,MIA,W 38-17,False,4,28,7.00,1,8,7,114,16.29,1,87.5%,14.25,2,36,18.00,0,3,44,14.67,0,,2,12,0.0,0,0,0,,,1,1,0,0,0,0,31,46%,0,0%,8,29%,False,Darren Sproles
2013,2013-10-06,5,5,30.108,NOR,@,CHI,W 26-18,False,3,10,3.33,0,3,3,31,10.33,0,100.0%,10.33,2,38,19.00,0,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,15,23%,0,0%,8,30%,True,Darren Sproles
