Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2020.0,2020-10-25,7.0,7.0,,DAL,WAS,L 3-25,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Dak Prescott,False,3,25
2020.0,2020-11-01,8.0,8.0,,DAL,PHI,L 9-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Dak Prescott,False,9,23
2020.0,2020-11-08,9.0,9.0,,DAL,PIT,L 19-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Dak Prescott,False,19,24
2020.0,2020-11-22,10.0,11.0,,DAL,MIN,W 31-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Dak Prescott,True,31,28
2020.0,2020-11-26,11.0,12.0,,DAL,WAS,L 16-41,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Dak Prescott,False,16,41
2020.0,2020-12-08,12.0,13.0,,DAL,BAL,L 17-34,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Dak Prescott,False,17,34
2020.0,2020-12-13,13.0,14.0,,DAL,CIN,W 30-7,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Dak Prescott,True,30,7
2020.0,2020-12-20,14.0,15.0,,DAL,SFO,W 41-33,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Dak Prescott,True,41,33
2020.0,2020-12-27,15.0,16.0,,DAL,PHI,W 37-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Dak Prescott,True,37,17
2020.0,2021-01-03,16.0,17.0,,DAL,NYG,L 19-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Dak Prescott,False,19,23
2021.0,2021-09-09,1.0,1.0,28.042,DAL,TAM,L 29-31,True,42,58,72.41,403,3,1,101.4,1,12,6.95,7.21,4,13,3.25,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,83,99%,0,0%,0,0%,True,Dak Prescott,False,29,31
2021.0,2021-09-19,2.0,2.0,28.052,DAL,LAC,W 20-17,True,23,27,85.19,237,0,1,87.8,2,16,8.78,7.11,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,62,100%,0,0%,0,0%,True,Dak Prescott,True,20,17
2021.0,2021-09-27,3.0,3.0,28.06,DAL,PHI,W 41-21,True,21,26,80.77,238,3,0,143.3,4,18,9.15,11.46,9,6,0.67,0,0,0,0,,0,0.0%,,,0,0,2,1,0,1,-4,0,73,96%,0,0%,0,0%,False,Dak Prescott,True,41,21
2021.0,2021-10-03,4.0,4.0,28.066,DAL,CAR,W 36-28,True,14,22,63.64,188,4,0,130.3,0,0,8.55,12.18,4,35,8.75,0,0,0,0,,0,0.0%,,,0,0,0,0,0,1,20,0,61,100%,0,0%,0,0%,False,Dak Prescott,True,36,28
2021.0,2021-10-10,5.0,5.0,28.073,DAL,NYG,W 44-20,True,22,32,68.75,302,3,1,116.9,2,10,9.44,9.91,2,6,3.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,-3,0,78,100%,0,0%,0,0%,False,Dak Prescott,True,44,20
2021.0,2021-10-17,6.0,6.0,28.08,DAL,NWE,W 35-29,True,36,51,70.59,445,3,1,108.7,0,0,8.73,9.02,3,10,3.33,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,89,100%,0,0%,0,0%,True,Dak Prescott,True,35,29
2021.0,2021-10-31,7.0,8.0,,DAL,MIN,W 20-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Dak Prescott,True,20,16
2021.0,2021-11-07,8.0,9.0,28.101,DAL,DEN,L 16-30,True,19,39,48.72,232,2,1,73.9,2,20,5.95,5.82,2,16,8.00,0,0,0,0,,0,0.0%,,1,0,2,0,0,0,0,0,0,62,100%,0,0%,0,0%,False,Dak Prescott,False,16,30
2021.0,2021-11-14,9.0,10.0,28.108,DAL,ATL,W 43-3,True,24,31,77.42,296,2,0,127.9,0,0,9.55,10.84,2,5,2.50,1,0,0,0,,0,0.0%,,,1,6,0,0,0,0,0,0,62,81%,0,0%,0,0%,False,Dak Prescott,True,43,3
2021.0,2021-11-21,10.0,11.0,28.115,DAL,KAN,L 9-19,True,28,43,65.12,216,0,2,57.9,5,22,5.02,2.93,0,0,,0,0,0,0,,0,0.0%,,,0,0,2,1,0,0,0,0,67,100%,0,0%,0,0%,True,Dak Prescott,False,9,19
2021.0,2021-11-25,11.0,12.0,28.119,DAL,LVR,L 33-36,True,32,47,68.09,375,2,0,106.2,1,2,7.98,8.83,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,74,100%,0,0%,0,0%,False,Dak Prescott,False,33,36
2021.0,2021-12-02,12.0,13.0,28.126,DAL,NOR,W 27-17,True,26,40,65.00,238,1,1,79.0,1,7,5.95,5.33,3,-3,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,True,Dak Prescott,True,27,17
2021.0,2021-12-12,13.0,14.0,28.136,DAL,WAS,W 27-20,True,22,39,56.41,211,1,2,58.8,4,10,5.41,3.62,7,15,2.14,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,85,100%,0,0%,0,0%,True,Dak Prescott,True,27,20
2021.0,2021-12-19,14.0,15.0,28.143,DAL,NYG,W 21-6,True,28,37,75.68,217,1,0,98.6,3,14,5.86,6.41,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,1,1,0,1,0,0,71,100%,0,0%,0,0%,True,Dak Prescott,True,21,6
2021.0,2021-12-26,15.0,16.0,28.15,DAL,WAS,W 56-14,True,28,39,71.79,330,4,0,131.4,3,11,8.46,10.51,4,21,5.25,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,61,84%,0,0%,0,0%,False,Dak Prescott,True,56,14
2021.0,2022-01-02,16.0,17.0,28.157,DAL,ARI,L 22-25,True,24,38,63.16,226,3,0,105.8,1,1,5.95,7.53,5,20,4.00,0,0,0,0,,0,0.0%,,,0,0,3,1,0,2,4,0,64,100%,0,0%,0,0%,False,Dak Prescott,False,22,25
2021.0,2022-01-08,17.0,18.0,28.163,DAL,PHI,W 51-26,True,21,27,77.78,295,5,0,151.8,1,1,10.93,14.63,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,51,82%,0,0%,0,0%,True,Dak Prescott,True,51,26
,85 Games,,,,,,53-32-0,False,1924,2889,66.60,22083,143,50,98.7,176,1036,7.64,7.85,307,1460,4.76,25,2,1,11,11.00,1,50.0%,5.50,3,26,162,48,24,0,20,9,0,,,,,,,False,Dak Prescott,False,32,0
