Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-09-30,4,4,28.202,DET,@,DAL,L 24-26,True,6,3,56,18.67,0,50.0%,9.33,0,0,,0,0,0,0.0,0,0,0,,,50,93%,0,0%,0,0%,True,Marvin Jones
2018,2018-10-07,5,5,28.209,DET,,GNB,W 31-23,True,4,1,8,8.00,1,25.0%,2.00,0,0,,0,1,6,0.0,0,0,0,,,58,94%,0,0%,1,4%,False,Marvin Jones
2018,2018-10-21,6,7,28.223,DET,@,MIA,W 32-21,True,4,3,29,9.67,0,75.0%,7.25,0,0,,0,0,0,0.0,0,0,0,,,56,88%,0,0%,0,0%,True,Marvin Jones
2018,2018-10-28,7,8,28.230,DET,,SEA,L 14-28,True,10,7,117,16.71,2,70.0%,11.70,0,0,,0,2,12,0.0,0,0,0,,,57,97%,0,0%,0,0%,False,Marvin Jones
2018,2018-11-04,8,9,28.237,DET,@,MIN,L 9-24,True,8,6,66,11.00,0,75.0%,8.25,0,0,,0,0,0,0.0,0,0,0,,,63,90%,0,0%,0,0%,True,Marvin Jones
2018,2018-11-11,9,10,28.244,DET,@,CHI,L 22-34,True,7,3,55,18.33,0,42.9%,7.86,0,0,,0,0,0,0.0,0,0,0,,,48,62%,0,0%,0,0%,True,Marvin Jones
2018,2018-11-18,10,11,,DET,,CAR,W 20-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marvin Jones
2018,2018-11-22,11,12,,DET,,CHI,L 16-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marvin Jones
2018,2018-12-02,12,13,,DET,,LAR,L 16-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marvin Jones
2018,2018-12-09,13,14,,DET,@,ARI,W 17-3,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marvin Jones
2018,2018-12-16,14,15,,DET,@,BUF,L 13-14,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marvin Jones
2018,2018-12-23,15,16,,DET,,MIN,L 9-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marvin Jones
2018,2018-12-30,16,17,,DET,@,GNB,W 31-0,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marvin Jones
2019,2019-09-08,1,1,29.180,DET,@,ARI,T 27-27,True,4,4,56,14.00,0,100.0%,14.00,1,4,4.00,0,0,0,0.0,0,0,0,0,0,68,81%,0,0%,0,0%,True,Marvin Jones
2019,2019-09-15,2,2,29.187,DET,,LAC,W 13-10,True,6,5,43,8.60,0,83.3%,7.17,0,0,,0,0,0,0.0,0,0,0,0,0,55,92%,0,0%,0,0%,False,Marvin Jones
2019,2019-09-22,3,3,29.194,DET,@,PHI,W 27-24,True,9,6,101,16.83,1,66.7%,11.22,0,0,,0,1,6,0.0,0,0,0,0,0,50,82%,0,0%,0,0%,True,Marvin Jones
2019,2019-09-29,4,4,29.201,DET,,KAN,L 30-34,True,5,3,77,25.67,0,60.0%,15.40,0,0,,0,0,0,0.0,0,0,0,0,0,74,97%,0,0%,0,0%,False,Marvin Jones
2019,2019-10-14,5,6,29.216,DET,@,GNB,L 22-23,False,5,2,17,8.50,0,40.0%,3.40,0,0,,0,0,0,0.0,0,0,0,0,0,45,82%,0,0%,0,0%,True,Marvin Jones
2019,2019-10-20,6,7,29.222,DET,,MIN,L 30-42,True,13,10,93,9.30,4,76.9%,7.15,0,0,,0,4,24,0.0,0,0,0,0,0,72,96%,0,0%,0,0%,False,Marvin Jones
2019,2019-10-27,7,8,29.229,DET,,NYG,W 31-26,True,5,4,22,5.50,0,80.0%,4.40,0,0,,0,0,0,0.0,0,0,0,0,0,55,89%,0,0%,1,4%,False,Marvin Jones
2019,2019-11-03,8,9,29.236,DET,@,OAK,L 24-31,True,10,8,126,15.75,1,80.0%,12.60,0,0,,0,1,6,0.0,0,0,0,0,0,61,88%,0,0%,0,0%,True,Marvin Jones
2019,2019-11-10,9,10,29.243,DET,@,CHI,L 13-20,True,5,5,77,15.40,0,100.0%,15.40,0,0,,0,0,0,0.0,0,0,0,0,0,75,91%,0,0%,0,0%,True,Marvin Jones
2019,2019-11-17,10,11,29.250,DET,,DAL,L 27-35,False,5,4,43,10.75,2,80.0%,8.60,1,-4,-4.00,0,2,12,0.0,0,0,0,0,0,54,87%,0,0%,1,3%,False,Marvin Jones
2019,2019-11-24,11,12,29.257,DET,@,WAS,L 16-19,True,11,5,46,9.20,0,45.5%,4.18,0,0,,0,0,0,0.0,0,0,0,0,0,67,91%,0,0%,0,0%,True,Marvin Jones
2019,2019-11-28,12,13,29.261,DET,,CHI,L 20-24,True,6,3,40,13.33,1,50.0%,6.67,0,0,,0,1,6,0.0,0,0,0,0,0,71,96%,0,0%,0,0%,False,Marvin Jones
2019,2019-12-08,13,14,29.271,DET,@,MIN,L 7-20,True,7,3,38,12.67,0,42.9%,5.43,0,0,,0,0,0,0.0,0,0,0,0,0,71,100%,0,0%,0,0%,True,Marvin Jones
2019,2019-12-15,14,15,,DET,,TAM,L 17-38,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marvin Jones
2019,2019-12-22,15,16,,DET,@,DEN,L 17-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marvin Jones
2019,2019-12-29,16,17,,DET,,GNB,L 20-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marvin Jones
2020,2020-09-13,1,1,30.185,DET,,CHI,L 23-27,True,8,4,55,13.75,0,50.0%,6.88,0,0,,0,0,0,0.0,0,0,0,0,0,71,91%,0,0%,0,0%,False,Marvin Jones
2020,2020-09-20,2,2,30.192,DET,@,GNB,L 21-42,True,6,4,23,5.75,1,66.7%,3.83,0,0,,0,1,6,0.0,0,0,0,0,0,53,90%,0,0%,0,0%,True,Marvin Jones
2020,2020-09-27,3,3,30.199,DET,@,ARI,W 26-23,True,3,3,51,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,0,0,0,0,0,60,91%,0,0%,0,0%,True,Marvin Jones
2020,2020-10-04,4,4,30.206,DET,,NOR,L 29-35,True,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,0,0,0,0,0,54,89%,0,0%,0,0%,False,Marvin Jones
2020,2020-10-18,5,6,30.220,DET,@,JAX,W 34-16,True,5,2,8,4.00,0,40.0%,1.60,0,0,,0,0,0,0.0,0,0,0,0,0,62,81%,0,0%,1,4%,True,Marvin Jones
2020,2020-10-25,6,7,30.227,DET,@,ATL,W 23-22,True,6,5,80,16.00,0,83.3%,13.33,0,0,,0,0,0,0.0,0,0,0,0,0,55,90%,0,0%,0,0%,True,Marvin Jones
2020,2020-11-01,7,8,30.234,DET,,IND,L 21-41,True,7,3,39,13.00,2,42.9%,5.57,0,0,,0,2,12,0.0,0,0,0,0,0,60,98%,0,0%,0,0%,False,Marvin Jones
2020,2020-11-08,8,9,30.241,DET,@,MIN,L 20-34,True,4,3,43,14.33,1,75.0%,10.75,0,0,,0,1,6,0.0,0,0,0,0,0,71,95%,0,0%,0,0%,True,Marvin Jones
2020,2020-11-15,9,10,30.248,DET,,WAS,W 30-27,True,10,8,96,12.00,1,80.0%,9.60,0,0,,0,1,6,0.0,0,0,0,0,0,51,86%,0,0%,0,0%,False,Marvin Jones
2020,2020-11-22,10,11,30.255,DET,@,CAR,L 0-20,True,6,4,51,12.75,0,66.7%,8.50,0,0,,0,0,0,0.0,0,0,0,0,0,50,89%,0,0%,0,0%,True,Marvin Jones
2020,2020-11-26,11,12,30.259,DET,,HOU,L 25-41,True,12,6,48,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,0,0,0,0,0,68,83%,0,0%,0,0%,False,Marvin Jones
2020,2020-12-06,12,13,30.269,DET,@,CHI,W 34-30,True,12,8,116,14.50,1,66.7%,9.67,0,0,,0,1,6,0.0,0,0,0,0,0,64,94%,0,0%,0,0%,True,Marvin Jones
2020,2020-12-13,13,14,30.276,DET,,GNB,L 24-31,True,8,4,48,12.00,0,50.0%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,59,88%,0,0%,0,0%,False,Marvin Jones
2020,2020-12-20,14,15,30.283,DET,@,TEN,L 25-46,True,12,10,112,11.20,1,83.3%,9.33,0,0,,0,1,6,0.0,0,0,0,0,0,58,89%,0,0%,0,0%,True,Marvin Jones
2020,2020-12-26,15,16,30.289,DET,,TAM,L 7-47,True,3,3,19,6.33,0,100.0%,6.33,0,0,,0,0,0,0.0,0,0,0,0,0,50,94%,0,0%,0,0%,False,Marvin Jones
2020,2021-01-03,16,17,30.297,DET,,MIN,L 35-37,True,11,8,180,22.50,2,72.7%,16.36,0,0,,0,2,12,0.0,0,0,0,0,0,53,91%,0,0%,0,0%,False,Marvin Jones
2021,2021-09-12,1,1,31.184,JAX,@,HOU,L 21-37,True,9,5,77,15.40,1,55.6%,8.56,0,0,,0,1,6,0.0,0,0,0,0,0,67,90%,0,0%,0,0%,True,Marvin Jones
2021,2021-09-19,2,2,31.191,JAX,,DEN,L 13-23,True,11,6,55,9.17,1,54.5%,5.00,0,0,,0,1,6,0.0,0,0,0,0,0,49,88%,0,0%,0,0%,False,Marvin Jones
2021,2021-09-26,3,3,31.198,JAX,,ARI,L 19-31,True,8,6,62,10.33,0,75.0%,7.75,0,0,,0,0,0,0.0,0,0,0,0,0,66,97%,0,0%,0,0%,False,Marvin Jones
2021,2021-09-30,4,4,31.202,JAX,@,CIN,L 21-24,False,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0,0,0,0,52,93%,0,0%,0,0%,True,Marvin Jones
2021,2021-10-10,5,5,31.212,JAX,,TEN,L 19-37,True,6,1,25,25.00,0,16.7%,4.17,0,0,,0,0,0,0.0,0,0,0,0,0,66,93%,0,0%,0,0%,False,Marvin Jones
2021,2021-10-17,6,6,31.219,JAX,,MIA,W 23-20,True,10,7,100,14.29,1,70.0%,10.00,0,0,,0,1,6,0.0,0,0,0,0,0,57,86%,0,0%,0,0%,False,Marvin Jones
2021,2021-10-31,7,8,31.233,JAX,@,SEA,L 7-31,True,8,5,35,7.00,0,62.5%,4.38,0,0,,0,0,0,0.0,0,0,0,0,0,69,91%,0,0%,0,0%,True,Marvin Jones
2021,2021-11-07,8,9,31.240,JAX,,BUF,W 9-6,True,5,3,21,7.00,0,60.0%,4.20,0,0,,0,0,0,0.0,0,0,0,0,0,51,84%,0,0%,0,0%,False,Marvin Jones
2021,2021-11-14,9,10,31.247,JAX,@,IND,L 17-23,True,6,2,35,17.50,0,33.3%,5.83,0,0,,0,0,0,0.0,0,0,0,0,0,56,85%,0,0%,0,0%,True,Marvin Jones
2021,2021-11-21,10,11,31.254,JAX,,SFO,L 10-30,True,6,4,52,13.00,0,66.7%,8.67,0,0,,0,0,0,0.0,0,0,0,0,0,42,91%,0,0%,0,0%,False,Marvin Jones
2021,2021-11-28,11,12,31.261,JAX,,ATL,L 14-21,True,7,4,43,10.75,0,57.1%,6.14,0,0,,0,0,0,0.0,0,0,0,0,0,71,97%,0,0%,0,0%,False,Marvin Jones
2021,2021-12-05,12,13,31.268,JAX,@,LAR,L 7-37,True,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,0.0,0,0,0,0,0,49,83%,0,0%,0,0%,True,Marvin Jones
2021,2021-12-12,13,14,31.275,JAX,@,TEN,L 0-20,True,7,6,70,11.67,0,85.7%,10.00,0,0,,0,0,0,0.0,1,0,1,0,0,54,98%,0,0%,0,0%,True,Marvin Jones
2021,2021-12-19,14,15,31.282,JAX,,HOU,L 16-30,True,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,0,0,0,0,0,65,93%,0,0%,0,0%,False,Marvin Jones
2021,2021-12-26,15,16,31.289,JAX,@,NYJ,L 21-26,True,13,8,74,9.25,0,61.5%,5.69,0,0,,0,0,0,0.0,0,0,0,0,0,60,82%,0,0%,0,0%,True,Marvin Jones
2021,2022-01-02,16,17,31.296,JAX,@,NWE,L 10-50,True,6,2,46,23.00,0,33.3%,7.67,0,0,,0,0,0,0.0,0,0,0,0,0,45,96%,0,0%,0,0%,True,Marvin Jones
2021,2022-01-09,17,18,31.303,JAX,,IND,W 26-11,True,8,7,88,12.57,1,87.5%,11.00,0,0,,0,1,6,0.0,0,0,0,0,0,61,90%,0,0%,1,5%,False,Marvin Jones
,129 Games,,,,,,,61-67-1,False,813,496,6857,13.82,55,61.0%,8.43,19,148,7.79,0,55,330,0.0,4,1,5,0,0,,,,,,,False,Marvin Jones
