Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-09-13,1,1,23.073,MIA,@,WAS,W 17-10,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,217,54.25,0,0,0%,0,0%,7,35%,True,Matt Darr
2015,2015-09-20,2,2,23.080,MIA,@,JAX,L 20-23,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,289,48.17,0,0,0%,0,0%,12,35%,True,Matt Darr
2015,2015-09-27,3,3,23.087,MIA,,BUF,L 14-41,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,196,49.00,0,0,0%,0,0%,6,21%,False,Matt Darr
2015,2015-10-04,4,4,23.094,MIA,,NYJ,L 14-27,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,322,46.00,0,0,0%,0,0%,9,31%,False,Matt Darr
2015,2015-10-18,5,6,23.108,MIA,@,TEN,W 38-10,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,131,43.67,0,0,0%,0,0%,9,38%,True,Matt Darr
2015,2015-10-25,6,7,23.115,MIA,,HOU,W 44-26,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,246,49.20,0,0,0%,0,0%,12,32%,False,Matt Darr
2015,2015-10-29,7,8,23.119,MIA,@,NWE,L 7-36,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,349,58.17,0,0,0%,0,0%,9,30%,True,Matt Darr
2015,2015-11-08,8,9,23.129,MIA,@,BUF,L 17-33,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,114,38.00,0,0,0%,0,0%,8,32%,True,Matt Darr
2015,2015-11-15,9,10,23.136,MIA,@,PHI,W 20-19,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,393,49.13,0,0,0%,0,0%,13,39%,True,Matt Darr
2015,2015-11-22,10,11,23.143,MIA,,DAL,L 14-24,False,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,7,305,43.57,0,0,0%,0,0%,9,38%,False,Matt Darr
2015,2015-11-29,11,12,23.150,MIA,@,NYJ,L 20-38,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,360,45.00,0,0,0%,0,0%,12,36%,True,Matt Darr
2015,2015-12-06,12,13,23.157,MIA,,BAL,W 15-13,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,9,412,45.78,0,0,0%,0,0%,12,43%,False,Matt Darr
2015,2015-12-14,13,14,23.165,MIA,,NYG,L 24-31,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,280,46.67,0,0,0%,0,0%,11,34%,False,Matt Darr
2015,2015-12-20,14,15,23.171,MIA,@,SDG,L 14-30,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,366,45.75,0,0,0%,0,0%,11,38%,True,Matt Darr
2015,2015-12-27,15,16,23.178,MIA,,IND,L 12-18,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,157,52.33,0,0,0%,0,0%,6,26%,False,Matt Darr
2015,2016-01-03,16,17,23.185,MIA,,NWE,W 20-10,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,243,48.60,0,0,0%,0,0%,11,37%,False,Matt Darr
2016,2016-09-11,1,1,24.071,MIA,@,SEA,L 10-12,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,327,46.71,0,0,0%,0,0%,10,40%,True,Matt Darr
2016,2016-09-18,2,2,24.078,MIA,@,NWE,L 24-31,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,199,49.75,0,0,0%,0,0%,8,29%,True,Matt Darr
2016,2016-09-25,3,3,24.085,MIA,,CLE,W 30-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,293,48.83,0,0,0%,0,0%,10,29%,False,Matt Darr
2016,2016-09-29,4,4,24.089,MIA,@,CIN,L 7-22,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,344,49.14,0,0,0%,0,0%,8,29%,True,Matt Darr
2016,2016-10-09,5,5,24.099,MIA,,TEN,L 17-30,False,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,298,49.67,0,0,0%,0,0%,9,31%,False,Matt Darr
2016,2016-10-16,6,6,24.106,MIA,,PIT,W 30-15,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,77,38.50,0,0,0%,0,0%,10,38%,False,Matt Darr
2016,2016-10-23,7,7,24.113,MIA,,BUF,W 28-25,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,175,35.00,0,0,0%,0,0%,10,31%,False,Matt Darr
2016,2016-11-06,8,9,24.127,MIA,,NYJ,W 27-23,False,1,0,0.00,0,0.0,0,0,0,0,0,2,0,0,1,-6,0,3,120,40.00,0,0,0%,0,0%,10,31%,False,Matt Darr
2016,2016-11-13,9,10,24.134,MIA,@,SDG,W 31-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,258,51.60,0,0,0%,0,0%,10,34%,True,Matt Darr
2016,2016-11-20,10,11,24.141,MIA,@,LAR,W 14-10,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,10,453,45.30,0,0,0%,0,0%,12,41%,True,Matt Darr
2016,2016-11-27,11,12,24.148,MIA,,SFO,W 31-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,209,41.80,0,0,0%,0,0%,10,34%,False,Matt Darr
2016,2016-12-04,12,13,24.155,MIA,@,BAL,L 6-38,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,222,37.00,0,0,0%,0,0%,7,29%,True,Matt Darr
2016,2016-12-11,13,14,24.162,MIA,,ARI,W 26-23,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,346,43.25,0,0,0%,0,0%,12,40%,False,Matt Darr
2016,2016-12-17,14,15,24.168,MIA,@,NYJ,W 34-13,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,257,42.83,0,0,0%,0,0%,11,39%,True,Matt Darr
2016,2016-12-24,15,16,24.175,MIA,@,BUF,W 34-31,False,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,5,207,41.40,0,0,0%,0,0%,12,33%,True,Matt Darr
2016,2017-01-01,16,17,24.183,MIA,,NWE,L 14-35,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,206,41.20,0,0,0%,0,0%,7,27%,False,Matt Darr
2018,2018-12-02,12,13,26.153,BUF,@,MIA,L 17-21,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,183,45.75,0,0,0%,0,0%,7,28%,True,Matt Darr
2018,2018-12-09,13,14,26.160,BUF,,NYJ,L 23-27,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,1,40,40.00,0,0,0%,0,0%,8,29%,False,Matt Darr
2018,2018-12-16,14,15,26.167,BUF,,DET,W 14-13,False,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,245,40.83,0,0,0%,0,0%,8,33%,False,Matt Darr
2018,2018-12-23,15,16,26.174,BUF,@,NWE,L 12-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,230,38.33,0,0,0%,0,0%,10,34%,True,Matt Darr
2018,2018-12-30,16,17,26.181,BUF,,MIA,W 42-17,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,111,37.00,0,0,0%,0,0%,10,34%,False,Matt Darr
,37 Games,,,,,,,18-19-0,False,1,0,0.00,0,0.0,3,1,4,0,0,2,0,0,1,-6,0,202,9180,45.45,0,,,,,,,False,Matt Darr
