Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2019,2019-10-20,7,7,,TEN,,LAC,W 23-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Ryan Santoso
2019,2019-12-01,12,13,24.097,TEN,@,IND,W 31-17,False,,,,,,,0,0,0,0%,0,0%,6,21%,True,Ryan Santoso
2019,2019-12-08,13,14,24.104,TEN,@,OAK,W 42-21,False,,,,,,,0,0,0,0%,0,0%,7,25%,True,Ryan Santoso
2019,2019-12-15,14,15,24.111,TEN,,HOU,L 21-24,False,,,,,,,0,0,0,0%,0,0%,4,15%,False,Ryan Santoso
2020,2020-11-29,11,12,,NYG,@,CIN,W 19-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Ryan Santoso
2020,2021-01-03,16,17,,NYG,,DAL,W 23-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Ryan Santoso
2021,2021-09-12,1,1,26.017,CAR,,NYJ,W 19-14,False,1,2,50.0,2,2,100.0,0,7,0,0%,0,0%,9,32%,False,Ryan Santoso
2021,2021-09-26,3,3,26.031,DET,,BAL,L 17-19,False,2,2,100.0,1,1,100.0,0,5,0,0%,0,0%,7,25%,False,Ryan Santoso
2021,2021-10-03,4,4,26.038,DET,@,CHI,L 14-24,False,2,2,100.0,,,,0,2,0,0%,0,0%,5,24%,True,Ryan Santoso
2021,2021-10-10,5,5,,DET,@,MIN,L 17-19,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Ryan Santoso
2021,2021-10-17,6,6,,DET,,CIN,L 11-34,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Ryan Santoso
2021,2021-10-24,7,7,,DET,@,LAR,L 19-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Ryan Santoso
2021,2021-10-31,8,8,,DET,,PHI,L 6-44,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Ryan Santoso
2021,2021-11-14,9,10,26.080,DET,@,PIT,T 16-16,False,1,2,50.0,1,2,50.0,0,4,0,0%,0,0%,7,21%,True,Ryan Santoso
2021,2021-12-21,14,15,,LAR,,SEA,W 20-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Ryan Santoso
2021,2021-12-26,15,16,,LAR,@,MIN,W 30-23,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Ryan Santoso
2021,2022-01-02,16,17,,LAR,@,BAL,W 20-19,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Ryan Santoso
2021,2022-01-09,17,18,,LAR,,SFO,L 24-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Ryan Santoso
,7 Games,,,,,,,3-3-1,False,6,8,75.0,4,5,80.0,0,18,,,,,,,False,Ryan Santoso
