Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2015.0,2015-09-13,1.0,1.0,22.331,NOR,ARI,L 19-31,False,3,1,63,63.00,0,33.3%,21.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,25%,0,0%,5,16%,True,Willie Snead,False,19,31
2015.0,2015-09-20,2.0,2.0,22.338,NOR,TAM,L 19-26,False,6,4,44,11.00,1,66.7%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,1,1,0,0,0,0,39,50%,0,0%,4,14%,False,Willie Snead,False,19,26
2015.0,2015-09-27,3.0,3.0,22.345,NOR,CAR,L 22-27,False,7,5,44,8.80,0,71.4%,6.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,61%,0,0%,5,19%,True,Willie Snead,False,22,27
2015.0,2015-10-04,4.0,4.0,22.352,NOR,DAL,W 26-20,False,6,6,89,14.83,0,100.0%,14.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,66%,0,0%,6,20%,False,Willie Snead,True,26,20
2015.0,2015-10-11,5.0,5.0,22.359,NOR,PHI,L 17-39,True,11,6,141,23.50,0,54.5%,12.82,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,71%,0,0%,2,7%,True,Willie Snead,False,17,39
2015.0,2015-10-15,6.0,6.0,22.363,NOR,ATL,W 31-21,True,5,4,55,13.75,0,80.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,71%,0,0%,6,21%,False,Willie Snead,True,31,21
2015.0,2015-10-25,7.0,7.0,23.008,NOR,IND,W 27-21,True,7,3,25,8.33,0,42.9%,3.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,71,81%,0,0%,15,38%,True,Willie Snead,True,27,21
2015.0,2015-11-01,8.0,8.0,23.015,NOR,NYG,W 52-49,True,8,6,70,11.67,2,75.0%,8.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,1,0,0,68,87%,0,0%,9,24%,False,Willie Snead,True,52,49
2015.0,2015-11-08,9.0,9.0,23.022,NOR,TEN,L 28-34,True,10,6,95,15.83,0,60.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,79%,0,0%,11,35%,False,Willie Snead,False,28,34
2015.0,2015-11-15,10.0,10.0,23.029,NOR,WAS,L 14-47,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,67%,0,0%,2,7%,True,Willie Snead,False,14,47
2015.0,2015-11-29,11.0,12.0,23.043,NOR,HOU,L 6-24,True,7,4,50,12.50,0,57.1%,7.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,74%,0,0%,4,17%,True,Willie Snead,False,6,24
2015.0,2015-12-06,12.0,13.0,,NOR,CAR,L 38-41,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Willie Snead,False,38,41
2015.0,2015-12-13,13.0,14.0,23.057,NOR,TAM,W 24-17,False,8,7,122,17.43,0,87.5%,15.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,73%,0,0%,1,4%,True,Willie Snead,True,24,17
2015.0,2015-12-21,14.0,15.0,23.065,NOR,DET,L 27-35,True,12,10,76,7.60,0,83.3%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,68,88%,0,0%,3,10%,False,Willie Snead,False,27,35
2015.0,2015-12-27,15.0,16.0,23.071,NOR,JAX,W 38-27,True,6,4,75,18.75,0,66.7%,12.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,72,92%,0,0%,1,4%,False,Willie Snead,True,38,27
2015.0,2016-01-03,16.0,17.0,23.078,NOR,ATL,W 20-17,True,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,76%,0,0%,0,0%,True,Willie Snead,True,20,17
2016.0,2016-09-11,1.0,1.0,23.33,NOR,OAK,L 34-35,False,9,9,172,19.11,1,100.0%,19.11,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,1,0,0,0,0,0,52,75%,0,0%,3,10%,False,Willie Snead,False,34,35
2016.0,2016-09-18,2.0,2.0,23.337,NOR,NYG,L 13-16,True,8,5,54,10.80,1,62.5%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,54,87%,0,0%,0,0%,True,Willie Snead,False,13,16
2016.0,2016-09-26,3.0,3.0,,NOR,ATL,L 32-45,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Willie Snead,False,32,45
2016.0,2016-10-02,4.0,4.0,23.351,NOR,SDG,W 35-34,False,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,67%,0,0%,0,0%,True,Willie Snead,True,35,34
2016.0,2016-10-16,5.0,6.0,23.365,NOR,CAR,W 41-38,False,7,4,47,11.75,0,57.1%,6.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,70%,0,0%,0,0%,False,Willie Snead,True,41,38
2016.0,2016-10-23,6.0,7.0,24.006,NOR,KAN,L 21-27,False,11,9,87,9.67,0,81.8%,7.91,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,80%,0,0%,4,15%,True,Willie Snead,False,21,27
2016.0,2016-10-30,7.0,8.0,24.013,NOR,SEA,W 25-20,True,8,6,56,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,74%,0,0%,3,11%,False,Willie Snead,True,25,20
2016.0,2016-11-06,8.0,9.0,24.02,NOR,SFO,W 41-23,False,7,3,36,12.00,0,42.9%,5.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,60%,0,0%,2,6%,True,Willie Snead,True,41,23
2016.0,2016-11-13,9.0,10.0,24.027,NOR,DEN,L 23-25,False,7,5,47,9.40,2,71.4%,6.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0.0,1,0,1,0,0,0,0,0,0,0,0,30,59%,0,0%,1,4%,False,Willie Snead,False,23,25
2016.0,2016-11-17,10.0,11.0,24.031,NOR,CAR,L 20-23,False,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,66%,0,0%,0,0%,True,Willie Snead,False,20,23
