Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2017,2017-09-10,1,1,22.126,CLE,,PIT,L 18-21,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,6,24%,False,Zane Gonzalez
2017,2017-09-17,2,2,22.133,CLE,@,BAL,L 10-24,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,20%,True,Zane Gonzalez
2017,2017-09-24,3,3,22.140,CLE,@,IND,L 28-31,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,26%,True,Zane Gonzalez
2017,2017-10-01,4,4,22.147,CLE,,CIN,L 7-31,False,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,16%,False,Zane Gonzalez
2017,2017-10-08,5,5,22.154,CLE,,NYJ,L 14-17,False,2,2,100.0,,2,0.0,0,2,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,33%,False,Zane Gonzalez
2017,2017-10-15,6,6,22.161,CLE,@,HOU,L 17-33,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,21%,True,Zane Gonzalez
2017,2017-10-22,7,7,22.168,CLE,,TEN,L 9-12,False,,,,3,3,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,28%,False,Zane Gonzalez
2017,2017-10-29,8,8,22.175,CLE,,MIN,L 16-33,False,1,2,50.0,1,2,50.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,24%,False,Zane Gonzalez
2017,2017-11-12,9,10,22.189,CLE,@,DET,L 24-38,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,29%,True,Zane Gonzalez
2017,2017-11-19,10,11,22.196,CLE,,JAX,L 7-19,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,10%,False,Zane Gonzalez
