Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Away_status,Win,Score,Opp Score,Player
2005,2005-11-27,11,12,28.190,MIA,OAK,False,16,82,5.13,1,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,True,True,33,21,Ricky Williams
2005,2005-12-04,12,13,28.197,MIA,BUF,False,11,46,4.18,1,6,6,32,5.33,0,100.0%,5.33,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,False,True,24,23,Ricky Williams
2005,2005-12-11,13,14,28.204,MIA,SDG,False,11,28,2.55,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,1,1,0,0,0,0,True,True,23,21,Ricky Williams
2005,2005-12-18,14,15,28.211,MIA,NYJ,False,14,70,5.00,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,False,True,24,20,Ricky Williams
2005,2005-12-24,15,16,28.217,MIA,TEN,True,26,172,6.62,1,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,False,True,24,10,Ricky Williams
2005,2006-01-01,16,17,28.225,MIA,NWE,True,28,108,3.86,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,,1,6,0.0,,,,,,0,,0,0,0,0,True,True,28,26,Ricky Williams
2007,2007-09-09,1,1,,MIA,WAS,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,False,13,16,Ricky Williams
2007,2007-09-16,2,2,,MIA,DAL,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,False,20,37,Ricky Williams
2007,2007-09-23,3,3,,MIA,NYJ,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,False,28,31,Ricky Williams
2007,2007-09-30,4,4,,MIA,OAK,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,False,17,35,Ricky Williams
2007,2007-10-07,5,5,,MIA,HOU,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,False,19,22,Ricky Williams
2007,2007-10-14,6,6,,MIA,CLE,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,False,31,41,Ricky Williams
2007,2007-10-21,7,7,,MIA,NWE,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,False,28,49,Ricky Williams
2007,2007-10-28,8,8,,MIA,NYG,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,False,10,13,Ricky Williams
2007,2007-11-11,9,10,,MIA,BUF,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,False,10,13,Ricky Williams
2007,2007-11-18,10,11,,MIA,PHI,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,False,7,17,Ricky Williams
2007,2007-11-26,11,12,30.189,MIA,PIT,False,6,15,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,1,1,0,0,0,0,True,False,0,3,Ricky Williams
2007,2007-12-02,12,13,,MIA,NYJ,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,13,40,Ricky Williams
2007,2007-12-09,13,14,,MIA,BUF,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,17,38,Ricky Williams
2007,2007-12-16,14,15,,MIA,BAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,22,16,Ricky Williams
2007,2007-12-23,15,16,,MIA,NWE,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,7,28,Ricky Williams
2007,2007-12-30,16,17,,MIA,CIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,25,38,Ricky Williams
2008,2008-09-07,1,1,31.109,MIA,NYJ,True,10,24,2.40,0,6,4,15,3.75,0,66.7%,2.50,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,0,0,2,0,0,0,0,0,False,False,14,20,Ricky Williams
2008,2008-09-14,2,2,31.116,MIA,ARI,True,11,28,2.55,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,True,False,10,31,Ricky Williams
2008,2008-09-21,3,3,31.123,MIA,NWE,False,16,98,6.13,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,38,13,Ricky Williams
2008,2008-10-05,4,5,31.137,MIA,SDG,False,12,39,3.25,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,1,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,17,10,Ricky Williams
2008,2008-10-12,5,6,31.144,MIA,HOU,False,11,46,4.18,1,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,0,0,0,,0,1,0,0,True,False,28,29,Ricky Williams
2008,2008-10-19,6,7,31.151,MIA,BAL,False,4,16,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,False,13,27,Ricky Williams
2008,2008-10-26,7,8,31.158,MIA,BUF,False,7,16,2.29,1,2,2,43,21.50,0,100.0%,21.50,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,False,True,25,16,Ricky Williams
2008,2008-11-02,8,9,31.165,MIA,DEN,False,6,16,2.67,0,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,26,17,Ricky Williams
2008,2008-11-09,9,10,31.172,MIA,SEA,False,12,105,8.75,1,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,False,True,21,19,Ricky Williams
2008,2008-11-16,10,11,31.179,MIA,OAK,True,13,49,3.77,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,17,15,Ricky Williams
2008,2008-11-23,11,12,31.186,MIA,NWE,False,6,21,3.50,0,3,2,19,9.50,1,66.7%,6.33,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,False,False,28,48,Ricky Williams
2008,2008-11-30,12,13,31.193,MIA,STL,False,12,54,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,16,12,Ricky Williams
2008,2008-12-07,13,14,31.200,MIA,BUF,False,11,40,3.64,0,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,16,3,Ricky Williams
2008,2008-12-14,14,15,31.207,MIA,SFO,False,7,23,3.29,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,14,9,Ricky Williams
2008,2008-12-21,15,16,31.214,MIA,KAN,False,12,34,2.83,1,8,6,50,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,True,True,38,31,Ricky Williams
2008,2008-12-28,16,17,31.221,MIA,NYJ,False,10,50,5.00,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,24,17,Ricky Williams
2009,2009-09-13,1,1,32.115,MIA,ATL,False,7,39,5.57,0,4,2,19,9.50,1,50.0%,4.75,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,True,False,7,19,Ricky Williams
2009,2009-09-21,2,2,32.123,MIA,IND,False,19,69,3.63,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,False,23,27,Ricky Williams
2009,2009-09-27,3,3,32.129,MIA,SDG,False,8,55,6.88,1,5,4,29,7.25,0,80.0%,5.80,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,True,False,13,23,Ricky Williams
2009,2009-10-04,4,4,32.136,MIA,BUF,False,16,85,5.31,1,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,False,True,38,10,Ricky Williams
2009,2009-10-12,5,5,32.144,MIA,NYJ,False,11,68,6.18,0,3,3,70,23.33,0,100.0%,23.33,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,31,27,Ricky Williams
2009,2009-10-25,6,7,32.157,MIA,NOR,False,9,80,8.89,3,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,,,,3,18,0.0,0,0,0,,,0,,0,0,0,0,False,False,34,46,Ricky Williams
2009,2009-11-01,7,8,32.164,MIA,NYJ,False,8,27,3.38,0,2,2,41,20.50,0,100.0%,20.50,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,30,25,Ricky Williams
2009,2009-11-08,8,9,32.171,MIA,NWE,False,7,33,4.71,1,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,True,False,17,27,Ricky Williams
2009,2009-11-15,9,10,32.178,MIA,TAM,False,20,102,5.10,0,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,25,23,Ricky Williams
2009,2009-11-19,10,11,32.182,MIA,CAR,True,22,119,5.41,2,4,2,19,9.50,1,50.0%,4.75,0,0,,0,0,0,,0,,,,,3,18,0.0,0,0,0,,,0,,0,0,0,0,True,True,24,17,Ricky Williams
2009,2009-11-29,11,12,32.192,MIA,BUF,True,27,115,4.26,1,1,0,0,,0,0.0%,0.00,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,True,False,14,31,Ricky Williams
2009,2009-12-06,12,13,32.199,MIA,NWE,True,18,75,4.17,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,0,0,0,,0,1,0,0,False,True,22,21,Ricky Williams
2009,2009-12-13,13,14,32.206,MIA,JAX,True,28,108,3.86,1,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0,0,,,3,1,0,0,0,0,True,True,14,10,Ricky Williams
2009,2009-12-20,14,15,32.213,MIA,TEN,True,19,80,4.21,1,6,3,9,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,,,,1,1,8,0.0,0,0,0,,,1,1,0,0,0,0,True,False,24,27,Ricky Williams
2009,2009-12-27,15,16,32.220,MIA,HOU,True,10,35,3.50,0,7,5,26,5.20,0,71.4%,3.71,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,False,20,27,Ricky Williams
2009,2010-01-03,16,17,32.227,MIA,PIT,True,12,31,2.58,0,5,3,4,1.33,0,60.0%,0.80,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,False,24,30,Ricky Williams
2010,2010-09-12,1,1,33.114,MIA,BUF,False,18,62,3.44,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,15,10,Ricky Williams
2010,2010-09-19,2,2,33.121,MIA,MIN,False,10,30,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,True,True,14,10,Ricky Williams
2010,2010-09-26,3,3,33.128,MIA,NYJ,False,7,28,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,False,False,23,31,Ricky Williams
2010,2010-10-04,4,4,33.136,MIA,NWE,False,8,56,7.00,0,4,4,45,11.25,1,100.0%,11.25,0,0,,0,0,0,,,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,False,False,14,41,Ricky Williams
2010,2010-10-17,5,6,33.149,MIA,GNB,False,13,64,4.92,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,23,20,Ricky Williams
2010,2010-10-24,6,7,33.156,MIA,PIT,False,11,48,4.36,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,False,22,23,Ricky Williams
2010,2010-10-31,7,8,33.163,MIA,CIN,False,9,47,5.22,1,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,True,True,22,14,Ricky Williams
2010,2010-11-07,8,9,33.170,MIA,BAL,False,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,False,10,26,Ricky Williams
2010,2010-11-14,9,10,33.177,MIA,TEN,False,11,64,5.82,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,False,True,29,17,Ricky Williams
2010,2010-11-18,10,11,33.181,MIA,CHI,False,3,1,0.33,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,False,0,16,Ricky Williams
2010,2010-11-28,11,12,33.191,MIA,OAK,False,20,95,4.75,1,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,,,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,True,True,33,17,Ricky Williams
2010,2010-12-05,12,13,33.198,MIA,CLE,False,10,48,4.80,0,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,False,10,13,Ricky Williams
2010,2010-12-12,13,14,33.205,MIA,NYJ,False,10,34,3.40,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,10,6,Ricky Williams
2010,2010-12-19,14,15,33.212,MIA,BUF,False,7,19,2.71,0,6,5,34,6.80,0,83.3%,5.67,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,False,14,17,Ricky Williams
2010,2010-12-26,15,16,33.219,MIA,DET,False,14,71,5.07,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,False,27,34,Ricky Williams
2010,2011-01-02,16,17,33.226,MIA,NWE,False,6,5,0.83,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,True,False,7,38,Ricky Williams
2011,2011-09-11,1,1,34.113,BAL,PIT,False,12,63,5.25,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,35,7,Ricky Williams
2011,2011-09-18,2,2,34.120,BAL,TEN,False,4,2,0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,True,False,13,26,Ricky Williams
2011,2011-09-25,3,3,34.127,BAL,STL,False,5,42,8.40,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,37,7,Ricky Williams
2011,2011-10-02,4,4,34.134,BAL,NYJ,False,12,49,4.08,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,False,True,34,17,Ricky Williams
2011,2011-10-16,5,6,34.148,BAL,HOU,False,2,8,4.00,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,,,0,,0,0,0,0,False,True,29,14,Ricky Williams
2011,2011-10-24,6,7,34.156,BAL,JAX,False,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,False,7,12,Ricky Williams
2011,2011-10-30,7,8,34.162,BAL,ARI,False,4,29,7.25,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,30,27,Ricky Williams
2011,2011-11-06,8,9,34.169,BAL,PIT,False,9,24,2.67,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,23,20,Ricky Williams
2011,2011-11-13,9,10,34.176,BAL,SEA,False,3,8,2.67,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,False,17,22,Ricky Williams
2011,2011-11-20,10,11,34.183,BAL,CIN,False,5,3,0.60,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,31,24,Ricky Williams
2011,2011-11-24,11,12,34.187,BAL,SFO,False,7,29,4.14,0,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,16,6,Ricky Williams
2011,2011-12-04,12,13,34.197,BAL,CLE,False,16,76,4.75,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,1,6,0.0,1,0,1,,,0,,0,0,0,0,True,True,24,10,Ricky Williams
2011,2011-12-11,13,14,34.204,BAL,IND,False,7,13,1.86,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,24,10,Ricky Williams
2011,2011-12-18,14,15,34.211,BAL,SDG,False,3,20,6.67,0,3,1,0,0.00,0,33.3%,0.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,False,14,34,Ricky Williams
2011,2011-12-24,15,16,34.217,BAL,CLE,False,10,45,4.50,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,False,True,20,14,Ricky Williams
2011,2012-01-01,16,17,34.225,BAL,CIN,False,6,28,4.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,True,True,24,16,Ricky Williams
,147 Games,,,,,,False,2431,10009,4.12,66,466,342,2606,7.62,8,73.4%,5.59,1,3,33.33,34,0,1,37.5,1,0,11.33,-3.67,1,74,446,0.0,1,0,1,0,0,52,32,0,14,4,0,False,False,67,0,Ricky Williams
