Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2006,2006-09-10,1,1,,DAL,JAX,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,24,Miles Austin
2006,2006-09-17,2,2,,DAL,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,27,10,Miles Austin
2006,2006-10-01,3,4,,DAL,TEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,45,14,Miles Austin
2006,2006-10-08,4,5,,DAL,PHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,24,38,Miles Austin
2006,2006-10-15,5,6,22.107,DAL,HOU,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,,0,0,0,0,,,,,,,False,True,34,6,Miles Austin
2006,2006-10-23,6,7,,DAL,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,22,36,Miles Austin
2006,2006-10-29,7,8,,DAL,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,35,14,Miles Austin
2006,2006-11-05,8,9,,DAL,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,19,22,Miles Austin
2006,2006-11-12,9,10,22.135,DAL,ARI,False,0,0,0,,0,0.0%,,0,0,,0,2,39,19.50,0,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,True,27,10,Miles Austin
2006,2006-11-19,10,11,22.142,DAL,IND,False,0,0,0,,0,0.0%,,0,0,,0,2,59,29.50,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,21,14,Miles Austin
2006,2006-11-23,11,12,22.146,DAL,TAM,False,0,0,0,,0,0.0%,,0,0,,0,3,76,25.33,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,38,10,Miles Austin
2006,2006-12-03,12,13,22.156,DAL,NYG,False,0,0,0,,0,0.0%,,0,0,,0,4,107,26.75,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,23,20,Miles Austin
2006,2006-12-10,13,14,22.163,DAL,NOR,False,0,0,0,,0,0.0%,,0,0,,0,5,148,29.60,0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,False,False,17,42,Miles Austin
2006,2006-12-16,14,15,22.169,DAL,ATL,False,0,0,0,,0,0.0%,,0,0,,0,4,88,22.00,0,0,0,0.0,1,0,1,0,0,1,0,0,1,0,0,,,,,,,True,True,38,28,Miles Austin
2006,2006-12-25,15,16,22.178,DAL,PHI,False,0,0,0,,0,0.0%,,0,0,,0,4,91,22.75,0,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,False,False,7,23,Miles Austin
2006,2006-12-31,16,17,22.184,DAL,DET,False,0,0,0,,0,0.0%,,0,0,,0,5,145,29.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,31,39,Miles Austin
2007,2007-09-09,1,1,23.071,DAL,NYG,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,True,45,35,Miles Austin
2007,2007-09-16,2,2,23.078,DAL,MIA,False,0,0,0,,0,0.0%,,0,0,,0,1,24,24.00,0,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,True,37,20,Miles Austin
2007,2007-09-23,3,3,23.085,DAL,CHI,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,34,10,Miles Austin
2007,2007-09-30,4,4,23.092,DAL,STL,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,True,35,7,Miles Austin
2007,2007-10-08,5,5,23.100,DAL,BUF,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,,0,0,0,0,,,,,,,True,True,25,24,Miles Austin
2007,2007-10-14,6,6,23.106,DAL,NWE,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,,0,0,0,0,,,,,,,False,False,27,48,Miles Austin
2007,2007-10-21,7,7,23.113,DAL,MIN,False,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,24,14,Miles Austin
2007,2007-11-04,8,9,23.127,DAL,PHI,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,True,38,17,Miles Austin
2007,2007-11-11,9,10,23.134,DAL,NYG,False,0,0,0,,0,0.0%,,0,0,,0,3,59,19.67,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,31,20,Miles Austin
2007,2007-11-18,10,11,23.141,DAL,WAS,False,0,0,0,,0,0.0%,,0,0,,0,3,73,24.33,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,28,23,Miles Austin
2007,2007-11-22,11,12,23.145,DAL,NYJ,False,2,2,30,15.00,0,100.0%,15.00,0,0,,0,2,51,25.50,0,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,True,34,3,Miles Austin
2007,2007-11-29,12,13,23.152,DAL,GNB,False,0,0,0,,0,0.0%,,0,0,,0,6,166,27.67,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,37,27,Miles Austin
2007,2007-12-09,13,14,23.162,DAL,DET,False,0,0,0,,0,0.0%,,0,0,,0,3,112,37.33,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,28,27,Miles Austin
2007,2007-12-16,14,15,23.169,DAL,PHI,False,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,6,10,Miles Austin
2007,2007-12-22,15,16,23.175,DAL,CAR,False,3,2,11,5.50,0,66.7%,3.67,0,0,,0,3,66,22.00,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,20,13,Miles Austin
2007,2007-12-30,16,17,23.183,DAL,WAS,False,5,1,35,35.00,0,20.0%,7.00,0,0,,0,3,61,20.33,0,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,6,27,Miles Austin
2008,2008-09-07,1,1,,DAL,CLE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,28,10,Miles Austin
2008,2008-09-15,2,2,24.077,DAL,PHI,False,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,41,37,Miles Austin
2008,2008-09-21,3,3,24.083,DAL,GNB,False,3,2,115,57.50,1,66.7%,38.33,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,27,16,Miles Austin
