Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2021.0,2021-09-19,2.0,2.0,26.067,KAN,BAL,L 35-36,False,5,5,100.0,,,,0,5,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,39%,True,Harrison Butker,False,35,36
2021.0,2021-09-26,3.0,3.0,26.074,KAN,LAC,L 24-30,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,38%,False,Harrison Butker,False,24,30
2021.0,2021-10-03,4.0,4.0,26.081,KAN,PHI,W 42-30,False,6,6,100.0,,,,0,6,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,13,49%,True,Harrison Butker,True,42,30
2021.0,2021-10-10,5.0,5.0,26.088,KAN,BUF,L 20-38,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,31%,False,Harrison Butker,False,20,38
2021.0,2021-10-17,6.0,6.0,26.095,KAN,WAS,W 31-13,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,44%,True,Harrison Butker,True,31,13
2021.0,2021-10-24,7.0,7.0,26.102,KAN,TEN,L 3-27,False,,,,1,2,50.0,0,3,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,4,21%,True,Harrison Butker,False,3,27
2021.0,2021-11-01,8.0,8.0,26.11,KAN,NYG,W 20-17,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,9,36%,False,Harrison Butker,True,20,17
2021.0,2021-11-07,9.0,9.0,26.116,KAN,GNB,W 13-7,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,32%,False,Harrison Butker,True,13,7
2021.0,2021-11-14,10.0,10.0,26.123,KAN,LVR,W 41-14,False,5,5,100.0,2,3,66.7,0,11,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,16,57%,True,Harrison Butker,True,41,14
2021.0,2021-11-21,11.0,11.0,26.13,KAN,DAL,W 19-9,False,1,2,50.0,2,3,66.7,0,7,0.0,0,0,0,0,0,1,31,31.00,0,0,0%,0,0%,11,41%,False,Harrison Butker,True,19,9
2021.0,2021-12-05,12.0,13.0,26.144,KAN,DEN,W 22-9,False,1,2,50.0,3,3,100.0,0,10,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,50%,False,Harrison Butker,True,22,9
2021.0,2021-12-12,13.0,14.0,26.151,KAN,LVR,W 48-9,False,6,6,100.0,2,2,100.0,0,12,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,17,65%,False,Harrison Butker,True,48,9
2021.0,2021-12-16,14.0,15.0,26.155,KAN,LAC,W 34-28,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,10,45%,True,Harrison Butker,True,34,28
2021.0,2021-12-26,15.0,16.0,,KAN,PIT,W 36-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Harrison Butker,True,36,10
2021.0,2022-01-02,16.0,17.0,26.172,KAN,CIN,L 31-34,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,38%,True,Harrison Butker,False,31,34
2021.0,2022-01-08,17.0,18.0,26.178,KAN,DEN,W 28-24,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,10,40%,True,Harrison Butker,True,28,24
,77 Games,,,,,,56-21-0,False,233,248,94.0,146,162,90.1,0,671,0.0,2,1,3,0,0,1,31,31.00,0,,,,,,,False,Harrison Butker,False,21,0
