Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2013,2013-09-15,2,2,25.025,HOU,TEN,False,9,93,10.33,0,4,3,8,2.67,0,75.0%,2.00,0,0,0,0,0,0,0,0,21,26%,0,0%,0,0%,False,True,30,24,Ben Tate
2013,2013-09-22,3,3,25.032,HOU,BAL,False,9,36,4.00,0,4,3,7,2.33,0,75.0%,1.75,0,0,0,0,0,0,0,0,25,38%,0,0%,0,0%,True,False,9,30,Ben Tate
2013,2013-09-29,4,4,25.039,HOU,SEA,False,7,44,6.29,0,1,1,1,1.00,0,100.0%,1.00,0,0,1,1,0,0,0,0,11,12%,0,0%,0,0%,False,False,20,23,Ben Tate
2013,2013-10-06,5,5,25.046,HOU,SFO,True,7,28,4.00,0,2,2,12,6.00,0,100.0%,6.00,0,0,1,1,0,0,0,0,17,23%,0,0%,0,0%,True,False,3,34,Ben Tate
2013,2013-10-13,6,6,25.053,HOU,STL,False,10,12,1.20,1,4,3,16,5.33,0,75.0%,4.00,1,6,0,0,0,0,0,0,20,26%,0,0%,0,0%,False,False,13,38,Ben Tate
2013,2013-10-20,7,7,25.060,HOU,KAN,False,15,50,3.33,0,3,2,5,2.50,0,66.7%,1.67,0,0,0,0,0,0,0,0,42,75%,0,0%,0,0%,True,False,16,17,Ben Tate
2013,2013-11-03,8,9,25.074,HOU,IND,False,22,81,3.68,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,0,0,0,0,0,0,48,71%,0,0%,0,0%,False,False,24,27,Ben Tate
2013,2013-11-10,9,10,25.081,HOU,ARI,True,15,56,3.73,0,5,3,8,2.67,0,60.0%,1.60,0,0,0,0,0,0,0,0,53,78%,0,0%,0,0%,True,False,24,27,Ben Tate
2013,2013-11-17,10,11,25.088,HOU,OAK,True,19,88,4.63,0,6,4,29,7.25,0,66.7%,4.83,0,0,1,0,0,1,0,0,68,93%,0,0%,0,0%,False,False,23,28,Ben Tate
2013,2013-11-24,11,12,25.095,HOU,JAX,True,7,1,0.14,0,6,5,26,5.20,0,83.3%,4.33,0,0,0,0,0,0,0,0,24,42%,0,0%,0,0%,False,False,6,13,Ben Tate
2013,2013-12-01,12,13,25.102,HOU,NWE,True,22,102,4.64,3,0,0,0,,0,0.0%,,3,18,0,0,0,0,0,0,49,82%,0,0%,0,0%,False,False,31,34,Ben Tate
2013,2013-12-05,13,14,25.106,HOU,JAX,True,14,53,3.79,0,4,2,3,1.50,0,50.0%,0.75,0,0,0,0,0,0,0,0,43,52%,0,0%,0,0%,True,False,20,27,Ben Tate
2013,2013-12-15,14,15,25.116,HOU,IND,True,16,72,4.50,0,6,3,20,6.67,0,50.0%,3.33,0,0,2,0,0,0,0,0,40,62%,0,0%,0,0%,True,False,3,25,Ben Tate
2013,2013-12-22,15,16,,HOU,DEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,13,37,Ben Tate
2013,2013-12-29,16,17,,HOU,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,16,Ben Tate
2014,2014-09-07,1,1,26.017,CLE,PIT,True,6,41,6.83,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,16,24%,0,0%,0,0%,True,False,27,30,Ben Tate
2014,2014-09-14,2,2,,CLE,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,26,24,Ben Tate
2014,2014-09-21,3,3,,CLE,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,21,23,Ben Tate
2014,2014-10-05,4,5,26.045,CLE,TEN,True,22,124,5.64,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,0,0,0,0,0,0,51,66%,0,0%,0,0%,True,True,29,28,Ben Tate
2014,2014-10-12,5,6,26.052,CLE,PIT,True,25,78,3.12,2,0,0,0,,0,0.0%,,2,12,0,0,0,0,0,0,42,71%,0,0%,0,0%,False,True,31,10,Ben Tate
2014,2014-10-19,6,7,26.059,CLE,JAX,True,16,36,2.25,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,0,0,0,0,0,0,42,56%,0,0%,0,0%,True,False,6,24,Ben Tate
2014,2014-10-26,7,8,26.066,CLE,OAK,True,15,26,1.73,1,1,1,8,8.00,0,100.0%,8.00,1,6,0,0,0,0,0,0,31,55%,0,0%,0,0%,False,True,23,13,Ben Tate
2014,2014-11-02,8,9,26.073,CLE,TAM,True,10,3,0.30,0,4,4,29,7.25,0,100.0%,7.25,0,0,0,0,0,0,0,0,30,45%,0,0%,0,0%,False,True,22,17,Ben Tate
2014,2014-11-06,9,10,26.077,CLE,CIN,False,10,34,3.40,1,2,2,27,13.50,0,100.0%,13.50,1,6,0,0,0,0,0,0,25,33%,0,0%,0,0%,True,True,24,3,Ben Tate
2014,2014-11-16,10,11,26.087,CLE,HOU,False,2,-9,-4.50,0,1,0,0,,0,0.0%,0.00,0,0,0,0,0,0,0,0,16,21%,0,0%,0,0%,False,False,7,23,Ben Tate
2014,2014-11-23,11,12,,MIN,GNB,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,21,24,Ben Tate
2014,2014-11-30,12,13,26.101,MIN,CAR,False,5,15,3.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,7,15%,0,0%,0,0%,False,True,31,13,Ben Tate
2014,2014-12-07,13,14,26.108,MIN,NYJ,False,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,10,17%,0,0%,0,0%,False,True,30,24,Ben Tate
2014,2014-12-14,14,15,26.115,MIN,DET,False,5,8,1.60,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,13,19%,0,0%,0,0%,True,False,14,16,Ben Tate
2014,2014-12-21,15,16,,MIN,MIA,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,35,37,Ben Tate
,51 Games,,,,,,False,540,2363,4.38,14,91,67,347,5.18,0,73.6%,3.81,14,84,10,6,0,1,0,0,,,,,,,False,False,25,0,Ben Tate
