Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2010.0,2010-09-12,1.0,1.0,,SEA,SFO,W 31-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Golden Tate,True,31,6
2010.0,2010-09-19,2.0,2.0,22.048,SEA,DEN,L 14-31,False,2,1,52,52.00,0,50.0%,26.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,82,41.00,0,,0,0,0,,0,0,0,0,,,,,,,True,Golden Tate,False,14,31
2010.0,2010-09-26,3.0,3.0,22.055,SEA,SDG,W 27-20,False,4,4,33,8.25,0,100.0%,8.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,44,14.67,0,,0,0,0,,0,0,0,0,,,,,,,False,Golden Tate,True,27,20
2010.0,2010-10-03,4.0,4.0,22.062,SEA,STL,L 3-20,False,5,3,30,10.00,0,60.0%,6.00,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,3,18,6.00,0,,0,0,0,,0,0,0,0,,,,,,,True,Golden Tate,False,3,20
2010.0,2010-10-17,5.0,6.0,22.076,SEA,CHI,W 23-20,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,1,10,10.00,0,4,-2,-0.50,0,,0,0,1,0,0,1,0,0,,,,,,,True,Golden Tate,True,23,20
2010.0,2010-10-24,6.0,7.0,22.083,SEA,ARI,W 22-10,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,Golden Tate,True,22,10
2010.0,2010-10-31,7.0,8.0,22.09,SEA,OAK,L 3-33,False,7,2,36,18.00,0,28.6%,5.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,29,9.67,0,,0,0,0,,0,0,0,0,,,,,,,True,Golden Tate,False,3,33
2010.0,2010-11-07,8.0,9.0,,SEA,NYG,L 7-41,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Golden Tate,False,7,41
2010.0,2010-11-14,9.0,10.0,,SEA,ARI,W 36-18,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Golden Tate,True,36,18
2010.0,2010-11-21,10.0,11.0,,SEA,NOR,L 19-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Golden Tate,False,19,34
2010.0,2010-11-28,11.0,12.0,22.118,SEA,KAN,L 24-42,False,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,Golden Tate,False,24,42
2010.0,2010-12-05,12.0,13.0,22.125,SEA,CAR,W 31-14,False,6,2,13,6.50,0,33.3%,2.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,Golden Tate,True,31,14
2010.0,2010-12-12,13.0,14.0,22.132,SEA,SFO,L 21-40,False,4,3,29,9.67,0,75.0%,7.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,31,31.00,0,,0,0,0,,0,0,0,0,,,,,,,True,Golden Tate,False,21,40
2010.0,2010-12-19,14.0,15.0,,SEA,ATL,L 18-34,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Golden Tate,False,18,34
2010.0,2010-12-26,15.0,16.0,22.146,SEA,TAM,L 15-38,False,3,3,10,3.33,0,100.0%,3.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,Golden Tate,False,15,38
2010.0,2011-01-02,16.0,17.0,22.153,SEA,STL,W 16-6,False,1,1,3,3.00,0,100.0%,3.00,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,Golden Tate,True,16,6
2011.0,2011-09-11,1.0,1.0,23.04,SEA,SFO,L 17-33,False,5,1,8,8.00,1,20.0%,1.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,Golden Tate,False,17,33
2011.0,2011-09-18,2.0,2.0,23.047,SEA,PIT,L 0-24,False,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,Golden Tate,False,0,24
2011.0,2011-09-25,3.0,3.0,23.054,SEA,ARI,W 13-10,False,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,Golden Tate,True,13,10
2011.0,2011-10-02,4.0,4.0,23.061,SEA,ATL,L 28-30,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,Golden Tate,False,28,30
2011.0,2011-10-09,5.0,5.0,23.068,SEA,NYG,W 36-25,False,3,2,31,15.50,0,66.7%,10.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,Golden Tate,True,36,25
2011.0,2011-10-23,6.0,7.0,23.082,SEA,CLE,L 3-6,False,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,Golden Tate,False,3,6
2011.0,2011-10-30,7.0,8.0,23.089,SEA,CIN,L 12-34,False,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,Golden Tate,False,12,34
2011.0,2011-11-06,8.0,9.0,23.096,SEA,DAL,L 13-23,False,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,Golden Tate,False,13,23
2011.0,2011-11-13,9.0,10.0,23.103,SEA,BAL,W 22-17,False,3,3,46,15.33,0,100.0%,15.33,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,1,0,0,0,0,0,,,,,,,False,Golden Tate,True,22,17
2011.0,2011-11-20,10.0,11.0,23.11,SEA,STL,W 24-7,False,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,Golden Tate,True,24,7
2011.0,2011-11-27,11.0,12.0,23.117,SEA,WAS,L 17-23,False,3,1,15,15.00,1,33.3%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,Golden Tate,False,17,23
2011.0,2011-12-01,12.0,13.0,23.121,SEA,PHI,W 31-14,True,4,4,47,11.75,1,100.0%,11.75,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,Golden Tate,True,31,14
2011.0,2011-12-12,13.0,14.0,23.132,SEA,STL,W 30-13,True,7,3,39,13.00,0,42.9%,5.57,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,Golden Tate,True,30,13
2011.0,2011-12-18,14.0,15.0,23.138,SEA,CHI,W 38-14,True,7,4,61,15.25,0,57.1%,8.71,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,Golden Tate,True,38,14
2011.0,2011-12-24,15.0,16.0,23.144,SEA,SFO,L 17-19,True,6,3,16,5.33,0,50.0%,2.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,Golden Tate,False,17,19
2011.0,2012-01-01,16.0,17.0,23.152,SEA,ARI,L 20-23,True,6,5,46,9.20,0,83.3%,7.67,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,0,0,0,,0,0,0,0,,,,,,,True,Golden Tate,False,20,23
2012.0,2012-09-09,1.0,1.0,,SEA,ARI,L 16-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Golden Tate,False,16,20
2012.0,2012-09-16,2.0,2.0,24.045,SEA,DAL,W 27-7,True,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,33,52%,0,0%,0,0%,False,Golden Tate,True,27,7
2012.0,2012-09-24,3.0,3.0,24.053,SEA,GNB,W 14-12,True,7,3,68,22.67,2,42.9%,9.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,46,82%,0,0%,0,0%,False,Golden Tate,True,14,12
2012.0,2012-09-30,4.0,4.0,24.059,SEA,STL,L 13-19,True,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,45,74%,0,0%,0,0%,True,Golden Tate,False,13,19
2012.0,2012-10-07,5.0,5.0,24.066,SEA,CAR,W 16-12,True,4,3,31,10.33,1,75.0%,7.75,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,41,64%,0,0%,0,0%,True,Golden Tate,True,16,12
2012.0,2012-10-14,6.0,6.0,24.073,SEA,NWE,W 24-23,True,6,3,47,15.67,0,50.0%,7.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,47,82%,0,0%,0,0%,False,Golden Tate,True,24,23
2012.0,2012-10-18,7.0,7.0,24.077,SEA,SFO,L 6-13,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,34,61%,0,0%,0,0%,True,Golden Tate,False,6,13
2012.0,2012-10-28,8.0,8.0,24.087,SEA,DET,L 24-28,True,8,7,64,9.14,0,87.5%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,49,88%,0,0%,0,0%,True,Golden Tate,False,24,28
2012.0,2012-11-04,9.0,9.0,24.094,SEA,MIN,W 30-20,True,6,4,28,7.00,2,66.7%,4.67,2,21,10.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,69,92%,0,0%,2,7%,False,Golden Tate,True,30,20
2012.0,2012-11-11,10.0,10.0,24.101,SEA,NYJ,W 28-7,True,2,2,51,25.50,1,100.0%,25.50,0,0,,0,1,1,100.00,23,1,0,158.3,0,0,23.00,43.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,50,69%,0,0%,0,0%,False,Golden Tate,True,28,7
2012.0,2012-11-25,11.0,12.0,24.115,SEA,MIA,L 21-24,True,5,4,56,14.00,0,80.0%,11.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,47,82%,0,0%,0,0%,True,Golden Tate,False,21,24
2012.0,2012-12-02,12.0,13.0,24.122,SEA,CHI,W 23-17,True,6,5,96,19.20,1,83.3%,16.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,67,94%,0,0%,3,12%,True,Golden Tate,True,23,17
2012.0,2012-12-09,13.0,14.0,24.129,SEA,ARI,W 58-0,True,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,48,70%,0,0%,0,0%,False,Golden Tate,True,58,0
2012.0,2012-12-16,14.0,15.0,24.136,SEA,BUF,W 50-17,True,4,3,64,21.33,0,75.0%,16.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,45,78%,0,0%,2,6%,True,Golden Tate,True,50,17
2012.0,2012-12-23,15.0,16.0,24.143,SEA,SFO,W 42-13,True,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,49,75%,0,0%,1,4%,False,Golden Tate,True,42,13
2012.0,2012-12-30,16.0,17.0,24.15,SEA,STL,W 20-13,True,4,3,105,35.00,0,75.0%,26.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,1,4,0,47,78%,0,0%,0,0%,False,Golden Tate,True,20,13
2013.0,2013-09-08,1.0,1.0,25.037,SEA,CAR,W 12-7,True,7,4,51,12.75,0,57.1%,7.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,48,12.00,0,,0,0,0,0,0,0,0,0,47,72%,0,0%,6,32%,True,Golden Tate,True,12,7
2013.0,2013-09-15,2.0,2.0,25.044,SEA,SFO,W 29-3,False,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,2,31,15.50,0,,0,0,0,0,0,0,0,0,55,72%,0,0%,5,21%,False,Golden Tate,True,29,3
2013.0,2013-09-22,3.0,3.0,25.051,SEA,JAX,W 45-17,False,8,5,88,17.60,0,62.5%,11.00,2,29,14.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,33,8.25,0,,0,0,0,0,0,0,0,0,31,46%,0,0%,8,24%,False,Golden Tate,True,45,17
2013.0,2013-09-29,4.0,4.0,25.058,SEA,HOU,W 23-20,True,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,60,15.00,0,,0,0,0,0,0,0,0,0,41,67%,0,0%,8,24%,True,Golden Tate,True,23,20
2013.0,2013-10-06,5.0,5.0,25.065,SEA,IND,L 28-34,True,11,5,61,12.20,1,45.5%,5.55,0,0,,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,1,14,14.00,0,,1,6,1,0,0,0,0,0,65,94%,0,0%,4,13%,True,Golden Tate,False,28,34
2013.0,2013-10-13,6.0,6.0,25.072,SEA,TEN,W 20-13,True,7,5,33,6.60,0,71.4%,4.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,15,7.50,0,,0,0,0,0,0,0,0,0,57,84%,0,0%,6,25%,False,Golden Tate,True,20,13
2013.0,2013-10-17,7.0,7.0,25.076,SEA,ARI,W 34-22,True,7,4,77,19.25,0,57.1%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,27,13.50,0,,0,0,0,0,0,0,0,0,49,73%,0,0%,5,17%,True,Golden Tate,True,34,22
2013.0,2013-10-28,8.0,8.0,25.087,SEA,STL,W 14-9,True,7,5,93,18.60,2,71.4%,13.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,9,3.00,0,,2,12,1,0,0,0,0,0,38,86%,0,0%,4,15%,True,Golden Tate,True,14,9
2013.0,2013-11-03,9.0,9.0,25.093,SEA,TAM,W 27-24,True,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,92,30.67,0,,0,0,0,0,0,0,0,0,55,87%,0,0%,6,21%,False,Golden Tate,True,27,24
2013.0,2013-11-10,10.0,10.0,25.1,SEA,ATL,W 33-10,True,7,6,106,17.67,1,85.7%,15.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,55,18.33,0,,1,6,0,0,0,0,0,0,49,71%,0,0%,5,19%,True,Golden Tate,True,33,10
2013.0,2013-11-17,11.0,11.0,25.107,SEA,MIN,W 41-20,True,4,1,26,26.00,0,25.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,17,5.67,0,,0,0,0,0,0,0,0,0,38,73%,0,0%,4,12%,False,Golden Tate,True,41,20
2013.0,2013-12-02,12.0,13.0,25.122,SEA,NOR,W 34-7,True,5,4,45,11.25,0,80.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,17,3.40,0,,0,0,0,0,0,0,0,0,49,69%,0,0%,6,24%,False,Golden Tate,True,34,7
2013.0,2013-12-08,13.0,14.0,25.128,SEA,SFO,L 17-19,True,8,6,65,10.83,0,75.0%,8.13,0,0,,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,3,49,16.33,0,,0,0,0,0,0,0,0,0,45,85%,0,0%,5,18%,True,Golden Tate,False,17,19
2013.0,2013-12-15,14.0,15.0,25.135,SEA,NYG,W 23-0,True,6,2,25,12.50,0,33.3%,4.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,7,73,10.43,0,,0,0,0,0,0,0,0,0,50,72%,0,0%,8,30%,True,Golden Tate,True,23,0
2013.0,2013-12-22,15.0,16.0,25.142,SEA,ARI,L 10-17,True,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,47,15.67,0,,0,0,1,0,0,0,0,0,43,83%,0,0%,5,17%,False,Golden Tate,False,10,17
2013.0,2013-12-29,16.0,17.0,25.149,SEA,STL,W 27-9,False,9,8,129,16.13,1,88.9%,14.33,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,-2,-1.00,0,,1,6,0,0,0,0,0,0,50,77%,0,0%,8,28%,False,Golden Tate,True,27,9
2014.0,2014-09-08,1.0,1.0,26.037,DET,NYG,W 35-14,True,6,6,93,15.50,0,100.0%,15.50,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,55,82%,0,0%,0,0%,False,Golden Tate,True,35,14
2014.0,2014-09-14,2.0,2.0,26.043,DET,CAR,L 7-24,True,8,5,57,11.40,0,62.5%,7.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,1,0,0,0,0,0,66,92%,0,0%,0,0%,True,Golden Tate,False,7,24
2014.0,2014-09-21,3.0,3.0,26.05,DET,GNB,W 19-7,True,7,5,51,10.20,0,71.4%,7.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,57,76%,0,0%,1,5%,False,Golden Tate,True,19,7
2014.0,2014-09-28,4.0,4.0,26.057,DET,NYJ,W 24-17,True,10,8,116,14.50,0,80.0%,11.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,48,74%,0,0%,1,3%,True,Golden Tate,True,24,17
2014.0,2014-10-05,5.0,5.0,26.064,DET,BUF,L 14-17,True,9,7,134,19.14,1,77.8%,14.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,51,82%,0,0%,1,3%,False,Golden Tate,False,14,17
2014.0,2014-10-12,6.0,6.0,26.071,DET,MIN,W 17-3,True,12,7,44,6.29,0,58.3%,3.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,56,80%,0,0%,1,4%,True,Golden Tate,True,17,3
2014.0,2014-10-19,7.0,7.0,26.078,DET,NOR,W 24-23,True,13,10,154,15.40,1,76.9%,11.85,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,63,90%,0,0%,0,0%,False,Golden Tate,True,24,23
2014.0,2014-10-26,8.0,8.0,26.085,DET,ATL,W 22-21,True,15,7,151,21.57,1,46.7%,10.07,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,67,89%,0,0%,0,0%,True,Golden Tate,True,22,21
