Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2014.0,2014-11-09,9.0,10.0,26.099,DET,MIA,W 20-16,True,13,11,109,9.91,0,84.6%,8.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,63,94%,0,0%,0,0%,False,Golden Tate,True,20,16
2014.0,2014-11-16,10.0,11.0,26.106,DET,ARI,L 6-14,True,2,2,41,20.50,0,100.0%,20.50,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,52,93%,0,0%,0,0%,True,Golden Tate,False,6,14
2014.0,2014-11-23,11.0,12.0,26.113,DET,NWE,L 9-34,True,11,4,97,24.25,0,36.4%,8.82,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,72,90%,0,0%,0,0%,True,Golden Tate,False,9,34
2014.0,2014-11-27,12.0,13.0,26.117,DET,CHI,W 34-17,True,10,8,89,11.13,0,80.0%,8.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,62,85%,0,0%,0,0%,False,Golden Tate,True,34,17
2014.0,2014-12-07,13.0,14.0,26.127,DET,TAM,W 34-17,True,5,4,50,12.50,0,80.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,53,77%,0,0%,0,0%,False,Golden Tate,True,34,17
2014.0,2014-12-14,14.0,15.0,26.134,DET,MIN,W 16-14,True,7,7,38,5.43,1,100.0%,5.43,2,5,2.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,45,88%,0,0%,0,0%,False,Golden Tate,True,16,14
2014.0,2014-12-21,15.0,16.0,26.141,DET,CHI,W 20-14,True,10,5,62,12.40,0,50.0%,6.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,62,86%,0,0%,0,0%,True,Golden Tate,True,20,14
2014.0,2014-12-28,16.0,17.0,26.148,DET,GNB,L 20-30,True,6,3,45,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,53,77%,0,0%,0,0%,True,Golden Tate,False,20,30
2015.0,2015-09-13,1.0,1.0,27.042,DET,SDG,L 28-33,True,8,4,24,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,34,17.00,0,,0,0,0,0,0,0,0,0,43,91%,0,0%,2,7%,True,Golden Tate,False,28,33
2015.0,2015-09-20,2.0,2.0,27.049,DET,MIN,L 16-26,True,10,6,80,13.33,0,60.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,,0,0,0,0,0,0,0,0,73,94%,0,0%,2,8%,True,Golden Tate,False,16,26
2015.0,2015-09-27,3.0,3.0,27.056,DET,DEN,L 12-24,True,7,5,57,11.40,0,71.4%,8.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,61,82%,0,0%,0,0%,False,Golden Tate,False,12,24
2015.0,2015-10-05,4.0,4.0,27.064,DET,SEA,L 10-13,True,4,3,29,9.67,0,75.0%,7.25,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,47,84%,0,0%,0,0%,True,Golden Tate,False,10,13
