Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-12-31,16.0,17.0,35.239,DAL,PHI,W 6-0,True,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,2,10%,True,Jason Witten,True,6,0
2019.0,2019-09-08,1.0,1.0,37.125,DAL,NYG,W 35-17,True,4,3,15,5.00,1,75.0%,3.75,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,45,66%,0,0%,6,23%,False,Jason Witten,True,35,17
2019.0,2019-09-15,2.0,2.0,37.132,DAL,WAS,W 31-21,True,4,4,25,6.25,1,100.0%,6.25,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,77%,0,0%,6,25%,True,Jason Witten,True,31,21
2019.0,2019-09-22,3.0,3.0,37.139,DAL,MIA,W 31-6,True,4,3,54,18.00,0,75.0%,13.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,51%,0,0%,6,21%,False,Jason Witten,True,31,6
2019.0,2019-09-29,4.0,4.0,37.146,DAL,NOR,L 10-12,True,4,4,50,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,46,79%,0,0%,2,10%,True,Jason Witten,False,10,12
2019.0,2019-10-06,5.0,5.0,37.153,DAL,GNB,L 24-34,True,4,3,29,9.67,0,75.0%,7.25,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,83%,0,0%,7,21%,False,Jason Witten,False,24,34
2019.0,2019-10-13,6.0,6.0,37.16,DAL,NYJ,L 22-24,True,7,5,57,11.40,0,71.4%,8.14,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,88%,0,0%,5,19%,True,Jason Witten,False,22,24
2019.0,2019-10-20,7.0,7.0,37.167,DAL,PHI,W 37-10,True,4,4,33,8.25,0,100.0%,8.25,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,75%,0,0%,7,28%,False,Jason Witten,True,37,10
2019.0,2019-11-04,8.0,9.0,37.182,DAL,NYG,W 37-18,True,9,8,58,7.25,0,88.9%,6.44,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,80%,0,0%,8,26%,True,Jason Witten,True,37,18
2019.0,2019-11-10,9.0,10.0,37.188,DAL,MIN,L 24-28,True,5,2,17,8.50,0,40.0%,3.40,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,79%,0,0%,5,20%,False,Jason Witten,False,24,28
2019.0,2019-11-17,10.0,11.0,37.195,DAL,DET,W 35-27,True,7,5,33,6.60,0,71.4%,4.71,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,86%,0,0%,5,16%,True,Jason Witten,True,35,27
2019.0,2019-11-24,11.0,12.0,37.202,DAL,NWE,L 9-13,True,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,81%,0,0%,4,14%,True,Jason Witten,False,9,13
2019.0,2019-11-28,12.0,13.0,37.206,DAL,BUF,L 15-26,True,8,6,42,7.00,1,75.0%,5.25,0,0,,0,0,0,,0,0,,,1,1,8,0.0,0,0,0,0,0,0,0,0,0,0,0,55,72%,0,0%,3,13%,False,Jason Witten,False,15,26
2019.0,2019-12-05,13.0,14.0,37.213,DAL,CHI,L 24-31,True,7,5,37,7.40,0,71.4%,5.29,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,77%,0,0%,5,17%,True,Jason Witten,False,24,31
2019.0,2019-12-15,14.0,15.0,37.223,DAL,LAR,W 44-21,True,5,4,36,9.00,1,80.0%,7.20,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,66%,0,0%,10,32%,False,Jason Witten,True,44,21
2019.0,2019-12-22,15.0,16.0,37.23,DAL,PHI,L 9-17,True,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,79%,0,0%,3,11%,True,Jason Witten,False,9,17
2019.0,2019-12-29,16.0,17.0,37.237,DAL,WAS,W 47-16,True,4,4,24,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,66%,0,0%,9,27%,False,Jason Witten,True,47,16
2020.0,2020-09-13,1.0,1.0,38.13,LVR,CAR,W 34-30,True,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,44%,0,0%,6,21%,True,Jason Witten,True,34,30
2020.0,2020-09-21,2.0,2.0,38.138,LVR,NOR,W 34-24,True,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,33%,0,0%,7,26%,False,Jason Witten,True,34,24
2020.0,2020-09-27,3.0,3.0,38.144,LVR,NWE,L 20-36,True,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,15,25%,0,0%,5,16%,True,Jason Witten,False,20,36
2020.0,2020-10-04,4.0,4.0,38.151,LVR,BUF,L 23-30,True,2,2,18,9.00,1,100.0%,9.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,19,26%,0,0%,5,19%,False,Jason Witten,False,23,30
2020.0,2020-10-11,5.0,5.0,38.158,LVR,KAN,W 40-32,True,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,54%,0,0%,8,25%,True,Jason Witten,True,40,32
2020.0,2020-10-25,6.0,7.0,38.172,LVR,TAM,L 20-45,False,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,32%,0,0%,4,13%,False,Jason Witten,False,20,45
2020.0,2020-11-01,7.0,8.0,38.179,LVR,CLE,W 16-6,False,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,53%,0,0%,0,0%,True,Jason Witten,True,16,6
2020.0,2020-11-08,8.0,9.0,38.186,LVR,LAC,W 31-26,False,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,43%,0,0%,0,0%,True,Jason Witten,True,31,26
2020.0,2020-11-15,9.0,10.0,38.193,LVR,DEN,W 37-12,False,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,37,51%,0,0%,1,3%,False,Jason Witten,True,37,12
2020.0,2020-11-22,10.0,11.0,38.2,LVR,KAN,L 31-35,False,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,0,,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,33,56%,0,0%,0,0%,False,Jason Witten,False,31,35
2020.0,2020-11-29,11.0,12.0,38.207,LVR,ATL,L 6-43,False,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,17,27%,0,0%,0,0%,True,Jason Witten,False,6,43
2020.0,2020-12-06,12.0,13.0,38.214,LVR,NYJ,W 31-28,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,21%,0,0%,0,0%,True,Jason Witten,True,31,28
2020.0,2020-12-13,13.0,14.0,38.221,LVR,IND,L 27-44,True,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,20,29%,0,0%,0,0%,False,Jason Witten,False,27,44
2020.0,2020-12-17,14.0,15.0,38.225,LVR,LAC,L 27-30,False,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,37,49%,0,0%,0,0%,False,Jason Witten,False,27,30
2020.0,2020-12-26,15.0,16.0,38.234,LVR,MIA,L 25-26,False,5,2,12,6.00,0,40.0%,2.40,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,34%,0,0%,0,0%,False,Jason Witten,False,25,26
2020.0,2021-01-03,16.0,17.0,38.242,LVR,DEN,W 32-31,True,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,16,23%,0,0%,0,0%,True,Jason Witten,True,32,31
,271 Games,,,,,,150-121-0,False,1721,1228,13046,10.62,74,71.4%,7.58,1,1,100.00,42,0,0,118.7,0,0,42.00,42.00,3,74,450,0.0,4,0,4,0,0,9,7,0,2,0,0,,,,,,,False,Jason Witten,False,121,0
