Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2008.0,2008-09-08,1.0,1.0,22.204,DEN,OAK,W 41-14,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,2,80,40.00,0,,,,,,,True,Brett Kern,True,41,14
2008.0,2008-09-14,2.0,2.0,22.21,DEN,SDG,W 39-38,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,3,161,53.67,0,,,,,,,False,Brett Kern,True,39,38
2008.0,2008-09-21,3.0,3.0,22.217,DEN,NOR,W 34-32,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,2,105,52.50,0,,,,,,,False,Brett Kern,True,34,32
2008.0,2008-09-28,4.0,4.0,22.224,DEN,KAN,L 19-33,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,2,77,38.50,0,,,,,,,True,Brett Kern,False,19,33
2008.0,2008-10-05,5.0,5.0,22.231,DEN,TAM,W 16-13,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,5,248,49.60,0,,,,,,,False,Brett Kern,True,16,13
2008.0,2008-10-12,6.0,6.0,22.238,DEN,JAX,L 17-24,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,4,192,48.00,0,,,,,,,False,Brett Kern,False,17,24
2008.0,2008-10-20,7.0,7.0,22.246,DEN,NWE,L 7-41,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,5,243,48.60,0,,,,,,,True,Brett Kern,False,7,41
2008.0,2008-11-02,8.0,9.0,22.259,DEN,MIA,L 17-26,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,4,185,46.25,0,,,,,,,False,Brett Kern,False,17,26
2008.0,2008-11-06,9.0,10.0,22.263,DEN,CLE,W 34-30,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,1,29,29.00,0,,,,,,,True,Brett Kern,True,34,30
2008.0,2008-11-16,10.0,11.0,22.273,DEN,ATL,W 24-20,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,3,127,42.33,0,,,,,,,True,Brett Kern,True,24,20
2008.0,2008-11-23,11.0,12.0,22.28,DEN,OAK,L 10-31,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,2,112,56.00,0,,,,,,,False,Brett Kern,False,10,31
2008.0,2008-11-30,12.0,13.0,22.287,DEN,NYJ,W 34-17,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,5,214,42.80,0,,,,,,,True,Brett Kern,True,34,17
2008.0,2008-12-07,13.0,14.0,22.294,DEN,KAN,W 24-17,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,1,52,52.00,0,,,,,,,False,Brett Kern,True,24,17
2008.0,2008-12-14,14.0,15.0,22.301,DEN,CAR,L 10-30,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,5,241,48.20,0,,,,,,,True,Brett Kern,False,10,30
2008.0,2008-12-21,15.0,16.0,22.308,DEN,BUF,L 23-30,False,,,,,,,,,,,,,,,,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,False,Brett Kern,False,23,30
2008.0,2008-12-28,16.0,17.0,22.315,DEN,SDG,L 21-52,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,2,84,42.00,0,,,,,,,True,Brett Kern,False,21,52
2009.0,2009-09-13,1.0,1.0,23.208,DEN,CIN,W 12-7,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,8,340,42.50,0,,,,,,,True,Brett Kern,True,12,7
2009.0,2009-09-20,2.0,2.0,23.215,DEN,CLE,W 27-6,False,0,0,,0,0,0,,0,0,0,,,,,,0.0,0,0,0,,,0,,0,0,0,0,2,109,54.50,0,,,,,,,False,Brett Kern,True,27,6
