Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2020,2020-09-13,1,1,21.239,CIN,,LAC,L 13-16,False,,,,,,0.0%,,,,,,,0,0,,,,,,,0,,,0,0,0,15,22%,0,0%,0,0%,False,Tee Higgins
2020,2020-09-17,2,2,21.243,CIN,@,CLE,L 30-35,True,6,3,35,11.67,0,50.0%,5.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,65%,0,0%,0,0%,True,Tee Higgins
2020,2020-09-27,3,3,21.253,CIN,@,PHI,T 23-23,True,9,5,40,8.00,2,55.6%,4.44,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,57,79%,0,0%,0,0%,True,Tee Higgins
2020,2020-10-04,4,4,21.260,CIN,,JAX,W 33-25,False,7,4,77,19.25,0,57.1%,11.00,1,13,13.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,57%,0,0%,0,0%,False,Tee Higgins
2020,2020-10-11,5,5,21.267,CIN,@,BAL,L 3-27,True,8,4,62,15.50,0,50.0%,7.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,81%,0,0%,0,0%,True,Tee Higgins
2020,2020-10-18,6,6,21.274,CIN,@,IND,L 27-31,True,8,6,125,20.83,0,75.0%,15.63,1,2,2.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,81%,0,0%,0,0%,True,Tee Higgins
2020,2020-10-25,7,7,21.281,CIN,,CLE,L 34-37,True,5,5,71,14.20,1,100.0%,14.20,1,7,7.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,63,84%,0,0%,0,0%,False,Tee Higgins
2020,2020-11-01,8,8,21.288,CIN,,TEN,W 31-20,True,9,6,78,13.00,0,66.7%,8.67,2,6,3.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,78%,0,0%,0,0%,False,Tee Higgins
2020,2020-11-15,9,10,21.302,CIN,@,PIT,L 10-36,True,9,7,115,16.43,1,77.8%,12.78,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,55,85%,0,0%,0,0%,True,Tee Higgins
2020,2020-11-22,10,11,21.309,CIN,@,WAS,L 9-20,True,10,3,26,8.67,0,30.0%,2.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,91%,0,0%,0,0%,True,Tee Higgins
