Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2017.0,2017-12-31,16.0,17.0,,PIT,CLE,W 28-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,James Conner,True,28,24
2018.0,2018-09-09,1.0,1.0,23.127,PIT,CLE,T 21-21,True,31,135,4.35,2,6,5,57,11.40,0,83.3%,9.50,,2,12,0.0,0,0,0,,,1,1,0,0,0,0,77,92%,0,0%,0,0%,True,James Conner,False,21,21
2018.0,2018-09-16,2.0,2.0,23.134,PIT,KAN,L 37-42,True,8,17,2.13,1,5,5,48,9.60,0,100.0%,9.60,1,1,8,0.0,0,0,0,,,0,0,0,0,0,0,72,88%,0,0%,0,0%,False,James Conner,False,37,42
2018.0,2018-09-24,3.0,3.0,23.142,PIT,TAM,W 30-27,False,15,61,4.07,0,6,5,34,6.80,0,83.3%,5.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,85%,0,0%,0,0%,True,James Conner,True,30,27
2018.0,2018-09-30,4.0,4.0,23.148,PIT,BAL,L 14-26,True,9,19,2.11,0,7,3,25,8.33,0,42.9%,3.57,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,49,79%,0,0%,0,0%,False,James Conner,False,14,26
2018.0,2018-10-07,5.0,5.0,23.155,PIT,ATL,W 41-17,True,21,110,5.24,2,4,4,75,18.75,0,100.0%,18.75,,2,12,0.0,0,0,0,,,1,0,0,0,0,0,45,74%,0,0%,0,0%,False,James Conner,True,41,17
2018.0,2018-10-14,6.0,6.0,23.162,PIT,CIN,W 28-21,True,19,111,5.84,2,7,4,18,4.50,0,57.1%,2.57,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,66,90%,0,0%,0,0%,True,James Conner,True,28,21
2018.0,2018-10-28,7.0,8.0,23.176,PIT,CLE,W 33-18,True,24,146,6.08,2,6,5,66,13.20,0,83.3%,11.00,,2,12,0.0,0,0,0,,,1,0,0,0,0,0,56,79%,0,0%,1,3%,False,James Conner,True,33,18
2018.0,2018-11-04,8.0,9.0,23.183,PIT,BAL,W 23-16,True,24,107,4.46,0,9,7,56,8.00,1,77.8%,6.22,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,68,84%,0,0%,0,0%,True,James Conner,True,23,16
2018.0,2018-11-08,9.0,10.0,23.187,PIT,CAR,W 52-21,True,13,65,5.00,1,1,1,8,8.00,0,100.0%,8.00,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,23,40%,0,0%,0,0%,False,James Conner,True,52,21
2018.0,2018-11-18,10.0,11.0,23.197,PIT,JAX,W 20-16,True,9,25,2.78,0,9,6,24,4.00,0,66.7%,2.67,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,89%,0,0%,0,0%,True,James Conner,True,20,16
2018.0,2018-11-25,11.0,12.0,23.204,PIT,DEN,L 17-24,True,13,53,4.08,0,4,4,42,10.50,0,100.0%,10.50,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,67,86%,0,0%,0,0%,True,James Conner,False,17,24
2018.0,2018-12-02,12.0,13.0,23.211,PIT,LAC,L 30-33,True,15,60,4.00,2,4,3,14,4.67,0,75.0%,3.50,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,49,72%,0,0%,0,0%,False,James Conner,False,30,33
2018.0,2018-12-09,13.0,14.0,,PIT,OAK,L 21-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Conner,False,21,24
2018.0,2018-12-16,14.0,15.0,,PIT,NWE,W 17-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Conner,True,17,10
2018.0,2018-12-23,15.0,16.0,,PIT,NOR,L 28-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Conner,False,28,31
2018.0,2018-12-30,16.0,17.0,23.239,PIT,CIN,W 16-13,True,14,64,4.57,0,3,3,30,10.00,0,100.0%,10.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,47%,0,0%,0,0%,False,James Conner,True,16,13
2019.0,2019-09-08,1.0,1.0,24.126,PIT,NWE,L 3-33,True,10,21,2.10,0,4,4,44,11.00,0,100.0%,11.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,46%,0,0%,0,0%,True,James Conner,False,3,33
2019.0,2019-09-15,2.0,2.0,24.133,PIT,SEA,L 26-28,True,11,33,3.00,1,4,3,12,4.00,0,75.0%,3.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,31,55%,0,0%,0,0%,False,James Conner,False,26,28
2019.0,2019-09-22,3.0,3.0,24.14,PIT,SFO,L 20-24,True,13,43,3.31,0,4,4,14,3.50,0,100.0%,3.50,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,36,68%,0,0%,0,0%,True,James Conner,False,20,24
2019.0,2019-09-30,4.0,4.0,24.148,PIT,CIN,W 27-3,True,10,42,4.20,0,8,8,83,10.38,1,100.0%,10.38,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,38,66%,0,0%,0,0%,False,James Conner,True,27,3
2019.0,2019-10-06,5.0,5.0,24.154,PIT,BAL,L 23-26,True,14,55,3.93,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,79%,0,0%,0,0%,False,James Conner,False,23,26
2019.0,2019-10-13,6.0,6.0,24.161,PIT,LAC,W 24-17,True,16,41,2.56,1,7,7,78,11.14,1,100.0%,11.14,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,29,49%,0,0%,0,0%,True,James Conner,True,24,17
2019.0,2019-10-28,7.0,8.0,24.176,PIT,MIA,W 27-14,True,23,145,6.30,1,4,3,5,1.67,0,75.0%,1.25,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,82%,0,0%,0,0%,False,James Conner,True,27,14
2019.0,2019-11-03,8.0,9.0,,PIT,IND,W 26-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Conner,True,26,24
2019.0,2019-11-10,9.0,10.0,,PIT,LAR,W 17-12,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Conner,True,17,12
2019.0,2019-11-14,10.0,11.0,24.193,PIT,CLE,L 7-21,True,5,10,2.00,0,2,1,6,6.00,0,50.0%,3.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,18%,0,0%,0,0%,True,James Conner,False,7,21
2019.0,2019-11-24,11.0,12.0,,PIT,CIN,W 16-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Conner,True,16,10
2019.0,2019-12-01,12.0,13.0,,PIT,CLE,W 20-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Conner,True,20,13
2019.0,2019-12-08,13.0,14.0,,PIT,ARI,W 23-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Conner,True,23,17
2019.0,2019-12-15,14.0,15.0,24.224,PIT,BUF,L 10-17,True,8,42,5.25,0,5,4,9,2.25,1,80.0%,1.80,,1,6,0.0,0,0,0,0,0,0,0,0,1,0,0,34,58%,0,0%,0,0%,False,James Conner,False,10,17
2019.0,2019-12-22,15.0,16.0,24.231,PIT,NYJ,L 10-16,True,6,32,5.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,13%,0,0%,0,0%,True,James Conner,False,10,16
2019.0,2019-12-29,16.0,17.0,,PIT,BAL,L 10-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Conner,False,10,28
2020.0,2020-09-14,1.0,1.0,25.132,PIT,NYG,W 26-16,True,6,9,1.50,0,4,2,8,4.00,0,50.0%,2.00,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,15,23%,0,0%,0,0%,True,James Conner,True,26,16
2020.0,2020-09-20,2.0,2.0,25.138,PIT,DEN,W 26-21,True,16,106,6.63,1,2,2,15,7.50,0,100.0%,7.50,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,77%,0,0%,0,0%,False,James Conner,True,26,21
2020.0,2020-09-27,3.0,3.0,25.145,PIT,HOU,W 28-21,True,18,109,6.06,1,5,4,40,10.00,0,80.0%,8.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,66%,0,0%,0,0%,False,James Conner,True,28,21
2020.0,2020-10-11,4.0,5.0,25.159,PIT,PHI,W 38-29,False,15,44,2.93,1,3,3,19,6.33,0,100.0%,6.33,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,62%,0,0%,0,0%,False,James Conner,True,38,29
2020.0,2020-10-18,5.0,6.0,25.166,PIT,CLE,W 38-7,True,20,101,5.05,1,1,1,1,1.00,0,100.0%,1.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,43,66%,0,0%,0,0%,False,James Conner,True,38,7
2020.0,2020-10-25,6.0,7.0,25.173,PIT,TEN,W 27-24,True,20,82,4.10,0,5,3,29,9.67,0,60.0%,5.80,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,66,84%,0,0%,0,0%,True,James Conner,True,27,24
2020.0,2020-11-01,7.0,8.0,25.18,PIT,BAL,W 28-24,True,15,47,3.13,1,3,3,13,4.33,0,100.0%,4.33,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,31,57%,0,0%,0,0%,True,James Conner,True,28,24
2020.0,2020-11-08,8.0,9.0,25.187,PIT,DAL,W 24-19,True,9,22,2.44,0,2,2,-2,-1.00,0,100.0%,-1.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,46%,0,0%,0,0%,True,James Conner,True,24,19
2020.0,2020-11-15,9.0,10.0,25.194,PIT,CIN,W 36-10,True,13,36,2.77,0,2,2,12,6.00,0,100.0%,6.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,88%,0,0%,0,0%,False,James Conner,True,36,10
2020.0,2020-11-22,10.0,11.0,25.201,PIT,JAX,W 27-3,True,13,89,6.85,0,3,3,10,3.33,0,100.0%,3.33,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,69%,0,0%,0,0%,True,James Conner,True,27,3
2020.0,2020-12-02,11.0,12.0,,PIT,BAL,W 19-14,True,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,False,James Conner,True,19,14
2020.0,2020-12-07,12.0,13.0,,PIT,WAS,L 17-23,True,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,False,James Conner,False,17,23
2020.0,2020-12-13,13.0,14.0,25.222,PIT,BUF,L 15-26,True,10,18,1.80,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,23,40%,0,0%,0,0%,True,James Conner,False,15,26
2020.0,2020-12-21,14.0,15.0,,PIT,CIN,L 17-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Conner,False,17,27
2020.0,2020-12-27,15.0,16.0,25.236,PIT,IND,W 28-24,False,5,21,4.20,1,5,5,45,9.00,0,100.0%,9.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,62%,0,0%,0,0%,False,James Conner,True,28,24
2020.0,2021-01-03,16.0,17.0,25.243,PIT,CLE,L 22-24,True,9,37,4.11,0,8,5,25,5.00,0,62.5%,3.13,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,64%,0,0%,0,0%,True,James Conner,False,22,24
2021.0,2021-09-12,1.0,1.0,26.13,ARI,TEN,W 38-13,False,16,53,3.31,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,49%,0,0%,0,0%,True,James Conner,True,38,13
2021.0,2021-09-19,2.0,2.0,26.137,ARI,MIN,W 34-33,False,8,26,3.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,39%,0,0%,0,0%,False,James Conner,True,34,33
2021.0,2021-09-26,3.0,3.0,26.144,ARI,JAX,W 31-19,False,11,43,3.91,2,1,1,10,10.00,0,100.0%,10.00,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,25,37%,0,0%,0,0%,True,James Conner,True,31,19
2021.0,2021-10-03,4.0,4.0,26.151,ARI,LAR,W 37-20,False,18,50,2.78,2,2,2,16,8.00,0,100.0%,8.00,,2,12,0.0,0,0,0,0,0,1,0,0,0,0,0,33,42%,0,0%,0,0%,True,James Conner,True,37,20
2021.0,2021-10-10,5.0,5.0,26.158,ARI,SFO,W 17-10,False,10,29,2.90,1,1,1,8,8.00,0,100.0%,8.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,29,48%,0,0%,1,5%,False,James Conner,True,17,10
2021.0,2021-10-17,6.0,6.0,26.165,ARI,CLE,W 37-14,False,16,71,4.44,0,1,1,0,0.00,0,100.0%,0.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,55%,0,0%,2,9%,True,James Conner,True,37,14
2021.0,2021-10-24,7.0,7.0,26.172,ARI,HOU,W 31-5,False,10,64,6.40,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,21,30%,0,0%,0,0%,False,James Conner,True,31,5
2021.0,2021-10-28,8.0,8.0,26.176,ARI,GNB,L 21-24,False,5,22,4.40,2,0,0,0,,0,0.0%,,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,22,37%,0,0%,1,5%,False,James Conner,False,21,24
2021.0,2021-11-07,9.0,9.0,26.186,ARI,SFO,W 31-17,False,21,96,4.57,2,5,5,77,15.40,1,100.0%,15.40,,3,18,0.0,0,0,0,0,0,1,0,0,1,0,0,54,77%,0,0%,1,4%,True,James Conner,True,31,17
2021.0,2021-11-14,10.0,10.0,26.193,ARI,CAR,L 10-34,True,10,39,3.90,1,4,3,25,8.33,0,75.0%,6.25,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,45,82%,0,0%,0,0%,False,James Conner,False,10,34
2021.0,2021-11-21,11.0,11.0,26.2,ARI,SEA,W 23-13,True,21,62,2.95,1,6,5,37,7.40,0,83.3%,6.17,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,68,82%,0,0%,0,0%,True,James Conner,True,23,13
2021.0,2021-12-05,12.0,13.0,26.214,ARI,CHI,W 33-22,True,20,75,3.75,0,2,2,36,18.00,1,100.0%,18.00,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,91%,0,0%,1,4%,True,James Conner,True,33,22
2021.0,2021-12-13,13.0,14.0,26.222,ARI,LAR,L 23-30,True,13,31,2.38,2,9,9,94,10.44,0,100.0%,10.44,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,75,96%,0,0%,0,0%,False,James Conner,False,23,30
2021.0,2021-12-19,14.0,15.0,26.228,ARI,DET,L 12-30,True,8,39,4.88,0,2,2,31,15.50,0,100.0%,15.50,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,33,44%,0,0%,0,0%,True,James Conner,False,12,30
2021.0,2021-12-25,15.0,16.0,,ARI,IND,L 16-22,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Conner,False,16,22
2021.0,2022-01-02,16.0,17.0,,ARI,DAL,W 25-22,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Conner,True,25,22
2021.0,2022-01-09,17.0,18.0,26.249,ARI,SEA,L 30-38,True,15,52,3.47,1,6,6,41,6.83,1,100.0%,6.83,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,46,61%,0,0%,0,0%,False,James Conner,False,30,38
,65 Games,,,,,,43-21-1,False,734,3054,4.16,37,192,161,1338,8.31,7,83.9%,6.97,2,44,268,0.0,1,0,1,0,0,9,3,0,4,0,0,,,,,,,False,James Conner,False,21,1
