Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2009,2009-09-13,1,1,,NYJ,HOU,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,24,7,Shonn Greene
2009,2009-09-20,2,2,,NYJ,NWE,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,16,9,Shonn Greene
2009,2009-09-27,3,3,24.037,NYJ,TEN,False,,,,,,,,,,0.0%,,0,0,0,,,0,0,0,,,,,,,False,True,24,17,Shonn Greene
2009,2009-10-04,4,4,24.044,NYJ,NOR,False,4,23,5.75,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,False,10,24,Shonn Greene
2009,2009-10-12,5,5,24.052,NYJ,MIA,False,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,False,27,31,Shonn Greene
2009,2009-10-18,6,6,24.058,NYJ,BUF,False,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,False,13,16,Shonn Greene
2009,2009-10-25,7,7,24.065,NYJ,OAK,False,19,144,7.58,2,1,0,0,,0,0.0%,0.00,2,12,0,,0,0,0,0,,,,,,,True,True,38,0,Shonn Greene
2009,2009-11-01,8,8,24.072,NYJ,MIA,False,8,18,2.25,0,1,0,0,,0,0.0%,0.00,0,0,1,1,0,0,0,0,,,,,,,False,False,25,30,Shonn Greene
2009,2009-11-15,9,10,24.086,NYJ,JAX,False,7,26,3.71,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,False,22,24,Shonn Greene
2009,2009-11-22,10,11,24.093,NYJ,NWE,False,3,-1,-0.33,0,1,0,0,,0,0.0%,0.00,0,0,0,,0,0,0,0,,,,,,,True,False,14,31,Shonn Greene
2009,2009-11-29,11,12,24.100,NYJ,CAR,False,10,36,3.60,0,1,0,0,,0,0.0%,0.00,0,0,1,1,0,0,0,0,,,,,,,False,True,17,6,Shonn Greene
2009,2009-12-03,12,13,24.104,NYJ,BUF,False,11,59,5.36,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,True,19,13,Shonn Greene
2009,2009-12-13,13,14,24.114,NYJ,TAM,False,6,41,6.83,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,True,True,26,3,Shonn Greene
2009,2009-12-20,14,15,24.121,NYJ,ATL,False,8,30,3.75,0,1,0,0,,0,0.0%,0.00,0,0,0,,0,0,0,0,,,,,,,False,False,7,10,Shonn Greene
2009,2009-12-27,15,16,24.128,NYJ,IND,False,16,95,5.94,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,True,29,15,Shonn Greene
2009,2010-01-03,16,17,24.135,NYJ,CIN,False,13,62,4.77,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,True,37,0,Shonn Greene
2010,2010-09-13,1,1,25.023,NYJ,BAL,True,5,18,3.60,0,2,1,9,9.00,0,50.0%,4.50,0,0,2,1,0,0,0,0,,,,,,,False,False,9,10,Shonn Greene
2010,2010-09-19,2,2,25.029,NYJ,NWE,True,15,52,3.47,0,1,1,8,8.00,0,100.0%,8.00,0,0,0,,0,0,0,0,,,,,,,False,True,28,14,Shonn Greene
2010,2010-09-26,3,3,25.036,NYJ,MIA,False,10,36,3.60,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,True,31,23,Shonn Greene
2010,2010-10-03,4,4,25.043,NYJ,BUF,False,22,117,5.32,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,True,38,14,Shonn Greene
2010,2010-10-11,5,5,25.051,NYJ,MIN,False,10,57,5.70,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,,,,,,,False,True,29,20,Shonn Greene
2010,2010-10-17,6,6,25.057,NYJ,DEN,False,9,43,4.78,0,1,0,0,,0,0.0%,0.00,0,0,0,,0,0,0,0,,,,,,,True,True,24,20,Shonn Greene
2010,2010-10-31,7,8,25.071,NYJ,GNB,False,6,22,3.67,0,2,1,10,10.00,0,50.0%,5.00,0,0,0,,0,0,0,0,,,,,,,False,False,0,9,Shonn Greene
2010,2010-11-07,8,9,25.078,NYJ,DET,False,10,46,4.60,0,2,2,9,4.50,0,100.0%,4.50,0,0,0,,0,0,0,0,,,,,,,True,True,23,20,Shonn Greene
2010,2010-11-14,9,10,25.085,NYJ,CLE,False,20,72,3.60,0,3,3,22,7.33,0,100.0%,7.33,0,0,0,,0,0,0,0,,,,,,,True,True,26,20,Shonn Greene
2010,2010-11-21,10,11,25.092,NYJ,HOU,False,15,42,2.80,0,1,0,0,,0,0.0%,0.00,0,0,1,1,0,0,0,0,,,,,,,False,True,30,27,Shonn Greene
2010,2010-11-25,11,12,25.096,NYJ,CIN,False,18,70,3.89,0,2,1,11,11.00,0,50.0%,5.50,0,0,0,,0,0,0,0,,,,,,,False,True,26,10,Shonn Greene
2010,2010-12-06,12,13,25.107,NYJ,NWE,False,13,64,4.92,0,1,1,3,3.00,0,100.0%,3.00,0,0,0,,0,0,0,0,,,,,,,True,False,3,45,Shonn Greene
2010,2010-12-12,13,14,25.113,NYJ,MIA,False,8,17,2.13,0,4,3,29,9.67,0,75.0%,7.25,0,0,0,,0,0,0,0,,,,,,,False,False,6,10,Shonn Greene
2010,2010-12-19,14,15,25.120,NYJ,PIT,False,12,40,3.33,0,2,1,5,5.00,0,50.0%,2.50,0,0,0,,0,0,0,0,,,,,,,True,True,22,17,Shonn Greene
2010,2010-12-26,15,16,25.127,NYJ,CHI,False,12,70,5.83,1,3,2,14,7.00,0,66.7%,4.67,1,6,0,,0,0,0,0,,,,,,,True,False,34,38,Shonn Greene
2010,2011-01-02,16,17,,NYJ,BUF,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,38,7,Shonn Greene
2011,2011-09-11,1,1,26.021,NYJ,DAL,True,10,26,2.60,0,1,1,7,7.00,0,100.0%,7.00,0,0,0,,0,0,0,0,,,,,,,False,True,27,24,Shonn Greene
2011,2011-09-18,2,2,26.028,NYJ,JAX,True,16,49,3.06,1,2,2,6,3.00,0,100.0%,3.00,1,6,0,,0,0,0,0,,,,,,,False,True,32,3,Shonn Greene
2011,2011-09-25,3,3,26.035,NYJ,OAK,True,15,59,3.93,0,7,7,47,6.71,0,100.0%,6.71,0,0,0,,0,0,0,0,,,,,,,True,False,24,34,Shonn Greene
2011,2011-10-02,4,4,26.042,NYJ,BAL,True,10,23,2.30,0,0,0,0,,0,0.0%,,0,0,0,,0,1,0,0,,,,,,,True,False,17,34,Shonn Greene
2011,2011-10-09,5,5,26.049,NYJ,NWE,True,21,83,3.95,1,2,2,9,4.50,0,100.0%,4.50,1,6,0,,0,0,0,0,,,,,,,True,False,21,30,Shonn Greene
2011,2011-10-17,6,6,26.057,NYJ,MIA,True,21,74,3.52,0,2,1,3,3.00,0,50.0%,1.50,0,0,0,,0,0,0,0,,,,,,,False,True,24,6,Shonn Greene
2011,2011-10-23,7,7,26.063,NYJ,SDG,False,20,112,5.60,0,1,1,5,5.00,0,100.0%,5.00,0,0,0,,0,0,0,0,,,,,,,False,True,27,21,Shonn Greene
2011,2011-11-06,8,9,26.077,NYJ,BUF,True,19,76,4.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,True,True,27,11,Shonn Greene
2011,2011-11-13,9,10,26.084,NYJ,NWE,True,13,61,4.69,0,4,2,14,7.00,0,50.0%,3.50,0,0,0,,0,0,0,0,,,,,,,False,False,16,37,Shonn Greene
2011,2011-11-17,10,11,26.088,NYJ,DEN,True,3,10,3.33,0,1,1,4,4.00,0,100.0%,4.00,0,0,0,,0,0,0,0,,,,,,,True,False,13,17,Shonn Greene
2011,2011-11-27,11,12,26.098,NYJ,BUF,True,13,78,6.00,0,4,3,12,4.00,0,75.0%,3.00,0,0,0,,0,0,0,0,,,,,,,False,True,28,24,Shonn Greene
2011,2011-12-04,12,13,26.105,NYJ,WAS,True,22,88,4.00,3,4,3,26,8.67,0,75.0%,6.50,3,18,0,,0,0,0,0,,,,,,,True,True,34,19,Shonn Greene
2011,2011-12-11,13,14,26.112,NYJ,KAN,True,24,129,5.38,1,3,3,58,19.33,0,100.0%,19.33,1,6,0,,0,0,0,0,,,,,,,False,True,37,10,Shonn Greene
2011,2011-12-18,14,15,26.119,NYJ,PHI,True,18,73,4.06,0,4,1,0,0.00,0,25.0%,0.00,0,0,0,,0,0,0,0,,,,,,,True,False,19,45,Shonn Greene
2011,2011-12-24,15,16,26.125,NYJ,NYG,True,14,58,4.14,0,4,3,20,6.67,0,75.0%,5.00,0,0,0,,0,0,0,0,,,,,,,False,False,14,29,Shonn Greene
2011,2012-01-01,16,17,26.133,NYJ,MIA,True,14,55,3.93,0,2,0,0,,0,0.0%,0.00,0,0,0,,0,0,0,0,,,,,,,True,False,17,19,Shonn Greene
2012,2012-09-09,1,1,27.019,NYJ,BUF,True,27,94,3.48,1,1,0,0,,0,0.0%,0.00,1,6,2,0,0,2,0,0,44,68%,0,0%,0,0%,False,True,48,28,Shonn Greene
2012,2012-09-16,2,2,27.026,NYJ,PIT,True,11,23,2.09,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,24,42%,0,0%,0,0%,True,False,10,27,Shonn Greene
2012,2012-09-23,3,3,27.033,NYJ,MIA,True,19,40,2.11,0,2,2,9,4.50,0,100.0%,4.50,0,0,0,0,0,0,0,0,50,61%,0,0%,0,0%,True,True,23,20,Shonn Greene
2012,2012-09-30,4,4,27.040,NYJ,SFO,False,11,34,3.09,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,18,34%,0,0%,0,0%,False,False,0,34,Shonn Greene
2012,2012-10-08,5,5,27.048,NYJ,HOU,True,8,26,3.25,0,2,1,19,19.00,0,50.0%,9.50,0,0,0,0,0,0,0,0,24,42%,0,0%,0,0%,False,False,17,23,Shonn Greene
2012,2012-10-14,6,6,27.054,NYJ,IND,True,32,161,5.03,3,0,0,0,,0,0.0%,,3,18,0,0,0,0,0,0,42,66%,0,0%,0,0%,False,True,35,9,Shonn Greene
2012,2012-10-21,7,7,27.061,NYJ,NWE,True,16,54,3.38,1,9,6,34,5.67,0,66.7%,3.78,1,6,1,0,0,1,0,0,51,62%,0,0%,0,0%,True,False,26,29,Shonn Greene
2012,2012-10-28,8,8,27.068,NYJ,MIA,True,15,77,5.13,0,5,2,29,14.50,0,40.0%,5.80,0,0,0,0,0,0,0,0,65,79%,0,0%,0,0%,False,False,9,30,Shonn Greene
2012,2012-11-11,9,10,27.082,NYJ,SEA,True,15,58,3.87,0,2,1,5,5.00,0,50.0%,2.50,0,0,0,0,0,0,0,0,36,69%,0,0%,0,0%,True,False,7,28,Shonn Greene
2012,2012-11-18,10,11,27.089,NYJ,STL,True,18,64,3.56,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,26,40%,0,0%,0,0%,True,True,27,13,Shonn Greene
2012,2012-11-22,11,12,27.093,NYJ,NWE,True,14,71,5.07,0,1,1,9,9.00,0,100.0%,9.00,0,0,1,1,0,0,0,0,31,44%,0,0%,0,0%,False,False,19,49,Shonn Greene
2012,2012-12-02,12,13,27.103,NYJ,ARI,False,24,104,4.33,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,37,48%,0,0%,0,0%,False,True,7,6,Shonn Greene
2012,2012-12-09,13,14,27.110,NYJ,JAX,True,20,77,3.85,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,29,45%,0,0%,0,0%,True,True,17,10,Shonn Greene
2012,2012-12-17,14,15,27.118,NYJ,TEN,True,13,68,5.23,0,3,2,1,0.50,0,66.7%,0.33,0,0,0,0,0,0,0,0,32,47%,0,0%,0,0%,True,False,10,14,Shonn Greene
2012,2012-12-23,15,16,27.124,NYJ,SDG,True,14,38,2.71,2,3,2,42,21.00,0,66.7%,14.00,2,12,0,0,0,0,0,0,30,49%,0,0%,0,0%,False,False,17,27,Shonn Greene
2012,2012-12-30,16,17,27.131,NYJ,BUF,True,19,74,3.89,0,2,2,3,1.50,0,100.0%,1.50,0,0,0,0,0,0,0,0,29,39%,0,0%,0,0%,True,False,9,28,Shonn Greene
2013,2013-09-08,1,1,28.018,TEN,PIT,False,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,4,6%,0,0%,0,0%,True,True,16,9,Shonn Greene
