Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2016,2016-11-27,11,12,22.163,OAK,,CAR,W 35-32,True,7,4,22,5.50,0,57.1%,3.14,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,71,96%,0,0%,0,0%,False,Amari Cooper
2016,2016-12-04,12,13,22.170,OAK,,BUF,W 38-24,True,4,2,59,29.50,1,50.0%,14.75,1,0,0.00,0,0,0,,0,,1,6,0,0,0,0,0,0,63,89%,0,0%,0,0%,False,Amari Cooper
2016,2016-12-08,13,14,22.174,OAK,@,KAN,L 13-21,True,10,5,29,5.80,0,50.0%,2.90,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,74,99%,0,0%,0,0%,True,Amari Cooper
2016,2016-12-18,14,15,22.184,OAK,@,SDG,W 19-16,True,3,1,28,28.00,0,33.3%,9.33,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,51,82%,0,0%,0,0%,True,Amari Cooper
2016,2016-12-24,15,16,22.190,OAK,,IND,W 33-25,True,7,5,76,15.20,0,71.4%,10.86,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,61,80%,0,0%,2,7%,False,Amari Cooper
2016,2017-01-01,16,17,22.198,OAK,@,DEN,L 6-24,False,8,4,39,9.75,1,50.0%,4.88,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,42,78%,0,0%,0,0%,True,Amari Cooper
2017,2017-09-10,1,1,23.085,OAK,@,TEN,W 26-16,True,13,5,62,12.40,1,38.5%,4.77,0,0,,0,0,0,,0,,1,6,1,0,0,0,0,0,61,92%,0,0%,0,0%,True,Amari Cooper
2017,2017-09-17,2,2,23.092,OAK,,NYJ,W 45-20,True,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,48,84%,0,0%,1,3%,False,Amari Cooper
2017,2017-09-24,3,3,23.099,OAK,@,WAS,L 10-27,True,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,44,86%,0,0%,0,0%,True,Amari Cooper
2017,2017-10-01,4,4,23.106,OAK,@,DEN,L 10-16,True,8,2,9,4.50,0,25.0%,1.13,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,53,98%,0,0%,0,0%,True,Amari Cooper
2017,2017-10-08,5,5,23.113,OAK,,BAL,L 17-30,True,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,55,98%,0,0%,0,0%,False,Amari Cooper
2017,2017-10-15,6,6,23.120,OAK,,LAC,L 16-17,True,6,5,28,5.60,0,83.3%,4.67,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,55,95%,0,0%,0,0%,False,Amari Cooper
2017,2017-10-19,7,7,23.124,OAK,,KAN,W 31-30,True,19,11,210,19.09,2,57.9%,11.05,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,78,95%,0,0%,0,0%,False,Amari Cooper
2017,2017-10-29,8,8,23.134,OAK,@,BUF,L 14-34,True,10,5,48,9.60,0,50.0%,4.80,1,4,4.00,0,0,0,,0,,0,0,0,0,0,0,0,0,63,97%,0,0%,0,0%,True,Amari Cooper
2017,2017-11-05,9,9,23.141,OAK,@,MIA,W 27-24,True,9,4,58,14.50,0,44.4%,6.44,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,59,92%,0,0%,1,4%,True,Amari Cooper
2017,2017-11-19,10,11,23.155,OAK,,NWE,L 8-33,True,7,3,28,9.33,1,42.9%,4.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,67,91%,0,0%,0,0%,False,Amari Cooper
2017,2017-11-26,11,12,23.162,OAK,,DEN,W 21-14,True,1,1,9,9.00,1,100.0%,9.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,28,41%,0,0%,0,0%,False,Amari Cooper
2017,2017-12-03,12,13,,OAK,,NYG,W 24-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Amari Cooper
2017,2017-12-10,13,14,23.176,OAK,@,KAN,L 15-26,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,14,23%,0,0%,0,0%,True,Amari Cooper
2017,2017-12-17,14,15,,OAK,,DAL,L 17-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Amari Cooper
2017,2017-12-25,15,16,23.191,OAK,@,PHI,L 10-19,False,4,3,66,22.00,1,75.0%,16.50,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,43,64%,0,0%,0,0%,True,Amari Cooper
2017,2017-12-31,16,17,23.197,OAK,@,LAC,L 10-30,False,6,3,115,38.33,1,50.0%,19.17,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,42,78%,0,0%,0,0%,True,Amari Cooper
2018,2018-09-10,1,1,24.085,OAK,,LAR,L 13-33,True,3,1,9,9.00,0,33.3%,3.00,1,9,9.00,0,0,0,,0,,0,0,0,0,0,0,0,0,66,94%,0,0%,0,0%,False,Amari Cooper
2018,2018-09-16,2,2,24.091,OAK,@,DEN,L 19-20,True,10,10,116,11.60,0,100.0%,11.60,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,54,83%,0,0%,0,0%,True,Amari Cooper
2018,2018-09-23,3,3,24.098,OAK,@,MIA,L 20-28,True,5,2,17,8.50,0,40.0%,3.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,60,79%,0,0%,0,0%,True,Amari Cooper
2018,2018-09-30,4,4,24.105,OAK,,CLE,W 45-42,True,11,8,128,16.00,1,72.7%,11.64,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,80,87%,0,0%,0,0%,False,Amari Cooper
2018,2018-10-07,5,5,24.112,OAK,@,LAC,L 10-26,True,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,51,96%,0,0%,1,4%,True,Amari Cooper
2018,2018-10-14,6,6,24.119,OAK,,SEA,L 3-27,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,12,20%,0,0%,0,0%,False,Amari Cooper
2018,2018-11-05,8,9,24.141,DAL,,TEN,L 14-28,True,8,5,58,11.60,1,62.5%,7.25,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,50,85%,0,0%,0,0%,False,Amari Cooper
2018,2018-11-11,9,10,24.147,DAL,@,PHI,W 27-20,True,10,6,75,12.50,0,60.0%,7.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,54,78%,0,0%,0,0%,True,Amari Cooper
2018,2018-11-18,10,11,24.154,DAL,@,ATL,W 22-19,True,5,3,36,12.00,0,60.0%,7.20,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,51,80%,0,0%,0,0%,True,Amari Cooper
2018,2018-11-22,11,12,24.158,DAL,,WAS,W 31-23,True,9,8,180,22.50,2,88.9%,20.00,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,47,67%,0,0%,0,0%,False,Amari Cooper
2018,2018-11-29,12,13,24.165,DAL,,NOR,W 13-10,True,8,8,76,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,,0,0,1,1,0,1,0,0,56,79%,0,0%,0,0%,False,Amari Cooper
2018,2018-12-09,13,14,24.175,DAL,,PHI,W 29-23,True,13,10,217,21.70,3,76.9%,16.69,0,0,,0,0,0,,0,,3,18,0,0,0,0,0,0,90,91%,0,0%,1,3%,False,Amari Cooper
2018,2018-12-16,14,15,24.182,DAL,@,IND,L 0-23,True,7,4,32,8.00,0,57.1%,4.57,1,11,11.00,0,0,0,,0,,0,0,0,0,0,0,0,0,54,78%,0,0%,0,0%,True,Amari Cooper
2018,2018-12-23,15,16,24.189,DAL,,TAM,W 27-20,True,5,4,20,5.00,0,80.0%,4.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,44,85%,0,0%,1,4%,False,Amari Cooper
2018,2018-12-30,16,17,24.196,DAL,@,NYG,W 36-35,True,11,5,31,6.20,0,45.5%,2.82,0,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,65,84%,0,0%,0,0%,True,Amari Cooper
2019,2019-09-08,1,1,25.083,DAL,,NYG,W 35-17,True,9,6,106,17.67,1,66.7%,11.78,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,52,76%,0,0%,0,0%,False,Amari Cooper
2019,2019-09-15,2,2,25.090,DAL,@,WAS,W 31-21,True,5,4,44,11.00,1,80.0%,8.80,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,63,91%,0,0%,0,0%,True,Amari Cooper
2019,2019-09-22,3,3,25.097,DAL,,MIA,W 31-6,True,7,6,88,14.67,2,85.7%,12.57,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,61,85%,0,0%,0,0%,False,Amari Cooper
2019,2019-09-29,4,4,25.104,DAL,@,NOR,L 10-12,True,8,5,48,9.60,0,62.5%,6.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,56,97%,0,0%,0,0%,True,Amari Cooper
2019,2019-10-06,5,5,25.111,DAL,,GNB,L 24-34,True,14,11,226,20.55,1,78.6%,16.14,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,62,87%,0,0%,0,0%,False,Amari Cooper
2019,2019-10-13,6,6,25.118,DAL,@,NYJ,L 22-24,True,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,3,4%,0,0%,0,0%,True,Amari Cooper
2019,2019-10-20,7,7,25.125,DAL,,PHI,W 37-10,True,5,5,106,21.20,0,100.0%,21.20,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,56,81%,0,0%,0,0%,False,Amari Cooper
2019,2019-11-04,8,9,25.140,DAL,@,NYG,W 37-18,True,7,4,80,20.00,1,57.1%,11.43,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,59,86%,0,0%,0,0%,True,Amari Cooper
2019,2019-11-10,9,10,25.146,DAL,,MIN,L 24-28,True,14,11,147,13.36,1,78.6%,10.50,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,63,89%,0,0%,0,0%,False,Amari Cooper
2019,2019-11-17,10,11,25.153,DAL,@,DET,W 35-27,True,8,3,38,12.67,0,37.5%,4.75,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,41,56%,0,0%,0,0%,True,Amari Cooper
2019,2019-11-24,11,12,25.160,DAL,@,NWE,L 9-13,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,51,81%,0,0%,0,0%,True,Amari Cooper
2019,2019-11-28,12,13,25.164,DAL,,BUF,L 15-26,True,11,8,85,10.63,0,72.7%,7.73,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,63,83%,0,0%,0,0%,False,Amari Cooper
2019,2019-12-05,13,14,25.171,DAL,@,CHI,L 24-31,True,8,6,83,13.83,1,75.0%,10.38,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,57,78%,0,0%,0,0%,True,Amari Cooper
2019,2019-12-15,14,15,25.181,DAL,,LAR,W 44-21,True,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,50,71%,0,0%,0,0%,False,Amari Cooper
2019,2019-12-22,15,16,25.188,DAL,@,PHI,L 9-17,True,12,4,24,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,46,74%,0,0%,0,0%,True,Amari Cooper
2019,2019-12-29,16,17,25.195,DAL,,WAS,W 47-16,True,5,4,92,23.00,0,80.0%,18.40,1,6,6.00,0,0,0,,0,,0,0,0,0,0,0,0,0,62,82%,0,0%,0,0%,False,Amari Cooper
2020,2020-09-13,1,1,26.088,DAL,@,LAR,L 17-20,True,14,10,81,8.10,0,71.4%,5.79,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,68,94%,0,0%,0,0%,True,Amari Cooper
2020,2020-09-20,2,2,26.095,DAL,,ATL,W 40-39,True,9,6,100,16.67,0,66.7%,11.11,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,75,91%,0,0%,0,0%,False,Amari Cooper
2020,2020-09-27,3,3,26.102,DAL,@,SEA,L 31-38,True,12,9,86,9.56,0,75.0%,7.17,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,65,79%,0,0%,0,0%,True,Amari Cooper
2020,2020-10-04,4,4,26.109,DAL,,CLE,L 38-49,True,16,12,134,11.17,1,75.0%,8.38,0,0,,0,0,0,,0,1,1,8,0,0,0,0,0,0,63,77%,0,0%,0,0%,False,Amari Cooper
2020,2020-10-11,5,5,26.116,DAL,,NYG,W 37-34,True,4,2,23,11.50,0,50.0%,5.75,1,-2,-2.00,0,0,0,,0,,0,0,0,0,0,0,0,0,42,64%,0,0%,0,0%,False,Amari Cooper
2020,2020-10-19,6,6,26.124,DAL,,ARI,L 10-38,True,10,7,79,11.29,1,70.0%,7.90,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,79,89%,0,0%,0,0%,False,Amari Cooper
2020,2020-10-25,7,7,26.130,DAL,@,WAS,L 3-25,False,7,7,80,11.43,0,100.0%,11.43,1,5,5.00,0,0,0,,0,,0,0,0,0,0,0,0,0,42,74%,0,0%,0,0%,True,Amari Cooper
2020,2020-11-01,8,8,26.137,DAL,@,PHI,L 9-23,True,5,1,5,5.00,0,20.0%,1.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,59,75%,0,0%,0,0%,True,Amari Cooper
2020,2020-11-08,9,9,26.144,DAL,,PIT,L 19-24,True,6,5,67,13.40,0,83.3%,11.17,1,8,8.00,0,0,0,,0,,0,0,0,0,0,0,0,0,59,82%,0,0%,0,0%,False,Amari Cooper
2020,2020-11-22,10,11,26.158,DAL,@,MIN,W 31-28,True,7,6,81,13.50,0,85.7%,11.57,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,54,82%,0,0%,0,0%,True,Amari Cooper
2020,2020-11-26,11,12,26.162,DAL,,WAS,L 16-41,True,8,6,112,18.67,1,75.0%,14.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,50,85%,0,0%,0,0%,False,Amari Cooper
2020,2020-12-08,12,13,26.174,DAL,@,BAL,L 17-34,True,9,5,43,8.60,1,55.6%,4.78,1,10,10.00,0,0,0,,0,,1,6,0,0,0,0,0,0,69,87%,0,0%,0,0%,True,Amari Cooper
2020,2020-12-13,13,14,26.179,DAL,@,CIN,W 30-7,True,5,4,51,12.75,1,80.0%,10.20,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,42,82%,0,0%,0,0%,True,Amari Cooper
2020,2020-12-20,14,15,26.186,DAL,,SFO,W 41-33,True,3,2,10,5.00,0,66.7%,3.33,2,-7,-3.50,0,0,0,,0,,0,0,0,0,0,0,0,0,45,78%,0,0%,1,3%,False,Amari Cooper
2020,2020-12-27,15,16,26.193,DAL,,PHI,W 37-17,True,6,4,121,30.25,0,66.7%,20.17,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,51,73%,0,0%,0,0%,False,Amari Cooper
2020,2021-01-03,16,17,26.200,DAL,@,NYG,L 19-23,True,9,6,41,6.83,0,66.7%,4.56,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,81,98%,0,0%,0,0%,True,Amari Cooper
2021,2021-09-09,1,1,27.084,DAL,@,TAM,L 29-31,True,17,13,139,10.69,2,76.5%,8.18,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,74,88%,0,0%,0,0%,True,Amari Cooper
2021,2021-09-19,2,2,27.094,DAL,@,LAC,W 20-17,True,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,60,97%,0,0%,0,0%,True,Amari Cooper
2021,2021-09-27,3,3,27.102,DAL,,PHI,W 41-21,True,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,65,86%,0,0%,0,0%,False,Amari Cooper
2021,2021-10-03,4,4,27.108,DAL,,CAR,W 36-28,True,3,3,69,23.00,1,100.0%,23.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,29,48%,0,0%,0,0%,False,Amari Cooper
2021,2021-10-10,5,5,27.115,DAL,,NYG,W 44-20,True,6,3,60,20.00,1,50.0%,10.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,57,73%,0,0%,0,0%,False,Amari Cooper
2021,2021-10-17,6,6,27.122,DAL,@,NWE,W 35-29,True,8,5,55,11.00,0,62.5%,6.88,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,78,88%,0,0%,0,0%,True,Amari Cooper
2021,2021-10-31,7,8,27.136,DAL,@,MIN,W 20-16,True,13,8,122,15.25,1,61.5%,9.38,0,0,,0,0,0,,0,,1,6,1,0,0,0,0,0,63,86%,0,0%,0,0%,True,Amari Cooper
2021,2021-11-07,8,9,27.143,DAL,,DEN,L 16-30,True,5,2,37,18.50,0,40.0%,7.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,36,58%,0,0%,0,0%,False,Amari Cooper
2021,2021-11-14,9,10,27.150,DAL,,ATL,W 43-3,True,4,4,51,12.75,0,100.0%,12.75,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,51,66%,0,0%,0,0%,False,Amari Cooper
2021,2021-11-21,10,11,,DAL,@,KAN,L 9-19,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Amari Cooper
2021,2021-11-25,11,12,,DAL,,LVR,L 33-36,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Amari Cooper
2021,2021-12-02,12,13,27.168,DAL,@,NOR,W 27-17,False,2,2,41,20.50,0,100.0%,20.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,24,34%,0,0%,0,0%,True,Amari Cooper
2021,2021-12-12,13,14,27.178,DAL,@,WAS,W 27-20,True,7,5,51,10.20,1,71.4%,7.29,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,75,88%,0,0%,0,0%,True,Amari Cooper
2021,2021-12-19,14,15,27.185,DAL,@,NYG,W 21-6,True,5,2,8,4.00,0,40.0%,1.60,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,66,93%,0,0%,0,0%,True,Amari Cooper
2021,2021-12-26,15,16,27.192,DAL,,WAS,W 56-14,True,11,7,85,12.14,1,63.6%,7.73,0,0,,0,0,0,,0,,1,6,0,0,0,1,-6,0,52,71%,0,0%,0,0%,False,Amari Cooper
2021,2022-01-02,16,17,27.199,DAL,,ARI,L 22-25,True,7,3,18,6.00,1,42.9%,2.57,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,58,91%,0,0%,0,0%,False,Amari Cooper
2021,2022-01-08,17,18,27.205,DAL,@,PHI,W 51-26,True,7,5,79,15.80,0,71.4%,11.29,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,46,74%,0,0%,0,0%,True,Amari Cooper
,108 Games,,,,,,,58-50-0,False,818,517,7076,13.69,46,63.2%,8.65,14,41,2.93,0,8,41,5.13,0,3,46,282,7,3,0,2,-6,0,,,,,,,False,Amari Cooper
