Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2015,2015-09-13,1,1,21.088,OAK,,CIN,L 13-33,True,9,5,47,9.40,0,55.6%,5.22,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,54,86%,0,0%,0,0%,False,Amari Cooper
2015,2015-09-20,2,2,21.095,OAK,,BAL,W 37-33,True,11,7,109,15.57,1,63.6%,9.91,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,60,81%,0,0%,0,0%,False,Amari Cooper
2015,2015-09-27,3,3,21.102,OAK,@,CLE,W 27-20,True,11,8,134,16.75,0,72.7%,12.18,0,0,,0,2,0,0.00,0,,0,0,1,1,0,0,0,0,58,85%,0,0%,2,7%,True,Amari Cooper
2015,2015-10-04,4,4,21.109,OAK,@,CHI,L 20-22,True,9,4,49,12.25,1,44.4%,5.44,0,0,,0,1,7,7.00,0,,1,6,0,0,0,0,0,0,57,98%,0,0%,1,4%,True,Amari Cooper
2015,2015-10-11,5,5,21.116,OAK,,DEN,L 10-16,True,4,4,47,11.75,0,100.0%,11.75,1,2,2.00,0,1,18,18.00,0,,0,0,0,0,0,0,0,0,64,91%,0,0%,4,15%,False,Amari Cooper
2015,2015-10-25,6,7,21.130,OAK,@,SDG,W 37-29,False,6,5,133,26.60,1,83.3%,22.17,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,56,90%,0,0%,3,9%,True,Amari Cooper
2015,2015-11-01,7,8,21.137,OAK,,NYJ,W 34-20,True,9,5,46,9.20,0,55.6%,5.11,1,2,2.00,0,0,0,,0,,0,0,0,0,0,0,0,0,56,90%,0,0%,0,0%,False,Amari Cooper
2015,2015-11-08,8,9,21.144,OAK,@,PIT,L 35-38,True,13,7,88,12.57,1,53.8%,6.77,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,63,90%,0,0%,0,0%,True,Amari Cooper
2015,2015-11-15,9,10,21.151,OAK,,MIN,L 14-30,True,9,5,79,15.80,0,55.6%,8.78,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,59,92%,0,0%,0,0%,False,Amari Cooper
2015,2015-11-22,10,11,21.158,OAK,@,DET,L 13-18,True,4,1,4,4.00,0,25.0%,1.00,0,0,,0,4,16,4.00,0,,0,0,0,0,0,0,0,0,48,94%,0,0%,5,19%,True,Amari Cooper
2015,2015-11-29,11,12,21.165,OAK,@,TEN,W 24-21,True,12,7,115,16.43,0,58.3%,9.58,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,66,93%,0,0%,0,0%,True,Amari Cooper
2015,2015-12-06,12,13,21.172,OAK,,KAN,L 20-34,True,8,4,69,17.25,0,50.0%,8.63,1,-7,-7.00,0,0,0,,0,,0,0,0,0,0,0,0,0,77,97%,0,0%,0,0%,False,Amari Cooper
2015,2015-12-13,13,14,21.179,OAK,@,DEN,W 15-12,True,8,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,45,79%,0,0%,0,0%,True,Amari Cooper
2015,2015-12-20,14,15,21.186,OAK,,GNB,L 20-30,True,9,6,120,20.00,2,66.7%,13.33,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,63,82%,0,0%,0,0%,False,Amari Cooper
2015,2015-12-24,15,16,21.190,OAK,,SDG,W 23-20,True,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,20,29%,0,0%,0,0%,False,Amari Cooper
2015,2016-01-03,16,17,21.200,OAK,@,KAN,L 17-23,True,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,55,96%,0,0%,0,0%,True,Amari Cooper
2016,2016-09-11,1,1,22.086,OAK,@,NOR,W 35-34,True,11,6,137,22.83,0,54.5%,12.45,0,0,,0,0,0,,0,1,0,2,1,0,0,0,0,0,72,99%,0,0%,0,0%,True,Amari Cooper
2016,2016-09-18,2,2,22.093,OAK,,ATL,L 28-35,True,9,5,71,14.20,0,55.6%,7.89,0,0,,0,0,0,,0,,0,0,1,0,0,0,0,0,69,92%,0,0%,0,0%,False,Amari Cooper
2016,2016-09-25,3,3,22.100,OAK,@,TEN,W 17-10,True,9,4,62,15.50,0,44.4%,6.89,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,52,80%,0,0%,0,0%,True,Amari Cooper
2016,2016-10-02,4,4,22.107,OAK,@,BAL,W 28-27,False,6,5,48,9.60,0,83.3%,8.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,55,92%,0,0%,0,0%,True,Amari Cooper
2016,2016-10-09,5,5,22.114,OAK,,SDG,W 34-31,True,12,6,138,23.00,1,50.0%,11.50,0,0,,0,0,0,,0,1,1,8,0,0,0,0,0,0,65,89%,0,0%,0,0%,False,Amari Cooper
2016,2016-10-16,6,6,22.121,OAK,,KAN,L 10-26,True,13,10,129,12.90,0,76.9%,9.92,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,55,100%,0,0%,0,0%,False,Amari Cooper
2016,2016-10-23,7,7,22.128,OAK,@,JAX,W 33-16,True,5,4,29,7.25,0,80.0%,5.80,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,68,94%,0,0%,1,3%,True,Amari Cooper
2016,2016-10-30,8,8,22.135,OAK,@,TAM,W 30-24,True,15,12,173,14.42,1,80.0%,11.53,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,90,96%,0,0%,0,0%,True,Amari Cooper
2016,2016-11-06,9,9,22.142,OAK,,DEN,W 30-20,True,8,6,56,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,67,76%,0,0%,1,3%,False,Amari Cooper
2016,2016-11-21,10,11,22.157,OAK,,HOU,W 27-20,True,5,4,57,14.25,1,80.0%,11.40,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,42,79%,0,0%,0,0%,False,Amari Cooper
