Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2001.0,2001-12-02,11.0,12.0,23.358,BUF,SFO,L 0-35,False,,,,,1,0.0,0,0,0.0,,,,,,,,,,,,True,Shayne Graham,False,0,35
2001.0,2001-12-09,12.0,13.0,24.0,BUF,CAR,W 25-24,False,1,1,100.0,2,2,100.0,0,7,0.0,1,0,1,0,,,,,,,,False,Shayne Graham,True,25,24
2001.0,2001-12-16,13.0,14.0,24.007,BUF,NWE,L 9-12,False,,,,3,4,75.0,0,9,0.0,1,0,1,0,,,,,,,,False,Shayne Graham,False,9,12
2001.0,2001-12-23,14.0,15.0,24.014,BUF,ATL,L 30-33,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,,,,,,,True,Shayne Graham,False,30,33
2001.0,2001-12-30,15.0,16.0,24.021,BUF,NYJ,W 14-9,False,2,2,100.0,,,,0,2,0.0,,,,,,,,,,,,True,Shayne Graham,True,14,9
2001.0,2002-01-06,16.0,17.0,24.028,BUF,MIA,L 7-34,False,1,1,100.0,,,,0,1,0.0,0,1,1,0,,,,,,,,True,Shayne Graham,False,7,34
2002.0,2002-09-29,4.0,4.0,24.294,CAR,GNB,L 14-17,False,2,2,100.0,,1,0.0,0,2,0.0,,,,,,,,,,,,True,Shayne Graham,False,14,17
2002.0,2002-10-06,5.0,5.0,24.301,CAR,ARI,L 13-16,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,,,,,,,False,Shayne Graham,False,13,16
2002.0,2002-10-13,6.0,6.0,24.308,CAR,DAL,L 13-14,False,1,1,100.0,2,3,66.7,0,7,0.0,,,,,,,,,,,,True,Shayne Graham,False,13,14
2002.0,2002-10-20,7.0,7.0,,CAR,ATL,L 0-30,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Shayne Graham,False,0,30
2002.0,2002-10-27,8.0,8.0,24.322,CAR,TAM,L 9-12,False,,,,3,3,100.0,0,9,0.0,,,,,,,,,,,,False,Shayne Graham,False,9,12
2002.0,2002-11-10,9.0,10.0,24.336,CAR,NOR,L 24-34,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,,,,,,,False,Shayne Graham,False,24,34
2002.0,2002-11-17,10.0,11.0,24.343,CAR,TAM,L 10-23,False,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,,,,,,,True,Shayne Graham,False,10,23
2002.0,2002-11-24,11.0,12.0,,CAR,ATL,L 0-41,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Shayne Graham,False,0,41
2002.0,2002-12-01,12.0,13.0,24.357,CAR,CLE,W 13-6,False,1,1,100.0,2,4,50.0,0,7,0.0,,,,,,,,,,,,True,Shayne Graham,True,13,6
2002.0,2002-12-08,13.0,14.0,24.364,CAR,CIN,W 52-31,False,6,6,100.0,,,,0,6,0.0,,,,,,,,,,,,False,Shayne Graham,True,52,31
2002.0,2002-12-15,14.0,15.0,25.006,CAR,PIT,L 14-30,False,2,2,100.0,,,,0,2,0.0,,,,,,,,,,,,True,Shayne Graham,False,14,30
2002.0,2002-12-22,15.0,16.0,25.013,CAR,CHI,W 24-14,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,,,,,,,False,Shayne Graham,True,24,14
2002.0,2002-12-29,16.0,17.0,25.02,CAR,NOR,W 10-6,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,,,,,,,True,Shayne Graham,True,10,6
2003.0,2003-09-07,1.0,1.0,25.272,CIN,DEN,L 10-30,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,,,,,,,False,Shayne Graham,False,10,30
2003.0,2003-09-14,2.0,2.0,25.279,CIN,OAK,L 20-23,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,,,,,,,True,Shayne Graham,False,20,23
2003.0,2003-09-21,3.0,3.0,25.286,CIN,PIT,L 10-17,False,1,1,100.0,1,1,100.0,0,4,0.0,1,0,1,0,,,,,,,,False,Shayne Graham,False,10,17
2003.0,2003-09-28,4.0,4.0,25.293,CIN,CLE,W 21-14,False,3,3,100.0,,,,0,3,0.0,,,,,,,,,,,,True,Shayne Graham,True,21,14
2003.0,2003-10-05,5.0,5.0,25.3,CIN,BUF,L 16-22,False,1,1,100.0,3,4,75.0,0,10,0.0,,,,,,,,,,,,True,Shayne Graham,False,16,22
2003.0,2003-10-19,6.0,7.0,25.314,CIN,BAL,W 34-26,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,,,,,,,False,Shayne Graham,True,34,26
2003.0,2003-10-26,7.0,8.0,25.321,CIN,SEA,W 27-24,False,3,3,100.0,2,2,100.0,0,9,0.0,0,1,1,0,,,,,,,,False,Shayne Graham,True,27,24
2003.0,2003-11-02,8.0,9.0,25.328,CIN,ARI,L 14-17,False,2,2,100.0,,,,0,2,0.0,1,0,1,0,,,,,,,,True,Shayne Graham,False,14,17
2003.0,2003-11-09,9.0,10.0,25.335,CIN,HOU,W 34-27,False,4,4,100.0,2,2,100.0,0,10,0.0,2,0,2,0,,,,,,,,False,Shayne Graham,True,34,27
2003.0,2003-11-16,10.0,11.0,25.342,CIN,KAN,W 24-19,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,,,,,,,False,Shayne Graham,True,24,19
2003.0,2003-11-23,11.0,12.0,25.349,CIN,SDG,W 34-27,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,,,,,,,True,Shayne Graham,True,34,27
2003.0,2003-11-30,12.0,13.0,25.356,CIN,PIT,W 24-20,False,3,3,100.0,1,1,100.0,0,6,0.0,1,0,1,0,,,,,,,,True,Shayne Graham,True,24,20
2003.0,2003-12-07,13.0,14.0,25.363,CIN,BAL,L 13-31,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,,,,,,,True,Shayne Graham,False,13,31
2003.0,2003-12-14,14.0,15.0,26.005,CIN,SFO,W 41-38,False,5,5,100.0,2,2,100.0,0,11,0.0,,,,,,,,,,,,False,Shayne Graham,True,41,38
2003.0,2003-12-21,15.0,16.0,26.012,CIN,STL,L 10-27,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,,,,,,,True,Shayne Graham,False,10,27
2003.0,2003-12-28,16.0,17.0,26.019,CIN,CLE,L 14-22,False,2,2,100.0,,1,0.0,0,2,0.0,,,,,,,,,,,,False,Shayne Graham,False,14,22
2004.0,2004-09-12,1.0,1.0,26.278,CIN,NYJ,L 24-31,False,3,3,100.0,1,1,100.0,0,6,0.0,,,,,,,,,,,,True,Shayne Graham,False,24,31
2004.0,2004-09-19,2.0,2.0,26.285,CIN,MIA,W 16-13,False,1,1,100.0,3,4,75.0,0,10,0.0,,,,,,,,,,,,False,Shayne Graham,True,16,13
