Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2006,2006-12-31,16,17,25.059,ATL,PHI,False,8,4,90,22.50,0,50.0%,11.25,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,17,24,Roddy White
2007,2007-09-09,1,1,25.311,ATL,MIN,False,5,4,29,7.25,0,80.0%,5.80,0,0,,0,,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,True,False,3,24,Roddy White
2007,2007-09-16,2,2,25.318,ATL,JAX,True,6,4,81,20.25,0,66.7%,13.50,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,7,13,Roddy White
2007,2007-09-23,3,3,25.325,ATL,CAR,True,9,7,127,18.14,1,77.8%,14.11,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,20,27,Roddy White
2007,2007-09-30,4,4,25.332,ATL,HOU,True,6,3,64,21.33,0,50.0%,10.67,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,26,16,Roddy White
2007,2007-10-07,5,5,25.339,ATL,TEN,True,7,3,55,18.33,0,42.9%,7.86,1,-2,-2.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,13,20,Roddy White
2007,2007-10-15,6,6,25.347,ATL,NYG,True,5,4,64,16.00,0,80.0%,12.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,10,31,Roddy White
2007,2007-10-21,7,7,25.353,ATL,NOR,True,8,8,110,13.75,1,100.0%,13.75,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,16,22,Roddy White
2007,2007-11-04,8,9,26.002,ATL,SFO,True,8,3,55,18.33,0,37.5%,6.88,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,20,16,Roddy White
2007,2007-11-11,9,10,26.009,ATL,CAR,True,11,6,57,9.50,0,54.5%,5.18,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,20,13,Roddy White
2007,2007-11-18,10,11,26.016,ATL,TAM,True,7,4,28,7.00,0,57.1%,4.00,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,False,False,7,31,Roddy White
2007,2007-11-22,11,12,26.020,ATL,IND,True,10,6,104,17.33,1,60.0%,10.40,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,13,31,Roddy White
2007,2007-12-02,12,13,26.030,ATL,STL,True,18,10,146,14.60,1,55.6%,8.11,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,True,False,16,28,Roddy White
2007,2007-12-10,13,14,26.038,ATL,NOR,True,7,3,75,25.00,1,42.9%,10.71,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,14,34,Roddy White
2007,2007-12-16,14,15,26.044,ATL,TAM,True,4,1,4,4.00,0,25.0%,1.00,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,3,37,Roddy White
2007,2007-12-23,15,16,26.051,ATL,ARI,True,17,12,141,11.75,0,70.6%,8.29,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,27,30,Roddy White
2007,2007-12-30,16,17,26.058,ATL,SEA,True,9,5,62,12.40,1,55.6%,6.89,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,44,41,Roddy White
2008,2008-09-07,1,1,26.310,ATL,DET,True,2,2,54,27.00,0,100.0%,27.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,,,,,,,False,True,34,21,Roddy White
2008,2008-09-14,2,2,26.317,ATL,TAM,True,8,4,59,14.75,0,50.0%,7.38,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,,,,,,,True,False,9,24,Roddy White
2008,2008-09-21,3,3,26.324,ATL,KAN,True,7,5,119,23.80,1,71.4%,17.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,,,,,,,False,True,38,14,Roddy White
2008,2008-09-28,4,4,26.331,ATL,CAR,True,16,7,90,12.86,0,43.8%,5.63,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,,,,,,,True,False,9,24,Roddy White
2008,2008-10-05,5,5,26.338,ATL,GNB,True,11,8,132,16.50,1,72.7%,12.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,,,,,,,True,True,27,24,Roddy White
2008,2008-10-12,6,6,26.345,ATL,CHI,False,13,9,112,12.44,1,69.2%,8.62,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,,,,,,,False,True,22,20,Roddy White
2008,2008-10-26,7,8,26.359,ATL,PHI,True,15,8,113,14.13,2,53.3%,7.53,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,False,14,27,Roddy White
2008,2008-11-02,8,9,27.000,ATL,OAK,True,5,5,54,10.80,0,100.0%,10.80,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,,,,,,,True,True,24,0,Roddy White
2008,2008-11-09,9,10,27.007,ATL,NOR,True,10,5,68,13.60,1,50.0%,6.80,1,2,2.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,,,,,,,False,True,34,20,Roddy White
2008,2008-11-16,10,11,27.014,ATL,DEN,True,11,5,102,20.40,0,45.5%,9.27,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,False,20,24,Roddy White
2008,2008-11-23,11,12,27.021,ATL,CAR,True,9,4,70,17.50,0,44.4%,7.78,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,False,True,45,28,Roddy White
2008,2008-11-30,12,13,27.028,ATL,SDG,True,7,6,112,18.67,0,85.7%,16.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,,,,,,,True,True,22,16,Roddy White
2008,2008-12-07,13,14,27.035,ATL,NOR,True,13,10,164,16.40,0,76.9%,12.62,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,False,25,29,Roddy White
2008,2008-12-14,14,15,27.042,ATL,TAM,True,7,4,61,15.25,0,57.1%,8.71,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,True,13,10,Roddy White
2008,2008-12-21,15,16,27.049,ATL,MIN,True,7,3,24,8.00,0,42.9%,3.43,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,,,,,,,True,True,24,17,Roddy White
2008,2008-12-28,16,17,27.056,ATL,STL,True,7,3,48,16.00,1,42.9%,6.86,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,True,31,27,Roddy White
2009,2009-09-13,1,1,27.315,ATL,MIA,True,10,5,42,8.40,0,50.0%,4.20,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,19,7,Roddy White
2009,2009-09-20,2,2,27.322,ATL,CAR,True,10,6,53,8.83,1,60.0%,5.30,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,28,20,Roddy White
2009,2009-09-27,3,3,27.329,ATL,NWE,True,6,4,24,6.00,0,66.7%,4.00,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,10,26,Roddy White
2009,2009-10-11,4,5,27.343,ATL,SFO,True,10,8,210,26.25,2,80.0%,21.00,0,0,,0,,2,12,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,45,10,Roddy White
2009,2009-10-18,5,6,27.350,ATL,CHI,True,6,4,56,14.00,1,66.7%,9.33,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,21,14,Roddy White
2009,2009-10-25,6,7,27.357,ATL,DAL,True,11,6,50,8.33,1,54.5%,4.55,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,True,False,21,37,Roddy White
2009,2009-11-02,7,8,28.000,ATL,NOR,True,13,4,108,27.00,1,30.8%,8.31,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,27,35,Roddy White
2009,2009-11-08,8,9,28.006,ATL,WAS,True,5,3,27,9.00,0,60.0%,5.40,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,17,Roddy White
2009,2009-11-15,9,10,28.013,ATL,CAR,True,11,7,98,14.00,0,63.6%,8.91,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,19,28,Roddy White
2009,2009-11-22,10,11,28.020,ATL,NYG,True,12,4,45,11.25,0,33.3%,3.75,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,31,34,Roddy White
2009,2009-11-29,11,12,28.027,ATL,TAM,True,13,5,57,11.40,1,38.5%,4.38,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,17,Roddy White
2009,2009-12-06,12,13,28.034,ATL,PHI,True,20,9,104,11.56,1,45.0%,5.20,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,7,34,Roddy White
2009,2009-12-13,13,14,28.041,ATL,NOR,True,6,2,41,20.50,0,33.3%,6.83,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,23,26,Roddy White
2009,2009-12-20,14,15,28.048,ATL,NYJ,True,10,4,33,8.25,0,40.0%,3.30,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,10,7,Roddy White
2009,2009-12-27,15,16,28.055,ATL,BUF,True,14,8,139,17.38,2,57.1%,9.93,0,0,,0,,2,12,0.0,0,0,0,0,0,0,,0,1,0,0,,,,,,,False,True,31,3,Roddy White
2009,2010-01-03,16,17,28.062,ATL,TAM,True,8,6,66,11.00,1,75.0%,8.25,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,20,10,Roddy White
2010,2010-09-12,1,1,28.314,ATL,PIT,True,23,13,111,8.54,0,56.5%,4.83,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,9,15,Roddy White
2010,2010-09-19,2,2,28.321,ATL,ARI,True,12,7,78,11.14,1,58.3%,6.50,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,41,7,Roddy White
2010,2010-09-26,3,3,28.328,ATL,NOR,True,6,5,69,13.80,1,83.3%,11.50,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,27,24,Roddy White
2010,2010-10-03,4,4,28.335,ATL,SFO,True,9,7,104,14.86,0,77.8%,11.56,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,16,14,Roddy White
2010,2010-10-10,5,5,28.342,ATL,CLE,True,8,5,101,20.20,1,62.5%,12.63,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,20,10,Roddy White
2010,2010-10-17,6,6,28.349,ATL,PHI,True,11,6,83,13.83,0,54.5%,7.55,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,17,31,Roddy White
2010,2010-10-24,7,7,28.356,ATL,CIN,True,13,11,201,18.27,2,84.6%,15.46,0,0,,0,1,2,14,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,True,39,32,Roddy White
2010,2010-11-07,8,9,29.005,ATL,TAM,True,6,4,49,12.25,0,66.7%,8.17,1,3,3.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,27,21,Roddy White
2010,2010-11-11,9,10,29.009,ATL,BAL,True,17,12,138,11.50,2,70.6%,8.12,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,26,21,Roddy White
2010,2010-11-21,10,11,29.019,ATL,STL,True,11,9,83,9.22,0,81.8%,7.55,0,0,,0,1,0,2,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,34,17,Roddy White
2010,2010-11-28,11,12,29.026,ATL,GNB,True,7,5,49,9.80,0,71.4%,7.00,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,20,17,Roddy White
2010,2010-12-05,12,13,29.033,ATL,TAM,True,16,7,74,10.57,0,43.8%,4.63,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,28,24,Roddy White
2010,2010-12-12,13,14,29.040,ATL,CAR,True,14,8,79,9.88,0,57.1%,5.64,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,31,10,Roddy White
2010,2010-12-19,14,15,29.047,ATL,SEA,True,13,7,65,9.29,1,53.8%,5.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,1,0,0,,,,,,,True,True,34,18,Roddy White
2010,2010-12-27,15,16,29.055,ATL,NOR,True,5,3,43,14.33,1,60.0%,8.60,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,14,17,Roddy White
2010,2011-01-02,16,17,29.061,ATL,CAR,True,8,6,62,10.33,1,75.0%,7.75,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,10,Roddy White
2011,2011-09-11,1,1,29.313,ATL,CHI,True,13,8,61,7.63,0,61.5%,4.69,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,12,30,Roddy White
2011,2011-09-18,2,2,29.320,ATL,PHI,True,4,3,23,7.67,1,75.0%,5.75,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,35,31,Roddy White
2011,2011-09-25,3,3,29.327,ATL,TAM,True,17,9,140,15.56,0,52.9%,8.24,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,13,16,Roddy White
2011,2011-10-02,4,4,29.334,ATL,SEA,True,11,6,78,13.00,0,54.5%,7.09,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,30,28,Roddy White
2011,2011-10-09,5,5,29.341,ATL,GNB,True,9,6,50,8.33,1,66.7%,5.56,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,14,25,Roddy White
2011,2011-10-16,6,6,29.348,ATL,CAR,True,5,2,21,10.50,0,40.0%,4.20,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,31,17,Roddy White
2011,2011-10-23,7,7,29.355,ATL,DET,True,10,5,52,10.40,1,50.0%,5.20,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,23,16,Roddy White
2011,2011-11-06,8,9,30.004,ATL,IND,True,9,4,76,19.00,0,44.4%,8.44,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,31,7,Roddy White
2011,2011-11-13,9,10,30.011,ATL,NOR,True,7,4,62,15.50,0,57.1%,8.86,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,23,26,Roddy White
2011,2011-11-20,10,11,30.018,ATL,TEN,True,14,7,147,21.00,0,50.0%,10.50,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,23,17,Roddy White
2011,2011-11-27,11,12,30.025,ATL,MIN,True,13,10,120,12.00,1,76.9%,9.23,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,24,14,Roddy White
2011,2011-12-04,12,13,30.032,ATL,HOU,True,16,4,51,12.75,1,25.0%,3.19,0,0,,0,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,17,Roddy White
2011,2011-12-11,13,14,30.039,ATL,CAR,True,11,7,84,12.00,1,63.6%,7.64,0,0,,0,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,True,31,23,Roddy White
2011,2011-12-15,14,15,30.043,ATL,JAX,True,16,10,135,13.50,2,62.5%,8.44,0,0,,0,,2,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,41,14,Roddy White
2011,2011-12-26,15,16,30.054,ATL,NOR,True,16,11,127,11.55,0,68.8%,7.94,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,16,45,Roddy White
2011,2012-01-01,16,17,30.060,ATL,TAM,True,9,4,69,17.25,0,44.4%,7.67,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,True,45,24,Roddy White
2012,2012-09-09,1,1,30.312,ATL,KAN,True,8,6,87,14.50,0,75.0%,10.88,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,96%,0,0%,1,3%,True,True,40,24,Roddy White
2012,2012-09-17,2,2,30.320,ATL,DEN,False,11,8,102,12.75,1,72.7%,9.27,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,59,88%,0,0%,0,0%,False,True,27,21,Roddy White
2012,2012-09-23,3,3,30.326,ATL,SDG,True,8,5,55,11.00,0,62.5%,6.88,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,93%,0,0%,0,0%,True,True,27,3,Roddy White
2012,2012-09-30,4,4,30.333,ATL,CAR,True,12,8,169,21.13,2,66.7%,14.08,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,67,96%,0,0%,0,0%,False,True,30,28,Roddy White
2012,2012-10-07,5,5,30.340,ATL,WAS,True,6,4,68,17.00,0,66.7%,11.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,78,94%,0,0%,0,0%,True,True,24,17,Roddy White
2012,2012-10-14,6,6,30.347,ATL,OAK,True,8,6,72,12.00,1,75.0%,9.00,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,53,96%,0,0%,0,0%,False,True,23,20,Roddy White
2012,2012-10-28,7,8,30.361,ATL,PHI,True,4,3,38,12.67,0,75.0%,9.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,92%,0,0%,1,4%,True,True,30,17,Roddy White
2012,2012-11-04,8,9,31.002,ATL,DAL,True,10,7,118,16.86,0,70.0%,11.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,66,99%,0,0%,0,0%,False,True,19,13,Roddy White
2012,2012-11-11,9,10,31.009,ATL,NOR,True,13,7,114,16.29,0,53.8%,8.77,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,92%,0,0%,0,0%,True,False,27,31,Roddy White
2012,2012-11-18,10,11,31.016,ATL,ARI,True,13,8,123,15.38,0,61.5%,9.46,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,69,95%,0,0%,0,0%,False,True,23,19,Roddy White
2012,2012-11-25,11,12,31.023,ATL,TAM,True,7,5,57,11.40,0,71.4%,8.14,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,True,True,24,23,Roddy White
2012,2012-11-29,12,13,31.027,ATL,NOR,True,7,1,20,20.00,0,14.3%,2.86,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,100%,0,0%,0,0%,False,True,23,13,Roddy White
2012,2012-12-09,13,14,31.037,ATL,CAR,True,10,9,117,13.00,1,90.0%,11.70,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,94%,0,0%,0,0%,True,False,20,30,Roddy White
2012,2012-12-16,14,15,31.044,ATL,NYG,True,5,2,16,8.00,0,40.0%,3.20,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,74%,0,0%,0,0%,False,True,34,0,Roddy White
