Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2014.0,2014-11-24,11.0,12.0,24.028,BUF,NYJ,W 38-3,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,186,46.5,0,0.0,0%,0.0,0%,10.0,36%,False,Colton Schmidt,True,38,3
2014.0,2014-11-30,12.0,13.0,24.034,BUF,CLE,W 26-10,False,0,0,,0,0.0,1,0,1,0.0,0.0,0,0,0,0,0,0,5,229,45.8,0,0.0,0%,0.0,0%,12.0,39%,False,Colton Schmidt,True,26,10
2014.0,2014-12-07,13.0,14.0,24.041,BUF,DEN,L 17-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,102,34.0,0,0.0,0%,0.0,0%,6.0,27%,True,Colton Schmidt,False,17,24
2014.0,2014-12-14,14.0,15.0,24.048,BUF,GNB,W 21-13,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,242,40.33,0,0.0,0%,0.0,0%,11.0,32%,False,Colton Schmidt,True,21,13
2014.0,2014-12-21,15.0,16.0,24.055,BUF,OAK,L 24-26,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,340,42.5,0,0.0,0%,0.0,0%,12.0,33%,True,Colton Schmidt,False,24,26
2014.0,2014-12-28,16.0,17.0,24.062,BUF,NWE,W 17-9,False,0,0,,0,0.0,1,0,1,0.0,0.0,0,0,0,0,0,0,5,183,36.6,0,0.0,0%,0.0,0%,8.0,35%,True,Colton Schmidt,True,17,9
2015.0,2015-09-13,1.0,1.0,24.321,BUF,IND,W 27-14,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,252,50.4,0,0.0,0%,0.0,0%,10.0,42%,False,Colton Schmidt,True,27,14
2015.0,2015-09-20,2.0,2.0,24.328,BUF,NWE,L 32-40,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,249,41.5,0,0.0,0%,0.0,0%,11.0,31%,False,Colton Schmidt,False,32,40
2015.0,2015-09-27,3.0,3.0,24.335,BUF,MIA,W 41-14,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,137,45.67,0,0.0,0%,0.0,0%,12.0,43%,True,Colton Schmidt,True,41,14
2015.0,2015-10-04,4.0,4.0,24.342,BUF,NYG,L 10-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,363,51.86,0,0.0,0%,0.0,0%,10.0,33%,False,Colton Schmidt,False,10,24
2015.0,2015-10-11,5.0,5.0,24.349,BUF,TEN,W 14-13,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,357,51.0,0,0.0,0%,0.0,0%,9.0,35%,True,Colton Schmidt,True,14,13
2015.0,2015-10-18,6.0,6.0,24.356,BUF,CIN,L 21-34,False,0,0,,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,5,243,48.6,0,0.0,0%,0.0,0%,8.0,29%,False,Colton Schmidt,False,21,34
2015.0,2015-10-25,7.0,7.0,24.363,BUF,JAX,L 31-34,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,148,49.33,0,0.0,0%,0.0,0%,8.0,25%,True,Colton Schmidt,False,31,34
2015.0,2015-11-08,8.0,9.0,25.012,BUF,MIA,W 33-17,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,150,50.0,0,0.0,0%,0.0,0%,8.0,32%,False,Colton Schmidt,True,33,17
2015.0,2015-11-12,9.0,10.0,25.016,BUF,NYJ,W 22-17,False,1,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,1,-15,0,8,347,43.38,0,0.0,0%,0.0,0%,14.0,44%,True,Colton Schmidt,True,22,17
2015.0,2015-11-23,10.0,11.0,25.027,BUF,NWE,L 13-20,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,319,45.57,0,0.0,0%,0.0,0%,11.0,34%,True,Colton Schmidt,False,13,20
2015.0,2015-11-29,11.0,12.0,25.033,BUF,KAN,L 22-30,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,119,39.67,0,0.0,0%,0.0,0%,6.0,21%,True,Colton Schmidt,False,22,30
2015.0,2015-12-06,12.0,13.0,25.04,BUF,HOU,W 30-21,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,272,45.33,0,0.0,0%,0.0,0%,12.0,39%,False,Colton Schmidt,True,30,21
2015.0,2015-12-13,13.0,14.0,25.047,BUF,PHI,L 20-23,False,0,0,,0,0.0,1,0,1,0.0,0.0,0,0,0,0,0,0,7,315,45.0,0,0.0,0%,0.0,0%,11.0,32%,True,Colton Schmidt,False,20,23
2015.0,2015-12-20,14.0,15.0,25.054,BUF,WAS,L 25-35,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,140,35.0,0,0.0,0%,0.0,0%,7.0,27%,True,Colton Schmidt,False,25,35
2015.0,2015-12-27,15.0,16.0,25.061,BUF,DAL,W 16-6,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,143,47.67,0,0.0,0%,0.0,0%,6.0,29%,False,Colton Schmidt,True,16,6
2015.0,2016-01-03,16.0,17.0,25.068,BUF,NYJ,W 22-17,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,243,48.6,0,0.0,0%,0.0,0%,10.0,36%,False,Colton Schmidt,True,22,17
2016.0,2016-09-11,1.0,1.0,25.32,BUF,BAL,L 7-13,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,313,44.71,0,0.0,0%,0.0,0%,9.0,41%,True,Colton Schmidt,False,7,13
2016.0,2016-09-15,2.0,2.0,25.324,BUF,NYJ,L 31-37,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,118,39.33,0,0.0,0%,0.0,0%,8.0,26%,False,Colton Schmidt,False,31,37
2016.0,2016-09-25,3.0,3.0,25.334,BUF,ARI,W 33-18,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,178,35.6,0,0.0,0%,0.0,0%,12.0,38%,False,Colton Schmidt,True,33,18
2016.0,2016-10-02,4.0,4.0,25.341,BUF,NWE,W 16-0,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,163,40.75,0,0.0,0%,0.0,0%,9.0,41%,True,Colton Schmidt,True,16,0
2016.0,2016-10-09,5.0,5.0,25.348,BUF,LAR,W 30-19,False,0,0,,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,6,276,46.0,0,0.0,0%,0.0,0%,12.0,39%,True,Colton Schmidt,True,30,19
2016.0,2016-10-16,6.0,6.0,25.355,BUF,SFO,W 45-16,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,152,50.67,0,0.0,0%,0.0,0%,11.0,33%,False,Colton Schmidt,True,45,16
2016.0,2016-10-23,7.0,7.0,25.362,BUF,MIA,L 25-28,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,316,45.14,0,0.0,0%,0.0,0%,10.0,31%,True,Colton Schmidt,False,25,28
2016.0,2016-10-30,8.0,8.0,26.003,BUF,NWE,L 25-41,False,1,16,16.0,0,0.0,0,0,0,0.0,0.0,1,0,0,1,0,0,3,131,43.67,0,0.0,0%,0.0,0%,8.0,27%,False,Colton Schmidt,False,25,41
2016.0,2016-11-07,9.0,9.0,26.011,BUF,SEA,L 25-31,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,98,32.67,0,1.0,1%,0.0,0%,8.0,29%,True,Colton Schmidt,False,25,31
2016.0,2016-11-20,10.0,11.0,26.024,BUF,CIN,W 16-12,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,192,38.4,0,0.0,0%,0.0,0%,9.0,36%,True,Colton Schmidt,True,16,12
2016.0,2016-11-27,11.0,12.0,26.031,BUF,JAX,W 28-21,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,264,44.0,0,0.0,0%,0.0,0%,9.0,32%,False,Colton Schmidt,True,28,21
2016.0,2016-12-04,12.0,13.0,26.038,BUF,OAK,L 24-38,False,0,0,,0,0.0,1,0,1,0.0,0.0,0,0,0,0,0,0,5,199,39.8,0,0.0,0%,0.0,0%,9.0,27%,True,Colton Schmidt,False,24,38
2016.0,2016-12-11,13.0,14.0,26.045,BUF,PIT,L 20-27,False,0,0,,0,0.0,1,0,1,0.0,0.0,0,0,0,0,0,0,6,270,45.0,0,0.0,0%,0.0,0%,9.0,35%,False,Colton Schmidt,False,20,27
2016.0,2016-12-18,14.0,15.0,26.052,BUF,CLE,W 33-13,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,90,45.0,0,0.0,0%,0.0,0%,8.0,30%,False,Colton Schmidt,True,33,13
2016.0,2016-12-24,15.0,16.0,26.058,BUF,MIA,L 31-34,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,169,42.25,0,0.0,0%,0.0,0%,11.0,31%,False,Colton Schmidt,False,31,34
2016.0,2017-01-01,16.0,17.0,26.066,BUF,NYJ,L 10-30,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,254,42.33,0,0.0,0%,0.0,0%,8.0,29%,True,Colton Schmidt,False,10,30
2017.0,2017-09-10,1.0,1.0,26.318,BUF,NYJ,W 21-12,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,257,42.83,0,0.0,0%,0.0,0%,10.0,38%,False,Colton Schmidt,True,21,12
2017.0,2017-09-17,2.0,2.0,26.325,BUF,CAR,L 3-9,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,297,49.5,0,0.0,0%,0.0,0%,7.0,32%,True,Colton Schmidt,False,3,9
2017.0,2017-09-24,3.0,3.0,26.332,BUF,DEN,W 26-16,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,226,45.2,0,0.0,0%,0.0,0%,11.0,34%,False,Colton Schmidt,True,26,16
2017.0,2017-10-01,4.0,4.0,26.339,BUF,ATL,W 23-17,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,189,47.25,0,0.0,0%,0.0,0%,9.0,36%,True,Colton Schmidt,True,23,17
2017.0,2017-10-08,5.0,5.0,26.346,BUF,CIN,L 16-20,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,315,45.0,0,0.0,0%,0.0,0%,11.0,38%,True,Colton Schmidt,False,16,20
2017.0,2017-10-22,6.0,7.0,26.36,BUF,TAM,W 30-27,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,101,50.5,0,0.0,0%,0.0,0%,9.0,31%,False,Colton Schmidt,True,30,27
2017.0,2017-10-29,7.0,8.0,27.002,BUF,OAK,W 34-14,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,226,45.2,0,0.0,0%,0.0,0%,11.0,41%,False,Colton Schmidt,True,34,14
2017.0,2017-11-02,8.0,9.0,27.006,BUF,NYJ,L 21-34,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,278,46.33,0,0.0,0%,0.0,0%,9.0,28%,True,Colton Schmidt,False,21,34
2017.0,2017-11-12,9.0,10.0,27.016,BUF,NOR,L 10-47,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,272,45.33,0,0.0,0%,0.0,0%,8.0,29%,False,Colton Schmidt,False,10,47
2017.0,2017-11-19,10.0,11.0,27.023,BUF,LAC,L 24-54,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,120,40.0,0,0.0,0%,0.0,0%,7.0,20%,True,Colton Schmidt,False,24,54
2017.0,2017-11-26,11.0,12.0,27.03,BUF,KAN,W 16-10,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,288,41.14,0,0.0,0%,0.0,0%,12.0,40%,True,Colton Schmidt,True,16,10
2017.0,2017-12-03,12.0,13.0,27.037,BUF,NWE,L 3-23,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,195,48.75,0,0.0,0%,0.0,0%,5.0,24%,False,Colton Schmidt,False,3,23
2017.0,2017-12-10,13.0,14.0,27.044,BUF,IND,W 13-7,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,230,38.33,0,0.0,0%,0.0,0%,7.0,32%,False,Colton Schmidt,True,13,7
2017.0,2017-12-17,14.0,15.0,27.051,BUF,MIA,W 24-16,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,205,41.0,0,0.0,0%,0.0,0%,9.0,33%,False,Colton Schmidt,True,24,16
2017.0,2017-12-24,15.0,16.0,27.058,BUF,NWE,L 16-37,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,144,48.0,0,0.0,0%,0.0,0%,8.0,29%,True,Colton Schmidt,False,16,37
2017.0,2017-12-31,16.0,17.0,27.065,BUF,MIA,W 22-16,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,186,46.5,0,0.0,0%,0.0,0%,8.0,33%,True,Colton Schmidt,True,22,16
2018.0,2018-11-04,9.0,9.0,28.008,BUF,CHI,L 9-41,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,188,37.6,0,0.0,0%,0.0,0%,6.0,21%,False,Colton Schmidt,False,9,41
2018.0,2018-11-11,10.0,10.0,28.015,BUF,NYJ,W 41-10,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,174,43.5,0,0.0,0%,0.0,0%,12.0,39%,True,Colton Schmidt,True,41,10
2018.0,2018-11-25,11.0,12.0,28.029,BUF,JAX,W 24-21,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,314,44.86,0,0.0,0%,0.0,0%,12.0,38%,False,Colton Schmidt,True,24,21
,67 Games,,,,,,35-32-0,False,2,16,8.0,0,0.0,6,0,6,0.0,0.0,2,0,0,2,-15,0,338,14877,44.01,0,,,,,,,False,Colton Schmidt,False,32,0
