Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2008,2008-10-12,6,6,,CHI,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,20,22,Brandon Lloyd
2008,2008-10-19,7,7,,CHI,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,48,41,Brandon Lloyd
2008,2008-11-02,8,9,,CHI,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,27,23,Brandon Lloyd
2008,2008-11-09,9,10,,CHI,TEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,14,21,Brandon Lloyd
2008,2008-11-16,10,11,27.134,CHI,GNB,False,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,3,37,Brandon Lloyd
2008,2008-11-23,11,12,27.141,CHI,STL,False,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,27,3,Brandon Lloyd
2008,2008-11-30,12,13,27.148,CHI,MIN,False,4,1,24,24.00,0,25.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,14,34,Brandon Lloyd
2008,2008-12-07,13,14,27.155,CHI,JAX,False,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,True,23,10,Brandon Lloyd
2008,2008-12-11,14,15,27.159,CHI,NOR,False,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,27,24,Brandon Lloyd
2008,2008-12-22,15,16,27.170,CHI,GNB,True,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,20,17,Brandon Lloyd
2008,2008-12-28,16,17,27.176,CHI,HOU,False,9,4,34,8.50,1,44.4%,3.78,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,24,31,Brandon Lloyd
2009,2009-09-13,1,1,,DEN,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,12,7,Brandon Lloyd
2009,2009-09-20,2,2,,DEN,CLE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,27,6,Brandon Lloyd
2009,2009-09-27,3,3,,DEN,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,23,3,Brandon Lloyd
2009,2009-10-04,4,4,,DEN,DAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,17,10,Brandon Lloyd
2009,2009-10-11,5,5,,DEN,NWE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,20,17,Brandon Lloyd
2009,2009-10-19,6,6,,DEN,SDG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,34,23,Brandon Lloyd
2009,2009-11-01,7,8,,DEN,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,7,30,Brandon Lloyd
2009,2009-11-09,8,9,,DEN,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,10,28,Brandon Lloyd
2009,2009-11-15,9,10,,DEN,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,27,Brandon Lloyd
2009,2009-11-22,10,11,,DEN,SDG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,3,32,Brandon Lloyd
2009,2009-11-26,11,12,,DEN,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,26,6,Brandon Lloyd
2009,2009-12-06,12,13,,DEN,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,44,13,Brandon Lloyd
2009,2009-12-13,13,14,,DEN,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,16,28,Brandon Lloyd
2009,2009-12-20,14,15,,DEN,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,19,20,Brandon Lloyd
2009,2009-12-27,15,16,28.175,DEN,PHI,False,5,4,22,5.50,0,80.0%,4.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,27,30,Brandon Lloyd
2009,2010-01-03,16,17,28.182,DEN,KAN,True,13,4,95,23.75,0,30.8%,7.31,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,24,44,Brandon Lloyd
2010,2010-09-12,1,1,29.069,DEN,JAX,True,8,5,117,23.40,0,62.5%,14.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,17,24,Brandon Lloyd
2010,2010-09-19,2,2,29.076,DEN,SEA,True,4,3,53,17.67,0,75.0%,13.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,31,14,Brandon Lloyd
2010,2010-09-26,3,3,29.083,DEN,IND,True,10,6,169,28.17,1,60.0%,16.90,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,13,27,Brandon Lloyd
2010,2010-10-03,4,4,29.090,DEN,TEN,True,18,11,115,10.45,0,61.1%,6.39,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,26,20,Brandon Lloyd
2010,2010-10-10,5,5,29.097,DEN,BAL,False,14,5,135,27.00,2,35.7%,9.64,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0,,0,0,0,0,,,,,,,True,False,17,31,Brandon Lloyd
2010,2010-10-17,6,6,29.104,DEN,NYJ,True,10,4,74,18.50,0,40.0%,7.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,20,24,Brandon Lloyd
2010,2010-10-24,7,7,29.111,DEN,OAK,True,3,1,46,46.00,0,33.3%,15.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,14,59,Brandon Lloyd
2010,2010-10-31,8,8,29.118,DEN,SFO,False,12,7,169,24.14,1,58.3%,14.08,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,16,24,Brandon Lloyd
2010,2010-11-14,9,10,29.132,DEN,KAN,True,10,6,90,15.00,2,60.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0,,0,0,0,0,,,,,,,False,True,49,29,Brandon Lloyd
2010,2010-11-22,10,11,29.140,DEN,SDG,False,9,6,78,13.00,1,66.7%,8.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,14,35,Brandon Lloyd
2010,2010-11-28,11,12,29.146,DEN,STL,False,10,4,76,19.00,2,40.0%,7.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0,,0,0,0,0,,,,,,,False,False,33,36,Brandon Lloyd
2010,2010-12-05,12,13,29.153,DEN,KAN,True,11,2,31,15.50,0,18.2%,2.82,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,6,10,Brandon Lloyd
2010,2010-12-12,13,14,29.160,DEN,ARI,True,6,3,32,10.67,0,50.0%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,13,43,Brandon Lloyd
2010,2010-12-19,14,15,29.167,DEN,OAK,False,5,4,79,19.75,1,80.0%,15.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,23,39,Brandon Lloyd
2010,2010-12-26,15,16,29.174,DEN,HOU,True,9,5,111,22.20,0,55.6%,12.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,24,23,Brandon Lloyd
2010,2011-01-02,16,17,29.181,DEN,SDG,True,14,5,73,14.60,1,35.7%,5.21,1,-18,-18.00,0,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,28,33,Brandon Lloyd
2011,2011-09-12,1,1,30.069,DEN,OAK,True,10,6,89,14.83,0,60.0%,8.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,1,0,0,1,0,0,,,,,,,False,False,20,23,Brandon Lloyd
2011,2011-09-18,2,2,,DEN,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,24,22,Brandon Lloyd
2011,2011-09-25,3,3,30.082,DEN,TEN,True,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,14,17,Brandon Lloyd
2011,2011-10-02,4,4,30.089,DEN,GNB,True,11,8,136,17.00,0,72.7%,12.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,23,49,Brandon Lloyd
2011,2011-10-09,5,5,30.096,DEN,SDG,True,4,1,20,20.00,0,25.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,24,29,Brandon Lloyd
2011,2011-10-23,6,7,30.110,STL,DAL,True,12,6,74,12.33,0,50.0%,6.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,,,,,,,True,False,7,34,Brandon Lloyd
2011,2011-10-30,7,8,30.117,STL,NOR,True,13,6,53,8.83,1,46.2%,4.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,,,,,,,False,True,31,21,Brandon Lloyd
2011,2011-11-06,8,9,30.124,STL,ARI,True,13,5,80,16.00,0,38.5%,6.15,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,,,,,,,True,False,13,19,Brandon Lloyd
2011,2011-11-13,9,10,30.131,STL,CLE,False,9,4,48,12.00,1,44.4%,5.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,,,,,,,True,True,13,12,Brandon Lloyd
2011,2011-11-20,10,11,30.138,STL,SEA,True,14,5,67,13.40,1,35.7%,4.79,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,,,,,,,False,False,7,24,Brandon Lloyd
2011,2011-11-27,11,12,30.145,STL,ARI,True,10,5,74,14.80,1,50.0%,7.40,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,1,6,0,0,0,0,0,0,,,,,,,False,False,20,23,Brandon Lloyd
2011,2011-12-04,12,13,30.152,STL,SFO,True,2,1,34,34.00,0,50.0%,17.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,,,,,,,True,False,0,26,Brandon Lloyd
2011,2011-12-12,13,14,30.160,STL,SEA,True,12,5,82,16.40,0,41.7%,6.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,,,,,,,True,False,13,30,Brandon Lloyd
2011,2011-12-18,14,15,30.166,STL,CIN,True,9,5,42,8.40,0,55.6%,4.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,,,,,,,False,False,13,20,Brandon Lloyd
2011,2011-12-24,15,16,30.172,STL,PIT,True,12,3,29,9.67,0,25.0%,2.42,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,,,,,,,True,False,0,27,Brandon Lloyd
2011,2012-01-01,16,17,30.180,STL,SFO,True,11,6,100,16.67,1,54.5%,9.09,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,,,,,,,False,False,27,34,Brandon Lloyd
2012,2012-09-09,1,1,31.066,NWE,TEN,True,8,5,69,13.80,0,62.5%,8.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,57,85%,0,0%,0,0%,True,True,34,13,Brandon Lloyd
2012,2012-09-16,2,2,31.073,NWE,ARI,True,13,8,60,7.50,0,61.5%,4.62,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,80,100%,0,0%,0,0%,False,False,18,20,Brandon Lloyd
2012,2012-09-23,3,3,31.080,NWE,BAL,True,12,9,108,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,65,79%,0,0%,0,0%,True,False,30,31,Brandon Lloyd
2012,2012-09-30,4,4,31.087,NWE,BUF,True,7,3,50,16.67,1,42.9%,7.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,76,99%,0,0%,0,0%,True,True,52,28,Brandon Lloyd
2012,2012-10-07,5,5,31.094,NWE,DEN,True,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,89,94%,0,0%,0,0%,False,True,31,21,Brandon Lloyd
2012,2012-10-14,6,6,31.101,NWE,SEA,True,12,6,80,13.33,0,50.0%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,81,94%,0,0%,0,0%,True,False,23,24,Brandon Lloyd
2012,2012-10-21,7,7,31.108,NWE,NYJ,True,8,1,6,6.00,0,12.5%,0.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,68,86%,0,0%,0,0%,False,True,29,26,Brandon Lloyd
2012,2012-10-28,8,8,31.115,NWE,STL,True,4,2,28,14.00,2,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,0,0,0,53,75%,0,0%,0,0%,True,True,45,7,Brandon Lloyd
2012,2012-11-11,9,10,31.129,NWE,BUF,True,6,5,45,9.00,0,83.3%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,57,79%,0,0%,0,0%,False,True,37,31,Brandon Lloyd
2012,2012-11-18,10,11,31.136,NWE,IND,True,7,4,45,11.25,0,57.1%,6.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,34,56%,0,0%,1,3%,False,True,59,24,Brandon Lloyd
2012,2012-11-22,11,12,31.140,NWE,NYJ,True,6,3,26,8.67,0,50.0%,4.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,60,88%,0,0%,1,3%,True,True,49,19,Brandon Lloyd
2012,2012-12-02,12,13,31.150,NWE,MIA,True,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,60,74%,0,0%,1,3%,True,True,23,16,Brandon Lloyd
2012,2012-12-10,13,14,31.158,NWE,HOU,True,9,7,89,12.71,1,77.8%,9.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,1,0,1,66,87%,0,0%,1,3%,False,True,42,14,Brandon Lloyd
2012,2012-12-16,14,15,31.164,NWE,SFO,True,16,10,190,19.00,0,62.5%,11.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,93,99%,0,0%,0,0%,False,False,34,41,Brandon Lloyd
2012,2012-12-23,15,16,31.171,NWE,JAX,True,12,6,62,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,71,97%,0,0%,0,0%,True,True,23,16,Brandon Lloyd
2012,2012-12-30,16,17,31.178,NWE,MIA,False,5,1,9,9.00,0,20.0%,1.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,31,40%,0,0%,0,0%,False,True,28,0,Brandon Lloyd
2014,2014-09-07,1,1,33.064,SFO,DAL,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,22,38%,0,0%,0,0%,True,True,28,17,Brandon Lloyd
2014,2014-09-14,2,2,,SFO,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,20,28,Brandon Lloyd
2014,2014-09-21,3,3,33.078,SFO,ARI,True,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,43,67%,0,0%,0,0%,True,False,14,23,Brandon Lloyd
2014,2014-09-28,4,4,33.085,SFO,PHI,True,5,2,28,14.00,0,40.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,36,43%,0,0%,0,0%,False,True,26,21,Brandon Lloyd
2014,2014-10-05,5,5,33.092,SFO,KAN,False,5,3,76,25.33,0,60.0%,15.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,24,34%,0,0%,0,0%,False,True,22,17,Brandon Lloyd
2014,2014-10-13,6,6,33.100,SFO,STL,False,1,1,80,80.00,1,100.0%,80.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,17,25%,0,0%,0,0%,True,True,31,17,Brandon Lloyd
2014,2014-10-19,7,7,33.106,SFO,DEN,False,6,3,63,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,43,58%,0,0%,0,0%,True,False,17,42,Brandon Lloyd
2014,2014-11-02,8,9,33.120,SFO,STL,False,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,28,42%,0,0%,0,0%,False,False,10,13,Brandon Lloyd
2014,2014-11-09,9,10,33.127,SFO,NOR,False,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,21,30%,0,0%,0,0%,True,True,27,24,Brandon Lloyd
2014,2014-11-16,10,11,33.134,SFO,NYG,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,13,19%,0,0%,0,0%,True,True,16,10,Brandon Lloyd
2014,2014-11-23,11,12,33.141,SFO,WAS,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,8,13%,0,0%,0,0%,False,True,17,13,Brandon Lloyd
2014,2014-11-27,12,13,33.145,SFO,SEA,False,6,1,6,6.00,0,16.7%,1.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,30,52%,0,0%,0,0%,False,False,3,19,Brandon Lloyd
2014,2014-12-07,13,14,,SFO,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,13,24,Brandon Lloyd
