Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2020,2020-09-13,1,1,21.089,MIN,,GNB,L 34-43,False,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,36,69%,0,0%,0,0%,False,Justin Jefferson
2020,2020-09-20,2,2,21.096,MIN,@,IND,L 11-28,False,3,3,44,14.67,0,100.0%,14.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,29,54%,0,0%,0,0%,True,Justin Jefferson
2020,2020-09-27,3,3,21.103,MIN,,TEN,L 30-31,True,9,7,175,25.00,1,77.8%,19.44,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,51,78%,0,0%,0,0%,False,Justin Jefferson
2020,2020-10-04,4,4,21.110,MIN,@,HOU,W 31-23,True,5,4,103,25.75,0,80.0%,20.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,51,77%,0,0%,0,0%,True,Justin Jefferson
2020,2020-10-11,5,5,21.117,MIN,@,SEA,L 26-27,True,5,3,23,7.67,0,60.0%,4.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,70,80%,0,0%,0,0%,True,Justin Jefferson
2020,2020-10-18,6,6,21.124,MIN,,ATL,L 23-40,True,11,9,166,18.44,2,81.8%,15.09,0,0,,0,0,0,,0,0,0,,0,0,,,1,2,14,0,0,0,0,0,0,50,89%,0,0%,0,0%,False,Justin Jefferson
2020,2020-11-01,7,8,21.138,MIN,@,GNB,W 28-22,True,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,34,65%,0,0%,0,0%,True,Justin Jefferson
2020,2020-11-08,8,9,21.145,MIN,,DET,W 34-20,True,4,3,64,21.33,0,75.0%,16.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,35,60%,0,0%,0,0%,False,Justin Jefferson
2020,2020-11-16,9,10,21.153,MIN,@,CHI,W 19-13,True,10,8,135,16.88,0,80.0%,13.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,61,82%,0,0%,0,0%,True,Justin Jefferson
2020,2020-11-22,10,11,21.159,MIN,,DAL,L 28-31,True,5,3,86,28.67,1,60.0%,17.20,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,59,91%,0,0%,0,0%,False,Justin Jefferson
2020,2020-11-29,11,12,21.166,MIN,,CAR,W 28-27,True,13,7,70,10.00,2,53.8%,5.38,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,72,99%,0,0%,0,0%,False,Justin Jefferson
2020,2020-12-06,12,13,21.173,MIN,,JAX,W 27-24,True,12,9,121,13.44,1,75.0%,10.08,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,82,90%,0,0%,0,0%,False,Justin Jefferson
2020,2020-12-13,13,14,21.180,MIN,@,TAM,L 14-26,True,8,4,39,9.75,0,50.0%,4.88,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,2,0,0,0,0,0,0,68,86%,0,0%,0,0%,True,Justin Jefferson
2020,2020-12-20,14,15,21.187,MIN,,CHI,L 27-33,True,11,8,104,13.00,0,72.7%,9.45,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,66,97%,0,0%,0,0%,False,Justin Jefferson
2020,2020-12-25,15,16,21.192,MIN,@,NOR,L 33-52,True,10,6,85,14.17,0,60.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,58,91%,0,0%,0,0%,True,Justin Jefferson
2020,2021-01-03,16,17,21.201,MIN,@,DET,W 37-35,True,12,9,133,14.78,0,75.0%,11.08,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,1,0,0,0,0,0,64,80%,0,0%,0,0%,True,Justin Jefferson
2021,2021-09-12,1,1,22.088,MIN,@,CIN,L 24-27,True,9,5,71,14.20,0,55.6%,7.89,0,0,,0,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,,0,0,0,0,0,0,0,0,76,92%,0,0%,0,0%,True,Justin Jefferson
2021,2021-09-19,2,2,22.095,MIN,@,ARI,L 33-34,True,10,6,65,10.83,1,60.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,53,87%,0,0%,0,0%,True,Justin Jefferson
2021,2021-09-26,3,3,22.102,MIN,,SEA,W 30-17,True,11,9,118,13.11,1,81.8%,10.73,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,62,83%,0,0%,0,0%,False,Justin Jefferson
2021,2021-10-03,4,4,22.109,MIN,,CLE,L 7-14,True,7,6,84,14.00,1,85.7%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,59,88%,0,0%,0,0%,False,Justin Jefferson
2021,2021-10-10,5,5,22.116,MIN,,DET,W 19-17,True,8,7,124,17.71,0,87.5%,15.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,60,90%,0,0%,0,0%,False,Justin Jefferson
2021,2021-10-17,6,6,22.123,MIN,@,CAR,W 34-28,True,14,8,80,10.00,0,57.1%,5.71,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,84,94%,0,0%,0,0%,True,Justin Jefferson
2021,2021-10-31,7,8,22.137,MIN,,DAL,L 16-20,True,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,0,0,0,0,0,0,0,0,47,71%,0,0%,0,0%,False,Justin Jefferson
2021,2021-11-07,8,9,22.144,MIN,@,BAL,L 31-34,True,5,3,69,23.00,1,60.0%,13.80,1,11,11.00,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,43,80%,0,0%,0,0%,True,Justin Jefferson
2021,2021-11-14,9,10,22.151,MIN,@,LAC,W 27-20,True,11,9,143,15.89,0,81.8%,13.00,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,60,76%,0,0%,0,0%,True,Justin Jefferson
2021,2021-11-21,10,11,22.158,MIN,,GNB,W 34-31,True,10,8,169,21.13,2,80.0%,16.90,1,3,3.00,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,63,90%,0,0%,0,0%,False,Justin Jefferson
2021,2021-11-28,11,12,22.165,MIN,@,SFO,L 26-34,True,9,4,83,20.75,0,44.4%,9.22,0,0,,0,1,1,100.00,24,0,0,118.7,0,0,24.00,24.00,,0,0,0,0,0,0,0,0,51,93%,0,0%,0,0%,True,Justin Jefferson
2021,2021-12-05,12,13,22.172,MIN,@,DET,L 27-29,True,14,11,182,16.55,1,78.6%,13.00,1,4,4.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,1,6,0,0,0,0,0,0,69,91%,0,0%,0,0%,True,Justin Jefferson
2021,2021-12-09,13,14,22.176,MIN,,PIT,W 36-28,True,15,7,79,11.29,1,46.7%,5.27,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,67,96%,0,0%,0,0%,False,Justin Jefferson
2021,2021-12-20,14,15,22.187,MIN,@,CHI,W 17-9,True,10,4,47,11.75,1,40.0%,4.70,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,59,92%,0,0%,0,0%,True,Justin Jefferson
2021,2021-12-26,15,16,22.193,MIN,,LAR,L 23-30,True,12,8,116,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,61,97%,0,0%,0,0%,False,Justin Jefferson
2021,2022-01-02,16,17,22.200,MIN,@,GNB,L 10-37,True,11,6,58,9.67,0,54.5%,5.27,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,True,Justin Jefferson
2021,2022-01-09,17,18,22.207,MIN,,CHI,W 31-17,True,7,5,107,21.40,1,71.4%,15.29,1,4,4.00,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,46,96%,0,0%,0,0%,False,Justin Jefferson
,33 Games,,,,,,,15-18-0,False,292,196,3016,15.39,17,67.1%,10.33,7,16,2.29,0,2,4,50.00,35,0,0,80.2,0,0,8.75,8.75,2,17,106,2,1,0,0,0,0,,,,,,,False,Justin Jefferson
