Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2017,2017-09-10,1,1,22.194,SFO,,CAR,L 3-23,False,4,11,2.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,21%,0,0%,10,50%,False,Matt Breida
2017,2017-09-17,2,2,22.201,SFO,@,SEA,L 9-12,False,4,35,8.75,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,18%,0,0%,11,39%,True,Matt Breida
2017,2017-09-21,3,3,22.205,SFO,,LAR,L 39-41,False,3,9,3.00,0,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,20%,0,0%,11,32%,False,Matt Breida
2017,2017-10-01,4,4,22.215,SFO,@,ARI,L 15-18,False,9,16,1.78,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,31%,0,0%,10,29%,True,Matt Breida
2017,2017-10-08,5,5,22.222,SFO,@,IND,L 23-26,False,10,49,4.90,0,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,49%,0,0%,13,38%,True,Matt Breida
2017,2017-10-15,6,6,22.229,SFO,@,WAS,L 24-26,False,4,21,5.25,0,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,24%,0,0%,6,20%,True,Matt Breida
2017,2017-10-22,7,7,22.236,SFO,,DAL,L 10-40,False,3,5,1.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,,,1,0,0,1,0,0,15,23%,0,0%,14,58%,False,Matt Breida
2017,2017-10-29,8,8,22.243,SFO,@,PHI,L 10-33,False,5,17,3.40,0,6,4,39,9.75,1,66.7%,6.50,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,21,32%,0,0%,23,72%,True,Matt Breida
2017,2017-11-05,9,9,22.250,SFO,,ARI,L 10-20,False,1,1,1.00,0,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,24%,0,0%,9,31%,False,Matt Breida
2017,2017-11-12,10,10,22.257,SFO,,NYG,W 31-21,False,9,55,6.11,1,2,1,3,3.00,0,50.0%,1.50,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,17,28%,0,0%,10,42%,False,Matt Breida
