Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2013,2013-09-08,1,1,24.317,OAK,@,IND,L 17-21,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,101,50.50,0,0,0%,0,0%,6,30%,True,Marquette King
2013,2013-09-15,2,2,24.324,OAK,,JAX,W 19-9,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,192,48.00,0,0,0%,0,0%,11,38%,False,Marquette King
2013,2013-09-23,3,3,24.332,OAK,@,DEN,L 21-37,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,315,52.50,0,0,0%,0,0%,9,31%,True,Marquette King
2013,2013-09-29,4,4,24.338,OAK,,WAS,L 14-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,314,44.86,0,0,0%,0,0%,11,35%,False,Marquette King
2013,2013-10-06,5,5,24.345,OAK,,SDG,W 27-17,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,297,49.50,0,0,0%,0,0%,11,41%,False,Marquette King
2013,2013-10-13,6,6,24.352,OAK,@,KAN,L 7-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,414,51.75,0,0,0%,0,0%,10,34%,True,Marquette King
2013,2013-10-27,7,8,25.001,OAK,,PIT,W 21-18,False,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,8,372,46.50,0,0,0%,0,0%,11,37%,False,Marquette King
2013,2013-11-03,8,9,25.008,OAK,,PHI,L 20-49,False,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,7,315,45.00,0,0,0%,0,0%,12,31%,False,Marquette King
2013,2013-11-10,9,10,25.015,OAK,@,NYG,L 20-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,254,50.80,1,0,0%,0,0%,10,36%,True,Marquette King
2013,2013-11-17,10,11,25.022,OAK,@,HOU,W 28-23,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,11,540,49.09,0,0,0%,0,0%,17,40%,True,Marquette King
2013,2013-11-24,11,12,25.029,OAK,,TEN,L 19-23,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,95,47.50,0,0,0%,0,0%,9,29%,False,Marquette King
2013,2013-11-28,12,13,25.033,OAK,@,DAL,L 24-31,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,265,53.00,0,0,0%,0,0%,9,29%,True,Marquette King
2013,2013-12-08,13,14,25.043,OAK,@,NYJ,L 27-37,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,85,42.50,1,0,0%,0,0%,9,28%,True,Marquette King
2013,2013-12-15,14,15,25.050,OAK,,KAN,L 31-56,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,1,48,48.00,0,0,0%,0,0%,7,21%,False,Marquette King
2013,2013-12-22,15,16,25.057,OAK,@,SDG,L 13-26,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,271,54.20,0,0,0%,0,0%,8,31%,True,Marquette King
2013,2013-12-29,16,17,25.064,OAK,,DEN,L 14-34,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,229,45.80,0,0,0%,0,0%,8,28%,False,Marquette King
2014,2014-09-07,1,1,25.316,OAK,@,NYJ,L 14-19,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,9,401,44.56,0,0,0%,0,0%,11,39%,True,Marquette King
2014,2014-09-14,2,2,25.323,OAK,,HOU,L 14-30,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,120,40.00,0,0,0%,0,0%,5,20%,False,Marquette King
2014,2014-09-21,3,3,25.330,OAK,@,NWE,L 9-16,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,216,43.20,0,0,0%,0,0%,8,32%,True,Marquette King
2014,2014-09-28,4,4,25.337,OAK,,MIA,L 14-38,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,292,48.67,0,0,0%,0,0%,8,31%,False,Marquette King
2014,2014-10-12,5,6,25.351,OAK,,SDG,L 28-31,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,165,41.25,0,0,0%,0,0%,9,29%,False,Marquette King
2014,2014-10-19,6,7,25.358,OAK,,ARI,L 13-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,236,39.33,0,0,0%,0,0%,6,23%,False,Marquette King
2014,2014-10-26,7,8,26.000,OAK,@,CLE,L 13-23,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,308,44.00,0,0,0%,0,0%,7,21%,True,Marquette King
2014,2014-11-02,8,9,26.007,OAK,@,SEA,L 24-30,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,314,52.33,0,0,0%,0,0%,6,17%,True,Marquette King
2014,2014-11-09,9,10,26.014,OAK,,DEN,L 17-41,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,9,389,43.22,0,0,0%,0,0%,9,25%,False,Marquette King
2014,2014-11-16,10,11,26.021,OAK,@,SDG,L 6-13,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,9,446,49.56,0,0,0%,0,0%,9,29%,True,Marquette King
2014,2014-11-20,11,12,26.025,OAK,,KAN,W 24-20,False,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,296,49.33,0,0,0%,0,0%,6,19%,False,Marquette King
2014,2014-11-30,12,13,26.035,OAK,@,STL,L 0-52,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,353,44.13,0,0,0%,0,0%,8,25%,True,Marquette King
2014,2014-12-07,13,14,26.042,OAK,,SFO,W 24-13,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,234,46.80,0,0,0%,0,0%,5,19%,False,Marquette King
2014,2014-12-14,14,15,26.049,OAK,@,KAN,L 13-31,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,11,477,43.36,0,0,0%,0,0%,11,30%,True,Marquette King
2014,2014-12-21,15,16,26.056,OAK,,BUF,W 26-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,265,44.17,0,0,0%,0,0%,6,17%,False,Marquette King
2014,2014-12-28,16,17,26.063,OAK,@,DEN,L 14-47,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,9,418,46.44,0,0,0%,0,0%,9,25%,True,Marquette King
2015,2015-09-13,1,1,26.322,OAK,,CIN,L 13-33,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,260,43.33,0,0,0%,0,0%,7,25%,False,Marquette King
2015,2015-09-20,2,2,26.329,OAK,,BAL,W 37-33,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,2,118,59.00,0,0,0%,0,0%,9,26%,False,Marquette King
2015,2015-09-27,3,3,26.336,OAK,@,CLE,W 27-20,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,157,39.25,0,0,0%,0,0%,10,34%,True,Marquette King
2015,2015-10-04,4,4,26.343,OAK,@,CHI,L 20-22,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,242,48.40,0,0,0%,0,0%,9,32%,True,Marquette King
2015,2015-10-11,5,5,26.350,OAK,,DEN,L 10-16,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,207,51.75,0,0,0%,0,0%,8,31%,False,Marquette King
2015,2015-10-25,6,7,26.364,OAK,@,SDG,W 37-29,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,152,38.00,0,0,0%,0,0%,11,34%,True,Marquette King
2015,2015-11-01,7,8,27.006,OAK,,NYJ,W 34-20,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,135,45.00,0,0,0%,0,0%,10,33%,False,Marquette King
2015,2015-11-08,8,9,27.013,OAK,@,PIT,L 35-38,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,277,39.57,0,0,0%,0,0%,12,32%,True,Marquette King
2015,2015-11-15,9,10,27.020,OAK,,MIN,L 14-30,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,257,42.83,0,0,0%,0,0%,8,28%,False,Marquette King
2015,2015-11-22,10,11,27.027,OAK,@,DET,L 13-18,False,0,0,,0,0.0,0,0,0,0,0,1,0,0,1,0,0,5,217,43.40,0,0,0%,0,0%,9,33%,True,Marquette King
2015,2015-11-29,11,12,27.034,OAK,@,TEN,W 24-21,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,169,42.25,0,0,0%,0,0%,8,31%,True,Marquette King
2015,2015-12-06,12,13,27.041,OAK,,KAN,L 20-34,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,158,39.50,0,0,0%,0,0%,8,30%,False,Marquette King
2015,2015-12-13,13,14,27.048,OAK,@,DEN,W 15-12,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,10,460,46.00,0,0,0%,0,0%,13,42%,True,Marquette King
2015,2015-12-20,14,15,27.055,OAK,,GNB,L 20-30,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,217,43.40,0,0,0%,0,0%,9,28%,False,Marquette King
2015,2015-12-24,15,16,27.059,OAK,,SDG,W 23-20,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,400,50.00,0,0,0%,0,0%,12,34%,False,Marquette King
2015,2016-01-03,16,17,27.069,OAK,@,KAN,L 17-23,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,271,45.17,1,0,0%,0,0%,11,38%,True,Marquette King
2016,2016-09-11,1,1,27.321,OAK,@,NOR,W 35-34,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,199,49.75,0,0,0%,0,0%,7,23%,True,Marquette King
2016,2016-09-18,2,2,27.328,OAK,,ATL,L 28-35,False,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,4,211,52.75,0,0,0%,0,0%,10,33%,False,Marquette King
2016,2016-09-25,3,3,27.335,OAK,@,TEN,W 17-10,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,326,46.57,0,0,0%,0,0%,10,40%,True,Marquette King
2016,2016-10-02,4,4,27.342,OAK,@,BAL,W 28-27,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,414,51.75,0,0,0%,0,0%,12,36%,True,Marquette King
2016,2016-10-09,5,5,27.349,OAK,,SDG,W 34-31,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,139,46.33,0,0,0%,0,0%,10,33%,False,Marquette King
2016,2016-10-16,6,6,27.356,OAK,,KAN,L 10-26,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,159,53.00,0,0,0%,0,0%,6,26%,False,Marquette King
2016,2016-10-23,7,7,27.363,OAK,@,JAX,W 33-16,False,1,27,27.00,0,0.0,0,0,0,0,0,0,0,0,1,0,0,5,273,54.60,0,0,0%,0,0%,13,36%,True,Marquette King
2016,2016-10-30,8,8,28.004,OAK,@,TAM,W 30-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,240,40.00,0,0,0%,0,0%,12,35%,True,Marquette King
2016,2016-11-06,9,9,28.011,OAK,,DEN,W 30-20,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,169,42.25,0,0,0%,0,0%,11,34%,False,Marquette King
2016,2016-11-21,10,11,28.026,OAK,,HOU,W 27-20,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,159,53.00,0,0,0%,0,0%,8,31%,False,Marquette King
2016,2016-11-27,11,12,28.032,OAK,,CAR,W 35-32,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,239,47.80,0,0,0%,0,0%,10,31%,False,Marquette King
2016,2016-12-04,12,13,28.039,OAK,,BUF,W 38-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,221,44.20,0,0,0%,0,0%,12,36%,False,Marquette King
2016,2016-12-08,13,14,28.043,OAK,@,KAN,L 13-21,False,1,0,0.00,0,0.0,0,0,0,0,0,1,0,0,1,-3,0,8,348,43.50,0,0,0%,0,0%,13,45%,True,Marquette King
2016,2016-12-18,14,15,28.053,OAK,@,SDG,W 19-16,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,153,51.00,0,0,0%,0,0%,8,31%,True,Marquette King
