Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2016,2016-12-24,15,16,28.059,OAK,,IND,W 33-25,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,235,47.00,0,0,0%,0,0%,10,37%,False,Marquette King
2016,2017-01-01,16,17,28.067,OAK,@,DEN,L 6-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,8,452,56.50,0,0,0%,0,0%,8,31%,True,Marquette King
2017,2017-09-10,1,1,28.319,OAK,@,TEN,W 26-16,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,158,52.67,0,0,0%,0,0%,10,33%,True,Marquette King
2017,2017-09-17,2,2,28.326,OAK,,NYJ,W 45-20,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,166,55.33,0,0,0%,0,0%,10,33%,False,Marquette King
2017,2017-09-24,3,3,28.333,OAK,@,WAS,L 10-27,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,369,52.71,0,0,0%,0,0%,9,31%,True,Marquette King
2017,2017-10-01,4,4,28.340,OAK,@,DEN,L 10-16,False,1,-3,-3.00,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,306,51.00,0,0,0%,0,0%,9,32%,True,Marquette King
2017,2017-10-08,5,5,28.347,OAK,,BAL,L 17-30,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,197,49.25,0,0,0%,0,0%,7,26%,False,Marquette King
2017,2017-10-15,6,6,28.354,OAK,,LAC,L 16-17,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,226,56.50,0,0,0%,0,0%,7,32%,False,Marquette King
2017,2017-10-19,7,7,28.358,OAK,,KAN,W 31-30,False,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,3,146,48.67,0,0,0%,0,0%,11,34%,False,Marquette King
2017,2017-10-29,8,8,29.003,OAK,@,BUF,L 14-34,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,153,38.25,0,0,0%,0,0%,6,22%,True,Marquette King
2017,2017-11-05,9,9,29.010,OAK,@,MIA,W 27-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,140,46.67,0,0,0%,0,0%,8,31%,True,Marquette King
2017,2017-11-19,10,11,29.024,OAK,,NWE,L 8-33,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,137,45.67,0,0,0%,0,0%,4,18%,False,Marquette King
2017,2017-11-26,11,12,29.031,OAK,,DEN,W 21-14,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,261,43.50,0,0,0%,0,0%,10,37%,False,Marquette King
2017,2017-12-03,12,13,29.038,OAK,,NYG,W 24-17,False,1,-11,-11.00,0,0.0,0,0,0,,,0,0,0,0,0,0,4,200,50.00,0,0,0%,0,0%,9,32%,False,Marquette King
2017,2017-12-10,13,14,29.045,OAK,@,KAN,L 15-26,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,286,40.86,0,0,0%,0,0%,8,30%,True,Marquette King
2017,2017-12-17,14,15,29.052,OAK,,DAL,L 17-20,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,182,45.50,0,0,0%,0,0%,8,33%,False,Marquette King
2017,2017-12-25,15,16,29.060,OAK,@,PHI,L 10-19,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,5,207,41.40,0,0,0%,0,0%,8,30%,True,Marquette King
2017,2017-12-31,16,17,29.066,OAK,@,LAC,L 10-30,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,136,45.33,0,0,0%,0,0%,5,23%,True,Marquette King
2018,2018-09-09,1,1,29.318,DEN,,SEA,W 27-24,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,6,267,44.50,0,0,0%,0,0%,11,32%,False,Marquette King
2018,2018-09-16,2,2,29.325,DEN,,OAK,W 20-19,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,4,204,51.00,0,0,0%,0,0%,8,31%,False,Marquette King
2018,2018-09-23,3,3,29.332,DEN,@,BAL,L 14-27,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,7,287,41.00,0,0,0%,0,0%,9,32%,True,Marquette King
2018,2018-10-01,4,4,29.340,DEN,,KAN,L 23-27,False,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,3,123,41.00,0,0,0%,0,0%,8,29%,False,Marquette King
2018,2018-10-07,5,5,,DEN,@,NYJ,L 16-34,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marquette King
2018,2018-10-14,6,6,,DEN,,LAR,L 20-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marquette King
2018,2018-10-18,7,7,,DEN,@,ARI,W 45-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marquette King
2018,2018-10-28,8,8,,DEN,@,KAN,L 23-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marquette King
2018,2018-11-04,9,9,,DEN,,HOU,L 17-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marquette King
,84 Games,,,,,,,34-50-0,False,4,13,3.25,0,0.0,6,0,6,0,0,2,0,0,3,-3,0,446,20822,46.69,3,,,,,,,False,Marquette King
