Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2018.0,2018-09-30,4.0,4.0,,SFO,LAC,L 27-29,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Nick Mullens,False,27,29
2018.0,2018-10-07,5.0,5.0,,SFO,ARI,L 18-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Nick Mullens,False,18,28
2018.0,2018-10-15,6.0,6.0,,SFO,GNB,L 30-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Nick Mullens,False,30,33
2018.0,2018-10-21,7.0,7.0,,SFO,LAR,L 10-39,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Nick Mullens,False,10,39
2018.0,2018-10-28,8.0,8.0,,SFO,ARI,L 15-18,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Nick Mullens,False,15,18
2018.0,2018-11-01,9.0,9.0,23.225,SFO,OAK,W 34-3,True,16,22,72.73,262,3,0,151.9,0,0,11.91,14.64,4,-3,-0.75,0,1,0,0,0,-2,0,55,100%,0,0%,0,0%,False,Nick Mullens,True,34,3
2018.0,2018-11-12,10.0,10.0,23.236,SFO,NYG,L 23-27,True,27,39,69.23,250,1,2,73.7,0,0,6.41,4.62,2,1,0.50,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,False,Nick Mullens,False,23,27
2018.0,2018-11-25,11.0,12.0,23.249,SFO,TAM,L 9-27,True,18,32,56.25,221,1,2,62.1,4,27,6.91,4.72,2,-1,-0.50,0,1,0,0,1,0,0,64,100%,0,0%,0,0%,True,Nick Mullens,False,9,27
2018.0,2018-12-02,12.0,13.0,23.256,SFO,SEA,L 16-43,True,30,48,62.50,414,2,1,95.3,3,28,8.63,8.52,2,1,0.50,0,0,0,0,0,0,0,76,100%,0,0%,0,0%,True,Nick Mullens,False,16,43
2018.0,2018-12-09,13.0,14.0,23.263,SFO,DEN,W 20-14,True,20,33,60.61,332,2,1,102.1,3,27,10.06,9.91,5,-10,-2.00,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,False,Nick Mullens,True,20,14
