Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2016,2016-12-04,12,13,28.171,ARI,WAS,True,6,5,52,10.40,0,83.3%,8.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,72,95%,0,0%,0,0%,False,True,31,23,Jermaine Gresham
2016,2016-12-11,13,14,28.178,ARI,MIA,True,7,5,45,9.00,0,71.4%,6.43,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,79%,0,0%,0,0%,True,False,23,26,Jermaine Gresham
2016,2016-12-18,14,15,28.185,ARI,NOR,True,5,3,42,14.00,0,60.0%,8.40,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,63%,0,0%,0,0%,False,False,41,48,Jermaine Gresham
2016,2016-12-24,15,16,28.191,ARI,SEA,True,4,2,40,20.00,0,50.0%,10.00,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,85%,0,0%,1,3%,True,True,34,31,Jermaine Gresham
2016,2017-01-01,16,17,28.199,ARI,LAR,True,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,77%,0,0%,0,0%,True,True,44,6,Jermaine Gresham
2017,2017-09-10,1,1,29.086,ARI,DET,True,4,3,15,5.00,0,75.0%,3.75,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,73%,0,0%,0,0%,True,False,23,35,Jermaine Gresham
2017,2017-09-17,2,2,,ARI,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,16,13,Jermaine Gresham
2017,2017-09-25,3,3,29.101,ARI,DAL,True,9,5,47,9.40,0,55.6%,5.22,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,68%,0,0%,0,0%,False,False,17,28,Jermaine Gresham
2017,2017-10-01,4,4,29.107,ARI,SFO,True,3,2,12,6.00,0,66.7%,4.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,85%,0,0%,0,0%,False,True,18,15,Jermaine Gresham
2017,2017-10-08,5,5,29.114,ARI,PHI,True,2,2,16,8.00,0,100.0%,8.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,67%,0,0%,0,0%,True,False,7,34,Jermaine Gresham
2017,2017-10-15,6,6,29.121,ARI,TAM,True,2,2,32,16.00,0,100.0%,16.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,91%,0,0%,0,0%,False,True,38,33,Jermaine Gresham
2017,2017-10-22,7,7,29.128,ARI,LAR,True,3,1,18,18.00,0,33.3%,6.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,62%,0,0%,0,0%,True,False,0,33,Jermaine Gresham
2017,2017-11-05,8,9,29.142,ARI,SFO,True,3,2,23,11.50,1,66.7%,7.67,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,69,90%,0,0%,0,0%,True,True,20,10,Jermaine Gresham
2017,2017-11-09,9,10,29.146,ARI,SEA,True,7,5,64,12.80,1,71.4%,9.14,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,72,90%,0,0%,0,0%,False,False,16,22,Jermaine Gresham
2017,2017-11-19,10,11,29.156,ARI,HOU,True,1,1,10,10.00,0,100.0%,10.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,78%,0,0%,0,0%,True,False,21,31,Jermaine Gresham
2017,2017-11-26,11,12,29.163,ARI,JAX,True,3,2,13,6.50,0,66.7%,4.33,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,68%,0,0%,0,0%,False,True,27,24,Jermaine Gresham
2017,2017-12-03,12,13,29.170,ARI,LAR,True,3,2,17,8.50,0,66.7%,5.67,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,52%,0,0%,0,0%,False,False,16,32,Jermaine Gresham
2017,2017-12-10,13,14,29.177,ARI,TEN,True,2,2,27,13.50,0,100.0%,13.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,75%,0,0%,0,0%,False,True,12,7,Jermaine Gresham
2017,2017-12-17,14,15,,ARI,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,15,20,Jermaine Gresham
2017,2017-12-24,15,16,29.191,ARI,NYG,True,1,1,4,4.00,0,100.0%,4.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,99%,0,0%,0,0%,False,True,23,0,Jermaine Gresham
2017,2017-12-31,16,17,29.198,ARI,SEA,True,3,3,24,8.00,0,100.0%,8.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,73%,0,0%,0,0%,True,True,26,24,Jermaine Gresham
2018,2018-09-09,1,1,,ARI,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,6,24,Jermaine Gresham
2018,2018-09-16,2,2,,ARI,LAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,0,34,Jermaine Gresham
2018,2018-09-23,3,3,30.099,ARI,CHI,False,2,1,9,9.00,0,50.0%,4.50,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,34%,0,0%,0,0%,False,False,14,16,Jermaine Gresham
2018,2018-09-30,4,4,30.106,ARI,SEA,True,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,55%,0,0%,0,0%,False,False,17,20,Jermaine Gresham
2018,2018-10-07,5,5,30.113,ARI,SFO,True,1,1,11,11.00,0,100.0%,11.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,55%,0,0%,0,0%,True,True,28,18,Jermaine Gresham
2018,2018-10-14,6,6,30.120,ARI,MIN,True,1,1,26,26.00,0,100.0%,26.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,52%,0,0%,1,3%,True,False,17,27,Jermaine Gresham
2018,2018-10-18,7,7,30.124,ARI,DEN,True,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,59%,0,0%,2,6%,False,False,10,45,Jermaine Gresham
2018,2018-10-28,8,8,30.134,ARI,SFO,False,3,3,22,7.33,0,100.0%,7.33,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,31,47%,0,0%,2,8%,False,True,18,15,Jermaine Gresham
2018,2018-11-11,9,10,30.148,ARI,KAN,True,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,40%,0,0%,2,8%,True,False,14,26,Jermaine Gresham
2018,2018-11-18,10,11,30.155,ARI,OAK,True,2,1,8,8.00,0,50.0%,4.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,39,72%,0,0%,3,9%,False,False,21,23,Jermaine Gresham
2018,2018-11-25,11,12,30.162,ARI,LAC,True,1,1,2,2.00,0,100.0%,2.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,31,66%,0,0%,3,11%,True,False,10,45,Jermaine Gresham
2018,2018-12-02,12,13,30.169,ARI,GNB,True,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,71%,0,0%,4,13%,True,True,20,17,Jermaine Gresham
2018,2018-12-09,13,14,30.176,ARI,DET,True,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,43%,0,0%,2,8%,False,False,3,17,Jermaine Gresham
2018,2018-12-16,14,15,30.183,ARI,ATL,True,1,1,16,16.00,0,100.0%,16.00,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,29%,0,0%,1,3%,True,False,14,40,Jermaine Gresham
2018,2018-12-23,15,16,30.190,ARI,LAR,True,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,87%,0,0%,3,12%,False,False,9,31,Jermaine Gresham
2018,2018-12-30,16,17,,ARI,SEA,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,24,27,Jermaine Gresham
,132 Games,,,,,,False,567,377,3752,9.95,29,66.5%,6.62,1,29,176,0.0,1,0,1,0,0,13,7,0,3,0,0,,,,,,,False,False,61,2,Jermaine Gresham
