Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2012,2012-09-09,1,1,22.055,IND,CHI,False,4,6,1.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,11,17%,0,0%,12,36%,True,False,21,41,Vick Ballard
2012,2012-09-16,2,2,22.062,IND,MIN,False,6,13,2.17,0,1,0,0,,0,0.0%,0.00,0,0,0,0,0,0,0,0,14,21%,0,0%,10,33%,False,True,23,20,Vick Ballard
2012,2012-09-23,3,3,22.069,IND,JAX,False,5,12,2.40,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,10,12%,0,0%,9,29%,False,False,17,22,Vick Ballard
2012,2012-10-07,4,5,22.083,IND,GNB,False,6,11,1.83,0,1,1,4,4.00,0,100.0%,4.00,0,0,0,0,0,0,0,0,22,23%,0,0%,7,21%,False,True,30,27,Vick Ballard
2012,2012-10-14,5,6,22.090,IND,NYJ,True,8,25,3.13,0,3,2,17,8.50,0,66.7%,5.67,0,0,0,0,0,0,0,0,29,41%,0,0%,0,0%,True,False,9,35,Vick Ballard
2012,2012-10-21,6,7,22.097,IND,CLE,True,20,84,4.20,0,1,1,19,19.00,0,100.0%,19.00,0,0,0,0,0,0,0,0,40,56%,0,0%,0,0%,False,True,17,13,Vick Ballard
2012,2012-10-28,7,8,22.104,IND,TEN,True,12,55,4.58,0,1,1,16,16.00,1,100.0%,16.00,1,6,0,0,0,0,0,0,31,41%,0,0%,0,0%,True,True,19,13,Vick Ballard
2012,2012-11-04,8,9,22.111,IND,MIA,True,16,60,3.75,0,6,3,38,12.67,0,50.0%,6.33,0,0,1,0,0,1,0,0,54,68%,0,0%,0,0%,False,True,23,20,Vick Ballard
2012,2012-11-08,9,10,22.115,IND,JAX,True,12,48,4.00,0,2,2,11,5.50,0,100.0%,5.50,0,0,0,0,0,0,0,0,33,49%,0,0%,1,4%,True,True,27,10,Vick Ballard
2012,2012-11-18,10,11,22.125,IND,NWE,True,16,72,4.50,0,1,1,7,7.00,0,100.0%,7.00,0,0,1,0,0,1,0,0,46,59%,0,0%,0,0%,True,False,24,59,Vick Ballard
2012,2012-11-25,11,12,22.132,IND,BUF,True,13,41,3.15,0,1,0,0,,0,0.0%,0.00,0,0,0,0,0,0,0,0,38,52%,0,0%,0,0%,False,True,20,13,Vick Ballard
2012,2012-12-02,12,13,22.139,IND,DET,True,9,41,4.56,1,4,3,21,7.00,0,75.0%,5.25,1,6,0,0,0,0,0,0,42,55%,0,0%,0,0%,True,True,35,33,Vick Ballard
2012,2012-12-09,13,14,22.146,IND,TEN,True,19,94,4.95,0,1,1,10,10.00,0,100.0%,10.00,0,0,0,0,0,0,0,0,47,67%,0,0%,0,0%,False,True,27,23,Vick Ballard
2012,2012-12-16,14,15,22.153,IND,HOU,True,18,105,5.83,0,2,0,0,,0,0.0%,0.00,0,0,0,0,0,0,0,0,47,77%,0,0%,0,0%,True,False,17,29,Vick Ballard
2012,2012-12-23,15,16,22.160,IND,KAN,True,20,69,3.45,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,58,87%,0,0%,0,0%,True,True,20,13,Vick Ballard
2012,2012-12-30,16,17,22.167,IND,HOU,True,27,78,2.89,1,3,2,9,4.50,0,66.7%,3.00,1,6,0,0,0,0,0,0,57,84%,0,0%,0,0%,False,True,28,16,Vick Ballard
2013,2013-09-08,1,1,23.054,IND,OAK,True,13,63,4.85,0,2,1,-5,-5.00,0,50.0%,-2.50,0,0,0,0,0,0,0,0,39,71%,0,0%,0,0%,False,True,21,17,Vick Ballard
2013,2013-09-15,2,2,,IND,MIA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,20,24,Vick Ballard
2013,2013-09-22,3,3,,IND,SFO,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,27,7,Vick Ballard
2013,2013-09-29,4,4,,IND,JAX,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,37,3,Vick Ballard
2013,2013-10-06,5,5,,IND,SEA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,34,28,Vick Ballard
2013,2013-10-14,6,6,,IND,SDG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,9,19,Vick Ballard
2013,2013-10-20,7,7,,IND,DEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,39,33,Vick Ballard
2013,2013-11-03,8,9,,IND,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,27,24,Vick Ballard
2013,2013-11-10,9,10,,IND,STL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,8,38,Vick Ballard
2013,2013-11-14,10,11,,IND,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,30,27,Vick Ballard
2013,2013-11-24,11,12,,IND,ARI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,11,40,Vick Ballard
2013,2013-12-01,12,13,,IND,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,22,14,Vick Ballard
2013,2013-12-08,13,14,,IND,CIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,28,42,Vick Ballard
2013,2013-12-15,14,15,,IND,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,25,3,Vick Ballard
2013,2013-12-22,15,16,,IND,KAN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,23,7,Vick Ballard
2013,2013-12-29,16,17,,IND,JAX,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,30,10,Vick Ballard
2015,2015-09-13,1,1,,IND,BUF,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,14,27,Vick Ballard
2015,2015-09-21,2,2,,IND,NYJ,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,7,20,Vick Ballard
,17 Games,,,,,,False,224,877,3.92,2,29,18,147,8.17,1,62.1%,5.07,3,18,3,0,0,2,0,0,,,,,,,False,False,5,0,Vick Ballard
