Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2013.0,2013-12-05,13.0,14.0,,JAX,HOU,W 27-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Justin Forsett,True,27,20
2013.0,2013-12-15,14.0,15.0,,JAX,BUF,L 20-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Justin Forsett,False,20,27
2013.0,2013-12-22,15.0,16.0,,JAX,TEN,L 16-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Justin Forsett,False,16,20
2013.0,2013-12-29,16.0,17.0,,JAX,IND,L 10-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Justin Forsett,False,10,30
2014.0,2014-09-07,1.0,1.0,28.328,BAL,CIN,L 16-23,False,11,70,6.36,1,6,5,14,2.80,0,83.3%,2.33,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,57,65%,0,0%,0,0%,False,Justin Forsett,False,16,23
2014.0,2014-09-11,2.0,2.0,28.332,BAL,PIT,W 26-6,False,8,56,7.00,0,4,4,16,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,28,41%,0,0%,0,0%,False,Justin Forsett,True,26,6
2014.0,2014-09-21,3.0,3.0,28.342,BAL,CLE,W 23-21,True,11,63,5.73,0,5,4,2,0.50,0,80.0%,0.40,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,56%,0,0%,0,0%,True,Justin Forsett,True,23,21
2014.0,2014-09-28,4.0,4.0,28.349,BAL,CAR,W 38-10,True,14,66,4.71,1,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,39,62%,0,0%,0,0%,False,Justin Forsett,True,38,10
2014.0,2014-10-05,5.0,5.0,28.356,BAL,IND,L 13-20,True,6,42,7.00,1,8,7,55,7.86,0,87.5%,6.88,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,43,72%,0,0%,0,0%,True,Justin Forsett,False,13,20
2014.0,2014-10-12,6.0,6.0,28.363,BAL,TAM,W 48-17,True,14,111,7.93,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,51%,0,0%,0,0%,True,Justin Forsett,True,48,17
2014.0,2014-10-19,7.0,7.0,29.005,BAL,ATL,W 29-7,True,23,95,4.13,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,63%,0,0%,0,0%,False,Justin Forsett,True,29,7
2014.0,2014-10-26,8.0,8.0,29.012,BAL,CIN,L 24-27,True,17,68,4.00,0,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,0,0,1,0,0,1,0,0,45,69%,0,0%,0,0%,True,Justin Forsett,False,24,27
2014.0,2014-11-02,9.0,9.0,29.019,BAL,PIT,L 23-43,True,9,38,4.22,0,8,5,67,13.40,0,62.5%,8.38,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,73%,0,0%,0,0%,True,Justin Forsett,False,23,43
2014.0,2014-11-09,10.0,10.0,29.026,BAL,TEN,W 21-7,True,20,112,5.60,2,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,45,73%,0,0%,0,0%,False,Justin Forsett,True,21,7
2014.0,2014-11-24,11.0,12.0,29.041,BAL,NOR,W 34-27,True,22,182,8.27,2,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,44,75%,0,0%,1,3%,True,Justin Forsett,True,34,27
2014.0,2014-11-30,12.0,13.0,29.047,BAL,SDG,L 33-34,True,24,106,4.42,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,80%,0,0%,1,3%,False,Justin Forsett,False,33,34
2014.0,2014-12-07,13.0,14.0,29.054,BAL,MIA,W 28-13,True,13,71,5.46,1,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,41,63%,0,0%,2,8%,True,Justin Forsett,True,28,13
2014.0,2014-12-14,14.0,15.0,29.061,BAL,JAX,W 20-12,True,16,48,3.00,0,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,45,73%,0,0%,0,0%,False,Justin Forsett,True,20,12
2014.0,2014-12-21,15.0,16.0,29.068,BAL,HOU,L 13-25,True,10,19,1.90,0,4,4,13,3.25,0,100.0%,3.25,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,63%,0,0%,0,0%,True,Justin Forsett,False,13,25
2014.0,2014-12-28,16.0,17.0,29.075,BAL,CLE,W 20-10,True,17,119,7.00,0,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,78%,0,0%,0,0%,False,Justin Forsett,True,20,10
2015.0,2015-09-13,1.0,1.0,29.334,BAL,DEN,L 13-19,True,14,43,3.07,0,7,4,13,3.25,0,57.1%,1.86,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,72%,0,0%,0,0%,True,Justin Forsett,False,13,19
2015.0,2015-09-20,2.0,2.0,29.341,BAL,OAK,L 33-37,True,15,68,4.53,0,4,4,12,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,51%,0,0%,0,0%,True,Justin Forsett,False,33,37
2015.0,2015-09-27,3.0,3.0,29.348,BAL,CIN,L 24-28,True,10,13,1.30,0,7,4,16,4.00,0,57.1%,2.29,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,81%,0,0%,0,0%,False,Justin Forsett,False,24,28
2015.0,2015-10-01,4.0,4.0,29.352,BAL,PIT,W 23-20,True,27,150,5.56,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,78%,0,0%,0,0%,True,Justin Forsett,True,23,20
2015.0,2015-10-11,5.0,5.0,29.362,BAL,CLE,L 30-33,True,21,121,5.76,1,5,4,49,12.25,0,80.0%,9.80,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,53,76%,0,0%,0,0%,False,Justin Forsett,False,30,33
2015.0,2015-10-18,6.0,6.0,30.004,BAL,SFO,L 20-25,True,17,62,3.65,0,8,7,39,5.57,0,87.5%,4.88,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,79%,0,0%,0,0%,True,Justin Forsett,False,20,25
2015.0,2015-10-26,7.0,7.0,30.012,BAL,ARI,L 18-26,True,12,36,3.00,1,4,3,8,2.67,0,75.0%,2.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,55,86%,0,0%,0,0%,True,Justin Forsett,False,18,26
2015.0,2015-11-01,8.0,8.0,30.018,BAL,SDG,W 29-26,True,17,69,4.06,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,68%,0,0%,0,0%,False,Justin Forsett,True,29,26
2015.0,2015-11-15,9.0,10.0,30.032,BAL,JAX,L 20-22,True,14,53,3.79,0,4,4,11,2.75,0,100.0%,2.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,72%,0,0%,0,0%,False,Justin Forsett,False,20,22
2015.0,2015-11-22,10.0,11.0,30.039,BAL,STL,W 16-13,True,4,26,6.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,8%,0,0%,0,0%,False,Justin Forsett,True,16,13
2015.0,2015-11-30,11.0,12.0,,BAL,CLE,W 33-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Justin Forsett,True,33,27
2015.0,2015-12-06,12.0,13.0,,BAL,MIA,L 13-15,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Justin Forsett,False,13,15
2015.0,2015-12-13,13.0,14.0,,BAL,SEA,L 6-35,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Justin Forsett,False,6,35
2015.0,2015-12-20,14.0,15.0,,BAL,KAN,L 14-34,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Justin Forsett,False,14,34
2015.0,2015-12-27,15.0,16.0,,BAL,PIT,W 20-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Justin Forsett,True,20,17
2015.0,2016-01-03,16.0,17.0,,BAL,CIN,L 16-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Justin Forsett,False,16,24
2016.0,2016-09-11,1.0,1.0,30.333,BAL,BUF,W 13-7,True,10,41,4.10,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,50%,0,0%,0,0%,False,Justin Forsett,True,13,7
2016.0,2016-09-18,2.0,2.0,30.34,BAL,CLE,W 25-20,True,14,37,2.64,0,5,3,9,3.00,0,60.0%,1.80,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,55%,0,0%,0,0%,True,Justin Forsett,True,25,20
2016.0,2016-09-25,3.0,3.0,30.347,BAL,JAX,W 19-17,True,7,20,2.86,0,7,6,12,2.00,0,85.7%,1.71,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,64%,0,0%,0,0%,True,Justin Forsett,True,19,17
2016.0,2016-10-02,4.0,4.0,,BAL,OAK,L 27-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Justin Forsett,False,27,28
2016.0,2016-10-16,6.0,6.0,31.002,DET,LAR,W 31-28,False,5,5,1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,12,19%,0,0%,0,0%,False,Justin Forsett,True,31,28
2016.0,2016-10-23,7.0,7.0,31.009,DET,WAS,W 20-17,False,8,33,4.13,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,16,30%,0,0%,0,0%,False,Justin Forsett,True,20,17
2016.0,2016-10-30,8.0,8.0,,DET,HOU,L 13-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Justin Forsett,False,13,20
2016.0,2016-11-06,9.0,9.0,,DET,MIN,W 22-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Justin Forsett,True,22,16
2016.0,2016-11-20,10.0,11.0,,DET,JAX,W 26-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Justin Forsett,True,26,19
2016.0,2016-11-24,11.0,12.0,,DET,MIN,W 16-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Justin Forsett,True,16,13
2016.0,2016-12-11,13.0,14.0,31.058,DEN,TEN,L 10-13,False,6,17,2.83,0,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,27,42%,0,0%,0,0%,True,Justin Forsett,False,10,13
2016.0,2016-12-18,14.0,15.0,31.065,DEN,NWE,L 3-16,True,10,37,3.70,0,5,4,16,4.00,0,80.0%,3.20,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,55%,0,0%,0,0%,False,Justin Forsett,False,3,16
2016.0,2016-12-25,15.0,16.0,31.072,DEN,KAN,L 10-33,True,5,11,2.20,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,16,27%,0,0%,0,0%,True,Justin Forsett,False,10,33
2016.0,2017-01-01,16.0,17.0,31.079,DEN,OAK,W 24-6,True,22,90,4.09,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,42,58%,0,0%,0,0%,False,Justin Forsett,True,24,6
,122 Games,,,,,,56-66-0,False,820,3890,4.74,19,290,210,1351,6.43,1,72.4%,4.66,39,894,22.92,0,46,372,8.09,0,1,20,122,0.0,8,0,8,0,0,8,2,0,2,0,0,,,,,,,False,Justin Forsett,False,66,0
