Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2014,2014-09-07,1,1,21.085,BUF,@,CHI,W 23-20,True,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,54,95%,0,0%,0,0%,True,Sammy Watkins
2014,2014-09-14,2,2,21.092,BUF,,MIA,W 29-10,True,11,8,117,14.63,1,72.7%,10.64,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,50,85%,0,0%,0,0%,False,Sammy Watkins
2014,2014-09-21,3,3,21.099,BUF,,SDG,L 10-22,True,8,2,19,9.50,0,25.0%,2.38,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,False,Sammy Watkins
2014,2014-09-28,4,4,21.106,BUF,@,HOU,L 17-23,True,9,4,30,7.50,1,44.4%,3.33,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,70,100%,0,0%,0,0%,True,Sammy Watkins
2014,2014-10-05,5,5,21.113,BUF,@,DET,W 17-14,True,12,7,87,12.43,0,58.3%,7.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,70,99%,0,0%,0,0%,True,Sammy Watkins
2014,2014-10-12,6,6,21.120,BUF,,NWE,L 22-37,True,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,68,99%,0,0%,0,0%,False,Sammy Watkins
2014,2014-10-19,7,7,21.127,BUF,,MIN,W 17-16,True,14,9,122,13.56,2,64.3%,8.71,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,70,100%,0,0%,0,0%,False,Sammy Watkins
2014,2014-10-26,8,8,21.134,BUF,@,NYJ,W 43-23,True,6,3,157,52.33,1,50.0%,26.17,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,53,96%,0,0%,1,3%,True,Sammy Watkins
2014,2014-11-09,9,10,21.148,BUF,,KAN,L 13-17,True,10,4,27,6.75,0,40.0%,2.70,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,68,93%,0,0%,0,0%,False,Sammy Watkins
2014,2014-11-13,10,11,21.152,BUF,@,MIA,L 9-22,True,7,3,32,10.67,0,42.9%,4.57,1,3,3.00,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,61,98%,0,0%,0,0%,True,Sammy Watkins
2014,2014-11-24,11,12,21.163,BUF,,NYJ,W 38-3,True,5,3,35,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,61,94%,0,0%,0,0%,False,Sammy Watkins
2014,2014-11-30,12,13,21.169,BUF,,CLE,W 26-10,True,9,3,11,3.67,0,33.3%,1.22,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,False,Sammy Watkins
2014,2014-12-07,13,14,21.176,BUF,@,DEN,L 17-24,True,12,7,127,18.14,0,58.3%,10.58,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,1,1,0,0,0,0,72,90%,0,0%,0,0%,True,Sammy Watkins
2014,2014-12-14,14,15,21.183,BUF,,GNB,W 21-13,True,6,1,28,28.00,0,16.7%,4.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,68,100%,0,0%,1,3%,False,Sammy Watkins
2014,2014-12-21,15,16,21.190,BUF,@,OAK,L 24-26,True,7,3,75,25.00,1,42.9%,10.71,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,68,100%,0,0%,0,0%,True,Sammy Watkins
2014,2014-12-28,16,17,21.197,BUF,@,NWE,W 17-9,True,5,3,57,19.00,0,60.0%,11.40,1,5,5.00,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,58,98%,0,0%,0,0%,True,Sammy Watkins
2015,2015-09-13,1,1,22.091,BUF,,IND,W 27-14,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,50,85%,0,0%,1,4%,False,Sammy Watkins
2015,2015-09-20,2,2,22.098,BUF,,NWE,L 32-40,True,8,6,60,10.00,1,75.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,70,97%,0,0%,0,0%,False,Sammy Watkins
2015,2015-09-27,3,3,22.105,BUF,@,MIA,W 41-14,True,2,1,39,39.00,0,50.0%,19.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,12,18%,0,0%,0,0%,True,Sammy Watkins
2015,2015-10-04,4,4,,BUF,,NYG,L 10-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Sammy Watkins
2015,2015-10-11,5,5,,BUF,@,TEN,W 14-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Sammy Watkins
2015,2015-10-18,6,6,22.126,BUF,,CIN,L 21-34,True,5,4,48,12.00,1,80.0%,9.60,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,36,51%,0,0%,0,0%,False,Sammy Watkins
2015,2015-10-25,7,7,,BUF,@,JAX,L 31-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Sammy Watkins
2015,2015-11-08,8,9,22.147,BUF,,MIA,W 33-17,True,8,8,168,21.00,1,100.0%,21.00,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,33,60%,0,0%,0,0%,False,Sammy Watkins
2015,2015-11-12,9,10,22.151,BUF,@,NYJ,W 22-17,True,7,3,14,4.67,0,42.9%,2.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,58,89%,0,0%,0,0%,True,Sammy Watkins
2015,2015-11-23,10,11,22.162,BUF,@,NWE,L 13-20,True,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,62,87%,0,0%,0,0%,True,Sammy Watkins
2015,2015-11-29,11,12,22.168,BUF,@,KAN,L 22-30,True,10,6,158,26.33,2,60.0%,15.80,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,70,97%,0,0%,0,0%,True,Sammy Watkins
2015,2015-12-06,12,13,22.175,BUF,,HOU,W 30-21,True,4,3,109,36.33,1,75.0%,27.25,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,61,98%,3,4%,0,0%,False,Sammy Watkins
2015,2015-12-13,13,14,22.182,BUF,@,PHI,L 20-23,True,12,5,81,16.20,1,41.7%,6.75,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,1,6,0,0,0,0,0,0,73,99%,0,0%,0,0%,True,Sammy Watkins
2015,2015-12-20,14,15,22.189,BUF,@,WAS,L 25-35,True,10,5,111,22.20,2,50.0%,11.10,0,0,,0,0,0,,0,0,0,,0,0,,,,2,12,0,0,0,0,0,0,65,96%,0,0%,0,0%,True,Sammy Watkins
2015,2015-12-27,15,16,22.196,BUF,,DAL,W 16-6,True,6,5,84,16.80,0,83.3%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,56,90%,0,0%,0,0%,False,Sammy Watkins
2015,2016-01-03,16,17,22.203,BUF,,NYJ,W 22-17,True,15,11,136,12.36,0,73.3%,9.07,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,69,92%,0,0%,0,0%,False,Sammy Watkins
2016,2016-09-11,1,1,23.089,BUF,@,BAL,L 7-13,True,6,4,43,10.75,0,66.7%,7.17,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,42,86%,0,0%,0,0%,True,Sammy Watkins
2016,2016-09-15,2,2,23.093,BUF,,NYJ,L 31-37,True,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,40,75%,0,0%,0,0%,False,Sammy Watkins
2016,2016-09-25,3,3,,BUF,,ARI,W 33-18,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Sammy Watkins
2016,2016-10-02,4,4,,BUF,@,NWE,W 16-0,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Sammy Watkins
2016,2016-10-09,5,5,,BUF,@,LAR,W 30-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Sammy Watkins
2016,2016-10-16,6,6,,BUF,,SFO,W 45-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Sammy Watkins
2016,2016-10-23,7,7,,BUF,@,MIA,L 25-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Sammy Watkins
2016,2016-10-30,8,8,,BUF,,NWE,L 25-41,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Sammy Watkins
2016,2016-11-07,9,9,,BUF,@,SEA,L 25-31,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Sammy Watkins
2016,2016-11-20,10,11,,BUF,@,CIN,W 16-12,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Sammy Watkins
2016,2016-11-27,11,12,23.166,BUF,,JAX,W 28-21,True,3,3,80,26.67,0,100.0%,26.67,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,25,45%,0,0%,0,0%,False,Sammy Watkins
2016,2016-12-04,12,13,23.173,BUF,@,OAK,L 24-38,True,9,3,38,12.67,0,33.3%,4.22,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,49,68%,0,0%,0,0%,True,Sammy Watkins
