Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2009,2009-11-22,10,11,,CIN,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,20,Jerome Simpson
2009,2009-11-29,11,12,,CIN,CLE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,16,7,Jerome Simpson
2009,2009-12-06,12,13,,CIN,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,23,13,Jerome Simpson
2009,2009-12-13,13,14,,CIN,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,30,Jerome Simpson
2009,2009-12-20,14,15,23.319,CIN,SDG,False,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,24,27,Jerome Simpson
2009,2009-12-27,15,16,,CIN,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,17,10,Jerome Simpson
2009,2010-01-03,16,17,23.333,CIN,NYJ,False,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,False,0,37,Jerome Simpson
2010,2010-09-12,1,1,24.220,CIN,NWE,False,,,,,,0.0%,,,,,,,,,,0,0,0,,,0,0,0,,,,,,,True,False,24,38,Jerome Simpson
2010,2010-09-19,2,2,,CIN,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,15,10,Jerome Simpson
2010,2010-09-26,3,3,,CIN,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,20,7,Jerome Simpson
2010,2010-10-03,4,4,,CIN,CLE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,20,23,Jerome Simpson
2010,2010-10-10,5,5,24.248,CIN,TAM,False,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,,,0,0,0,,,,,,,False,False,21,24,Jerome Simpson
2010,2010-10-24,6,7,,CIN,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,32,39,Jerome Simpson
2010,2010-10-31,7,8,,CIN,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,14,22,Jerome Simpson
2010,2010-11-08,8,9,,CIN,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,21,27,Jerome Simpson
2010,2010-11-14,9,10,,CIN,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,23,Jerome Simpson
2010,2010-11-21,10,11,,CIN,BUF,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,31,49,Jerome Simpson
2010,2010-11-25,11,12,,CIN,NYJ,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,10,26,Jerome Simpson
2010,2010-12-05,12,13,,CIN,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,30,34,Jerome Simpson
2010,2010-12-12,13,14,,CIN,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,7,23,Jerome Simpson
2010,2010-12-19,14,15,24.318,CIN,CLE,True,3,2,30,15.00,0,66.7%,10.00,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,19,17,Jerome Simpson
2010,2010-12-26,15,16,24.325,CIN,SDG,True,7,6,124,20.67,2,85.7%,17.71,0,0,,0,0,0,,0,2,12,0,,0,0,0,0,,,,,,,False,True,34,20,Jerome Simpson
2010,2011-01-02,16,17,24.332,CIN,BAL,True,14,12,123,10.25,1,85.7%,8.79,1,2,2.00,0,0,0,,0,1,6,2,2,0,0,0,0,,,,,,,True,False,7,13,Jerome Simpson
2011,2011-09-11,1,1,25.219,CIN,CLE,True,9,4,44,11.00,0,44.4%,4.89,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,27,17,Jerome Simpson
2011,2011-09-18,2,2,25.226,CIN,DEN,True,9,4,136,34.00,0,44.4%,15.11,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,22,24,Jerome Simpson
2011,2011-09-25,3,3,25.233,CIN,SFO,False,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,8,13,Jerome Simpson
2011,2011-10-02,4,4,25.240,CIN,BUF,True,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,23,20,Jerome Simpson
2011,2011-10-09,5,5,25.247,CIN,JAX,True,7,4,40,10.00,0,57.1%,5.71,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,True,30,20,Jerome Simpson
2011,2011-10-16,6,6,25.254,CIN,IND,False,9,6,101,16.83,0,66.7%,11.22,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,27,17,Jerome Simpson
2011,2011-10-30,7,8,25.268,CIN,SEA,True,2,1,14,14.00,1,50.0%,7.00,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,True,34,12,Jerome Simpson
2011,2011-11-06,8,9,25.275,CIN,TEN,True,10,3,43,14.33,1,30.0%,4.30,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,True,True,24,17,Jerome Simpson
2011,2011-11-13,9,10,25.282,CIN,PIT,True,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,17,24,Jerome Simpson
2011,2011-11-20,10,11,25.289,CIN,BAL,True,13,8,152,19.00,0,61.5%,11.69,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,24,31,Jerome Simpson
2011,2011-11-27,11,12,25.296,CIN,CLE,True,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,True,23,20,Jerome Simpson
2011,2011-12-04,12,13,25.303,CIN,PIT,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,False,7,35,Jerome Simpson
2011,2011-12-11,13,14,25.310,CIN,HOU,True,6,2,38,19.00,1,33.3%,6.33,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,False,19,20,Jerome Simpson
2011,2011-12-18,14,15,25.317,CIN,STL,True,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,0,0,0,,0,1,0,0,,,,,,,True,True,20,13,Jerome Simpson
2011,2011-12-24,15,16,25.323,CIN,ARI,True,6,5,42,8.40,1,83.3%,7.00,0,0,,0,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,True,23,16,Jerome Simpson
2011,2012-01-01,16,17,25.331,CIN,BAL,True,10,5,54,10.80,0,50.0%,5.40,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,False,16,24,Jerome Simpson
2012,2012-09-09,1,1,,MIN,JAX,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,True,26,23,Jerome Simpson
2012,2012-09-16,2,2,,MIN,IND,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,False,20,23,Jerome Simpson
2012,2012-09-23,3,3,,MIN,SFO,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,True,24,13,Jerome Simpson
2012,2012-09-30,4,4,26.239,MIN,DET,True,5,4,50,12.50,0,80.0%,10.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,48,83%,0,0%,0,0%,True,True,20,13,Jerome Simpson
2012,2012-10-07,5,5,26.246,MIN,TEN,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,24,35%,0,0%,0,0%,False,True,30,7,Jerome Simpson
2012,2012-10-14,6,6,,MIN,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,26,38,Jerome Simpson
2012,2012-10-21,7,7,26.260,MIN,ARI,True,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,38,73%,0,0%,0,0%,False,True,21,14,Jerome Simpson
2012,2012-10-25,8,8,26.264,MIN,TAM,True,7,2,37,18.50,0,28.6%,5.29,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,60,100%,0,0%,0,0%,False,False,17,36,Jerome Simpson
2012,2012-11-04,9,9,26.274,MIN,SEA,False,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,35,65%,0,0%,0,0%,True,False,20,30,Jerome Simpson
2012,2012-11-11,10,10,26.281,MIN,DET,True,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,40,57%,0,0%,0,0%,False,True,34,24,Jerome Simpson
2012,2012-11-25,11,12,26.295,MIN,CHI,True,5,1,1,1.00,0,20.0%,0.20,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,29,44%,0,0%,0,0%,True,False,10,28,Jerome Simpson
2012,2012-12-02,12,13,26.302,MIN,GNB,True,7,2,25,12.50,0,28.6%,3.57,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,39,71%,0,0%,0,0%,True,False,14,23,Jerome Simpson
2012,2012-12-09,13,14,26.309,MIN,CHI,False,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,16,28%,0,0%,0,0%,False,True,21,14,Jerome Simpson
2012,2012-12-16,14,15,26.316,MIN,STL,True,6,4,27,6.75,0,66.7%,4.50,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,34,58%,0,0%,0,0%,True,True,36,22,Jerome Simpson
2012,2012-12-23,15,16,26.323,MIN,HOU,True,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,51,69%,0,0%,0,0%,True,True,23,6,Jerome Simpson
2012,2012-12-30,16,17,26.330,MIN,GNB,True,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,39,57%,0,0%,0,0%,False,True,37,34,Jerome Simpson
2013,2013-09-08,1,1,27.216,MIN,DET,True,8,7,140,20.00,0,87.5%,17.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,42,76%,0,0%,0,0%,True,False,24,34,Jerome Simpson
2013,2013-09-15,2,2,27.223,MIN,CHI,True,5,2,49,24.50,0,40.0%,9.80,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,44,69%,0,0%,0,0%,True,False,30,31,Jerome Simpson
2013,2013-09-22,3,3,27.230,MIN,CLE,False,8,3,29,9.67,0,37.5%,3.63,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,47,59%,0,0%,0,0%,False,False,27,31,Jerome Simpson
2013,2013-09-29,4,4,27.237,MIN,PIT,True,11,7,124,17.71,0,63.6%,11.27,0,0,,0,0,0,,0,0,0,0,0,0,1,1,0,28,54%,0,0%,0,0%,False,True,34,27,Jerome Simpson
2013,2013-10-13,5,6,27.251,MIN,CAR,True,7,4,30,7.50,0,57.1%,4.29,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,42,68%,0,0%,0,0%,False,False,10,35,Jerome Simpson
2013,2013-10-21,6,7,27.259,MIN,NYG,False,9,3,32,10.67,0,33.3%,3.56,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,51,72%,0,0%,0,0%,True,False,7,23,Jerome Simpson
2013,2013-10-27,7,8,27.265,MIN,GNB,True,3,1,18,18.00,0,33.3%,6.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,32,68%,0,0%,0,0%,False,False,31,44,Jerome Simpson
2013,2013-11-03,8,9,27.272,MIN,DAL,True,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,46,66%,0,0%,0,0%,True,False,23,27,Jerome Simpson
2013,2013-11-07,9,10,27.276,MIN,WAS,True,6,4,45,11.25,0,66.7%,7.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,33,63%,0,0%,0,0%,False,True,34,27,Jerome Simpson
2013,2013-11-17,10,11,27.286,MIN,SEA,False,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,31,42%,0,0%,0,0%,True,False,20,41,Jerome Simpson
2013,2013-11-24,11,12,27.293,MIN,GNB,False,4,2,54,27.00,0,50.0%,13.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,47,59%,0,0%,0,0%,True,False,26,26,Jerome Simpson
2013,2013-12-01,12,13,27.300,MIN,CHI,False,9,3,76,25.33,0,33.3%,8.44,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,41,47%,0,0%,1,3%,False,True,23,20,Jerome Simpson
2013,2013-12-08,13,14,27.307,MIN,BAL,False,8,4,48,12.00,1,50.0%,6.00,0,0,,0,0,0,,0,1,6,1,0,0,0,0,0,47,71%,0,0%,6,18%,True,False,26,29,Jerome Simpson
2013,2013-12-15,14,15,27.314,MIN,PHI,False,3,1,19,19.00,0,33.3%,6.33,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,36,48%,0,0%,1,3%,False,True,48,30,Jerome Simpson
2013,2013-12-22,15,16,27.321,MIN,CIN,False,5,1,8,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,41,84%,0,0%,0,0%,True,False,14,42,Jerome Simpson
