Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2011,2011-09-11,1,1,,CLE,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,17,27,Jordan Cameron
2011,2011-09-18,2,2,,CLE,IND,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,27,19,Jordan Cameron
2011,2011-09-25,3,3,,CLE,MIA,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,17,16,Jordan Cameron
2011,2011-10-02,4,4,,CLE,TEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,13,31,Jordan Cameron
2011,2011-10-16,5,6,,CLE,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,24,Jordan Cameron
2011,2011-10-23,6,7,23.077,CLE,SEA,False,,,,,,0.0%,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,True,6,3,Jordan Cameron
2011,2011-10-30,7,8,23.084,CLE,SFO,False,,,,,,0.0%,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,True,False,10,20,Jordan Cameron
2011,2011-11-06,8,9,23.091,CLE,HOU,False,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,False,12,30,Jordan Cameron
2011,2011-11-13,9,10,23.098,CLE,STL,False,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,False,12,13,Jordan Cameron
2011,2011-11-20,10,11,,CLE,JAX,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,14,10,Jordan Cameron
