Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2017,2017-10-08,4,5,24.115,MIA,,TEN,W 16-10,True,25,77,3.08,0,3,2,2,1.00,0,66.7%,0.67,0,0,,0,,0,0,1,1,0,0,0,0,46,78%,0,0%,0,0%,False,Jay Ajayi
2017,2017-10-15,5,6,24.122,MIA,@,ATL,W 20-17,True,26,130,5.00,0,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,48,72%,0,0%,0,0%,True,Jay Ajayi
2017,2017-10-22,6,7,24.129,MIA,,NYJ,W 31-28,True,23,51,2.22,0,4,3,26,8.67,0,75.0%,6.50,0,0,,0,,0,0,0,0,0,0,0,0,51,70%,0,0%,0,0%,False,Jay Ajayi
2017,2017-10-26,7,8,24.133,MIA,@,BAL,L 0-40,True,13,23,1.77,0,4,4,18,4.50,0,100.0%,4.50,0,0,,0,,0,0,0,0,0,0,0,0,46,70%,0,0%,0,0%,True,Jay Ajayi
2017,2017-11-05,9,9,24.143,PHI,,DEN,W 51-23,False,8,77,9.63,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0,0,0,0,0,0,17,25%,0,0%,0,0%,False,Jay Ajayi
2017,2017-11-19,10,11,24.157,PHI,@,DAL,W 37-9,False,7,91,13.00,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,0,0,0,0,0,0,0,0,13,20%,0,0%,0,0%,True,Jay Ajayi
2017,2017-11-26,11,12,24.164,PHI,,CHI,W 31-3,False,5,26,5.20,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,1,0,0,0,0,0,22,28%,0,0%,0,0%,False,Jay Ajayi
2017,2017-12-03,12,13,24.171,PHI,@,SEA,L 10-24,False,9,35,3.89,0,4,3,11,3.67,0,75.0%,2.75,0,0,,0,,0,0,0,0,0,0,0,0,31,41%,0,0%,0,0%,True,Jay Ajayi
2017,2017-12-10,13,14,24.178,PHI,@,LAR,W 43-35,False,15,78,5.20,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,,0,0,0,0,0,0,0,0,43,47%,0,0%,0,0%,True,Jay Ajayi
2017,2017-12-17,14,15,24.185,PHI,@,NYG,W 34-29,False,12,49,4.08,0,2,2,40,20.00,0,100.0%,20.00,0,0,,0,,0,0,0,0,0,0,0,0,34,51%,0,0%,0,0%,True,Jay Ajayi
2017,2017-12-25,15,16,24.193,PHI,,OAK,W 19-10,True,14,52,3.71,0,3,2,21,10.50,1,66.7%,7.00,0,0,,0,,1,6,1,1,0,0,0,0,27,40%,0,0%,0,0%,False,Jay Ajayi
2017,2017-12-31,16,17,,PHI,,DAL,L 0-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jay Ajayi
2018,2018-09-06,1,1,25.083,PHI,,ATL,W 18-12,False,15,62,4.13,2,0,0,0,,0,0.0%,,0,0,,0,1,2,14,0,0,0,0,0,0,29,40%,0,0%,0,0%,False,Jay Ajayi
2018,2018-09-16,2,2,25.093,PHI,@,TAM,L 21-27,True,7,23,3.29,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,1,6,0,0,0,0,0,0,22,28%,0,0%,0,0%,True,Jay Ajayi
2018,2018-09-23,3,3,,PHI,,IND,W 20-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jay Ajayi
2018,2018-09-30,4,4,25.107,PHI,@,TEN,L 23-26,True,15,70,4.67,0,4,3,11,3.67,0,75.0%,2.75,0,0,,0,,0,0,0,0,0,0,0,0,40,51%,0,0%,0,0%,True,Jay Ajayi
2018,2018-10-07,5,5,25.114,PHI,,MIN,L 21-23,True,8,29,3.63,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,1,1,0,0,0,0,29,49%,0,0%,0,0%,False,Jay Ajayi
2018,2018-10-11,6,6,,PHI,@,NYG,W 34-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jay Ajayi
2018,2018-10-21,7,7,,PHI,,CAR,L 17-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Jay Ajayi
2018,2018-10-28,8,8,,PHI,@,JAX,W 24-18,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jay Ajayi
2018,2018-11-11,9,10,,PHI,,DAL,L 20-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Jay Ajayi
2018,2018-11-18,10,11,,PHI,@,NOR,L 7-48,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jay Ajayi
2018,2018-11-25,11,12,,PHI,,NYG,W 25-22,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Jay Ajayi
2018,2018-12-03,12,13,,PHI,,WAS,W 28-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Jay Ajayi
2018,2018-12-09,13,14,,PHI,@,DAL,L 23-29,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jay Ajayi
2018,2018-12-16,14,15,,PHI,@,LAR,W 30-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jay Ajayi
2018,2018-12-23,15,16,,PHI,,HOU,W 32-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Jay Ajayi
2018,2018-12-30,16,17,,PHI,@,WAS,W 24-0,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jay Ajayi
2019,2019-11-17,10,11,,PHI,,NWE,L 10-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jay Ajayi
2019,2019-11-24,11,12,26.162,PHI,,SEA,L 9-17,False,6,16,2.67,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,8,11%,0,0%,0,0%,False,Jay Ajayi
2019,2019-12-01,12,13,26.169,PHI,@,MIA,L 31-37,False,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,8,12%,0,0%,0,0%,True,Jay Ajayi
2019,2019-12-09,13,14,26.177,PHI,,NYG,W 23-17,False,2,5,2.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,5,6%,0,0%,0,0%,False,Jay Ajayi
2019,2019-12-15,14,15,,PHI,@,WAS,W 37-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jay Ajayi
2019,2019-12-22,15,16,,PHI,,DAL,W 17-9,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jay Ajayi
,45 Games,,,,,,,25-20-0,False,572,2546,4.45,13,87,63,419,6.65,1,72.4%,4.82,1,20,20.00,0,2,14,88,8,4,0,2,0,0,,,,,,,False,Jay Ajayi
