Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2015.0,2015-09-13,1.0,1.0,23.0,BAL,DEN,L 13-19,False,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,21,72%,True,Darren Waller,False,13,19
2015.0,2015-09-20,2.0,2.0,23.007,BAL,OAK,L 33-37,False,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,2%,0,0%,19,56%,True,Darren Waller,False,33,37
2015.0,2015-09-27,3.0,3.0,23.014,BAL,CIN,L 24-28,False,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0%,0,0%,18,67%,False,Darren Waller,False,24,28
2015.0,2015-10-01,4.0,4.0,23.018,BAL,PIT,W 23-20,False,2,1,17,17.00,0,50.0%,8.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,32%,0,0%,20,62%,True,Darren Waller,True,23,20
2015.0,2015-10-11,5.0,5.0,23.028,BAL,CLE,L 30-33,True,2,1,1,1.00,0,50.0%,0.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,26%,0,0%,12,35%,False,Darren Waller,False,30,33
2015.0,2015-10-18,6.0,6.0,,BAL,SFO,L 20-25,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Darren Waller,False,20,25
2015.0,2015-10-26,7.0,7.0,23.043,BAL,ARI,L 18-26,False,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,5,18%,True,Darren Waller,False,18,26
2015.0,2015-11-01,8.0,8.0,,BAL,SDG,W 29-26,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Darren Waller,True,29,26
2015.0,2015-11-15,9.0,10.0,,BAL,JAX,L 20-22,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Darren Waller,False,20,22
2015.0,2015-11-22,10.0,11.0,,BAL,STL,W 16-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Darren Waller,True,16,13
2015.0,2015-11-30,11.0,12.0,,BAL,CLE,W 33-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Darren Waller,True,33,27
