Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2016.0,2016-09-11,1.0,1.0,23.125,NYJ,CIN,L 22-23,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,6%,0,0%,0,0%,False,Robby Anderson,False,22,23
2016.0,2016-09-15,2.0,2.0,23.129,NYJ,BUF,W 37-31,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,8%,0,0%,0,0%,True,Robby Anderson,True,37,31
2016.0,2016-09-25,3.0,3.0,23.139,NYJ,KAN,L 3-24,False,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,16%,0,0%,0,0%,True,Robby Anderson,False,3,24
2016.0,2016-10-02,4.0,4.0,23.146,NYJ,SEA,L 17-27,True,6,2,12,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,87%,0,0%,1,4%,False,Robby Anderson,False,17,27
2016.0,2016-10-09,5.0,5.0,23.153,NYJ,PIT,L 13-31,True,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,90%,0,0%,0,0%,True,Robby Anderson,False,13,31
2016.0,2016-10-17,6.0,6.0,23.161,NYJ,ARI,L 3-28,True,6,4,24,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,True,Robby Anderson,False,3,28
2016.0,2016-10-23,7.0,7.0,23.167,NYJ,BAL,W 24-16,True,3,3,41,13.67,0,100.0%,13.67,1,30,30.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,74%,0,0%,0,0%,False,Robby Anderson,True,24,16
2016.0,2016-10-30,8.0,8.0,23.174,NYJ,CLE,W 31-28,True,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,86%,0,0%,0,0%,True,Robby Anderson,True,31,28
2016.0,2016-11-06,9.0,9.0,23.181,NYJ,MIA,L 23-27,True,6,4,49,12.25,0,66.7%,8.17,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,95%,0,0%,0,0%,True,Robby Anderson,False,23,27
2016.0,2016-11-13,10.0,10.0,23.188,NYJ,LAR,L 6-9,False,6,3,69,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,88%,0,0%,0,0%,False,Robby Anderson,False,6,9
