Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2005,2005-11-27,11,12,,SFO,@,TEN,L 22-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Alex Smith
2005,2005-12-04,12,13,21.211,SFO,,ARI,L 10-17,True,16,24,66.67,185,0,3,50.2,3,16,7.71,2.08,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,,,,,,False,Alex Smith
2005,2005-12-11,13,14,21.218,SFO,@,SEA,L 3-41,True,9,22,40.91,77,0,1,31.8,4,26,3.50,1.45,6,20,3.33,0,0,0,0,,0,0.0%,,0,0,3,1,0,1,-2,0,,,,,,,True,Alex Smith
2005,2005-12-18,14,15,21.225,SFO,@,JAX,L 9-10,True,8,24,33.33,123,0,1,33.9,2,16,5.13,3.25,4,30,7.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Alex Smith
2005,2005-12-24,15,16,21.231,SFO,@,STL,W 24-20,True,12,16,75.00,131,0,0,98.7,5,27,8.19,8.19,7,21,3.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,,,,,,True,Alex Smith
2005,2006-01-01,16,17,21.239,SFO,,HOU,W 20-17,True,16,29,55.17,159,1,1,68.0,3,17,5.48,4.62,4,10,2.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-8,0,,,,,,,False,Alex Smith
2006,2006-09-10,1,1,22.126,SFO,@,ARI,L 27-34,True,23,40,57.50,288,1,0,88.3,1,2,7.20,7.70,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Alex Smith
2006,2006-09-17,2,2,22.133,SFO,,STL,W 20-13,True,11,22,50.00,233,1,0,103.0,0,0,10.59,11.50,3,-1,-0.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Alex Smith
2006,2006-09-24,3,3,22.140,SFO,,PHI,L 24-38,True,27,46,58.70,293,1,0,84.8,3,24,6.37,6.80,6,39,6.50,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,0,0,,,,,,,False,Alex Smith
2006,2006-10-01,4,4,22.147,SFO,@,KAN,L 0-41,True,13,25,52.00,92,0,2,27.4,4,16,3.68,0.08,4,11,2.75,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,,,,,,True,Alex Smith
2006,2006-10-08,5,5,22.154,SFO,,OAK,W 34-20,True,15,19,78.95,165,3,1,120.5,0,0,8.68,9.47,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Alex Smith
2006,2006-10-15,6,6,22.161,SFO,,SDG,L 19-48,True,20,31,64.52,214,2,1,92.7,5,32,6.90,6.74,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,False,Alex Smith
2006,2006-10-29,7,8,22.175,SFO,@,CHI,L 10-41,True,14,25,56.00,135,1,2,51.2,2,14,5.40,2.60,5,23,4.60,0,0,0,0,,0,0.0%,,0,0,2,2,0,0,0,0,,,,,,,True,Alex Smith
2006,2006-11-05,8,9,22.182,SFO,,MIN,W 9-3,True,13,21,61.90,105,0,1,54.7,3,14,5.00,2.86,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Alex Smith
2006,2006-11-12,9,10,22.189,SFO,@,DET,W 19-13,True,14,20,70.00,136,0,0,88.7,3,19,6.80,6.80,8,15,1.88,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,True,Alex Smith
2006,2006-11-19,10,11,22.196,SFO,,SEA,W 20-14,True,19,25,76.00,163,1,0,105.9,1,9,6.52,7.32,1,1,1.00,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,,,,,,,False,Alex Smith
2006,2006-11-26,11,12,22.203,SFO,@,STL,L 17-20,True,13,25,52.00,148,1,2,50.1,0,0,5.92,3.12,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Alex Smith
2006,2006-12-03,12,13,22.210,SFO,@,NOR,L 10-34,True,14,28,50.00,171,1,3,41.5,4,26,6.11,2.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Alex Smith
2006,2006-12-10,13,14,22.217,SFO,,GNB,L 19-30,True,12,29,41.38,201,1,2,48.2,1,7,6.93,4.52,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,False,Alex Smith
2006,2006-12-14,14,15,22.221,SFO,@,SEA,W 24-14,True,14,25,56.00,162,2,0,102.4,0,0,6.48,8.08,6,33,5.50,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,,,,,,,True,Alex Smith
2006,2006-12-24,15,16,22.231,SFO,,ARI,L 20-26,True,18,29,62.07,190,0,1,66.7,4,16,6.55,5.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Alex Smith
2006,2006-12-31,16,17,22.238,SFO,@,DEN,W 26-23,True,17,32,53.13,194,1,1,69.0,4,23,6.06,5.28,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,2,0,0,1,-3,0,,,,,,,True,Alex Smith
2007,2007-09-10,1,1,23.126,SFO,,ARI,W 20-17,True,15,31,48.39,126,0,0,59.3,3,24,4.06,4.06,3,36,12.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,False,Alex Smith
2007,2007-09-16,2,2,23.132,SFO,@,STL,W 17-16,True,11,17,64.71,126,0,0,86.9,4,29,7.41,7.41,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,True,Alex Smith
2007,2007-09-23,3,3,23.139,SFO,@,PIT,L 16-37,True,17,35,48.57,209,1,1,65.1,2,11,5.97,5.26,3,32,10.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Alex Smith
2007,2007-09-30,4,4,23.146,SFO,,SEA,L 3-23,True,0,1,0.00,0,0,0,39.6,1,10,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Alex Smith
2007,2007-10-07,5,5,,SFO,,BAL,L 7-9,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alex Smith
2007,2007-10-21,6,7,,SFO,@,NYG,L 15-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Alex Smith
2007,2007-10-28,7,8,23.174,SFO,,NOR,L 10-31,True,22,43,51.16,190,1,0,70.9,2,13,4.42,4.88,4,16,4.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,False,Alex Smith
2007,2007-11-04,8,9,23.181,SFO,@,ATL,L 16-20,True,17,38,44.74,149,0,3,22.8,2,14,3.92,0.37,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,True,Alex Smith
2007,2007-11-12,9,10,23.189,SFO,@,SEA,L 0-24,True,12,28,42.86,114,0,0,54.8,3,20,4.07,4.07,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,2,2,0,0,0,0,,,,,,,True,Alex Smith
2007,2007-11-18,10,11,,SFO,,STL,L 9-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Alex Smith
2007,2007-11-25,11,12,,SFO,@,ARI,W 37-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Alex Smith
2007,2007-12-02,12,13,,SFO,@,CAR,L 14-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Alex Smith
2007,2007-12-09,13,14,,SFO,,MIN,L 7-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alex Smith
2007,2007-12-15,14,15,,SFO,,CIN,W 20-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Alex Smith
2007,2007-12-23,15,16,,SFO,,TAM,W 21-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Alex Smith
2007,2007-12-30,16,17,,SFO,@,CLE,L 7-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Alex Smith
2008,2008-09-07,1,1,,SFO,,ARI,L 13-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alex Smith
2008,2008-09-14,2,2,,SFO,@,SEA,W 33-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Alex Smith
2008,2008-09-21,3,3,,SFO,,DET,W 31-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Alex Smith
2008,2008-09-28,4,4,,SFO,@,NOR,L 17-31,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Alex Smith
2008,2008-10-05,5,5,,SFO,,NWE,L 21-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Alex Smith
2008,2008-10-12,6,6,,SFO,,PHI,L 26-40,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Alex Smith
2008,2008-10-19,7,7,,SFO,@,NYG,L 17-29,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Alex Smith
2008,2008-10-26,8,8,,SFO,,SEA,L 13-34,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Alex Smith
2008,2008-11-10,9,10,,SFO,@,ARI,L 24-29,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Alex Smith
2008,2008-11-16,10,11,,SFO,,STL,W 35-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Alex Smith
2008,2008-11-23,11,12,,SFO,@,DAL,L 22-35,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Alex Smith
2008,2008-11-30,12,13,,SFO,@,BUF,W 10-3,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Alex Smith
2008,2008-12-07,13,14,,SFO,,NYJ,W 24-14,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Alex Smith
2008,2008-12-14,14,15,,SFO,@,MIA,L 9-14,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Alex Smith
2008,2008-12-21,15,16,,SFO,@,STL,W 17-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Alex Smith
2008,2008-12-28,16,17,,SFO,,WAS,W 27-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Alex Smith
