Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2005,2005-09-11,1,1,22.324,PIT,TEN,True,1,1,3,3.00,1,100.0%,3.00,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,34,7,Heath Miller
2005,2005-09-18,2,2,22.331,PIT,HOU,True,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,27,7,Heath Miller
2005,2005-09-25,3,3,22.338,PIT,NWE,True,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,20,23,Heath Miller
2005,2005-10-10,4,5,22.353,PIT,SDG,False,6,4,36,9.00,1,66.7%,6.00,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,24,22,Heath Miller
2005,2005-10-16,5,6,22.359,PIT,JAX,True,6,4,72,18.00,1,66.7%,12.00,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,False,17,23,Heath Miller
2005,2005-10-23,6,7,23.001,PIT,CIN,True,6,6,58,9.67,1,100.0%,9.67,0,0,,0,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,27,13,Heath Miller
2005,2005-10-31,7,8,23.009,PIT,BAL,True,4,3,18,6.00,2,75.0%,4.50,0,0,,0,,2,12,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,20,19,Heath Miller
2005,2005-11-06,8,9,23.015,PIT,GNB,True,2,2,11,5.50,0,100.0%,5.50,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,20,10,Heath Miller
2005,2005-11-13,9,10,23.022,PIT,CLE,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,True,34,21,Heath Miller
2005,2005-11-20,10,11,23.029,PIT,BAL,True,6,5,37,7.40,0,83.3%,6.17,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,13,16,Heath Miller
2005,2005-11-28,11,12,23.037,PIT,IND,True,5,4,26,6.50,0,80.0%,5.20,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,False,7,26,Heath Miller
2005,2005-12-04,12,13,23.043,PIT,CIN,True,3,3,44,14.67,0,100.0%,14.67,0,0,,0,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,False,False,31,38,Heath Miller
2005,2005-12-11,13,14,23.050,PIT,CHI,True,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,,0,,0,1,0,0,,,,,,,False,True,21,9,Heath Miller
2005,2005-12-18,14,15,23.057,PIT,MIN,True,3,2,58,29.00,0,66.7%,19.33,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,18,3,Heath Miller
2005,2005-12-24,15,16,23.063,PIT,CLE,True,1,1,21,21.00,0,100.0%,21.00,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,True,41,0,Heath Miller
