Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2020,2020-11-29,12,12,27.100,TAM,,KAN,L 24-27,True,9,3,50,16.67,2,33.3%,5.56,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,53,90%,0,0%,0,0%,False,Mike Evans
2020,2020-12-13,13,14,27.114,TAM,,MIN,W 26-14,True,5,3,56,18.67,0,60.0%,11.20,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,76%,0,0%,0,0%,False,Mike Evans
2020,2020-12-20,14,15,27.121,TAM,@,ATL,W 31-27,True,7,6,110,18.33,0,85.7%,15.71,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,81%,0,0%,0,0%,True,Mike Evans
2020,2020-12-26,15,16,27.127,TAM,@,DET,W 47-7,True,12,10,181,18.10,2,83.3%,15.08,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,62,81%,0,0%,0,0%,True,Mike Evans
2020,2021-01-03,16,17,27.135,TAM,,ATL,W 44-27,True,4,3,46,15.33,0,75.0%,11.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,16%,0,0%,0,0%,False,Mike Evans
2021,2021-09-09,1,1,28.019,TAM,,DAL,W 31-29,True,6,3,24,8.00,0,50.0%,4.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,94%,0,0%,0,0%,False,Mike Evans
2021,2021-09-19,2,2,28.029,TAM,,ATL,W 48-25,True,9,5,75,15.00,2,55.6%,8.33,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,46,73%,0,0%,0,0%,False,Mike Evans
2021,2021-09-26,3,3,28.036,TAM,@,LAR,L 24-34,True,10,8,106,13.25,0,80.0%,10.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,84%,0,0%,0,0%,True,Mike Evans
2021,2021-10-03,4,4,28.043,TAM,@,NWE,W 19-17,True,12,7,75,10.71,0,58.3%,6.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,88%,0,0%,0,0%,True,Mike Evans
2021,2021-10-10,5,5,28.050,TAM,,MIA,W 45-17,True,8,6,113,18.83,2,75.0%,14.13,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,58,78%,0,0%,0,0%,False,Mike Evans
2021,2021-10-14,6,6,28.054,TAM,@,PHI,W 28-22,True,4,2,27,13.50,0,50.0%,6.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,93%,0,0%,0,0%,True,Mike Evans
2021,2021-10-24,7,7,28.064,TAM,,CHI,W 38-3,True,10,6,76,12.67,3,60.0%,7.60,0,0,,0,,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,56,77%,0,0%,0,0%,False,Mike Evans
2021,2021-10-31,8,8,28.071,TAM,@,NOR,L 27-36,True,4,2,48,24.00,1,50.0%,12.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,95%,0,0%,0,0%,True,Mike Evans
2021,2021-11-14,9,10,28.085,TAM,@,WAS,L 19-29,True,3,2,62,31.00,1,66.7%,20.67,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,100%,0,0%,0,0%,True,Mike Evans
2021,2021-11-22,10,11,28.093,TAM,,NYG,W 30-10,True,11,6,73,12.17,1,54.5%,6.64,1,10,10.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,64,82%,0,0%,0,0%,False,Mike Evans
2021,2021-11-28,11,12,28.099,TAM,@,IND,W 38-31,True,6,3,16,5.33,0,50.0%,2.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,99%,0,0%,0,0%,True,Mike Evans
2021,2021-12-05,12,13,28.106,TAM,@,ATL,W 30-17,True,10,7,99,14.14,0,70.0%,9.90,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,93%,0,0%,0,0%,True,Mike Evans
2021,2021-12-12,13,14,28.113,TAM,,BUF,W 33-27,True,6,6,91,15.17,1,100.0%,15.17,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,77,93%,0,0%,0,0%,False,Mike Evans
2021,2021-12-19,14,15,28.120,TAM,,NOR,L 0-9,True,1,1,14,14.00,0,100.0%,14.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,23%,0,0%,0,0%,False,Mike Evans
2021,2021-12-26,15,16,,TAM,@,CAR,W 32-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Mike Evans
2021,2022-01-02,16,17,28.134,TAM,@,NYJ,W 28-24,True,7,4,47,11.75,1,57.1%,6.71,0,0,,0,,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,56,76%,0,0%,0,0%,True,Mike Evans
2021,2022-01-09,17,18,28.141,TAM,,CAR,W 41-17,True,7,6,89,14.83,2,85.7%,12.71,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,43,72%,0,0%,0,0%,False,Mike Evans
,122 Games,,,,,,,55-67-0,False,1058,606,9301,15.35,75,57.3%,8.79,1,10,10.00,0,4,76,464,0.0,1,0,1,0,0,4,2,0,3,-3,1,,,,,,,False,Mike Evans
