Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2019.0,2019-11-24,11.0,12.0,22.143,CLE,MIA,W 41-24,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,37,37.00,0,0,0%,0,0%,9,30%,False,Jamie Gillan,True,41,24
2019.0,2019-12-01,12.0,13.0,22.15,CLE,PIT,L 13-20,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,144,48.00,0,0,0%,0,0%,7,29%,True,Jamie Gillan,False,13,20
2019.0,2019-12-08,13.0,14.0,22.157,CLE,CIN,W 27-19,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,83,41.50,0,0,0%,0,0%,7,27%,False,Jamie Gillan,True,27,19
2019.0,2019-12-15,14.0,15.0,22.164,CLE,ARI,L 24-38,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,83,41.50,0,0,0%,0,0%,8,30%,True,Jamie Gillan,False,24,38
2019.0,2019-12-22,15.0,16.0,22.171,CLE,BAL,L 15-31,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,220,44.00,0,0,0%,0,0%,7,29%,False,Jamie Gillan,False,15,31
2019.0,2019-12-29,16.0,17.0,22.178,CLE,CIN,L 23-33,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,207,51.75,0,0,0%,0,0%,8,28%,True,Jamie Gillan,False,23,33
2020.0,2020-09-13,1.0,1.0,23.071,CLE,BAL,L 6-38,False,1,-2,-2.00,0,0.0,0,0,0,0,0,1,1,0,0,0,0,3,137,45.67,0,0,0%,0,0%,6,24%,True,Jamie Gillan,False,6,38
2020.0,2020-09-17,2.0,2.0,23.075,CLE,CIN,W 35-30,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,43,43.00,0,0,0%,0,0%,6,22%,False,Jamie Gillan,True,35,30
2020.0,2020-09-27,3.0,3.0,23.085,CLE,WAS,W 34-20,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,229,45.80,0,0,0%,0,0%,11,39%,False,Jamie Gillan,True,34,20
2020.0,2020-10-04,4.0,4.0,23.092,CLE,DAL,W 49-38,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,171,42.75,0,1,1%,0,0%,12,39%,True,Jamie Gillan,True,49,38
2020.0,2020-10-11,5.0,5.0,23.099,CLE,IND,W 32-23,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,93,46.50,0,0,0%,0,0%,8,29%,False,Jamie Gillan,True,32,23
2020.0,2020-10-18,6.0,6.0,23.106,CLE,PIT,L 7-38,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,242,40.33,0,0,0%,0,0%,7,26%,True,Jamie Gillan,False,7,38
2020.0,2020-10-25,7.0,7.0,23.113,CLE,CIN,W 37-34,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,50,50.00,0,0,0%,0,0%,8,29%,True,Jamie Gillan,True,37,34
2020.0,2020-11-01,8.0,8.0,23.12,CLE,LVR,L 6-16,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,109,54.50,0,0,0%,0,0%,6,33%,False,Jamie Gillan,False,6,16
2020.0,2020-11-15,9.0,10.0,23.134,CLE,HOU,W 10-7,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,174,43.50,0,0,0%,0,0%,6,35%,False,Jamie Gillan,True,10,7
2020.0,2020-11-22,10.0,11.0,23.141,CLE,PHI,W 22-17,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,225,45.00,0,0,0%,0,0%,10,34%,False,Jamie Gillan,True,22,17
2020.0,2020-11-29,11.0,12.0,23.148,CLE,JAX,W 27-25,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,47,47.00,0,0,0%,0,0%,6,23%,True,Jamie Gillan,True,27,25
2020.0,2020-12-06,12.0,13.0,23.155,CLE,TEN,W 41-35,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,123,41.00,0,1,1%,0,0%,10,33%,True,Jamie Gillan,True,41,35
2020.0,2020-12-14,13.0,14.0,23.163,CLE,BAL,L 42-47,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,91,45.50,0,1,1%,0,0%,8,24%,False,Jamie Gillan,False,42,47
2020.0,2020-12-20,14.0,15.0,23.169,CLE,NYG,W 20-6,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,120,40.00,0,0,0%,0,0%,7,37%,True,Jamie Gillan,True,20,6
2020.0,2020-12-27,15.0,16.0,23.176,CLE,NYJ,L 16-23,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,251,41.83,0,0,0%,0,0%,11,32%,True,Jamie Gillan,False,16,23
2020.0,2021-01-03,16.0,17.0,23.183,CLE,PIT,W 24-22,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,139,46.33,0,0,0%,0,0%,7,28%,False,Jamie Gillan,True,24,22
2021.0,2021-09-12,1.0,1.0,24.07,CLE,KAN,L 29-33,False,1,0,0.00,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,52,52.00,0,0,0%,0,0%,5,21%,True,Jamie Gillan,False,29,33
2021.0,2021-09-19,2.0,2.0,24.077,CLE,HOU,W 31-21,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,80,40.00,0,0,0%,0,0%,7,28%,False,Jamie Gillan,True,31,21
2021.0,2021-09-26,3.0,3.0,24.084,CLE,CHI,W 26-6,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,82,41.00,0,0,0%,0,0%,8,30%,False,Jamie Gillan,True,26,6
2021.0,2021-10-03,4.0,4.0,24.091,CLE,MIN,W 14-7,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,279,39.86,0,0,0%,0,0%,9,41%,True,Jamie Gillan,True,14,7
2021.0,2021-10-10,5.0,5.0,24.098,CLE,LAC,L 42-47,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,134,44.67,0,0,0%,0,0%,9,28%,True,Jamie Gillan,False,42,47
2021.0,2021-10-17,6.0,6.0,24.105,CLE,ARI,L 14-37,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,106,53.00,0,0,0%,0,0%,4,17%,False,Jamie Gillan,False,14,37
2021.0,2021-10-21,7.0,7.0,24.109,CLE,DEN,W 17-14,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,155,51.67,0,0,0%,0,0%,7,35%,False,Jamie Gillan,True,17,14
2021.0,2021-10-31,8.0,8.0,24.119,CLE,PIT,L 10-15,False,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,4,197,49.25,0,0,0%,0,0%,6,32%,False,Jamie Gillan,False,10,15
2021.0,2021-11-07,9.0,9.0,24.126,CLE,CIN,W 41-16,False,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,3,118,39.33,0,0,0%,0,0%,11,39%,True,Jamie Gillan,True,41,16
2021.0,2021-11-14,10.0,10.0,24.133,CLE,NWE,L 7-45,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,189,47.25,0,0,0%,0,0%,5,22%,True,Jamie Gillan,False,7,45
2021.0,2021-11-21,11.0,11.0,24.14,CLE,DET,W 13-10,False,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,189,37.80,0,0,0%,0,0%,8,36%,False,Jamie Gillan,True,13,10
2021.0,2021-11-28,12.0,12.0,24.147,CLE,BAL,L 10-16,False,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,261,43.50,0,0,0%,0,0%,9,38%,True,Jamie Gillan,False,10,16
2021.0,2021-12-12,13.0,14.0,,CLE,BAL,W 24-22,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jamie Gillan,True,24,22
2021.0,2021-12-20,14.0,15.0,,CLE,LVR,L 14-16,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jamie Gillan,False,14,16
2021.0,2021-12-26,15.0,16.0,,BUF,NWE,W 33-21,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jamie Gillan,True,33,21
2021.0,2022-01-02,16.0,17.0,,BUF,ATL,W 29-15,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jamie Gillan,True,29,15
2021.0,2022-01-09,17.0,18.0,,BUF,NYJ,W 27-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jamie Gillan,True,27,10
,44 Games,,,,,,23-21-0,False,2,-2,-1.00,0,0.0,2,1,3,0,0,2,1,0,1,0,0,156,6999,44.87,1,,,,,,,False,Jamie Gillan,False,21,0
