Year,Date,G#,Week,Age,Tm,Opp,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2014.0,2014-09-08,1.0,1.0,24.021,DET,NYG,False,3,3,100.0,2.0,3,66.7,0,9,0.0,0%,0.0,0%,6.0,23%,False,True,35,14,Nate Freese
2014.0,2014-09-14,2.0,2.0,24.027,DET,CAR,False,1,1,100.0,,2,0.0,0,1,0.0,0%,0.0,0%,3.0,12%,True,False,7,24,Nate Freese
2014.0,2014-09-21,3.0,3.0,24.034,DET,GNB,False,2,2,100.0,1.0,2,50.0,0,5,0.0,0%,0.0,0%,4.0,20%,False,True,19,7,Nate Freese
,3 Games,,,,,,False,6,6,100.0,3.0,7,42.9,0,15,,,,,,,False,False,1,0,Nate Freese
